sad maze thenceforth their 94
sat very awkwardly upon 52
sat very patiently till 101
saw most miserable beings 67
saw nothing different from 112
saw nothing worthwhile left 59
saw some imaginary high 67
saw such prophetic depth 51
saw their companions fall 193
saw their departure from 76
saw their influence over 50
saw their influence wane 102
saw their influence waning 46
saw their interests best 251
saw their occupation gone 89
saw their political role 58
saw their principal task 82
saw their shoulders moving 43
saw their uncovered heads 52
saw these gentlemen kick 46
saw those immensely tall 53
saw three customers come 130
saw were different from 176
saw what everybody else 119
saw your expression when 54
say among ourselves what 45
say best describes your 72
say least selfishly what 46
say many instances have 68
say more precisely what 581
say nothing different from 86
say some gentlemen have 40
say their ancestors came 165
say their ancestors were 101
say their companies have 44
say very different from 43
say very precisely what 66
say what everybody else 351
say what everybody says 100
say what everybody will 40
say what foundation there 79
say what impression these 42
say what influence these 42
say what moralists will 45
say what propriety there 46
say your apologies were 98
seas move regularly from 41
seas were converted into 42
seas were separated into 86
see also abdominal pain 140
see also antenatal care 74
see also antitrust laws 230
see also australian army 59
see also broadcast media 75
see also communist bloc 57
see also community care 459
see also community health 265
see also congenital heart 161
see also congestive heart 326
see also embryonic stem 57
see also graphical user 51
see also intensive care 110
see also invisible hand 41
see also maternity leave 235
see also napoleonic wars 219
see also navigation acts 94
see also palliative care 149
see also political theory 54
see also production code 135
see also protected areas 72
see also reference from 784
see also selections from 54
see also strategic arms 98
see cars approaching from 58
see love inscribed upon 94
see many different ways 126
see more precisely what 594
see nothing different from 148
see other gentlemen whom 55
see paul leicester ford 90
see salt strategic arms 42
see some distorted wild 50
see some frightful form 67
see some influence from 50
see some reasonable hope 108
see such disasters fall 44
see their approaching ruin 47
see their christmas tree 68
see their conversion into 67
see their daughters well 48
see their galleries look 73
see their influence upon 41
see their interests best 260
see their interests more 41
see their physicians more 105
see their practical bearing 44
see their principal task 66
see their relatives once 48
see these youngsters moving 46
see those mountains over 67
see three different ways 71
see what advantage such 56
see what advantage there 325
see what agreement there 45
see what aristotle means 48
see what christmas will 50
see what conditions must 87
see what conditions were 274
see what connection there 821
see what developed from 42
see what different ideas 101
see what everybody else 1525
see what everybody sees 62
see what foundation there 679
see what impression their 46
see what impression these 47
see what influence such 62
see what influence these 65
see what insatiable want 44
see what merriment fell 88
see what necessity there 226
see what objections there 48
see what practical good 125
see what prospects there 169
see what provisions were 55
see what relevance such 40
see what resources were 55
see what scripture says 90
see what substance there 79
see your expression when 58
see your handwriting once 320
see your miserable face 48
see your personnel file 41
see your professor during 51
see your sovereign weep 52
set down faithfully what 62
set down precisely what 153
set down somewhere else 66
set forth crucified among 552
set forth precisely what 92
set forth presently upon 51
set high standards when 46
set more obliquely upon 92
set sail accordingly from 75
set some reasonable time 60
set their affections upon 408
set their prisoners free 233
set their standards high 98
set their suitcases down 42
set these miscreants like 46
set these prisoners free 49
set upon sandstone rock 50
set when completed will 563
set when plaintiff sold 61
set your affections upon 316
set your prisoners free 97
set your standards high 311
sex have previously been 190
sex have undergone even 46
sex role attitudes among 83
sex role attitudes have 75
sex role attitudes were 121
sex role stereotyping among 67
sex were assembled there 105
sex will cultivate some 52
she also benefited from 118
she also expressed some 59
she also graduated from 109
she also refrained from 63
she been different when 99
she been ensconced here 76
she been prevented from 55
she been separated from 101
she early instilled into 47
she even graduated from 41
she ever recovered from 113
she fell backwards into 227
she fell backwards onto 148
she fell backwards over 45
she fell downright into 47
she fell exhausted into 153
she fell exhausted upon 66
she fell gradually into 42
she fell instantly into 61
she fell naturally into 114
she fell prostrate upon 67
she fell senseless into 198
she fell senseless upon 143
she felt alienated from 301
she felt depressed when 59
she felt different from 265
she felt distanced from 96
she felt excruciating pain 52
she felt exhausted from 77
she felt extremely angry 41
she felt extremely self 89
she felt extremely well 147
she felt gradually wore 40
she felt hurriedly among 58
she felt liberated from 55
she felt perfectly calm 65
she felt perfectly fine 113
she felt perfectly free 89
she felt perfectly safe 354
she felt perfectly sure 79
she felt perfectly well 609
she felt pressured into 51
she felt protected from 111
she felt reasonably safe 106
she felt reasonably sure 237
she felt reasonably well 107
she felt separated from 126
she felt sometimes when 92
she felt tolerably sure 56
she felt uneasiness lest 43
she fits perfectly into 72
she gave premature birth 207
she gets permission from 48
she gets separated from 52
she grew increasingly more 48
she hangs delighted over 47
she have forgotten what 279
she have refrained from 49
she having previously been 43
she heard footsteps along 43
she heard footsteps come 47
she heard footsteps coming 1158
she heard footsteps from 83
she heard footsteps moving 87
she heard footsteps pass 40
she heard footsteps upon 43
she heard nightingale swear 71
she hears footsteps coming 42
she just graduated from 107
she kept remembering what 67
she knew admirably well 52
she knew extremely well 46
she knew instantly what 291
she knew perfectly well 15539
she knew perfectly what 238
she knew precisely what 1050
she knew precisely when 45
