sagacious peer forbore taking 42
salaries were derived from 110
salaries were reduced from 89
salaries will attract more 43
salesmen were divided into 51
salvation must chiefly come 56
salvation unto eternal life 407
sanctions were decided upon 43
sanctions were imposed only 133
sanctions were imposed upon 265
satisfying these criteria were 52
satisfying these criteria will 40
scarcely been allowed time 124
scarcely been brought into 85
scarcely been elected when 86
scarcely been entered upon 95
scarcely been founded when 56
scarcely been kindled when 40
scarcely been released from 44
scarcely been removed when 40
scarcely been resumed when 41
scarcely been settled when 59
scarcely been started when 62
scarcely been touched upon 673
scarcely been uttered when 225
scarcely been written when 85
scarcely drag herself along 47
scarcely drag himself along 250
scarcely ever carried into 44
scarcely ever diseases like 42
scarcely ever entered into 91
scarcely ever relaxed into 81
scarcely ever stirred from 97
scarcely ever touched upon 111
scarcely five hundred feet 191
scarcely five minutes from 57
scarcely five minutes when 113
scarcely five shillings left 58
scarcely four hundred years 219
scarcely gave herself time 83
scarcely gave himself time 213
scarcely giving herself time 48
scarcely giving himself time 97
scarcely have appeared more 113
scarcely have avoided hearing 92
scarcely have avoided making 47
scarcely have emerged from 47
scarcely have entered into 239
scarcely have entered their 69
scarcely have entered upon 103
scarcely have escaped from 56
scarcely have escaped their 73
scarcely have escaped your 83
scarcely have flitted from 44
scarcely have noticed these 40
scarcely have realized what 44
scarcely have written such 43
scarcely help observing here 53
scarcely keep herself from 105
scarcely keep himself from 235
scarcely knew himself what 64
scarcely laid herself down 47
scarcely less general love 70
scarcely less success among 51
scarcely make herself heard 52
scarcely make himself heard 304
scarcely more distant from 80
scarcely save himself from 45
scarcely three hundred feet 135
scarcely three hundred years 121
scarcely took impress from 78
scarcely worth mentioning were 40
scattering angle measured from 114
scattering theory applies only 108
scatters some flowers over 48
scavenged from garbage cans 40
scenarios were derived from 65
scholars come chiefly from 46
scholars have applied their 61
scholars have applied these 61
scholars have debated over 125
scholars have debated what 104
scholars have deduced from 90
scholars have derived from 67
scholars have devised many 54
scholars have devoted more 152
scholars have devoted most 40
scholars have devoted much 942
scholars have devoted some 53
scholars have devoted their 606
scholars have devoted years 47
scholars have divided into 46
scholars have entered into 44
scholars have focused more 220
scholars have focused much 52
scholars have focused their 585
scholars have focused upon 137
scholars have glossed over 40
scholars have hitherto been 97
scholars have labeled these 45
scholars have limited their 86
scholars have offered many 69
scholars have offered more 109
scholars have offered their 103
scholars have perhaps been 61
scholars have puzzled over 682
scholars have refined their 51
scholars have revised their 71
scholars have shifted their 170
scholars have studied these 138
scholars have touched upon 89
scholars have usually been 85
scholars have written many 103
scholars have written more 142
scholars have written much 282
scholars soon flocked over 95
scholars were brought into 57
scholars were carried away 61
scholars were divided into 379
scholars were divided over 81
scholars were invited from 89
scholars were removed from 42
scholars will benefit from 107
schooner just arrived from 48
sciences have derived from 44
sciences have emerged from 161
sciences have evolved from 44
sciences have hitherto been 96
sciences have largely been 50
sciences must proceed from 83
sciences must somehow know 44
sciences treat portions only 42
sciences were brought into 73
sciences were divided into 130
sciences were stuffed into 74
sciences will benefit from 49
scramble along somehow when 47
screened from general view 64
screened from outside view 60
scruples were imbibed during 60
scrutiny will usually show 42
secluded from mankind here 77
secreted into culture media 47
secretly hoping against hope 78
security also depends upon 72
security means freedom from 71
security threat emanating from 95
security took priority over 46
security were derived from 46
security were entered into 46
security were exacted from 47
sediment core samples from 61
sediment core samples were 105
sediment trap material from 181
sediment trap results from 189
sediment trap samples from 242
sediment trap samples were 156
sediment were removed from 78
segments were derived from 68
segments were divided into 119
segments were excised from 91
segments were removed from 163
selected case studies from 306
selected case studies were 40
selected case studies will 41
selected from several other 42
selected high schools were 54
selected over several other 40
selected rock samples from 143
selected their material from 54
selected their victims from 68
selected were divided into 73
selection also depends upon 44
selection male animals have 41
selection will produce nothing 64
senators were brought into 59
senators were divided into 108
senators were elected from 240
senators were present when 85
senators were reduced from 68
sensible means besides have 67
sentence into shorter ones 71
sentence must contain only 42
sentence rest chiefly upon 52
sentence says exactly what 62
sentence your worship sees 59
separate bank account from 75
separate bank account into 47
separate debt service fund 68
separate from anybody else 44
separate from british india 147
separate from everything else 2726
separate from natural life 55
separate from private life 61
separate from solution when 112
separate great britain from 428
separate high schools were 49
separate north america from 152
separate peace between great 171
separate peace treaties were 75
separate south america from 115
separate star differs from 46
separate such effects from 102
separate their behavior from 44
separate their beliefs from 110
separate their country from 308
separate their culture from 42
separate their effects from 304
separate their emotions from 312
separate their garbage into 104
separate their history from 49
separate their religion from 254
separate their thoughts from 89
separate these animals from 42
separate these desires from 60
separate these effects from 533
separate these factors from 192
separate these factors into 102
separate these islands from 127
separate these objects from 112
separate these species from 164
separate tied product from 71
separate ways brought into 40
separate west germany from 94
separate your emotions from 284
separate your subject from 151
separate your thoughts from 163
separating from britain will 70
separating great britain from 171
separating north america from 166
separating south america from 152
separating their country from 75
separating these effects from 42
separating these islands from 48
separating west germany from 45
sequence data derived from 154
seriously into account when 173
servants were brought from 138
servants were brought into 140
servants were brought over 58
servants were divided into 164
servants were gathered there 66
servants were pressed into 48
servants were released from 103
servants were removed from 241
servants were suffering from 57
servants will decline giving 56
services also operate from 44
services from outside their 42
services from primary care 94
services from sources other 66
services have emerged from 55
services have endeared their 150
services have evolved from 119
services have evolved into 80
services have evolved over 93
services have hitherto been 77
services have largely been 139
services have merited cold 66
services have shifted from 73
services have usually been 196
services into account when 41
services into primary care 175
services into primary health 107
services like medical care 161
services over several years 93
services were brought into 260
services were derived from 82
services were divided among 54
services were divided into 436
services were exacted from 124
services were grouped into 118
services were imposed upon 57
services were offered free 131
services were offered only 89
services were reduced from 41
services were removed from 192
services were usually held 293
services were withheld from 44
services will benefit from 192
services will increase from 96
services will increase their 58
services will require more 276
settlers also arrived from 40
settlers came chiefly from 147
settlers came largely from 197
settlers from virginia were 45
settlers took matters into 103
settlers were brought back 48
settlers were brought from 187
settlers were brought into 202
settlers were brought over 172
settlers were chiefly from 131
settlers were divided into 290
settlers were granted land 221
settlers were harried from 44
settlers were largely from 176
settlers were offered free 45
settlers were offered land 40
settlers were rapidly taking 60
settlers were removed from 85
settlers were suffering from 86
severely bent against those 57
severity over several days 45
severity used towards good 63
shackles were removed from 118
sheriffs were removed from 50
shielded from outside eyes 48
shielded from radiation from 46
shoemaker made himself rich 41
shoulder pain resulting from 138
showered down flowers upon 135
showered down obloquy upon 68
showered their blessings upon 98
shrapnel were removed from 42
shrouded body slipped feet 40
shutters were removed from 58
sickened more rapidly from 67
silenced upon supposing only 300
silences those enemies from 65
simplest form implies none 48
simplify their decision making 68
simplify their language when 73
simulate very closely those 100
simulate what happens when 166
singularly clear insight into 43
situated four hundred feet 55
situated there entered much 124
situation also differs from 85
situation from exploding into 57
situation from rejecting truth 74
situation grew steadily more 508
situation here differs from 165
situation into account when 213
situation lies between these 121
situation like vietnam were 61
situation only worsens when 40
situation went rapidly from 50
situation went steadily from 41
situation were affairs when 111
situation were brought home 58
situation will benefit from 41
situation will develop into 94
situation will dictate what 72
situation will improve only 109
situation will improve over 247
situation will improve soon 95
situation will improve very 40
situation will improve when 151
situation will prevail when 44
situation will require more 135
situation will require some 75
sketched only briefly here 149
sketched very briefly here 40
slackening their efforts upon 88
slightly bent forward from 44
slightly bent forward over 50
slightly from previous years 77
slightly less control over 59
slightly less distant from 55
slightly less extreme form 86
slightly less general form 60
slightly more compact form 88
slightly more complex case 590
slightly more complex form 516
slightly more complex ones 59
slightly more complex task 138
slightly more complex type 135
slightly more complex view 54
slightly more complex when 327
slightly more control over 166
slightly more distant from 282
slightly more general case 383
slightly more general form 792
slightly more general term 65
slightly more general type 43
slightly more liberal view 62
slightly more nuanced view 40
slightly more popular among 120
slightly more refined form 76
slightly more removed from 143
slightly more sanguine view 53
slightly more support from 78
slightly over thirteen years 46
slightly when dropped from 393
slippers judy garland wore 43
smallest step towards giving 55
smuggled into america from 40
snatched from between their 71
snatched from oblivion some 43
snatched their glasses from 166
snatched their muskets from 44
snatches from popular songs 134
snuggled more closely into 55
socialize their members into 283
socializing their members into 57
software from vendors such 76
soldiers have hitherto been 126
soldiers have imposed upon 118
soldiers into civilian life 225
soldiers just arrived from 111
soldiers just released from 61
soldiers knew exactly what 41
soldiers rose against their 48
soldiers took matters into 96
soldiers were advancing along 40
soldiers were advancing from 49
soldiers were allowed only 45
soldiers were aroused from 47
soldiers were arranged along 44
soldiers were brought back 393
soldiers were brought from 237
soldiers were brought here 54
soldiers were brought home 93
soldiers were brought into 588
soldiers were brought over 211
soldiers were brought there 52
soldiers were carried away 250
soldiers were carried back 52
soldiers were carried into 51
soldiers were crammed into 76
soldiers were crowded into 136
soldiers were defending their 50
soldiers were demanding their 41
soldiers were deserting from 49
soldiers were deserting their 48
soldiers were divided among 58
soldiers were divided into 586
soldiers were drafted from 50
soldiers were drafted into 188
soldiers were dragged from 50
soldiers were gathered from 48
soldiers were gathered into 40
soldiers were granted land 68
soldiers were injured during 41
soldiers were injured when 67
soldiers were knocked down 230
soldiers were marched away 100
soldiers were marched back 55
soldiers were marched from 58
soldiers were marched into 191
soldiers were ordered away 88
soldiers were ordered back 120
soldiers were ordered from 55
soldiers were ordered into 198
soldiers were planted along 116
soldiers were preparing their 110
soldiers were pressed into 123
soldiers were receiving their 114
soldiers were released from 280
soldiers were removed from 470
soldiers were rescued from 42
soldiers were returning from 382
soldiers were returning home 231
soldiers were strolling along 90
soldiers were suffering from 652
soldiers were withheld from 51
soldiers were wounded during 110
soldiers were wounded when 141
solidify their control over 321
solidify their support among 57
solitary free trapper rode 89
solitary walk betwixt these 88
solutions have emerged from 62
solutions have usually been 66
solutions were brought into 59
solutions were derived from 319
solutions were divided into 66
solutions were infused into 70
solutions were removed from 111
solutions will require more 63
solutions work equally well 46
solvents were removed from 114
somebody must consume less 97
somewhat from previous years 54
