gag rule that prevented 145
gas data are available 40
gas from one electrode 45
gas made its appearance 56
gas mask for protection 58
gas mass being exhausted 60
gas oils and lubricating 143
gas over long distances 361
gas sold and delivered 76
gas there are molecules 45
gas used for combustion 40
gas used for industrial 151
gas used for production 116
gas well was completed 289
gas were not available 95
gay bars and bathhouses 255
gay sons and daughters 171
gay wits and thoughtful 81
gear teeth are generated 141
gee string and moccasins 134
gem amid its mockeries 61
get along and cooperate 159
get along and sometimes 44
get along with americans 116
get along with associates 139
get along with colleagues 350
get along with coworkers 1473
get along with customers 225
get along with dictators 43
get along with different 815
get along with difficult 218
get along with employees 68
get along with employers 93
get along with everybody 2409
get along with neighbors 234
get along with ourselves 182
get along with parliament 116
get along with playmates 109
get along with president 126
get along with relatives 96
get along with roommates 76
get along with sometimes 159
get along with themselves 299
get angry and defensive 227
get angry and depressed 147
get angry and disgusted 41
get angry and impatient 150
get angry and indignant 41
get angry and irritable 44
get angry and irritated 46
get angry and resentful 155
get angry and sometimes 74
get angry with ourselves 126
get angry with themselves 118
get arms and ammunition 1310
get away for christmas 148
get away that afternoon 58
get away this afternoon 426
get away with advertising 45
get away with aggression 365
get away with blackmail 116
get away with corruption 72
get away with criticizing 80
get away with excessive 44
get away with injustice 110
get away with introducing 73
get away with maintaining 61
get away with misbehaving 131
get away with occasional 69
get away with outrageous 182
get away with political 69
get away with practices 68
get away with virtually 144
get back for christmas 94
get back his principal 204
get back that intensity 71
get back this afternoon 349
get bread for themselves 225
get done this afternoon 128
get down and depressed 59
get down this mysterious 52
get even with everybody 122
get fair and equitable 44
get food and ammunition 117
get food and medicines 44
get food and protection 50
get food for ourselves 201
get food for themselves 699
get forth and congregate 121
get from each additional 46
get from her apartment 54
get from her occasional 54
get from his apartment 47
get from his colleagues 64
get from his purchases 40
get from one continent 73
get from one paragraph 63
get from real mountains 44
get from san francisco 294
get from that territory 51
get from this adventure 54
get from this discussion 68
get from this expression 61
get from this procedure 48
get from this statement 48
get good and efficient 49
get good and plastered 44
get guns and ammunition 574
get help and protection 90
get help for depression 57
get help for ourselves 83
get help for themselves 304
get help with difficult 47
get here for christmas 66
get here this afternoon 175
get home for christmas 2861
get home for thanksgiving 210
get home that afternoon 93
get home this afternoon 260
get into any arguments 429
get into any discussion 263
get into any political 104
get into any specifics 98
get into bad situations 93
get into bed backwards 52
get into big arguments 67
get into but difficult 44
get into car accidents 76
get into her apartment 570
get into her limousine 41
get into her nightgown 127
get into her possession 63
get into his altitudes 53
get into his apartment 427
get into his character 42
get into his limousine 72
get into his possession 598
get into long arguments 91
get into new territory 44
get into our apartment 109
get into our discussion 80
get into san francisco 379
get into that apartment 307
get into that courtroom 41
get into that discussion 279
get into that territory 42
get into this apartment 79
get into this discussion 424
get into this profession 164
get into this wonderful 50
get into war production 41
get jobs and promotions 176
get jobs for themselves 269
get land for themselves 114
get leave for christmas 45
get left out altogether 84
get like raw beefsteaks 40
get like that sometimes 353
get like this sometimes 79
get lost and forgotten 95
get lost and sometimes 43
get maps and brochures 52
get maps and directions 44
get more and different 103
get more and sometimes 43
get more for ourselves 62
get more for themselves 332
get more real enjoyment 65
get more than temporary 42
get none but ministers 59
get nothing but affliction 82
get nothing but discredit 106
get nothing for themselves 61
get over all obstacles 92
get over being surprised 127
get over her amazement 101
get over her annoyance 53
get over her depression 138
get over his amazement 355
get over his annoyance 99
get over his depression 171
get over his eminently 48
get over his impression 53
get over how different 251
get over how wonderful 134
get over our amazement 43
get over this afternoon 41
get over this depression 154
get over this difficult 110
get over this limitation 77
get over two additional 47
get past his secretary 175
get past this roadblock 49
get peace and happiness 112
get radio and television 43
get ready and accompany 46
get ready for afternoon 58
get ready for christmas 1681
get ready for departure 332
get ready for dismissal 54
get ready for evacuation 47
get ready for graduation 49
get ready for inspection 144
get ready for production 61
get ready for thanksgiving 93
get rest and relaxation 103
get rich with everybody 265
get sick and sometimes 90
get some air circulating 73
get some bad publicity 46
get some for ourselves 64
get some for themselves 190
get some hot chocolate 324
get some new arguments 41
get some new customers 67
get some new equipment 455
get some new furniture 173
get some new leadership 40
get some real knowledge 45
get some this afternoon 70
get sons and daughters 238
get sued for copyright 51
get their own apartment 241
get their own breakfasts 125
get their own candidate 47
