mad lust for women did 59
mad race for power and 64
mad rush and blaze and 81
mad rush for money and 40
mad rush for power and 86
mad when she finds out 234
mad when she found out 175
mad when they found out 91
man among his people and 48
man among them could not 43
man among them could read 83
man asks you which you 70
man bred his hopes out 334
man came and asked for 200
man came and asked him 199
man came and stood near 41
man came and would see 51
man came out again and 98
man clean and sound and 42
man come and drink who 66
man died that night with 78
man dies and leaves his 161
man digs his grave with 71
man drew his knife and 83
man drew his sword and 269
man drew out paper and 87
man ever was asked how 49
man ever yet hated his 2049
man fell and broke his 161
man fell head first with 79
man fill and light and 43
man fill his belly with 136
man from each tribe was 45
man from his father and 103
man from his horse and 82
man from his house and 294
man from his place for 60
man from his world and 42
man from this flesh and 74
man gets his money out 59
man good and makes him 48
man good for after his 66
man hate his father and 82
man hate not father and 68
man heard that jesus had 90
man held his hands out 144
man here this morning who 43
man here who knows how 49
man here who would not 376
man into his house and 69
man into his place and 117
man knew all about her 60
man knew all about his 46
man knew his place and 351
man knit his brows and 43
man laid out alive and 399
man leave his father and 18854
man leave his mother and 52
man leaving his father and 98
man left him alone and 87
man left his father and 48
man left his house and 85
man left his place and 49
man lets his money lie 562
man like cap might say 46
man like her father and 69
man like him could get 46
man like him could not 352
man like him would not 306
man like his father and 162
man like that could not 259
man like that every day 57
man like that ought not 43
man like that would not 416
man like this could not 83
man like this would not 100
man like you could not 139
man like you every day 46
man like you ought not 117
man like you under his 58
man like you would not 356
man like you would say 64
man living but knows that 82
man living was wiser than 63
man living who thinks you 88
man living who would not 283
man load his piece with 62
man lost his footing and 138
man lost his nerve and 69
man more than twice her 563
man more than twice his 107
man must lay aside his 63
man must not allow his 46
man must not change his 45
man must not marry her 64
man must not marry his 121
man must not touch his 88
man must not trust them 48
man must not under any 50
man only does nasty things 110
man open his veins and 43
man other than changing his 80
man over and above his 155
man pass who could not 51
man past his prime and 46
man pull with might and 50
man reads his dreams for 104
man riding one horse and 67
man rule who holds his 45
man said and shook his 43
man said his father had 42
man said that thrift was 94
man said they could not 71
man save his blazing red 211
man sees and knows that 90
man shed his blood for 56
man swung any woman who 41
man there who could not 65
man there who would not 486
man think that money can 51
man those things which are 43
man told her about his 78
man told him about his 73
man told his father that 103
man told his story and 55
man told his story with 153
man took him aside and 73
man took his hands out 101
man took his knife and 110
man took his money and 49
man took his place and 162
man took his place with 48
man took his rifle and 44
man took his share and 69
man took his stick and 55
man upon his knees but 42
man upon this floor who 67
man used who could not 54
man went out hunting and 69
man were now under this 79
man what man could not 201
man when his father was 49
man when his hands are 49
man when she could not 47
man when she found him 92
man when she learns that 45
man when she loves him 49
man when they catch him 41
man whom any woman not 116
man whom her father had 325
man whom her father has 65
man whom her mother had 91
man whom his father had 199
man whom his father has 42
man whom his mother had 107
man whom one could not 247
man whom one would not 64
man whom she calls her 45
man whom she cared for 47
man whom she chose for 40
man whom she could not 1216
man whom she hated and 128
man whom she knows she 59
man whom she liked and 92
man whom she loved and 671
man whom she loved but 78
man whom she loved had 61
man whom she loved was 319
man whom she loved with 328
man whom she loves and 339
man whom she loves but 60
man whom she never saw 160
man whom she treats with 47
man whom she would not 172
man whom they could not 346
man whom they dared not 56
man whom they feared and 90
man whom they hated and 50
man whom they loved and 65
man whom they would not 64
man whom you cared for 43
man whom you could not 235
man whom you found dead 42
man whom you never saw 49
man whom you would ask 64
man whom you would not 220
man will lie awake all 50
man will not abhor them 79
man will not admit that 138
man will not allow him 40
man will not allow his 184
man will not change his 138
man will not fight for 80
man will not haunt him 42
man will not marry her 84
man will not stand for 44
man will not waste his 47
man will sit under his 344
man wish for anything for 61
man wrung his hands and 75
map said was mount ida 51
mar what thou canst not 48
may also bring about this 99
may bathe and renew its 98
may bite his tongue and 48
may break and enter his 59
may break our bones but 44
may call them worse than 49
may cash his bills that 44
may cast all votes for 91
may come and adore him 44
may come and carry them 44
may come and spoil our 44
may come and visit you 40
may come that within two 42
may cost you after death 49
may curb that power and 57
may drag his pride and 67
may draw his sword and 40
may even bring about its 148
may even get lucky and 52
may face both civil and 44
may feed all night long 83
may feed and clothe and 40
may feel her mercy too 268
may feel that after all 90
may feel that others are 295
may feel that people are 122
may feel that people who 41
may feel that since they 84
may feel that since you 54
may feel that under our 64
may feel that women are 76
may fill our hearts with 96
may fill our minds with 141
may fill with blood and 46
may fill with fluid and 89
may fill with water and 153
may find his taste for 53
may find new homes and 212
may find out about them 62
may find out later that 400
may find out where they 44
may find that after all 106
may find that after you 175
may find that others are 145
may find that others can 41
may find that people are 196
may find that people who 108
may find that rather than 108
may find that while you 128
may find that working with 156
may find this easier than 53
may flap her dusky wings 70
may foil you where you 186
may from our souls one 95
may gain him after death 51
may give for every day 185
may give god thanks for 113
may give him hopes for 123
may give him thanks for 170
may give his lands and 56
may give that draws near 53
may give you cause for 91
may give you thanks for 68
may grow too large for 85
may have and enjoy all 131
may have and often does 43
may have and which may 72
may have any reason for 45
may have any shape and 67
may have any value and 90
may have any value for 46
may have any value that 51
may have both acute and 48
may have both civil and 41
may have both legal and 57
may have both local and 107
may have both short and 56
may have both social and 41
may have far reaching and 46
may have for books and 47
may have for thinking that 41
may have got mixed with 123
may have had about being 141
may have had about her 251
may have had about him 158
may have had about his 690
may have had about how 137
may have had about its 114
may have had about our 62
may have had about that 41
may have had about them 57
may have had about this 183
may have had cause for 106
may have had dealings with 204
may have had fewer than 42
may have had hopes that 123
may have had links with 201
may have had plans for 91
may have had reason for 176
may have had wives and 92
may have his action for 544
may have his throat cut 40
may have its onset with 53
may have its place and 76
may have its right and 59
may have its roots not 55
may have its value for 90
may have met people who 60
may have one child who 41
may have one ovary and 48
may have our press and 274
may have read about her 80
may have read about him 112
may have read about that 91
may have read about them 193
may have read about this 83
may have real value for 44
may have set aside for 44
may have thus stood for 94
may help him solve his 54
may help his father and 57
