mad king lear would have 65
man as any within five 247
man as god would have 83
man as his daily bread 272
man as its enemy only 44
man as lying within their 50
man as man apart from 42
man as one could find 100
man as one could meet 96
man as one could wish 202
man as one would find 60
man as one would wish 143
man as she might have 45
man as she would have 119
man as sir thomas more 397
man as they could send 75
man as they filed past 150
man as they would have 68
man as this could have 54
man as you could ever 61
man as you could find 360
man as you could have 49
man as you could hope 70
man as you could meet 145
man as you could wish 188
man as you would ever 68
man as you would find 84
man as you would have 117
man as you would meet 75
man as you would wish 153
man at all signs reading 54
man at all times gave 55
man at any given time 428
man at his elbow said 40
man at his first word 70
man at his front door 66
man at his right hand 101
man by his first name 707
man by his given name 76
man by his right hand 150
man by his right name 72
man by man would cease 69
man do his whole duty 40
man eat and drink less 52
man he had first seen 67
man he had grown into 82
man he had known from 106
man he had known many 72
man he had known only 129
man he had known well 71
man he had known when 58
man he had known years 62
man he had never been 175
man he had never even 121
man he had never heard 245
man he had never seen 2496
man he had often seen 113
man he had saved from 155
man he had spent some 56
man he had taken into 54
man he had taken part 88
man he has never seen 237
man he was really meant 50
man if his chief good 254
man if she could help 50
man in all athens able 157
man in her whole life 126
man in his blood upon 88
man in his daily life 787
man in his daily walk 53
man in his daily work 71
man in his ditty saith 50
man in his earthly life 157
man in his final years 49
man in his first youth 58
man in his hasty days 151
man in his hotel room 66
man in his inner life 90
man in his later days 50
man in his later years 476
man in his linen suit 45
man in his moral life 57
man in his plain meaning 139
man in his right hand 42
man in his right mind 18066
man in his right wits 449
man in his rough work 41
man in his short life 157
man in his short term 40
man in his social life 145
man in his sound mind 62
man in his spare time 208
man in his strong arms 135
man in his whole life 359
man in his whole realm 45
man in one class make 57
man in our ranks fell 53
man in ten would have 40
man in that kingdom were 45
man in that state have 407
man in them would have 41
man in this broad land 68
man in this court room 42
man in this earthly life 59
man in this house will 56
man in this nation more 153
man in this short life 89
man in this whole army 57
man in this whole town 55
man in this world ever 154
man in this world more 121
man in this world must 88
man in this world when 56
man in this world whom 67
man in this world will 115
man is not apart from 44
man is not found also 58
man is not freed from 89
man is not known among 54
man is not known ever 164
man is not quite sure 61
man is not really free 174
man is not saved from 45
man is not taken away 74
man is not taken from 48
man is not taken into 46
man is not truly free 85
man is one whose life 201
man is one whose mind 43
man is set apart from 172
man is ten times more 224
man is that which said 270
man is that which uses 68
man is that which will 79
man it has never been 101
man it has often been 170
man of all others among 64
man of all others best 698
man of all others least 73
man of all others most 665
man of all others slow 64
man of all others upon 42
man of all others whom 862
man of any party will 159
man of any sense even 84
man of any sense will 126
man of art could save 46
man of each nation came 55
man of few words like 93
man of few words when 183
man of few words will 114
man of god arose early 89
man of god could have 44
man of god might have 41
man of god whose life 62
man of god would have 140
man of her dreams when 46
man of his bosom just 46
man of his daily bread 50
man of his hands when 48
man of his right hand 349
man of his sense talk 111
man of men since born 831
man of near sixty years 43
man of one creed will 45
man of one party over 47
man of one totem must 57
man of that class only 42
man of them could ever 130
man of them could have 155
man of them might ever 64
man of them might have 43
man of them shall have 96
man of them would ever 49
man of them would give 44
man of them would have 1057
man of this class will 57
man of this party have 41
man of you shall have 48
man of you would rise 61
man on earth could ever 92
man on earth could face 66
man on earth could have 879
man on earth could look 41
man on earth could wish 41
man on earth durst tell 44
man on earth knows what 46
man on earth shall ever 49
man on earth would ever 61
man on earth would find 48
man on earth would have 478
man on his blind side 47
man on his entry into 44
man on his first date 44
