made an air raid on 65
made an art form of 538
made an easy living by 43
made an easy prey of 283
made an easy prey to 89
made an end even of 41
made an odd kind of 85
made an odd pair as 45
made an odd sort of 169
made as and when the 196
made as far ahead as 184
made as far away as 371
made as far back as 6308
made as far from the 83
made as far north as 267
made as far south as 215
made as far west as 243
made as low down as 193
made as set forth in 252
made as they fell at 47
made as they left the 172
made as they used to 99
made as they were at 95
made as they were by 128
made as they were in 401
made as they were of 115
made as was done in 56
made as was made in 64
made at all clear in 55
made at all during the 53
made at all must be 57
made at any hour of 138
made at any kind of 54
made at any part of 146
made at any sort of 43
made at any time as 264
made at any time at 146
made at any time by 6417
made at any time if 226
made at any time in 2811
made at any time is 64
made at any time of 1080
made at any time on 486
made at any time or 210
made at any time the 147
made at any time to 1242
made at any time up 674
made at both ends of 506
made at each side of 161
made at each step in 218
made at each step of 346
made at each step to 64
made at his home in 66
made at his time of 65
made at his trial in 86
made at low cost by 40
made at new york by 69
made at new york in 70
made at one part of 41
made at one side of 250
made at one time as 135
made at one time by 492
made at one time in 350
made at one time is 105
made at one time of 110
made at one time on 134
made at one time or 1038
made at one time the 83
made at one time to 621
made at that part of 95
made at that port by 44
made at that time an 163
made at that time as 514
made at that time at 92
made at that time by 1885
made at that time he 43
made at that time if 58
made at that time in 1294
made at that time is 294
made at that time it 97
made at that time no 204
made at that time of 650
made at that time on 332
made at that time or 194
made at that time so 120
made at that time the 181
made at that time to 2795
made at this part of 51
made at this site in 48
made at this time an 74
made at this time as 768
made at this time at 116
made at this time by 2252
made at this time do 78
made at this time he 46
made at this time if 119
made at this time in 1726
made at this time is 699
made at this time it 89
made at this time no 40
made at this time of 1083
made at this time on 411
made at this time or 164
made at this time so 121
made at this time the 192
made at this time to 4713
made at too great an 70
made by all four of 43
made by all three of 138
made by and from the 51
made by any axis of 45
made by any body of 188
made by any body to 49
made by any city or 51
made by any form of 169
made by any kind of 160
made by any means of 129
made by any means or 436
made by any means to 41
made by any other of 118
made by any other or 89
made by any part of 280
made by any race or 75
made by any sort of 58
made by any type of 48
made by being able to 85
made by being made it 47
made by both sets of 110
made by don john of 103
made by each firm in 44
made by each pair of 83
made by each part of 69
made by each side in 172
made by each side of 53
made by each side to 185
made by each type of 266
made by god from the 97
made by god just as 88
made by god when he 42
made by going back to 113
made by going over the 121
made by her during the 162
made by her prior to 45
made by him among the 144
made by him during the 3699
made by him early in 40
made by him from the 760
made by him into the 237
made by him must be 171
made by him prior to 219
made by him upon the 852
made by him were of 43
made by him when he 514
made by him when in 161
made by him when the 91
made by him whom he 52
made by him will be 250
made by his acts as 47
made by his body as 51
made by his shoes on 60
