magic reckons is merely an 49
maids launder the clothes in 78
major attempt to assess the 51
major attempt to define the 68
major attempt to reduce the 60
major attempt to reform the 92
major attempt to tackle the 44
major barrier to access to 88
major concern in regard to 79
major concern is likely to 42
major concern is whether or 110
major concern is whether the 349
major decision is whether or 45
major decision is whether the 61
major decision is whether to 211
major efforts on behalf of 70
major efforts to expand the 50
major efforts to reduce the 80
major efforts to reform the 65
major factors in blocking or 54
major factors in deciding the 69
major factors in limiting the 51
major factors in reducing the 102
major general by brevet in 59
major general in charge of 494
major general of militia in 128
major increase in spending on 53
major outbreak of plague in 82
major parties in arriving at 56
major parties is likely to 61
major problem in applying the 125
major problem in deciding the 47
major problem in defining the 90
major problem in measuring the 58
major problem in regard to 155
major problem in studying the 219
major problem is caused by 139
major problem is created by 58
major problem is likely to 129
major problem is raised by 58
major problem is whether or 40
major problem is whether the 82
major problem of course is 45
major purpose of planning is 58
major question is whether it 120
major question is whether or 292
major question is whether the 1085
major question is whether to 50
major question is whether we 53
major question of whether the 127
major reliance is placed on 331
major schools of thought as 115
major schools of thought in 804
major schools of thought on 706
major schools of thought to 40
major sources of changes in 47
major sources of credit in 64
major sources of energy in 417
major sources of errors in 154
major sources of income in 240
major sources of income of 278
major sources of income to 148
major sources of sodium in 49
major sources of strength in 66
major sources of stress in 425
major sources of supply in 49
major sources of supply of 222
major sources of supply or 256
major sources of tension in 164
major subject of debate in 113
major surgery to remove the 84
makes between the church of 41
makes default in entering an 72
makes efforts on behalf of 41
makes efforts to recall the 65
makes evident the extent to 189
makes evident the nature of 136
makes foolish the wisdom of 116
makes herself an object of 72
makes herself the object of 53
makes himself an object by 41
makes himself an object of 258
makes himself an object to 259
makes himself as little as 74
makes himself as useful as 49
makes himself in effect the 43
makes himself the center of 306
makes himself the friend of 63
makes himself the master of 110
makes himself the measure of 250
makes himself the object of 660
makes himself the victim of 58
makes parties in masque to 74
makes payment on behalf of 89
males exceeds the number of 102
manly efforts to attain the 40
manly reserve of horatio be 54
mapping between the number of 40
mapping between the states of 54
march against the bishop of 48
march against the dragon in 58
march against the forces of 121
march against the french at 51
march against the french in 92
march against the indians in 166
march against the indians on 56
march against the powers of 537
march against the prince of 230
march against the rebels at 187
march against the rebels in 285
march against the rebels of 121
march brought the column to 57
march brought the troops to 51
march towards the plains of 307
marks towards the building of 121
marry against the wishes of 401
marry outside the circle of 50
marry outside the limits of 43
massing together of groups by 48
match between the amount of 81
match between the forces of 90
match between the nature of 277
match between the number of 390
match between the output of 161
match between the prince of 215
match between the skills of 217
match between the supply of 104
match between the values of 210
match exactly the amount of 40
match exactly the number of 117
maybe because he wanted to 83
maybe fifteen or twenty of 93
mayor ordered the police to 137
mayst terrify or cajole the 44
meanings according to whether it 83
meanings according to whether the 71
meanings according to whether we 42
meanings depending on whether it 215
meanings depending on whether the 218
medial surface is marked by 88
meeting because he wanted to 219
meeting between the chiefs of 136
meeting between the leaders of 2674
meeting between the lovers in 43
meeting between the prince of 51
meeting between the rulers of 58
meeting decided to accept the 48
meeting increase or reduce the 136
merit exposed to suffer the 73
merry company is laughing at 40
meter measures the amount of 355
meter measures the volume of 51
meter records the amount of 73
meter records the number of 48
method adopted in arriving at 57
method adopted in regard to 64
method adopted to measure the 52
method adopted to obtain the 64
method adopted to secure the 51
method affects the amount of 61
method because it allows the 130
method because it avoids the 56
method because it offers the 45
method because it relies on 153
method because the amount of 79
method because the number of 99
method capable of measuring the 79
method depending on whether the 42
method depends on choice of 129
method depends on measuring the 141
method depends on whether or 64
method depends on whether the 293
method enables the surgeon to 46
method enables the teacher to 121
method ignores the effect of 64
method measures the amount of 250
method measures the effect of 46
method measures the number of 108
method measures the volume of 87
method reduced the amount of 41
method reduced the number of 114
method reduces the amount of 357
method reduces the chance of 55
method reduces the number of 617
method returns an object of 361
method returns the height of 68
method returns the number of 2166
method returns the result of 94
method whereby the amount of 69
method whereby the number of 75
might achieve the status of 96
might acquire the status of 85
might address the issues of 45
might applaud or oppose the 43
might applaud the virtue of 96
might attempt my escape in 66
might attempt to access the 45
might attempt to afford me 80
might attempt to answer the 121
might attempt to assess the 86
might attempt to attack it 67
might attempt to attack the 86
might attempt to defend the 89
might attempt to define the 86
might attempt to escape by 147
might attempt to escape in 86
might attempt to escape the 44
might attempt to escape to 209
might attempt to extend the 99
might attempt to follow the 73
might attempt to impose on 48
might attempt to invade the 82
might attempt to measure the 104
might attempt to modify the 60
might attempt to obtain the 76
might attempt to occupy the 97
might attempt to oppose or 50
might attempt to reduce the 202
might attempt to regain the 43
might attempt to remove the 77
might attempt to rescue the 47
might attempt to return to 89
might attempt to revive the 45
might attempt to secure the 49
might attempt to violate the 101
might attract the notice of 598
might augment the number of 50
might broadly be called the 260
might broadly be termed the 108
might clarify the nature of 149
might combine to conceal the 137
might command the retreat of 51
might compare the amount of 57
might compare the effect of 58
might compare the number of 145
might concern the safety of 160
might confirm or refute the 55
might confuse or mislead the 66
might conjure up images of 262
might conjure up visions of 100
might consist of dozens of 46
might consist of twenty or 40
might contain an excess of 42
might contain as little as 60
might contain the answer to 102
might contain the object of 219
might contain the secret of 46
might control the amount of 47
might correct the errors of 69
might corrode the spirit of 48
might corrupt the morals of 308
might corrupt the purity of 73
might crudely be called the 51
might decline to accept the 61
might decrease the amount of 244
might decrease the chance of 97
might decrease the number of 301
might deprive the prince of 96
might deprive the public of 50
might deserve the epithet of 114
might deserve the esteem of 62
might deserve the notice of 80
might despise the maxims of 79
might destroy the chance of 43
might destroy the effect of 112
might destroy the fabric of 45
might destroy the fruits of 40
might destroy the portion of 81
might dictate the choice of 91
might discuss the merits of 54
might disdain to submit to 48
might display the powers of 64
might dispute the powers of 70
might disturb the purity of 43
might disturb the repose of 152
might divulge the secret of 53
might endanger the bottom or 312
might endanger the future of 143
might endanger the morals of 70
might endanger the public or 163
might endanger the purity of 52
might endanger the rights of 62
might endanger the safety of 1482
might endanger the safety or 65
might enhance the effect of 102
might enhance the status of 60
might enlarge the sphere of 145
might entitle the authors of 44
might entitle the holder to 41
might equally be called an 44
might equally be called the 161
might equally be thought of 66
might equally be viewed as 67
might examine in detail the 53
might examine the degree to 41
might examine the effect of 164
might examine the extent to 114
might examine the impact of 98
might examine the nature of 98
might exclude the ground of 51
might execute the duties of 77
might execute the orders he 80
might execute the orders of 40
might explain or direct the 73
might explain the actions of 82
might explain the causes of 77
might explain the changes in 129
might explain the choice of 97
might explain the effect of 113
might explain the findings in 41
might explain the findings of 91
might explain the nature of 286
might explain the number of 42
might explain the origin of 473
might explain the rarity of 53
