mad alarm over the whole 45
man about whom he wrote 42
man about whom the story 40
man about whom the whole 308
man about whom the world 71
man alive upon the wheel 48
man apart from the beasts 95
man apart from the crowd 78
man apart from the lower 70
man apart from the others 53
man apart from the people 50
man apart from the world 215
man below must be playing 97
man blots from the human 67
man bowed from the waist 54
man breaking into my house 65
man breaks into my house 61
man broke from the crowd 98
man broke into my house 65
man broke into the house 137
man burst into the house 58
man child into the world 111
man comes down the steps 40
man comes home at night 111
man comes into my house 75
man comes into the house 147
man comes into the light 55
man comes into the world 2224
man comes unto the father 195
man comes upon the scene 164
man could come to terms 53
man could ever be found 46
man could fill the place 42
man could gain the whole 81
man could have the power 49
man could have the right 44
man could hope to gather 40
man could just as easily 138
man could leave the shire 80
man could make no reply 71
man could only be found 42
man could only be saved 84
man could speak of people 43
man could take the place 57
man could think of anything 55
man could turn on guard 52
man could walk on water 63
man dived into the water 68
man dives into the water 53
man enter into the kingdom 1045
man falling into an abyss 43
man falling into the hands 43
man falling into the water 196
man falls into the hands 127
man falls into the water 259
man feels when he finds 79
man feels when he knows 102
man feels when the woman 56
man finds what he calls 193
man forty years my senior 182
man freed from the order 69
man fresh from the hands 82
man grows hard to please 60
man grows poor by seeming 79
man holds among the works 43
man infer upon the words 49
man jumps into the water 50
man kills such an enemy 50
man kneads into the walls 62
man knelt down in front 52
man knows what he knows 74
man knows what he likes 43
man knows what he needs 47
man knows what he ought 81
man knows what he wants 618
man knows what he would 68
man knows what is right 498
man knows when or where 99
man knows when to fight 63
man leaned over the railing 74
man leaned over the table 219
man leaped into the water 52
man looking like an indian 56
man looks down in shock 88
man looks down on others 65
man looks from the world 113
man looks upon the world 81
man makes when he loses 67
man might dream of study 55
man might find to sleep 44
man might have an action 53
man might have the power 83
man might have the right 156
man might have to preach 57
man might make in winning 48
man might make no small 77
man might make or alter 83
man might save the lives 51
man might take to drink 58
man might think he could 52
man might want to marry 80
man might well be proud 742
man might wish to marry 71
man moved into the house 41
man moved into the light 82
man naked from the waist 88
man rests upon the bosom 377
man right from the start 253
man risen from the grave 428
man risen from the people 86
man risen from the ranks 221
man rises from the porch 55
man rules over the woman 82
man running along the shore 215
man running down the alley 56
man running down the steps 49
man running from the house 70
man running from the scene 99
man shall cast the idols 56
man shall feel the world 388
man shall find me playing 41
man shall gain the whole 40
man shall have an action 134
man shall have an equal 202
man shall have the power 52
man shall have the right 874
man shall leave my house 112
man shall live by every 46
man shall live by reason 40
man shall obey the woman 51
man shall play at cards 42
man shall seek to build 47
man shall speak he shall 58
man shall take the nether 341
man shall take the upper 48
man shall take the words 65
man shall talk to josiah 93
man shall tell us first 49
man shows what he really 44
man sitting down to write 85
man sitting upon the stump 56
man sitting upon the throne 70
man spoke from the crowd 71
man sprang from the beasts 52
man sprang upon the crest 43
man spread over the world 40
man sprung from the dregs 85
man sprung from the people 226
man staying upon the place 74
man still bears the image 50
man still upon the stone 41
man stood there in front 119
man stood upon the straw 159
man takes what he wants 80
man takes what is yours 56
man thinks what he wills 53
man thirty years my senior 44
man thrown into the river 57
man turns back the grimy 40
man waded into the water 69
man walking along the shore 71
man walking down the aisle 110
man walks down the aisle 47
man walks only the short 56
man wanting when the small 134
man whose duty it would 43
man whose face he could 173
man whose hair is turning 54
man whose hand he shook 41
man whose heart is breaking 61
man whose heart is fixed 102
man whose heart is right 245
man whose heart is still 45
man whose life he saved 125
man whose life is given 163
man whose life is lived 102
man whose life is nearly 54
man whose life is ruled 46
man whose life is saved 43
man whose life is spent 667
man whose like we shall 127
man whose loss we mourn 132
man whose love of beauty 424
man whose love of money 41
man whose mind is alive 54
man whose mind is fixed 66
man whose mind is still 47
man whose mind is truly 60
man whose name he could 176
man whose name he never 46
man whose name he would 77
man whose name is first 52
man whose name is given 193
man whose name is jesus 41
