mad the whole year round 40
mad to prove his point 57
man as flesh and blood 44
man as hunger and thirst 42
man as knows his tools 45
man as logan was known 62
man be found not above 105
man be found who could 43
man be found who would 75
man be really and truly 57
man by cooling his blood 42
man by getting ten words 40
man by skill and learning 57
man he comes near keeps 155
man he could lay hands 104
man he could not quite 91
man he could not stand 73
man he could not trust 115
man he feared and hated 74
man he would not write 40
man in armor who rides 124
man in black and white 173
man in black has given 80
man in black was staring 40
man in black was still 57
man in black who looks 42
man in bonds too close 52
man in china who could 64
man in egypt who could 40
man in every way worthy 226
man in flesh and blood 397
man in italy who could 68
man in latin and greek 106
man in paris who could 88
man in paris who knows 53
man in paris who would 53
man in passing his breathing 41
man in russia who could 106
man in sight who could 49
man in spain who could 53
man in texas who could 45
man is above all others 83
man is above ill words 58
man is again and again 54
man is alone and thinks 47
man is burning his ships 43
man is flesh and blood 103
man is freed and saved 41
man is happy who lives 166
man is healthy and happy 69
man is looking for proof 54
man is really and truly 172
man is really any truer 63
man is tried and found 42
man is weaker and baser 116
man it makes him swell 325
man my father was looking 42
man of action and could 53
man of action and leader 40
man of action and power 101
man of action and quick 84
man of action and would 98
man of action had given 57
man of action who could 279
man of action who knows 67
man of action who lives 50
man of action who never 66
man of action who would 240
man of baser earth didst 367
man of blood and peril 45
man of books and learning 95
man of deeds not words 74
man of eight and thirty 45
man of feeling and action 57
man of feeling and taste 63
man of fifty who knows 64
man of flesh and blood 20177
man of flesh and bones 403
man of force and action 88
man of force and power 54
man of forty who would 61
man of forty with black 48
man of genial and social 49
man of gifts and piety 64
man of grace and charm 43
man of grief hath often 163
man of honor and every 173
man of honor and feeling 71
man of honor and would 76
man of honor who could 52
man of honor who would 115
man of large and noble 80
man of learning and merit 87
man of learning and parts 52
man of learning and piety 874
man of learning and sense 76
man of learning and skill 72
man of learning and sound 47
man of learning and taste 797
man of learning who could 51
man of light and learning 113
man of lofty and noble 133
man of logic and reason 46
man of merit and learning 196
man of merit who could 41
man of method and order 60
man of music and poetry 179
man of nerve and vigor 177
man of noble and lofty 67
man of order and method 85
man of parts and learning 2540
man of parts and power 71
man of piety and honor 126
man of piety and learning 1074
man of power and action 226
man of power and vision 57
man of power who could 50
man of quick and solid 54
man of quick and strong 61
man of reason and logic 67
man of sense and feeling 1436
man of sense and honor 676
man of sense and learning 1350
man of sense and merit 293
man of sense and method 53
man of sense and parts 63
man of sense and piety 138
man of sense and reason 152
man of sense and taste 758
man of sense who knows 128
man of sense who looks 42
man of sense who would 63
man of skill and learning 41
man of skill can avenge 55
man of sober and staid 54
man of sound head could 40
man of stern and grave 124
man of strong and noble 71
man of strong and often 52
man of taste and feeling 904
man of taste and learning 1568
man of taste and sense 147
man of thirty who lived 52
man of truths and facts 69
man of vision and action 289
man of vision and power 49
man of vision who could 94
man of words and action 58
man of words and deeds 52
man on arising each morning 58
man on board that could 65
man on board was either 111
man on board was fully 43
man on board was slain 62
man on board who could 250
man on board who would 189
man on guard that night 46
man on hands and knees 145
man on trail this night 121
man or horse that stood 77
man or indian had never 92
man or nation and nation 87
man or people and people 62
man or woman and woman 121
man or woman any longer 41
man or woman being whole 44
man or woman but rather 193
man or woman can begin 49
man or woman can claim 61
man or woman can easily 55
man or woman can enjoy 66
man or woman can enter 100
man or woman can marry 69
man or woman can never 168
man or woman can really 105
man or woman can serve 41
man or woman can spend 76
man or woman can stand 80
man or woman for every 60
man or woman god wants 44
man or woman has lived 67
man or woman has never 123
man or woman has taken 56
man or woman may enter 64
man or woman may marry 129
man or woman now alive 96
man or woman that knows 49
man or woman that makes 42
man or woman that shall 101
man or woman that steals 72
man or woman that would 125
man or woman was found 59
man or woman was given 52
man or woman was taken 136
man or woman who asked 76
man or woman who binds 42
man or woman who breaks 68
man or woman who calls 40
man or woman who cared 43
man or woman who cares 111
man or woman who chose 119
