made along the free border 44
made among the three groups 65
made anew the most humble 70
made ceasing to hold office 208
made clear in many places 47
made clear in their report 40
made clear the true nature 58
made clear to other readers 49
made clear to some extent 61
made clear to what extent 275
made clear to your readers 42
made dull by these stupid 58
made during the early phases 152
made during the early stages 672
made during the early summer 79
made during the high school 46
made during the last couple 55
made during the last decade 2144
made during the last fiscal 43
made during the last session 390
made during the last summer 109
made during the last twelve 241
made during the last twenty 1617
made during the late summer 120
made during the late winter 43
made during the most recent 138
made during the next decade 257
made during the next session 85
made during the next twelve 42
made during the next twenty 180
made during the past couple 46
made during the past decade 3639
made during the past summer 212
made during the past twelve 163
made during the past twenty 924
made during the past winter 91
made during the same cruise 63
made during the same session 108
made during the years before 69
made even the most casual 82
made even the most remote 47
made fast in their places 42
made fast the door behind 44
made fast to some object 41
made four or five inches 46
made from an herb called 59
made from the bast fibers 59
made from the best barley 61
made from the best carbon 53
made from the best grades 70
made from the best grapes 50
made from the bone marrow 125
made from the dyed quills 50
made from the fifth edition 48
made from the fish called 56
made from the great number 48
made from the home office 123
made from the last annual 42
made from the most common 130
made from the most recent 96
made from the most remote 42
made from the open market 44
made from the post office 65
made from the same amount 176
made from the same blocks 51
made from the same building 52
made from the same camera 61
made from the same cement 189
made from the same design 261
made from the same drawings 49
made from the same fabric 536
made from the same grains 51
made from the same grapes 322
made from the same initial 66
made from the same master 88
made from the same matrix 77
made from the same matter 62
made from the same number 71
made from the same plants 87
made from the same plates 87
made from the same recipe 373
made from the same sample 414
made from the same section 40
made from the same source 323
made from the same starting 120
made from the same timber 59
made from the same weight 68
made from the tail feathers 103
made from the test scores 102
made from the third edition 100
made from the very finest 96
made from the very outset 89
made from the west indies 50
made from the wild grapes 62
made from the young shoots 241
made good in their bodies 58
made good on their pledge 93
made good to some extent 288
made half an hour before 104
made half an hour earlier 92
made harm in many regions 217
made heard by those around 56
made into the left atrium 62
made into the loan office 46
made into the male member 56
made into the most minute 65
made into the rude figure 44
made just as well without 46
made life so much better 95
made many of these changes 58
made many of these points 93
made more or less convex 86
made more or less effort 41
made more or less formal 51
made more or less likely 129
made more or less obvious 61
made more or less serious 69
made more or less severe 91
made more or less strict 73
made most of their clothes 147
made most of their income 110
made much of their desire 41
made much the same answer 73
made much the same points 393
made much the same remark 130
made much the same speech 93
made must be laid before 78
made none in their behalf 41
made only the most casual 52
made only the most feeble 51
made only the most fleeting 65
made only the most modest 53
made over the last couple 111
made over the last decade 2496
made over the last twenty 389
made over the loud speaker 47
made over the next decade 218
made over the next twenty 68
made over the past couple 85
made over the past decade 3189
made over the past twelve 41
made over the past twenty 525
made over the same ground 70
made over the years through 55
made prior to trial unless 44
made ready to give battle 58
made ready to pass through 171
made sale of their virtue 109
made sick of their theories 78
made some of their finest 46
made some of these changes 61
made some of these points 112
made such by mere training 41
made sure the door locked 74
made sure to have plenty 57
made sure we were always 55
made three or four copies 48
made three or four inches 173
made three or four passes 55
made three or four plunges 129
made three or four visits 86
made three or more visits 43
made till the last moment 44
made time he made plenty 41
made trial of their strength 215
made upon it from without 262
made upon the date therein 82
made upon the last letter 81
made upon the mind through 205
made upon the same ground 59
made upon the same person 73
made upon the sick person 79
made when he took office 49
made when the need arises 82
mail from the home office 57
mail from the mail server 200
mail from the post office 2390
mail from the west indies 43
main army of four legions 41
main army of these states 191
main base at pearl harbor 41
main body of foot should 44
main body of reading matter 44
main body of their fellow 165
main body of their forces 493
main body of their little 64
main body of their troops 488
main body of these troops 66
main body of union troops 55
main body of your report 100
main body of your speech 125
main body of your troops 55
main duty of their station 245
main form of land tenure 87
main goal in life should 44
main ideas of your speech 105
main item on their agenda 54
main line at many points 62
main part of their energy 42
main part of their forces 42
main part of their income 197
main part of these flocks 75
main part of your answer 108
main part of your letter 85
main part of your speech 99
make ages to come marvel 42
make bets on their slaves 110
make clear in what manner 67
make clear the full extent 73
make clear the part played 130
make clear the role played 65
make clear the true nature 133
make clear to their readers 72
make clear to what extent 505
make clear to your readers 79
make cups of their skulls 59
make even the most ardent 125
make even the most casual 127
make even the most humble 50
make even the most modest 125
make even the most obvious 60
make even the most remote 45
make even the most serious 63
make even the most simple 129
make even the most trifling 82
make even the most trivial 136
make faith the only medium 58
make four or five copies 46
make good in some measure 51
make good on their claims 100
make good on their earlier 44
make good on their pledge 118
make good on these claims 182
make good the full amount 50
make good the harm caused 56
make good the heavy losses 96
make good the land cession 41
make good the loss caused 437
make good the loss through 91
make good the lost ground 98
make good the same charge 50
make good the same opinion 64
make good to some extent 94
make good to their troops 80
make just as many bricks 70
make just as much profit 57
make just the same remark 43
make laws on their behalf 41
make laws to give effect 369
make life so much better 49
make life the most exciting 93
make love to your sister 50
make love to your spouse 47
make many of these changes 69
make many of those visits 44
make meaning of their worlds 58
make more or less effort 71
make more or less likely 53
make more or less profit 49
make most of their income 141
make most of their profit 219
make most of these changes 113
make most of your changes 44
make much of their income 52
make much of their profit 54
make much of very little 61
make much of your voices 55
make much the same points 48
make only the most modest 53
make only the most obvious 47
make over the next decade 55
make peace at once without 71
make ready in good earnest 85
make room in your budget 44
make some of these changes 197
make some of these points 148
make some of those changes 65
make some of those little 47
make sure he gets enough 203
make sure he gets plenty 267
make sure it fits snugly 107
make sure it gets enough 43
make sure it gets plenty 171
make sure it gets through 55
make sure of having enough 149
make sure of their ground 110
make sure of their number 51
make sure of their object 76
make sure of their prizes 52
make sure of their safety 145
make sure of their victim 107
make sure of your ground 98
make sure of your safety 120
make sure of your target 44
make sure the file exists 76
make sure the lock aspect 80
make sure the main points 45
make sure the other fellow 74
make sure the other person 525
make sure the radio button 60
make sure the same number 45
make sure the user enters 96
make sure the verb agrees 172
make sure to have enough 261
make sure to have plenty 104
make sure to leave enough 217
make sure to take plenty 40
make sure we have enough 1410
make sure we have plenty 410
make sure we have something 82
make three or four passes 62
make three or four points 71
make trial at once whether 42
make trial of their strength 214
make trial of your strength 40
make what we call common 40
make what we have called 80
making even the most trivial 49
making good the just opinion 52
making love to your spouse 67
making much the same points 42
making over the last decade 90
making over the past decade 55
making some of these changes 92
making sure it fits snugly 44
making sure of their effect 74
making sure the other person 75
making sure to leave enough 242
making sure we have enough 222
making their so much wished 83
making trial of their powers 64
making trial of their strength 70
male role is more highly 41
male side of their brains 83
many acts of their brother 41
many ages as have already 231
many ages as have passed 99
many ages the most famous 40
many areas of cell biology 70
many areas of north africa 55
many areas of south africa 137
many areas of west africa 229
many days in deep sorrow 40
many days it will return 101
many days of hard fighting 55
many days of hard travel 86
many days of weary travel 59
many days to pass before 85
many days to pass without 82
many days to wait before 73
many days we came before 54
many days we were driven 49
many died of their wounds 205
many died or were killed 49
many died or were maimed 45
many dogs as were needed 90
many find the trial almost 73
many from the west indies 113
many kids in your family 47
many more in other cities 66
many more in other places 123
many more of like import 88
many more of like nature 86
many more of their fellow 105
many more of their number 81
many more of these groups 41
many more of these guineas 40
many more of these little 234
many more of these utopian 77
many more of your gentle 49
many more of your special 120
many more or less clearly 40
many more or less ingenious 81
many more or less obvious 43
many more or less serious 87
many more or less subtle 46
many more the most ingenious 41
many other the like curious 86
many poets in some degree 47
many seem to have become 69
many seem to have fallen 134
many seem to have thought 282
many stop on fine evenings 56
many such in your county 47
many suns go down before 46
many take the ready course 50
many thick in some places 201
many think it much better 233
many ways an even greater 42
many ways an ideal choice 53
many ways as ever sinful 50
many ways at many levels 70
many ways in many places 87
many ways of making itself 79
many ways on many levels 43
many ways the best rhymed 53
many ways the holy spirit 45
many ways the most appealing 186
many ways the most charming 72
many ways the most crucial 246
many ways the most direct 60
many ways the most exciting 225
many ways the most famous 83
many ways the most gifted 103
many ways the most highly 221
many ways the most modern 199
many ways the most obvious 119
many ways the most potent 45
many ways the most puzzling 63
many ways the most revealing 278
many ways the most serious 174
many ways the most striking 376
many ways the most subtle 48
many ways the most tragic 71
many ways the most useful 235
many ways to gain access 66
many ways to make myself 377
many ways to move around 112
many ways to move toward 40
many ways to save energy 47
many ways we have already 41
many ways we have become 70
many were in your family 51
many were the good wishes 69
many will be left behind 133
many wore an iron collar 92
many years he also served 82
many years he also taught 46
many years in holy orders 61
many years in many places 176
many years in north africa 83
many years in other fields 60
many years in south africa 603
many years in such renown 46
many years in their graves 135
many years in these regions 41
many years in wall street 43
many years in west africa 132
many years it took before 43
many years of hard drinking 72
many years of hard effort 45
many years of hard fighting 264
many years of hard training 112
many years of heavy drinking 552
many years of high school 89
many years of life before 495
many years of life remain 49
many years of living abroad 82
many years of most useful 46
many years of work before 146
many years on wall street 49
many years the able editor 56
many years the great object 81
many years the leading figure 97
many years the leading spirit 76
many years the main source 99
many years the most active 112
many years the most common 302
many years the most famous 154
many years the most highly 45
many years the most widely 513
many years the moving spirit 47
many years the only church 44
many years the only english 46
many years the only public 64
many years the only school 118
many years the only source 153
many years the post office 109
many years the sole object 50
many years the sole source 44
many years to call myself 82
many years to come before 242
many years to come remain 110
many years to come should 50
many years to come through 46
many years to come unless 107
many years to come without 222
many years to live before 46
many years to make felony 121
many years to pass before 120
many years to pass without 106
many years to wait before 274
many years to work through 174
many years we have treated 41
many years we have worked 159
maps into the unit circle 59
maps onto the unit circle 47
mark down the young nobles 56
mark having the same origin 55
mart town of many nations 50
mass media at three levels 72
mass media in south africa 139
mass must be lost before 139
mass rate of flow across 57
mass rate of flow through 832
mass will be most likely 43
mate went to work without 51
meals from the same wooden 43
meaning from the text itself 111
meaning from the very outset 41
meaning into the single phrase 110
meaning will be clear enough 111
meaning will be made clearer 180
meaning will be more clearly 42
meaning will be most clearly 209
means clear to what extent 798
means fail to give relief 57
means giving the other person 137
means giving up some degree 40
means have the same effect 46
means here the open violent 97
means left of giving safety 56
means left to mere chance 40
means more or less direct 43
means more or less violent 96
means such as were likely 131
means sure to what extent 53
means there is less chance 266
means there is less oxygen 91
means there is very little 562
means what we have called 243
means when he says something 138
meant what we call morals 52
meant what we have called 55
meant when he made hamlet 70
meant when he said something 78
meant when we said earlier 165
media during the last decade 48
media during the past decade 73
media over the last decade 124
media over the past decade 122
media such as hard drives 80
meet aeneas in single combat 77
meet even the most modest 100
meet even the most pressing 158
meet even the most urgent 130
