mad and told everyone you 92
man and other creatures may 46
man and other primates and 80
man and other primates are 53
man and very handsome and 59
man any other condition than 70
man are more numerous than 69
man are more powerful than 40
man can live otherwise than 73
man can only maintain his 40
man goes into business with 67
man had been arrested and 318
man had been arrested for 587
man had been attacked and 55
man had been attacked with 87
man had been captured and 63
man had been completing his 47
man had been confined for 46
man had been crippled for 40
man had been diagnosed with 78
man had been educated for 79
man had been employed for 135
man had been executed for 140
man had been indicted for 78
man had been informed that 43
man had been intimate with 44
man had been involved with 74
man had been murdered and 288
man had been murdered for 57
man had been prepared for 62
man had been proposed but 65
man had been provided with 111
man had been punished for 47
man had been selected for 83
man had been seriously ill 45
man had been stricken with 51
man had been supplied with 79
man had come provided with 40
man had ever affected her 310
man had ever exceeded him 40
man had just finished his 152
man had more contempt for 42
man had more moisture than 40
man had some business with 96
man had such profound and 114
man has been arrested and 187
man has been arrested for 258
man has been deceived and 50
man has been deceived with 65
man has been diagnosed with 69
man has been employed for 58
man has been executed for 40
man has been invested with 44
man has been involved with 40
man has been murdered and 124
man has been provided with 115
man has been punished for 156
man has been selected for 109
man has been strapped for 43
man has been struggling for 43
man has been struggling with 53
man has ever believed that 102
man has ever combined its 54
man has ever invented for 67
man has more contempt than 68
man has much capacity for 103
man has nothing properly his 40
man has once suffered his 93
man his faith suffices for 57
man its free movement and 44
man may have audience with 89
man may have believed that 41
man may have communion with 63
man may have remained for 62
man may hold communion with 101
man may land anywhere and 57
man not only disarmed but 43
man not only engenders his 40
man not only produces his 92
man not only rejected his 56
man put away childish things 48
man sat down opposite him 42
man that will manifest any 451
man was also provided with 58
man was ever inflamed with 67
man was ever punished for 108
man was less desirous for 64
man was made suddenly out 46
man was more conscious than 68
man was more dangerous than 104
man was more powerful than 108
man was more sensible than 109
man was very friendly and 67
man was very grateful for 49
man was well supplied with 42
man who acts unjustly does 102
man who acts unjustly has 123
man who best embodied them 40
man who gets involved with 73
man who gets publicly and 61
man who held converse with 58
man who once declared that 42
man who only recently had 76
man who owns property has 45
man who sits opposite you 118
man who will maintain his 42
man who will preserve his 58
man with dark eyebrows and 63
man with down syndrome who 60
man with five children and 117
man with five children who 42
man with four children and 180
man with four children who 57
man with good judgment and 50
man with gray whiskers and 48
man with great accuracy and 56
man with great capacity for 90
man with heavy eyebrows and 145
man with many children and 67
man with more authority than 159
man with side whiskers and 115
man with some education and 50
man with such elevation and 69
man with thick eyebrows and 169
man with three children and 190
man with three children who 119
man you just remember was 79
man you were involved with 43
map has been approved and 69
map has been prepared and 59
map has been prepared for 124
