mad dog among that hideous 53
mad with dread and horror 47
mad with pain and terror 77
mad with rage and terror 249
man and beast and creeping 240
man and beast and flower 213
man and beast and nature 118
man and beast fly before 60
man and fine and honest 58
man and five for another 62
man and good for something 59
man and knew his savage 72
man and know his nature 50
man and made him inhale 40
man and maid may bundle 45
man and only one chance 40
man and there was little 59
man and there was something 52
man and those who follow 43
man and wife and family 46
man and wife and little 66
man and wife are joined 70
man and wife are seldom 67
man and wife for almost 45
man and wife for twenty 58
man are many and varied 54
man are those that defile 539
man being pious and honest 55
man both male and female 47
man but there was something 61
man can dive and remain 65
man can feel for another 115
man can fill that office 60
man can gain but little 84
man can have but little 48
man can have for another 188
man can have with regard 103
man can help his brother 56
man can help his fellow 143
man can know god through 45
man can know god without 56
man can know his brother 82
man can leave his family 41
man can like being driven 115
man can live long enough 62
man can love her warmly 40
man can make his choice 50
man can only thus become 57
man can pick and choose 58
man can reach that fleece 69
man can save his brother 448
man can speak for another 46
man can tell how sudden 220
man can wish you should 85
man dug into his pocket 76
man eating bread and cheese 81
man for more than twenty 453
man for whom her feelings 40
man for whom old clothes 48
man for whom she worked 173
man for whom they worked 70
man get away with murder 54
man get upon his person 523
man goes into his church 79
man had been but little 50
man had been going through 87
man had been her fellow 112
man had been his friend 169
man had been long enough 46
man had bled too freely 54
man had done his utmost 82
man had ever had before 147
man had left his native 47
man had lost his memory 40
man had lost his senses 143
man had lost his temper 81
man had made his choice 77
man had made his escape 193
man had more than enough 151
man had only one little 186
man had only two arrows 55
man had seen him before 52
man had shot and killed 85
man had shot him through 72
man had told him before 142
man has been going through 97
man has been led astray 114
man has been long enough 54
man has been thus created 51
man has died that thought 58
man has done and thought 99
man has done but little 92
man has done his utmost 455
man has done this mighty 44
man has ever had before 123
man has ever yet reached 43
man has felt and thought 47
man has held his narrow 41
man has here its bounds 44
man has just got alight 157
man has kept any record 71
man has left his estate 73
man has lost his memory 58
man has lost his senses 101
man has made but little 83
man has made his choice 195
man has more than enough 284
man has only one chance 100
man has only one escape 40
man has only two primal 115
man has seen new england 87
man has seen that values 67
man has some real desire 58
man hath been long enough 43
man hath made and framed 148
man her heart had chosen 61
man his face was rugged 43
man his just due without 40
man lay back and looked 81
man lay down and rolled 59
man may break them without 54
man may fish and praise 69
man may have any number 109
man may have had something 41
man may have one bright 48
man may know that stabbing 58
man may leave his native 60
man may lose his temper 40
man may love his brother 44
man may make his choice 63
man may make his escape 59
man may push his notions 93
man may sell his brother 64
man may take his choice 106
man nor making any answer 79
man nor muse can praise 253
man not more than twenty 302
man not only has greater 49
man now living has spoken 57
man now made and already 72
man now task his thought 93
man put down his coffee 40
man put down his hammer 61
man run wild with terror 61
man sat down and looked 57
man sat down and waited 48
man six feet six inches 49
man six feet two inches 134
man than gilt his trophy 174
man than those who framed 65
man that ever was chosen 76
man that ever was created 52
man that gets that market 46
man that left his family 205
man that owns this girdle 43
man that there was something 193
man then gave his friend 62
man they ever saw before 209
man was born and raised 243
man was from new jersey 58
man was from that superb 47
man was just and devout 783
man was limp and showed 42
man was lord and master 62
man was made for virtue 49
man was more than enough 40
man was more than likely 46
man was ringed and dotted 43
man was shot and killed 665
man was tall and skinny 46
man was there who talked 88
man was worth his weight 96
man who bears all before 61
man who brings this letter 71
man who cast out devils 110
man who felt and thought 47
man who felt things deeply 46
man who gave this advice 51
man who hears his brother 47
man who held her future 115
man who held his collar 51
man who held that office 108
man who held this office 103
man who kept his feelings 69
man who knew but little 142
man who knew her better 88
man who knew him better 118
man who knew his rights 66
man who knew his secret 89
man who knew how slight 129
man who knew that unless 42
man who laid that carpet 48
man who leads our armies 56
man who left his family 170
man who left his native 72
man who lost his family 70
man who lost his memory 123
