mad priest and you his 83
man aboard who did not 66
man aboard who had not 41
man aboard who was not 46
man agreed that this was 51
man almost his own age 43
man amongst them who did 91
man amongst them who had 122
man amongst them who has 49
man amongst them who was 72
man amongst you has got 70
man amongst you who has 46
man answer for his own 78
man asleep with his head 42
man attain who can not 133
man before and did not 86
man before god and his 50
man before her did not 69
man before her was not 238
man before him did not 85
man before him for all 67
man before him now was 66
man before him was his 73
man before him was not 309
man before him was one 104
man before him who had 136
man before him who was 58
man before him with his 80
man before them was not 55
man before who did not 46
man before you hang him 211
man behind her had now 43
man behind her was her 52
man behind him who was 91
man beside her and saw 42
man beside her did not 104
man beside her that she 69
man beside her was her 80
man beside her was not 119
man beside her who had 54
man beside her who was 75
man beside him and then 40
man beside him did not 49
man beside him was hit 156
man beside him who had 61
man beside him who was 104
man better than his own 133
man better than this one 55
man better than you can 80
man bobbed his head and 67
man builds his own hut 47
man buried his dead with 62
man busied with his own 59
man called for his own 68
man called his own boy 82
man caught her arm and 56
man caught her eye and 67
man caught his arm and 41
man caught his eye and 76
man chosen for her and 41
man cocked his head and 222
man covers his head with 88
man creates his own god 48
man doffed his cap and 61
man doffed his hat and 71
man dreamed that god hath 108
man ducked his head and 97
man except them who are 53
man exists for his own 96
man exists who has not 239
man fighting for his own 172
man fights for his own 324
man fights off death with 61
man filled with fear and 48
man filled with his own 41
man follow his own path 91
man fought for his own 170
man higher than all that 41
man indeed who did not 69
man indeed who does not 116
man jerked his head and 56
man judges all things and 69
man jumped out and ran 137
man killed and one man 119
man killed and two men 52
man laughing his head off 89
man learned that she was 54
man lifted his arm and 64
man lifted his cap and 63
man lifted his hat and 132
man lifted his head and 860
man lifted his head with 58
man looked out and saw 61
man marrying her for his 47
man misses now and then 78
man nodded but did not 94
man nodded his head and 664
man nodded his head with 102
man opened his bag and 50
man opened one eye and 73
man picked out for her 40
man picked out for you 60
man pleased with his own 1539
man pompey bring his hat 64
man popped his head out 195
man praise thee and not 141
man pulled his gun and 42
man pulled off his cap 73
man pulled off his hat 184
man pulled out his gun 49
man pushed his way out 79
man puzzling out his way 86
man raised his arm and 279
man raised his gun and 207
man raised his hat and 128
man raised his head and 1393
man raised his head with 114
man raises his head and 93
man reached for his gun 151
man reached for his hat 53
man reached out and put 49
man reached out for her 49
man reached out with his 91
man realize who does not 53
man rested all that day 485
man seized his gun and 45
man seized his hat and 101
man shakes his head and 376
man shares with his dog 92
man shaves his head and 53
man should ask you for 45
man should aye put his 65
man should bear his own 105
man should cut off his 68
man should deal with his 47
man should die for all 49
man should die for his 167
man should die than that 733
man should earn his own 70
man should fear and that 51
man should let his man 230
man should let out all 180
man should not and can 44
man should not ask for 43
man should not beat his 54
man should not fear death 48
man should not let his 74
man should not lie with 52
man should not put all 70
man should not put his 42
man should not see her 78
man should not use his 78
man should now say that 105
man should one day set 59
man should own his own 84
man should pay for his 98
man should put his own 50
man should put off eating 90
man should see him but 42
man should sit and act 61
man should use all his 78
man should use his own 74
man simply has not got 41
man sleeping with his head 41
man smiled and put his 45
man smiled but did not 47
man sought but his own 59
man sought for was not 53
man soured with age and 41
man spares his own son 149
man spares his son who 235
man standing with his arm 60
man standing with his head 77
man stated that his dog 177
man stated that they had 49
man sticking his head out 61
man sticks his head out 214
man striking with all his 138
man striving for his own 117
man taller than any one 53
man thanked him for his 128
man thought she was going 41
man thought that she was 54
man thought that this was 107
man tilted his head and 102
man tipped his hat and 147
man toward god and his 46
man turned and saw her 75
man turned and saw him 106
man turned his head and 1134
man turned his head for 50
man turned his head with 71
man unlike any she had 40
man wagged his head and 68
man walked with his head 46
man without now and then 221
man without thee can not 232
man worked both for his 55
man worked out his own 47
map before you set out 70
may accept any and all 46
may accept that they are 45
may adjust and set off 73
may admire but can not 68
may admire him for his 64
may affect any and all 41
may affect both men and 85
may affect how they are 48
may affirm that they are 107
may allege that they are 59
may almost say that all 73
may almost say that each 50
may almost say that for 96
may almost say that she 43
may almost say that they 295
may almost say that this 101
may almost say that with 53
may almost say they are 46
may almost vie with that 97
may answer that they are 74
may answer that you are 47
may answer thee with one 44
may assert that all our 76
may assert that she has 53
may assert that they are 225
may assist you with this 45
may assume that and that 125
may assume that both are 72
may assume that for all 121
may assume that for any 78
may assume that for each 117
may assume that his own 49
may assume that man has 42
may assume that not all 63
may assume that she did 62
may assume that she had 88
may assume that she has 171
may assume that she was 300
may assume that that was 44
may assume that they all 99
may assume that they are 2495
may assume that they can 207
may assume that they did 206
may assume that they had 373
may assume that they may 66
may assume that they too 51
may assume that this has 70
may assume that this was 942
may assume that you and 42
may assume that you are 597
may assume that you can 106
may assume you are not 72
may assure them that god 72
may assure them that they 122
may assure you that our 73
may assure you that they 111
may assure you that this 45
may assure you that you 193
may assure you they are 182
may become due and owing 231
may become ill and die 90
may become one with god 177
may become one with him 301
may become red hot and 69
may become too big for 64
may become too dry for 46
may become too hot and 107
may become too hot for 111
may become too long and 52
may become too low for 62
may behold his eye with 50
may behold with his own 45
may boldly say that this 52
may boldly say you can 74
may charge its own fee 65
may choose his own path 113
may choose his own way 67
may choose how they are 69
may choose its own path 112
