nameless main character 60
narcotic drug trafficking 49
narcotic pain medication 841
narcotic pain medicines 91
narcotic pain relievers 2834
narrated from different 223
narrated into existence 52
narrated many incidents 51
narrated many instances 44
narrated many interesting 53
narrated some incidents 87
narrated these incidents 77
narrated were transpiring 101
narrates many instances 53
narrates some interesting 54
narrates these incidents 79
narration must generally 62
narration these anecdotes 68
narrator also describes 255
narrator also expresses 45
narrator even describes 44
narrator from character 70
narrator here describes 44
narrator soon discovers 82
narrator will generally 71
narrator will introduce 50
narrowed down gradually 101
narrowed during expiration 46
narrowed eyes glittered 76
narrowed their conception 57
narrowed their definition 62
narrowed their interests 121
narrowed their political 60
narrowed their sympathies 70
narrowed very gradually 74
narrower during expiration 63
narrowly into ourselves 59
nationals from bangladesh 201
nationals from countries 518
nationals from different 184
nationals from neighboring 60
nationals from undertaking 57
nationals have continued 69
nationals were appointed 73
nationals were available 42
nationals were concerned 249
nationals were convicted 53
nationals were endangered 51
nationals were evacuated 160
nationals were forbidden 125
nationals were kidnapped 61
nationals were permitted 232
nationals were recruited 71
nationals were subjected 129
nautical mile exclusive 1164
nautical mile fisheries 53
nautical mile intervals 62
navigate among different 102
navigate great distances 123
navigate these challenges 72
navigate these difficult 145
navigate these obstacles 41
navigate these turbulent 65
navigate these uncharted 52
navigate very carefully 60
nebulous mass condensed 48
necklace very carefully 40
necrosis from excessive 129
necrosis from recurrent 183
necrosis were associated 46
necrotic bone fragments 351
needless pain inflicted 46
negative angle indicates 59
negative aura surrounding 70
negative beta particles 463
negative body attitudes 69
negative case disproves 48
negative cash conversion 95
negative cell envelopes 242
negative cell population 109
negative coping mechanism 45
negative coping responses 71
negative during pregnancy 99
negative during recessions 60
negative early childhood 85
negative eddy viscosity 465
negative edge triggered 707
negative ending inventory 48
negative free electrons 79
negative from aristotle 121
negative gene regulation 127
negative glow discharge 149
negative good qualities 93
negative grid potentials 448
negative health conditions 197
negative health practices 123
negative life conditions 99
negative life situations 150
negative living conditions 74
negative male attitudes 112
negative meaning associated 52
negative media campaigns 67
negative media depictions 55
negative media portrayal 132
negative media publicity 256
negative media stereotyping 91
negative mood conditions 121
negative mood inductions 90
negative mood regulation 701
negative myths surrounding 41
negative ones associated 43
negative ones represent 72
negative peer attitudes 71
negative peer influence 1573
negative peer pressures 322
negative peer responses 57
negative pole connected 147
negative pore pressures 1146
negative rate associated 77
negative rate indicates 68
negative ratio indicates 69
negative reading indicates 71
negative rods associated 41
negative role throughout 45
negative self attitudes 83
negative self evaluation 175
negative self perception 46
negative side connected 52
negative side especially 52
negative sign associated 503
negative sign convention 115
negative sign disappears 48
negative sign expresses 89
negative sign indicated 49
negative sign indicates 12725
negative sign predicted 44
negative sign signifies 494
negative sign throughout 91
negative skew indicates 51
negative slow potentials 61
negative soil bacterium 217
negative spin densities 764
negative test indicates 336
negative test statistic 125
negative their attitudes 86
negative view expressed 114
negative vote consisted 47
negative when associated 60
negative when considering 57
negative when developed 80
negative when evaluated 99
negative when expressed 48
negative when performed 71
negative wind pressures 100
negative work attitudes 368
negative work conditions 84
negative work performed 97
negative zeta potentials 210
negative zinc electrode 259
neglecting axial conduction 66
neglecting axial dispersion 72
neglecting food production 51
neglecting less important 42
neglecting many important 77
neglecting more important 603
neglecting other dimensions 43
neglecting other important 765
neglecting other interests 46
neglecting other phenomena 41
neglecting some important 306
neglecting such important 70
neglecting such necessary 51
neglecting their appearance 60
neglecting their household 124
neglecting their interests 1045
neglecting their obligation 75
neglecting their political 56
neglecting their spiritual 329
neglecting these important 68
neglecting these secondary 52
neglecting your appearance 43
neglecting your interests 79
neglecting your profession 76
neglecting your spiritual 59
neglects many important 384
neglects other important 625
neglects some important 254
neglects such important 68
neglects their interests 45
neglects these conditions 70
neglects these important 59
neglects three important 59
negotiate among conflicting 53
negotiate among different 59
negotiate among ourselves 42
negotiate among themselves 1833
negotiate arms reductions 269
negotiate bulk discounts 55
