narrate another incident 98
narrating something relative 68
nascent aviation industry 57
nascent cotton industry 96
nascent nuclear industry 42
nascent oxygen produced 63
nascent reform movement 264
nascent zionist movement 238
national actors involved 129
national annual emissions 221
national asylum policies 88
national aviation authority 74
national aviation industry 70
national aviation policies 78
national aviation security 122
national awards ceremony 56
national better business 97
national bodies involved 105
national border controls 493
national branch networks 144
national branding campaign 52
national breeding programs 247
national budget allotted 120
national budget amounted 77
national budget annually 80
national budget assigned 42
national budget balanced 72
national budget consists 125
national budget contains 41
national budget decisions 50
national budget declined 71
national budget deficits 995
national budget earmarked 97
national budget expended 227
national budget included 62
national budget includes 94
national budget increased 227
national budget policies 71
national budget prepared 92
national budget proposal 54
national budget provided 111
national budget provides 83
national budget receipts 45
national budget remained 41
national budget revenues 90
national building industry 49
national building projects 55
national cancer database 49
national cancer registry 590
national carbon emissions 93
national career education 73
national carrying capacity 136
national causal analysis 45
national cement industry 48
national census included 42
national census provides 58
national census recorded 87
national census reported 82
national center decreases 43
national church agencies 128
national church assembly 63
national church councils 165
national church movement 92
national church officials 64
national church regarded 101
national church remained 54
national church whatever 91
national cinema industry 136
national cohort followed 78
national cotton industry 50
national courts concerning 105
national courts exercise 79
national courts pursuant 48
national credit agencies 245
national credit combined 40
national credit policies 244
national crisis deepened 181
national crisis demanded 268
national crisis occurred 72
national crisis produced 62
national crisis provoked 55
national crisis required 70
national crisis situation 52
national debate concerning 429
national debate followed 47
national demand patterns 61
national domain extended 48
national drinking patterns 52
national effort designed 66
national effort directed 103
national effort involved 51
national effort required 185
national energy accounts 156
national energy agencies 51
national energy balances 243
national energy planners 51
national energy policies 2060
national energy problems 185
national energy programs 175
national energy resource 155
national energy security 678
national energy shortage 167
national energy situation 215
national energy strategy 1304
national energy supplies 268
national english novelist 64
national events affected 69
national export controls 1115
national export industry 59
national export policies 79
national export promotion 251
national export revenues 63
national export strategy 204
national factor supplies 121
national family policies 279
national fashion magazine 60
national feelings actuated 75
national female literacy 42
national female suffrage 54
national fiscal authority 85
national fiscal autonomy 97
national fiscal deficits 52
national fiscal policies 2123
national fiscal problems 77
national fiscal revenues 45
national forces assigned 92
national forces involved 59
national forest boundary 861
national forest contains 54
national forest district 69
national forest highways 48
national forest industry 48
national forest managers 173
national forest movement 51
national forest officials 54
national forest policies 516
national forest preserve 193
national forest products 96
national forest programs 182
national forest property 135
national forest purchase 82
national forest purposes 254
national forest receipts 124
national forest recreation 337
national forest reserves 4570
national forest resource 357
national forest services 116
national forest strategy 64
national gender equality 91
national gender policies 74
national german identity 110
national german movement 85
national german politics 45
national granting agencies 113
national groups comprising 54
national groups included 88
national groups inhabiting 124
national groups involved 228
national groups mentioned 76
national groups remained 67
national guards advanced 42
national guards followed 54
national hatred fostered 91
national higher education 2979
national import policies 46
national income absorbed 314
national income accounting 37629
national income accounts 56852
national income achieved 172
national income actually 413
national income adjusted 159
national income advances 77
national income affected 50
national income allotted 127
national income amounted 737
national income analysis 2243
national income annually 344
national income approach 953
national income assigned 59
national income attained 91
national income averaged 284
national income averages 96
national income benefits 309
national income combined 60
national income compared 518
national income compiled 42
national income computed 160
national income concepts 740
national income consisting 73
national income consists 546
national income constant 175
national income consumed 188
national income continue 51
national income criterion 96
national income declined 1720
national income declines 1102
national income decreased 489
national income decreases 444
national income deflated 81
national income depended 120
national income destined 47
national income directed 69
national income directly 216
national income diverted 112
national income earmarked 101
national income employed 90
national income equations 54
national income estimate 683
national income estimating 62
national income exceeded 234
national income excludes 93
national income expanded 183
national income expected 53
national income expended 193
national income followed 71
national income forecast 127
national income foregone 150
national income formation 108
national income identity 1660
national income improved 51
national income included 46
national income includes 447
national income increased 6382
national income increases 7074
national income indicate 100
national income invested 553
national income involved 77
national income involves 132
national income obtained 269
national income obviously 40
national income occurred 63
national income payments 286
national income personal 82
national income policies 66
national income possible 64
national income prepared 80
national income probably 143
national income proceeds 44
national income produced 3966
national income produces 85
national income provided 164
national income provides 171
national income purposes 368
national income received 1817
national income recorded 145
national income reflects 152
national income relative 239
national income remained 705
national income reported 56
national income required 269
national income requires 198
national income resulted 136
national income scarcely 46
national income security 126
national income slightly 45
national income somewhat 49
national income standard 148
national income suffered 42
national income suggests 73
national income therefore 135
national income transfer 59
national income unchanged 147
national income utilized 444
national income valuation 118
national income variables 121
national infamy incurred 94
national injury attended 46
national inland waterway 97
national israeli identity 46
national issues affected 43
national issues concerning 146
national issues involved 223
national issues remained 53
national italian identity 45
national italian movement 41
national jewish agencies 277
national jewish communal 82
national jewish education 57
national jewish homeland 439
national jewish identity 295
national jewish movement 158
national jewish religious 70
national leaders believed 114
national leaders concerning 46
national leaders consider 40
national leaders continue 119
national leaders demanded 49
national leaders followed 47
national leaders included 51
national leaders involved 183
national leaders perceive 58
national leaders proclaim 49
national leaders regarded 49
national leaders remained 83
national lesbian magazine 74
national levels concerning 40
national levels designed 44
national liaison officers 125
national lobbying campaign 101
national managing director 45
national marine pollution 52
national marine resource 49
national market coverage 97
national market increased 47
national market possible 54
national market potential 409
national market presence 49
national market products 53
national market provided 55
national market required 59
national market requires 46
national market segments 94
national meetings annually 53
national meetings attended 50
national mental attitude 114
national mental condition 60
national mental hospital 73
national merger controls 63
national militia composed 119
national monthly magazine 298
national morals improved 40
national museum contains 54
national muslim identity 48
national native american 322
national nature reserves 2134
national nuclear armament 61
national nuclear arsenals 156
national nuclear capacity 51
national nuclear industry 118
national nuclear policies 81
national nuclear programs 336
national nuclear strategy 87
national office approval 60
national office informed 61
national office provided 110
national office provides 141
national office received 123
national office remained 48
national online database 58
national online services 161
national opinion concerning 48
national origin employed 703
national origin identity 79
national origin minority 537
national origin provision 57
national output consists 80
national output consumed 44
national output declined 121
national output declines 96
national output increased 292
national output increases 369
national output produced 212
national output relative 48
national output remained 45
national packet switched 80
national papers reported 52
national peasant movement 190
national pension benefits 132
national pension programs 97
national planning activity 82
national planning agencies 1003
national planning approach 94
national planning authority 535
national planning councils 45
national planning decisions 92
national planning document 94
national planning exercise 265
national planning guidance 311
national planning involves 47
national planning ministry 49
national planning movement 51
national planning policies 719
national planning problems 78
national planning programs 190
national planning projects 118
national planning purposes 128
national planning requires 49
national planning strategy 173
national police agencies 386
national police authority 51
national police computer 269
national police director 95
national police officers 272
national police officials 48
national police services 128
national policy addressing 47
national policy advisory 70
national policy advocacy 111
national policy analysis 249
national policy approach 269
national policy attention 77
national policy autonomy 2129
national policy concerning 1227
national policy concerns 760
national policy contexts 349
national policy decisions 2209
national policy declared 107
national policy demanded 93
national policy designed 981
national policy dialogues 52
national policy dictated 159
national policy dictates 248
national policy directed 324
national policy direction 186
national policy directly 74
national policy document 306
national policy embodied 89
national policy emphasis 75
national policy followed 124
national policy forbidding 152
national policy formation 763
national policy guidance 291
national policy intended 78
national policy interest 70
national policy involved 118
national policy mandates 123
national policy networks 300
national policy occurred 53
national policy officials 62
national policy outcomes 179
national policy patterns 115
national policy permitting 52
national policy pertaining 56
national policy planners 92
national policy positions 277
national policy problems 300
national policy programs 110
national policy proposed 42
national policy provided 72
national policy provides 50
national policy purposes 115
national policy questions 385
national policy reflects 78
national policy regulating 146
national policy relative 73
national policy remained 98
national policy required 253
national policy requires 315
