naively ambitious girl 46
naively believed their 59
naively expected from 79
naively realistic theory 129
naively realistic view 254
naively romantic view 75
naivete possible only 105
narrate episodes from 186
narrating episodes from 116
narrowing interest rate 62
narrowing slightly from 51
narrows abruptly into 77
narrows slightly from 68
narrows somewhat when 48
narrows suddenly into 44
nascent carbonic acid 159
nascent christian faith 81
nascent hydrogen acts 113
nascent hydrogen from 221
nascent hydrogen into 83
nascent hydrogen upon 273
nascent hydrogen when 40
nascent hydrogen will 74
nascent industry from 41
nascent peptides from 92
nascent proteins from 50
nascent proteins into 65
nascent republic from 47
national accounting data 967
national accounting firm 3516
national accounting have 73
national accounting plan 138
national accounting were 55
national accounts also 151
national accounts data 6168
national accounts during 65
national accounts from 333
national accounts give 104
national accounts have 694
national accounts into 105
national accounts like 65
national accounts make 47
national accounts must 149
national accounts only 295
national accounts over 145
national accounts show 542
national accounts such 159
national accounts there 125
national accounts these 48
national accounts time 60
national accounts treat 110
national accounts used 110
national accounts were 855
national accounts when 69
national accounts will 342
national accounts work 169
national activity during 65
national activity from 62
national activity have 40
national activity into 40
national activity must 65
national activity were 52
national activity will 156
national advisory body 570
national agencies also 109
national agencies dealing 86
national agencies from 143
national agencies have 1171
national agencies having 70
national agencies into 62
national agencies like 617
national agencies more 96
national agencies must 95
national agencies such 875
national agencies were 555
national agencies will 201
national agitation over 92
national airlines from 62
national airlines have 181
national airlines such 64
national airlines were 190
national airlines will 69
national allegory into 40
national alliances among 46
national ambitions among 46
national ambitions have 157
national ambitions were 231
national ambitions will 58
national american anti 145
national american game 47
national analysis will 40
national apostasy from 91
national approach will 56
national approval rating 102
national approval upon 46
national aptitude test 82
national archives along 55
national archives from 108
national archives have 165
national archives were 303
national archives will 50
national argument over 109
national armories were 66
national arsenals were 50
national artistic life 93
national assembly also 134
national assembly came 78
national assembly come 46
national assembly drew 40
national assembly during 166
national assembly felt 40
national assembly find 43
national assembly from 475
national assembly gave 145
national assembly have 311
national assembly having 154
national assembly held 446
national assembly into 147
national assembly leave 83
national assembly made 191
national assembly must 419
national assembly only 109
national assembly over 56
national assembly seats 723
national assembly sent 47
national assembly soon 51
national assembly such 113
national assembly there 191
national assembly took 225
national assembly upon 51
national assembly went 61
national assembly were 1254
national assembly when 76
national assembly will 526
national attention among 139
national attention away 269
national attention back 53
national attention came 142
national attention during 1417
national attention early 59
national attention even 77
national attention from 1398
national attention just 44
national attention last 87
national attention more 104
national attention once 213
national attention only 225
national attention over 152
national attention paid 162
national attention span 138
national attention upon 682
national attention were 194
national attention when 4587
national attention will 73
national attrition rate 67
national audience during 114
national audience from 102
national audience into 61
national audience must 54
national audience over 66
national audience reach 338
national audience were 75
national audience what 89
national audience when 191
national audience will 58
national authority acting 47
national authority also 41
national authority been 52
national authority came 54
national authority during 148
national authority even 70
national authority file 332
national authority from 257
national authority have 172
national authority having 72
national authority into 165
national authority must 726
national authority only 47
national authority over 2439
national authority such 189
national authority there 45
national authority upon 156
national authority were 202
national authority when 409
national authority will 402
national autonomy among 59
national autonomy even 42
national autonomy from 212
national autonomy have 112
national autonomy lies 45
national autonomy must 118
national autonomy over 247
national autonomy were 262
national autonomy when 45
national autonomy will 139
national averages during 55
national averages form 95
national averages from 109
national averages have 112
national averages hide 63
national averages mask 182
national averages only 43
national averages were 237
national averages when 49
national averages will 61
national bankrupt laws 109
national bargaining over 81
national bargaining unit 90
national barriers have 161
national barriers were 183
national barriers will 110
national baseball teams 40
national baseline data 118
national benefits from 600
national benefits were 87
national benefits will 53
national beverage made 49
national biography into 44
national boundary from 60
national boundary into 76
national boundary line 779
