naively wonders what 42
narrate briefly what 122
narrate stories from 229
narrating stories from 111
narrowing becomes more 55
narrowing genetic base 159
narrowing rapidly from 43
narrowing resulting from 318
narrowing results from 428
narrowing towards apex 964
narrowing towards base 216
narrowing towards their 107
narrows between high 64
narrows between lake 113
narrows rapidly from 65
nascent certain other 63
nascent european union 139
nascent neutron star 449
nascent nitrous acid 59
nascent peptide from 75
nascent protein from 78
nascent protein into 98
national abortion rate 84
national academy into 45
national acclaim during 66
national acclaim from 78
national acclaim when 116
national account data 565
national account will 44
national affairs also 89
national affairs came 91
national affairs during 572
national affairs even 47
national affairs from 537
national affairs grew 68
national affairs have 321
national affairs into 160
national affairs like 45
national affairs made 111
national affairs more 154
national affairs must 164
national affairs only 260
national affairs over 238
national affairs soon 42
national affairs such 231
national affairs there 323
national affairs took 55
national affairs upon 63
national affairs very 54
national affairs vice 54
national affairs were 1291
national affairs when 399
national affairs will 370
national airline from 43
national airline were 64
national airline will 66
national airport plan 355
national amateur boxing 44
national amateur golf 147
national ambition were 45
national anxiety over 291
national athletic meet 126
national average also 100
national average among 349
national average birth 42
national average corn 53
national average cost 2738
national average data 195
national average down 131
national average during 1220
national average even 167
national average farm 491
national average fell 67
national average food 118
national average from 891
national average fuel 79
national average gain 69
national average grew 47
national average have 350
national average land 52
national average length 223
national average life 236
national average loan 280
national average male 128
national average more 41
national average must 63
national average only 167
national average over 993
national average rate 4714
national average ratio 276
national average rice 117
national average risk 48
national average rose 152
national average size 154
national average test 42
national average there 173
national average time 78
national average unit 53
national average used 56
national average vote 47
national average wage 5166
national average were 702
national average wheat 109
national average when 227
national average will 606
national aversion were 62
national awakening also 52
national awakening among 589
national awakening came 71
national awakening during 115
national awakening from 84
national awakening there 116
national awakening took 77
national awakening were 108
national banners were 43
national baptist body 70
national battles over 59
national behavior more 111
national beliefs were 43
national benefit from 291
national benefit will 49
national blessings were 53
national borders also 147
national borders among 85
national borders during 99
national borders even 84
national borders from 347
national borders have 1323
national borders into 334
national borders less 154
national borders like 101
national borders lose 44
national borders made 44
national borders make 60
national borders means 45
national borders more 455
national borders must 162
national borders only 81
national borders over 127
national borders play 48
national borders seem 68
national borders such 154
national borders there 122
national borders were 792
national borders when 196
national borders will 562
national brewers have 65
national budgets during 47
national budgets from 77
national budgets have 203
national budgets into 49
national budgets must 59
national budgets were 289
national budgets will 97
national buildings have 56
national buildings were 81
national buildings will 44
national burdens were 64
national capital along 54
national capital also 121
national capital came 76
national capital city 1324
national capital during 437
national capital early 45
national capital even 62
national capital ever 59
national capital free 44
national capital from 1883
national capital grew 43
national capital have 204
national capital into 294
national capital like 106
national capital made 57
national capital more 111
national capital must 279
national capital once 90
national capital only 131
national capital over 127
national capital such 131
national capital there 320
national capital took 67
national capital upon 57
national capital were 747
national capital when 250
national capital will 610
national centers from 48
national centers have 86
national centers such 52
national centers were 129
national centers will 61
national central bank 10577
national central body 104
national central union 48
national cesarean rate 84
national champion from 133
national champion miami 59
national champion ucla 145
national charter from 171
national chicano youth 63
national chinese army 59
national cinemas from 56
national cinemas have 212
national cinemas such 51
national cinemas were 79
national citizen army 138
national coastal zone 417
national cockade from 160
national coffers were 150
national cohesion among 182
national cohesion during 47
national cohesion have 54
national cohesion were 66
national cohesion will 55
national command over 162
national command post 334
national company from 62
national company into 46
national company laws 411
national company like 80
national company such 43
national company were 42
national company will 111
national concern among 61
national concern during 155
national concern even 42
national concern from 177
national concern have 98
national concern like 80
national concern must 51
national concern only 186
national concern over 4854
national concern such 552
national concern were 180
national concern when 341
national concern will 123
national concert hall 82
national concert tour 191
national congress also 75
national congress during 136
national congress from 370
national congress have 74
national congress held 596
national congress made 44
national congress must 59
national congress took 58
national congress were 385
national congress when 47
national congress will 191
national contest held 107
national context also 74
national context from 92
national context have 122
national context into 80
national context only 50
national context such 42
national context there 63
national context were 57
national context when 69
national context will 121
national control during 60
national control from 108
national control have 57
national control into 58
national control must 53
national control only 47
national control over 11212
national control were 112
national control will 163
national costume during 45
national costume from 127
national costume till 40
national costume were 108
national costume when 47
national costume will 54
national costume worn 96
national council also 115
national council during 64
national council fire 90
national council from 125
national council gave 49
national council have 60
national council held 470
national council into 96
national council made 102
national council more 49
national council must 67
national council over 44
national council there 41
national council took 94
national council were 371
national council when 101
national council will 171
national country life 63
national country like 42
national creative work 57
national criteria were 64
national critics have 43
national culture along 103
national culture also 303
national culture among 255
national culture been 42
national culture came 127
national culture during 363
national culture even 110
national culture free 54
national culture from 1058
national culture grew 44
national culture have 651
national culture hero 73
national culture into 522
national culture like 106
national culture made 119
national culture means 383
national culture more 438
national culture must 697
national culture only 424
national culture over 357
national culture play 41
national culture rose 44
national culture such 406
national culture there 369
national culture took 104
national culture upon 133
national culture wars 41
national culture went 48
national culture were 980
national culture when 265
national culture will 2055
national customs from 59
national customs have 247
national customs such 43
national customs union 111
national customs were 244
national customs will 62
national dailies also 42
national dailies from 52
national dailies have 198
national dailies like 99
national dailies such 122
national dailies were 250
national debates have 80
national debates over 1166
national debates were 73
national decision made 40
national decision making 7950
national decision will 57
national decline from 61
national decline into 44
national decline were 82
national decline will 53
national default rate 49
national defense along 52
national defense also 207
national defense among 112
national defense areas 118
national defense army 165
national defense bill 130
national defense came 77
national defense data 57
national defense during 1201
national defense even 117
national defense fell 68
national defense from 691
national defense fund 461
national defense grew 52
national defense have 1903
national defense into 176
national defense jobs 90
national defense just 63
national defense laws 50
national defense lies 64
national defense line 142
national defense loan 76
national defense made 228
national defense make 70
national defense means 215
national defense more 264
national defense must 876
national defense need 258
national defense once 114
national defense only 149
national defense over 180
national defense plan 478
national defense role 100
national defense rose 111
national defense seem 41
national defense such 166
national defense there 172
national defense took 85
national defense unit 59
national defense upon 239
national defense were 1570
national defense when 272
national defense will 1146
national defense work 1013
national deficit will 40
national deities were 141
national demands from 50
national demands have 76
national demands upon 43
national demands were 327
national demands will 48
national descent from 50
national descent into 69
national destiny from 74
national destiny have 80
national destiny into 120
national destiny must 64
national destiny these 87
national destiny were 141
national destiny will 81
national deviation from 44
national dialogue among 174
national dialogue over 184
national dialogue will 49
national dignity from 49
national dignity have 88
national dignity were 133
national dignity will 112
national discord among 126
national dispute over 126
national division among 47
national division into 77
national division over 165
national divorce laws 51
national divorce rate 1805
national domains also 54
national domains have 54
national domains sold 70
national domains were 326
national dominion over 177
national dropout rate 492
national dustmen have 57
national economy along 410
national economy also 646
national economy among 55
national economy away 107
national economy back 224
national economy been 42
national economy came 306
national economy come 59
national economy down 157
national economy during 2454
national economy even 305
national economy ever 64
national economy fell 167
national economy free 227
national economy from 4255
national economy gave 90
national economy gets 42
national economy grew 632
national economy grow 63
national economy have 2521
national economy having 92
national economy into 2342
national economy just 93
national economy leads 88
national economy left 56
national economy less 203
national economy lies 128
national economy like 302
national economy lost 54
national economy made 528
national economy make 93
national economy making 104
national economy many 44
national economy means 551
national economy meant 133
national economy more 1492
national economy most 138
national economy moving 79
national economy much 186
national economy must 2306
national economy need 160
national economy once 125
national economy only 778
national economy onto 109
national economy other 47
national economy over 2359
national economy plan 131
national economy prior 60
national economy rose 209
national economy seem 40
national economy self 136
national economy show 56
national economy some 63
national economy step 100
national economy such 1200
national economy take 51
national economy tend 55
national economy there 843
national economy these 105
national economy took 265
national economy upon 265
national economy used 42
national economy very 82
national economy well 155
national economy went 268
national economy were 3215
national economy what 49
national economy when 542
national economy will 11021
national economy work 157
national efforts during 60
national efforts have 402
national efforts into 84
national efforts like 41
national efforts made 45
national efforts must 84
national efforts such 119
national efforts were 426
national efforts will 138
national elected body 41
national election came 88
national election coming 102
national election data 152
national election date 55
national election days 58
national election during 120
national election even 49
national election ever 76
national election from 206
national election gave 43
national election have 62
national election held 665
national election into 49
national election just 54
national election laws 246
national election must 56
national election only 302
national election over 52
national election there 338
national election time 54
national election took 191
national election were 313
national election when 188
national election will 190
national election years 239
national element from 82
national element into 175
national element will 61
national emblems were 100
national emotions were 80
national empires were 45
national enemies were 48
national estates were 61
national euphoria over 87
national european union 146
national examining body 85
national example will 76
national exchange must 85
national exchange rate 471
national expense from 77
national expense into 73
national expense were 50
national experts from 332
national experts have 145
national experts were 163
national experts will 60
national exports were 47
national factions also 40
national factors have 155
national factors such 167
national factors were 125
national factors will 60
national failure rate 100
national farmers union 125
national features from 41
national features into 58
national features such 41
national features were 101
national figures also 52
national figures among 45
national figures during 64
national figures from 413
national figures have 358
national figures hide 41
national figures into 58
national figures like 1401
national figures mask 169
national figures only 46
national figures show 346
national figures such 767
national figures were 909
national figures will 74
national finance been 42
national finance during 50
national finance from 48
national finance must 69
national finance were 98
national finance will 61
national fitness test 48
national following among 122
national foreign debt 335
national forests along 75
national forests also 174
national forests came 110
national forests during 268
national forests from 868
national forests grew 65
national forests have 1487
national forests into 183
national forests make 44
national forests more 148
national forests must 200
national forests only 115
national forests over 154
national forests rose 64
national forests such 56
national forests there 271
national forests were 3016
national forests when 77
national forests will 451
national freedom among 67
national freedom from 622
national freedom have 62
national freedom into 50
national freedom means 51
national freedom must 179
national freedom only 56
national freedom were 323
national freedom when 67
national freedom will 166
national friction make 57
national gatherings were 54
national governing body 9131
national grounds only 103
national groupings have 141
national groupings such 66
national groupings were 111
national harvest home 49
national hatreds have 53
national hatreds were 159
national headline news 84
national heroine when 60
national highway along 54
national highway bill 41
national highway from 806
national highway grid 52
national highway into 42
national highway leading 115
national highway plan 89
national highway runs 203
national highway will 52
national history along 45
national history also 95
national history among 49
national history back 69
national history been 53
national history book 51
national history came 121
national history down 81
national history during 336
national history even 76
national history ever 102
national history fell 43
national history from 1199
national history have 763
national history into 432
national history like 92
national history made 101
national history more 247
national history must 317
national history need 44
national history only 137
national history over 218
national history play 313
national history seem 42
national history some 56
national history such 308
national history there 595
national history these 60
national history took 76
national history upon 67
national history went 49
national history were 888
national history when 798
national history will 501
national history writ 42
national holiday came 41
national holiday during 124
national holiday ever 62
national holiday from 112
national holiday gave 40
national holiday held 65
national holiday here 46
national holiday like 79
national holiday only 67
national holiday such 128
national holiday there 52
national holiday were 98
national holiday when 291
national holiday will 51
national hungarian army 66
national hysteria over 359
national ideology also 49
national ideology during 66
national ideology from 90
national ideology have 47
national ideology into 62
national ideology must 48
national ideology were 92
national ideology will 115
national illicit drug 143
national incomes among 44
national incomes during 53
national incomes fell 40
national incomes from 123
national incomes have 213
national incomes must 40
national incomes over 72
national incomes rise 223
national incomes rose 63
national incomes were 192
national incomes will 130
national increase during 53
national increase from 90
national inquest into 257
national inquiry into 1000
national insignia were 58
national jealousy were 96
national jobless rate 200
national judicial body 84
national language along 144
national language also 191
national language among 228
national language arts 56
national language came 98
national language during 179
national language even 181
national language from 481
national language gave 55
national language have 303
national language into 413
national language like 101
national language made 57
national language means 141
national language more 126
national language must 407
national language need 44
national language only 254
national language other 88
national language over 246
national language plan 134
national language plus 99
national language such 219
national language there 250
national language took 57
national language upon 50
national language urdu 156
national language used 185
national language well 73
national language were 430
national language when 276
national language will 829
national lawmaking body 775
national lecture tour 387
national legends have 71
national legends were 53
national liberal arts 580
national liberty from 62
national liberty more 40
national liberty must 56
national liberty were 229
national liberty will 59
national library also 73
national library during 43
national library from 88
national library have 71
national library must 82
national library plan 72
national library there 62
national library week 136
national library were 133
national library when 45
national library will 178
national licensing body 43
national licensing exam 475
national loyalty among 244
national loyalty even 40
national loyalty from 71
national loyalty must 47
national loyalty over 96
national loyalty were 163
national loyalty will 54
national machine tool 68
national managed care 874
national mandate from 50
national manners from 128
national manners have 52
national manners were 226
national marketing firm 68
national marketing plan 239
national markets also 124
national markets during 67
national markets from 505
national markets have 845
national markets into 1016
national markets like 44
national markets made 68
national markets more 157
national markets must 121
national markets only 145
national markets over 71
national markets such 149
national markets tend 67
national markets there 122
national markets were 1097
national markets when 61
national markets will 497
national marriage laws 62
national marriage rate 76
national material wealth 121
national matters such 123
national matters were 108
national measures have 206
national measures having 46
national measures must 368
national measures only 91
national measures such 120
national measures were 300
national measures will 157
national medical bill 155
national medical care 1275
national medical data 79
national medical plan 85
national members from 64
national members were 101
national memorial days 103
national memorial park 143
national memorial site 87
national mineral wealth 112
national minimum afdc 106
national minimum data 80
national minimum living 392
national minimum rate 380
national minimum time 176
national minimum wage 35640
national minimum will 68
national motives were 88
national museums have 340
national museums such 69
national museums were 256
national musical form 69
national musical idiom 220
national musical life 279
national network among 40
national network during 78
national network from 169
national network have 47
national network into 61
national network like 46
national network news 1289
national network over 42
national network radio 380
national network show 81
national network such 58
national network time 80
national network were 173
national network when 47
national network will 287
national nightly news 226
national numbering plan 323
national objects only 59
national objects were 89
national officer acting 54
national officer from 62
national offices during 95
national offices from 103
national offices have 200
national offices held 58
national offices such 96
national offices were 430
national offices will 92
national olympic teams 89
national organic food 62
national origins also 67
national origins among 74
national origins from 127
national origins have 333
national origins into 93
national origins other 42
national origins plan 1061
national origins such 51
national origins were 567
national origins when 54
national origins will 94
national outlook among 159
national outlook from 68
national outlook upon 71
national outlook were 55
national outlook will 40
national outrage over 232
national paranoia over 51
national parties also 276
national parties came 62
national parties during 126
national parties find 40
national parties from 568
national parties have 2886
national parties having 41
national parties into 279
national parties like 514
national parties made 87
national parties more 136
national parties must 283
national parties only 125
national parties over 132
national parties play 65
national parties seem 89
national parties show 45
national parties such 163
national parties tend 58
national parties there 157
national parties took 63
national parties upon 50
national parties were 2290
national parties when 82
national parties will 462
national passions have 55
national passions were 266
national pastime among 107
national pastime during 133
national pastime from 78
national pastime here 65
national pastime into 67
national pastime when 60
national pastime will 47
national pattern during 59
national payment rate 69
national pensions were 80
national picture from 78
national picture will 45
national players have 54
national players were 45
national popular army 62
national popular songs 43
national popular vote 3421
national popular will 427
national position from 83
national position will 56
national poverty line 8299
national poverty rate 2421
national primary care 83
national primary health 354
national priority areas 501
national priority during 132
national priority list 664
national priority must 86
national priority over 84
national priority such 57
national priority will 45
national privacy laws 186
national private laws 69
national problem areas 119
national problem came 46
national problem during 93
national problem even 44
national problem facing 73
national problem from 149
national problem have 70
national problem here 43
national problem into 127
national problem like 58
national problem more 49
national problem must 89
national problem only 68
national problem such 121
national problem were 77
national problem when 123
national problem will 181
national produce must 56
national product along 51
national product also 329
national product among 562
national product back 71
national product came 270
national product coming 57
national product data 640
national product down 108
national product during 1971
national product even 201
national product fell 1318
national product from 3044
national product gold 597
national product grew 2480
national product grow 110
national product have 882
national product into 741
national product just 81
national product last 123
national product leads 44
national product less 1668
national product line 70
national product made 161
national product means 184
national product more 1003
national product much 56
national product must 924
national product need 121
national product only 676
national product over 1382
national product paid 48
national product plus 584
national product ratio 201
national product rise 47
national product rising 161
national product rose 3168
national product shot 98
national product show 113
national product tend 51
national product there 164
national product upon 84
national product used 246
national product went 561
national product were 1053
national product when 325
national product will 6957
national program also 68
national program came 40
national program during 60
national program from 109
national program have 48
national program into 79
national program like 75
national program must 184
national program such 85
national program were 233
national program when 51
national program will 298
national project from 84
national project have 41
national project teams 82
national project were 82
national project will 89
national protest over 48
national proverb says 78
national purpose among 72
national purpose during 58
national purpose from 58
national purpose have 57
national purpose into 166
national purpose made 40
national purpose must 139
national purpose such 53
national purpose were 106
national purpose when 75
national purpose will 245
national question also 110
national question among 119
national question came 147
national question during 155
national question from 563
national question have 179
national question here 53
national question into 174
national question lies 65
national question like 65
national question made 67
national question more 156
national question must 314
national question once 85
national question only 175
national question over 55
national question there 44
national question took 87
national question upon 45
national question were 516
national question when 86
national question will 286
national railway from 51
national railway line 96
national records from 60
national records have 126
national records were 477
national recycling rate 103
national redwood park 61
national reforms have 75
national reforms were 112
national regimes have 113
national regimes were 57
national regional aids 50
national regular army 76
national rejoicing over 200
national rejoicing when 94
national reliance upon 77
national religion also 59
national religion among 56
national religion during 112
national religion from 347
national religion have 58
national religion into 258
national religion like 49
national religion made 68
national religion must 265
national religion over 66
national religion there 156
national religion took 42
national religion upon 53
national religion were 436
national religion when 74
national religion will 93
national renewal fund 86
national renewal were 43
national reports from 332
national reports have 526
national reports show 94
national reports such 87
national reports were 321
national reports will 79
national research base 91
national research body 110
national research data 103
national research firm 113
national research fund 83
national research into 254
national research labs 145
national research plan 186
national research teams 482
national research will 67
national research work 83
national reserve areas 68
national reserve army 102
national reserve bank 78
national reserve from 47
national reserve fund 165
national results from 82
national results were 182
national returns from 45
national returns were 43
national revenue among 109
national revenue been 60
national revenue came 108
national revenue during 102
national revenue fell 52
national revenue from 1073
national revenue have 44
national revenue into 129
national revenue laws 163
national revenue must 216
national revenue over 47
national revenue rose 47
national revenue there 44
national revenue went 58
national revenue were 131
national revenue will 155
national revival also 65
national revival among 272
national revival came 75
national revival during 119
national revival from 61
national revival have 62
national revival there 60
national revival took 168
national revival were 207
national revival when 43
national revival will 57
national revolving fund 45
national rituals such 43
national rivalry among 75
national salutes were 65
national samples from 217
national samples have 246
national samples show 52
national samples were 379
national scandal over 91
national scandal when 281
national schemes have 109
national schemes such 88
national schemes were 96
national schools came 61
national schools during 46
national schools from 129
national schools have 383
national schools into 65
national schools knew 113
national schools must 152
national schools only 85
national schools there 189
national schools upon 52
national schools were 1374
national schools will 164
national science base 154
national science fair 296
national science just 44
national science plan 69
national seashore park 126
national secrecy laws 43
national sections have 67
national sections were 262
national seminar held 227
national senator from 108
national service along 46
national service also 84
national service among 73
national service areas 45
national service army 49
national service bill 506
national service came 75
national service days 66
national service during 435
national service even 67
national service from 438
national service have 199
national service into 89
national service just 52
national service life 858
national service like 58
national service made 69
national service more 115
national service must 186
national service only 92
national service over 51
national service plan 531
national service such 221
national service there 152
national service upon 51
national service were 539
national service when 650
national service will 539
national service work 76
national shrines like 63
national shrines such 55
national shrines were 80
national slogans such 44
national slogans were 51
national society also 48
national society during 65
national society from 229
national society have 205
national society into 149
national society like 46
national society made 58
national society more 98
national society must 157
national society only 49
national society over 48
national society such 66
national society there 186
national society were 250
national society will 236
national solution will 44
national sources from 116
national sources have 102
national sources such 164
national sources were 101
national sources will 44
national speakers were 48
national stations were 55
national stature among 80
national stature during 70
national stature from 64
national stature have 44
national stature like 91
national stature such 64
national stature were 72
national statute book 282
national stories were 60
national strikes were 93
national student body 46295
national student loan 180
national student union 833
national studies also 123
national studies dealing 54
national studies done 45
national studies find 43
national studies from 98
national studies have 1878
national studies into 41
national studies show 335
national studies such 192
national studies were 399
national studies will 95
national success came 60
national success rate 109
national success will 75
national suicide rate 538
national summary data 75
national support among 96
national support base 96
national support during 80
national support from 393
national support when 59
national surveys also 116
national surveys among 45
national surveys done 97
national surveys during 103
national surveys find 62
national surveys from 389
national surveys give 44
national surveys have 1807
national surveys into 45
national surveys like 153
national surveys made 70
national surveys over 124
national surveys show 650
national surveys such 369
national surveys tend 45
national surveys used 55
national surveys were 742
national surveys will 103
national symbols during 41
national symbols from 132
national symbols have 218
national symbols into 64
national symbols like 283
national symbols such 862
national symbols were 494
national symbols will 49
national sympathy held 106
national sympathy were 50
national systems also 66
national systems from 134
national systems have 644
national systems into 177
national systems like 57
national systems must 151
national systems need 41
national systems such 277
national systems there 90
national systems vary 75
national systems were 502
national systems when 46
national systems will 351
national targets have 98
national targets were 162
national targets will 50
national tariffs were 122
national taxation laws 40
national taxation upon 43
national taxation were 70
national teachers union 423
national teachers were 83
national temples were 124
national tensions have 61
national tensions over 69
national tensions were 106
national textile union 258
national tourism body 71
national tourism plan 196
national tragedy into 75
national tragedy like 43
national tragedy such 46
national tragedy when 77
national treasure from 181
national treasure hunt 46
national treasure into 54
national treasure like 105
national treasure were 40
national treasure when 48
national treasury bears 47
national treasury during 85
national treasury from 450
national treasury have 106
national treasury into 157
national treasury more 42
national treasury must 99
national treasury were 303
national treasury when 51
national treasury will 287
national treaties over 97
national treaties were 43
national treaties will 45
national triumph over 288
national trouble such 127
national turmoil over 97
national turnout rate 94
national uniform rate 81
national uniform rule 40
national unities have 63
national uprisings were 41
national vacancy rate 140
national variation among 53
national variety show 86
national vessels coming 52
national vessels from 93
national vessels have 47
national vessels were 141
national victory into 63
national victory over 322
national victory when 43
national virtues also 115
national virtues were 71
national weakness into 68
national weakness were 40
national weakness when 50
national welfare during 58
national welfare even 81
national welfare from 144
national welfare fund 182
national welfare gain 140
national welfare have 169
national welfare into 43
national welfare loss 111
national welfare more 127
national welfare must 430
national welfare only 154
national welfare over 67
national welfare plan 65
national welfare there 116
national welfare upon 42
national welfare were 246
national welfare when 190
national welfare will 433
national winners were 62
national workers from 92
national workers have 79
national workers were 225
national worship were 80
national writers have 164
natives abandon their 53
natives abstain from 58
natives against such 40
natives against their 879
natives against these 44
natives against whom 83
natives appeared from 156
natives appeared more 155
natives appeared upon 57
natives appeared very 138
natives applies only 43
natives arrived from 362
natives because their 57
natives because there 65
natives behaved very 45
natives believe their 56
natives believe these 40
natives benefit from 47
natives brought back 191
natives brought down 155
natives brought food 48
natives brought from 385
natives brought into 80
natives brought over 172
natives brought some 85
natives brought their 329
natives carried away 122
natives carried their 85
natives clapped their 46
natives convert into 65
natives courted their 54
natives covered their 47
natives crossed over 42
natives crowded along 217
natives crowded down 104
natives crowded into 135
natives defending their 49
natives derived from 120
natives devoted their 81
natives display great 49
natives display their 43
natives divided into 70
natives dropped their 60
natives emerged from 217
natives entered into 114
natives escaped from 63
natives express their 70
natives extract from 54
natives flocked down 91
natives flocked from 82
natives flocked into 89
natives gathered from 104
natives gathered there 117
natives improve their 58
natives managed their 42
natives offered their 78
natives opposed their 78
natives outside their 58
natives painted like 64
natives painted their 70
natives perform their 64
natives possess great 58
