narrate important events 86
narrowing amendment should 55
narrowing gradually toward 267
narrows gradually toward 116
nascent industrial sector 384
nascent industrial system 64
nascent movements toward 46
nascent political career 98
nascent political groups 70
nascent political system 117
nascent psychical changes 84
national accrediting agency 713
national accrediting bodies 336
national advantage through 94
national advertising agency 654
national advertising became 51
national advertising budget 309
national advertising dollar 109
national advertising effort 155
national advertising linage 61
national advertising market 194
national advertising medium 1033
national advertising placed 82
national advertising should 197
national advertising spending 76
national advertising through 158
national advertising volume 83
national aggregate demand 443
national agreement covering 223
national agreement kaiser 106
national agreement should 78
national agreement signed 79
national animosity toward 62
national antitrust policy 334
national appellate courts 88
national armaments atomic 51
national armaments should 221
national association became 74
national association called 221
national association formed 69
national association meetings 203
national association should 202
national association through 53
national association without 54
national attitudes toward 1767
national audiences through 98
national automated system 52
national awareness amongst 49
national awareness through 80
national biological survey 181
national bookstore chains 177
national botanical garden 188
national broadband policy 53
national broadcast rights 115
national broadcast system 85
national brokerage houses 96
national budgetary policy 169
national budgetary system 105
national campaigns through 44
national celebrity status 160
national celebrity through 54
national character abroad 336
national character almost 77
national character already 104
national character always 58
national character appears 226
national character arises 78
national character became 350
national character become 89
national character before 239
national character begins 47
national character better 146
national character building 125
national character changed 76
national character changes 134
national character common 51
national character created 70
national character exists 132
national character formed 133
national character itself 664
national character mounts 46
national character played 42
national character refers 67
national character remain 53
national character reveals 61
national character revert 100
national character school 62
national character seemed 123
national character shaped 78
national character should 827
national character stands 110
national character tended 84
national character theories 74
national character through 983
national character toward 52
national character traces 57
national character traits 1310
national character without 311
national childcare policy 126
national childcare system 52
national cigarette market 129
national circulating medium 1127
national collection agency 63
national collection should 83
national collegiate record 64
national collegiate titles 52
national commercial market 43
national commercial matter 80
national commercial online 89
national commercial policy 975
national commercial station 82
national commercial system 209
national commission created 56
national commission report 171
national commission should 149
national committee agreed 57
national committee appears 46
national committee before 93
national committee called 130
national committee chosen 67
national committee created 46
national committee elects 77
national committee formed 122
national committee issued 139
national committee issues 42
national committee itself 167
national committee meetings 301
national committee member 1041
national committee report 67
national committee serves 41
national committee should 438
national committee staffs 77
national committee through 72
national commodity market 73
national communist leaders 420
national communist regime 214
national communist states 105
national community around 41
national community became 109
national community become 43
national community before 52
national community beyond 65
national community building 168
national community created 44
national community exists 82
national community groups 51
national community itself 239
national community mental 143
national community sample 390
national community should 369
national community spirit 56
national community survey 46
national community through 696
national community united 103
national community without 264
national companies became 53
national companies should 110
national companies through 71
national competent bodies 114
national concerted effort 40
national conditions should 88
national conflicts through 54
national consensus around 706
national consensus before 77
national consensus behind 565
national consensus building 351
national consensus exists 251
national consensus favoring 106
national consensus formed 51
national consensus needed 97
national consensus opposing 56
national consensus reached 44
national consensus seemed 70
national consensus should 180
national consensus through 239
national consensus toward 50
national consensus without 57
national contingency planning 67
national contingents placed 58
national contingents should 72
national controlling bodies 87
national convention adopts 44
national convention agreed 68
national convention became 109
national convention before 193
national convention called 1214
national convention center 58
national convention chosen 50
national convention elects 49
national convention except 49
national convention issued 75
national convention itself 243
national convention opened 473
national convention passed 166
national convention placed 61
national convention should 953
national convention system 415
national convention through 74
national convention turned 47
national convention unless 76
national convention without 136
national conversion factor 145
national convulsion roused 53
national cooperating bodies 49
national copyright system 58
national corporate bodies 79
national corporate income 301
national corporate policy 64
national delegation should 48
national democracy should 44
national democracy without 45
national detective agency 168
national deterrent forces 149
national discourse through 53
national discovery before 42
national drugstore chains 58
national economies across 67
national economies around 405
national economies became 253
national economies become 620
national economies becoming 67
national economies before 51
national economies beyond 50
national economies closer 60
national economies creates 43
national economies depend 127
national economies differ 75
national economies evolve 57
national economies linked 123
national economies remain 110
national economies should 307
national economies suffer 43
national economies through 1075
national economies toward 204
national economies without 161
national electoral bodies 52
national electoral cycles 71
national electoral forces 47
national electoral office 61
national electoral reform 60
national electoral strength 65
national electoral system 493
national electoral trends 67
national emergency arises 335
national emergency became 40
national emergency before 65
national emergency called 77
national emergency caused 216
national emergency created 905
national emergency existing 43
national emergency exists 1009
national emergency forced 53
national emergency measure 47
national emergency number 180
national emergency planning 82
national emergency powers 225
national emergency relief 94
national emergency should 297
national emergency strike 456
national emergency through 51
national emergency without 112
national episcopal church 744
national evaluation report 93
national evaluation system 260
national exchequer should 63
national exchequer through 44
national executive agency 45
national executive boards 143
national executive bodies 117
national executive branch 1452
national executive budget 114
national executive meetings 97
national executive member 242
national executive office 284
national executive organs 49
national executive played 54
national executive should 386
national existence became 56
national existence before 109
national existence beyond 58
national existence itself 708
national existence seemed 85
national existence should 192
national existence through 212
national existence without 193
national expression through 60
national federation called 73
national federation should 60
national fertility levels 118
national fertility survey 394
national fertility trends 57
national fisheries policy 238
national foundation grants 44
national framework should 61
national framework through 60
national framework without 48
national franchise system 48
national fraternal orders 123
national frontiers should 142
national frontiers through 52
national frontiers without 142
national geographic market 58
national geological survey 620
national graduated income 56
national gratitude should 126
national guardsmen called 55
national guardsmen killed 57
national histories should 64
national histories through 50
national holocaust museum 72
national hostility toward 93
national household budget 261
national household income 332
national household sample 219
national household survey 4345
national humiliation before 54
national humiliation caused 88
national imaginary through 51
national immigrant groups 151
national industrial census 237
national industrial design 102
national industrial effort 106
national industrial energy 76
national industrial groups 153
national industrial output 1286
national industrial planning 336
national industrial policy 5362
national industrial sector 357
national industrial strength 64
national industrial survey 54
national industrial system 683
national industrial training 55
national infectious disease 58
national influence abroad 47
national influence through 152
national initiative called 86
national innovation policy 304
national innovation system 5617
national inspection agency 58
national inspection system 164
national insurance agency 82
national insurance claims 109
national insurance covering 55
national insurance market 114
national insurance number 981
national insurance office 241
national insurance pension 370
national insurance policy 263
national insurance scheme 4841
national insurance should 100
national insurance stamps 167
national insurance system 2608
national integrity system 397
national integrity through 109
national intellect seemed 46
national interbank market 72
national interests abroad 1108
national interests across 54
national interests always 144
national interests appears 47
national interests around 354
national interests became 300
national interests become 207
national interests before 679
national interests behind 185
national interests better 392
national interests beyond 367
national interests called 66
national interests caused 62
national interests clearly 99
national interests demand 1170
national interests depend 108
national interests differ 77
national interests except 222
national interests gained 40
national interests instead 152
national interests needed 90
national interests placed 50
national interests played 65
national interests proved 63
national interests relating 41
national interests remain 177
national interests seemed 268
national interests served 123
national interests should 1324
national interests simply 50
national interests suffer 74
national interests tended 75
national interests through 1361
national interests toward 66
national interests unless 63
national interests versus 185
national interests without 917
national interview sample 41
national interview survey 215
national irrigation policy 159
national irrigation scheme 97
national irrigation system 297
national juridical system 159
national landscape school 44
national leadership appears 42
national leadership became 144
national leadership before 98
national leadership bodies 78
national leadership called 59
national leadership changed 51
national leadership failed 77
national leadership groups 159
national leadership itself 94
national leadership needed 47
national leadership passed 66
national leadership seemed 74
national leadership should 264
national leadership sought 89
national leadership through 257
national leadership toward 61
national leadership training 150
national leadership wanted 71
national leadership without 128
national liberation abroad 80
national liberation armies 257
national liberation around 84
national liberation became 238
national liberation before 85
national liberation effort 112
national liberation exists 46
national liberation forces 3724
national liberation fought 93
national liberation fronts 634
national liberation groups 558
national liberation itself 74
national liberation leaders 134
national liberation policy 79
national liberation seemed 43
national liberation should 264
national liberation through 392
national liberation uprising 857
national liberation without 256
national liberties should 216
national libraries should 142
national limitation periods 76
national liquidity crisis 43
national livestock policy 48
national loyalties without 59
national machinery should 65
national magazines before 54
national mainstream through 63
national microwave system 70
national monuments covering 41
national monuments created 64
national monuments should 56
national monuments without 50
national morbidity survey 104
national mortality trends 89
national movements abroad 87
national movements across 67
national movements around 44
national movements became 93
national movements before 51
national movements should 160
national movements sought 46
national movements toward 88
national municipal policy 60
national narrative through 78
national negotiation styles 72
national newspaper before 42
national newspaper called 103
national newspaper chains 151
national newspaper column 98
national newspaper covering 46
national newspaper editor 168
national newspaper groups 112
national newspaper market 277
national newspaper report 43
national newspaper should 45
national newspaper strike 233
national newspaper titles 80
national newspaper without 65
national nonprofit agency 96
national nonprofit groups 69
national nonprofit public 122
national normative sample 308
national notoriety through 63
national objective should 121
national opposition groups 111
national opposition leaders 75
national opposition slowly 43
national ownership limits 144
national ownership should 46
national parliament became 54
national parliament before 62
national parliament building 330
national parliament called 67
national parliament passed 84
national parliament should 280
national parliament without 67
national patrimony through 42
national patriotism should 45
national patronage system 74
national personnel policy 75
national personnel system 70
national personnel training 50
national petroleum agency 115
national petroleum policy 340
national political actions 69
national political actors 845
national political agenda 5396
national political arenas 791
national political battle 114
national political bodies 500
national political bosses 44
national political career 1067
national political causes 61
national political center 417
national political changes 256
national political choice 58
national political crises 213
national political crisis 1104
national political debate 2592
national political domain 49
national political editor 52
national political effort 84
national political elites 1741
national political entity 454
national political events 1244
national political fabric 73
national political factor 73
national political figure 6293
national political forces 1191
national political forums 78
national political future 57
national political gathering 75
national political groups 472
national political impact 97
national political issues 3906
national political leaders 8132
national political levels 177
national political market 118
national political office 1610
national political opinion 215
national political orders 112
national political organs 75
national political police 274
national political policy 447
national political powers 141
national political reality 80
national political reasons 137
national political reform 302
national political regime 383
national political rights 289
national political scenes 118
national political settings 68
national political spaces 99
national political sphere 346
national political standing 193
national political states 48
national political status 155
national political strength 172
national political strike 77
national political styles 56
national political survey 82
national political symbol 71
national political system 9823
national political thought 154
national political training 56
national political trends 798
national political unrest 77
national political values 191
national political writer 69
national pollutant release 96
national population census 3484
national population changes 87
national population counts 42
national population figure 86
national population groups 122
national population levels 58
national population planning 197
national population policy 3579
national population reached 46
national population residing 139
national population sample 260
national population shifts 44
national population should 76
national population survey 281
national population through 83
national population totals 148
national population trends 327
national prevention agenda 50
national prevention effort 40
national principle itself 46
national principle should 68
national priorities changed 50
national priorities should 248
national priorities through 118
national priorities toward 155
national priorities without 64
national production center 125
national production changes 53
national production effort 103
national production levels 232
national production policy 49
national production quotas 230
national production reached 74
national production should 181
national production system 376
national production through 197
national production without 98
national protection should 42
national protection system 121
national provisions relating 341
national provisions should 69
national publicity through 137
national reactionary forces 48
national readership survey 108
national recurrent budget 97
national redemption through 247
national reference center 79
national reference groups 113
national reference points 124
national reference system 134
national reformist leaders 70
national regiments should 42
national regulation should 73
national regulation through 47
national remainder system 135
national renewable energy 221
national republics should 50
national reputation abroad 119
national reputation before 185
national reputation rested 50
national reputation should 43
national reputation through 576
national reputation without 62
national resources became 140
national resources behind 53
national resources caused 80
national resources needed 127
national resources permit 63
national resources planning 321
national resources policy 92
national resources should 824
national resources through 536
national resources toward 190
national resources without 342
national revolution became 48
national revolution before 44
national revolution itself 54
national revolution should 125
national revolution through 74
national revolution without 90
national sanctuary before 61
national satellite system 322
national scholarly groups 71
national secondary drinking 98
national secondary market 233
national secondary school 1193
national sentiment amongst 89
national sentiment around 55
national sentiment became 124
national sentiment behind 175
national sentiment created 45
national sentiment evoked 46
national sentiment exists 51
national sentiment itself 62
national sentiment proved 44
national sentiment seemed 57
national sentiment should 215
national sentiment through 143
national sentiment toward 177
national sentiment without 91
national separation passes 60
national societies around 51
national societies became 45
national societies formed 63
national societies should 180
national societies through 56
national sovereign before 56
national sovereign powers 142
national sovereign rights 549
national sovereign states 1340
national spiritual center 175
national spiritual values 77
national spotlight through 43
national spotlight turned 42
national stability through 66
national standards across 98
national standards agency 68
national standards already 54
national standards become 49
national standards bodies 3517
national standards covering 93
national standards created 41
national standards differ 55
national standards groups 115
national standards issued 55
national standards relating 155
national standards should 537
national standards system 136
national standards through 253
national standards without 141
national statutory bodies 48
national statutory scheme 49
national strategic forces 73
national strategic issues 49
national strategic nuclear 113
national strategic planning 1233
national strategic policy 304
national structure through 61
national supremacy clause 398
national supremacy should 43
national supremacy versus 105
national technical cadres 129
national telegraph system 593
national telephone number 142
national telephone sample 102
national telephone strike 77
national telephone survey 2161
national telephone system 1221
national television before 207
national television debate 105
national television hookup 157
national television market 133
national television policy 49
national television rights 130
national television series 286
national television showed 90
national television special 187
national television speech 101
national television station 1316
national television studios 53
national television system 691
national television without 94
national territory became 105
national territory before 123
national territory belonging 70
national territory belongs 66
national territory beyond 82
national territory except 65
national territory itself 180
national territory seemed 56
national territory should 361
national territory through 275
national territory without 477
national terrorist groups 82
national trademark office 94
national trademark rights 152
national traditions became 68
national traditions excite 41
national traditions handed 82
national traditions should 87
national traditions through 87
national traditions without 58
national transport market 73
national transport planning 215
national transport policy 1588
national transport strike 222
national transport survey 58
national transport system 1497
national tribunals should 53
national vocational training 560
national voluntary agency 317
national voluntary bodies 189
national voluntary groups 76
national voluntary sector 92
national voluntary system 106
national volunteer agency 73
national wholesale market 139
national wholesale prices 70
national workshops should 66
natives assembled around 123
natives clustered around 91
natives collected around 193
natives continued without 40
natives evidently thought 41
natives invariably dwelling 68
natives naturally enough 70
natives themselves called 85
natives themselves regard 107
natives themselves retire 45
natives themselves seemed 58
natives themselves should 71
natives themselves suffer 66
natives themselves thought 45
natives themselves without 48
natives throughout africa 47
natural abilities fitted 53
natural abilities should 71
natural abilities through 70
natural abilities without 56
natural abundance carbon 134
natural abundance double 237
natural abundance levels 206
natural abundance sample 77
natural affections become 68
natural affections should 48
natural affections toward 47
natural alcoholic strength 197
natural amorphous silica 64
natural animosity toward 161
natural antiviral agents 46
natural appearance without 78
natural appetites without 78
natural aspiration toward 47
natural attitudes toward 67
natural attraction toward 173
natural biological agents 78
natural biological changes 83
natural biological cycles 242
natural biological drives 65
natural biological events 49
natural biological family 45
natural biological fluids 44
natural biological forces 86
natural biological limits 50
natural biological methods 57
natural biological origin 120
natural biological reaction 62
natural biological rhythms 316
natural biological system 200
natural botanical garden 212
natural breakwater formed 57
natural catalysts called 42
natural catchment basins 88
natural causality itself 56
natural cellulose fibers 372
natural character before 54
natural character should 42
natural character something 51
natural character stands 65
natural character stemming 72
natural character traits 134
natural character without 107
natural chemicals called 143
natural childbirth course 89
natural childbirth methods 484
natural childbirth should 60
natural childbirth training 293
natural childbirth without 147
natural classroom settings 233
natural cognitive powers 177
natural colloquial speech 127
natural commercial allies 42
natural commercial center 172
natural commercial outlet 158
natural community center 107
natural community desire 76
natural community groups 57
natural community leaders 240
natural community settings 379
natural compounds called 90
natural conclusion appears 65
