naively excuse themselves 64
narwhal seemed motionless 75
nascent jewish community 113
nascent market economies 66
nascent muslim community 404
nascent oxygen liberated 210
nascent russian democracy 55
national acreage allotment 1097
national agency concerned 164
national alumni association 93
national animal protection 150
national annual convention 59
national annual production 83
national auditing standards 130
national ballet companies 156
national bodies concerned 399
national budget allocated 576
national budget allocation 144
national budget continued 171
national budget continues 40
national budget documents 70
national budget estimates 177
national budget presented 55
national budget priorities 350
national budget processes 93
national budget proposals 41
national budget resources 58
national budget submitted 41
national building standards 129
national building traditions 41
national cancer incidence 96
national cancer institute 394
national cattle population 96
national census conducted 312
national census indicated 58
national census indicates 45
national church altogether 61
national church convention 87
national church hierarchy 163
national church leadership 175
national church organized 41
national church separated 41
national church structure 142
national cinema production 59
national claims commission 188
national cleanup standards 48
national coffee production 118
national colors displayed 65
national copper production 89
national cotton production 237
national courts concerned 49
national courts expresses 362
national courts generally 100
national courts interpret 81
national courts themselves 104
national courts throughout 76
national credit conditions 84
national credit framework 95
national credit preserved 42
national credit structure 351
national credit sustained 146
national crisis developed 69
national damage estimates 140
national dances performed 56
national debate continues 98
national debate developed 54
national debate surrounding 118
national dental association 175
national dental insurance 120
national dental societies 92
national design standards 133
national disease prevention 128
national drinking practices 67
national effort necessary 52
national energy companies 165
national energy emergency 123
national energy interests 51
national energy priorities 69
national energy production 257
national energy resources 519
national energy shortages 58
national english character 59
national ethical standards 107
national events throughout 42
national factor endowment 295
national family allowance 132
national fashion magazines 92
national female population 47
national figure overnight 562
national fiscal resources 101
national fiscal structure 45
national forces committed 54
national forest campsites 83
national forest inventory 1135
national forest ownership 60
national forest preserves 378
national forest primitive 98
national forest protection 115
national forest resources 624
national forest surrounding 56
national founding convention 120
national gender machinery 155
national genius expresses 40
national german character 142
national german interests 82
national german parliament 206
national german sentiment 106
national groups affiliated 40
national groups appointed 886
national groups concerned 553
national groups continued 54
national groups dedicated 49
national groups developed 53
national groups organized 110
national groups presented 43
national groups scattered 68
national groups sometimes 42
national groups supported 49
national groups themselves 76
national groups throughout 142
national guards assembled 239
national guards throughout 86
national hostel association 210
national impact evaluation 86
national income accordingly 52
national income accounted 395
national income aggregate 444
national income allocated 702
national income associated 188
national income available 831
national income collected 141
national income component 53
national income comprises 53
national income consisted 73
national income continued 451
national income continues 309
national income converted 75
national income corrected 41
national income currently 58
national income definition 134
national income dependent 50
national income developed 53
national income discussed 42
national income economics 133
national income envisaged 51
national income estimated 260
national income estimates 13672
national income estimation 1432
national income estimator 93
national income evaluated 109
national income expressed 358
national income forecasting 318
national income forecasts 245
national income framework 279
national income generally 110
national income generated 1314
national income generation 192
national income gradually 57
national income guarantee 47
national income inclusive 109
national income increment 167
national income indicated 58
national income indicates 156
national income insurance 210
national income necessary 122
national income objective 217
national income occasioned 69
national income originating 4858
national income plummeted 84
national income presented 68
national income primarily 69
national income production 105
national income published 73
national income recovered 44
national income represent 43
national income statement 105
national income statistic 114
national income structure 146
national income surpassed 65
national income throughout 192
national infant mortality 875
national inland waterways 44
national inmate population 50
national issues confronting 64
national issues dominated 63
national issues overnight 180
national jewish character 110
national jewish community 420
national jewish existence 88
national jewish fraternal 74
national jewish leadership 112
national jewish newspaper 88
national jewish palestine 40
national jewish population 221
national latino population 61
national leaders attempted 66
national leaders concerned 66
national leaders continued 112
national leaders elsewhere 46
national leaders expressed 92
national leaders generally 87
national leaders increasingly 40
national leaders recognize 42
national leaders repeatedly 45
national leaders sometimes 61
national leaders supported 62
national leaders themselves 209
national leaders throughout 136
national learned societies 399
national levels throughout 107
national liaison committee 76
national lumber production 81
national marine fisheries 59
national marine insurance 86
national marine sanctuary 774
national market conditions 301
national market developed 73
national market dominated 59
national market economies 265
national market regulation 80
national market structure 138
national master narrative 241
national meetings sponsored 51
national member societies 125
national mission statement 57
national monthly magazines 58
national mourning throughout 68
national museum dedicated 120
national muslim community 45
national mutual insurance 42
national nature monuments 162
national nature protection 96
national nuclear deterrent 1381
national nurses association 84
national office continued 74
national office maintains 48
national office published 60
national office publishes 46
national origin different 54
national origin provisions 53
national outlying districts 65
national output accounted 65
national output available 106
national output continued 43
national papers published 56
national parent companies 42
national patent protection 85
national peasant federation 90
national pension insurance 573
national planning apparatus 133
national planning commission 859
national planning committee 583
national planning documents 181
national planning exercises 174
national planning framework 899
national planning institute 73
national planning machinery 177
national planning mechanism 118
national planning priorities 164
national planning processes 699
national planning structure 99
national police commander 68
national police commission 126
national policy advocated 42
national policy certainly 125
national policy committed 45
national policy committee 173
national policy community 90
national policy companies 571
national policy concerned 96
national policy consensus 102
national policy continued 79
national policy continues 74
national policy dedicated 40
national policy developed 83
national policy directions 178
national policy directive 120
national policy discourse 158
national policy discretion 68
national policy discussion 115
national policy documents 598
national policy encouraging 217
national policy enunciated 72
national policy expressed 289
national policy framework 3999
national policy generally 92
national policy influence 57
national policy initiative 212
national policy innovation 66
national policy interests 222
national policy leadership 110
national policy machinery 157
national policy necessary 59
national policy objective 1263
national policy priorities 685
national policy processes 998
national policy prohibiting 65
national policy proposals 144
national policy recognizing 48
national policy reflected 52
national policy responses 488
national policy standards 81
national policy statement 929
national policy supported 55
national policy throughout 163
national policy traditions 59
national potato production 86
national prayer breakfasts 51
national prison population 311
national public awareness 390
national public broadcast 55
national public companies 61
national public contracts 129
national public discourse 221
national public discussion 76
national public employees 626
national public interests 107
national public libraries 87
national public ownership 79
national public resources 55
national public sentiment 113
national public telephone 72
national public television 994
national public transport 114
national public utilities 217
national random telephone 111
national record companies 119
national reform documents 67
national reform movements 450
national reform processes 74
national reform proposals 71
national relief committee 69
national relief societies 91
national rental companies 54
national retail companies 43
national review committee 65
national rights contained 78
national russian character 83
national safety standards 707
national salary structure 81
national sample collected 54
national sample conducted 93
national sample consisted 75
national sample expressed 92
national sample indicated 221
national sample preferred 51
national sample responded 57
national sample supported 44
national scenic resources 52
national school curricula 275
national school inspection 66
national school population 187
national school standards 46
national secret societies 40
national shipping companies 469
national shipping interests 109
national shrine dedicated 62
national skills standards 203
national soccer association 47
national soccer federation 74
national soviet republics 581
national spatial framework 53
national spatial structure 84
national special interests 54
national special libraries 116
national speech community 91
national spending priorities 368
national spirit centuries 74
national spirit continued 50
national spirit depressed 50
national spirit developed 155
national spirit displayed 53
national spirit engendered 43
national spirit expressed 112
national spirit generated 54
national spirit prevailed 62
national spirit reasserted 46
national spirit throughout 118
national sporting magazines 47
national sports association 86
national sports federation 182
national sports festivals 78
national sports magazines 64
national standing committee 141
national states concerned 46
national states developed 90
national states increasingly 44
national states represent 41
national states themselves 228
national states throughout 119
national status hierarchy 50
national steering committee 1504
national strike committee 251
national sunday newspaper 840
national survey completed 136
national survey concluded 126
national survey conducted 7141
national survey confirmed 47
national survey described 67
national survey discussed 51
national survey estimated 147
national survey estimates 218
national survey indicated 890
national survey indicates 298
national survey performed 72
national survey published 254
national survey sponsored 284
national survey suggested 103
national survey supported 55
national system developed 61
national tariff protection 57
national tariff schedules 231
national tariff structure 61
national timber production 87
national timber resources 74
national training framework 56
national training initiative 43
national training institute 231
national training priorities 53
national training standards 217
national training workshops 327
national travel magazines 221
national trends discussed 62
national trucking companies 47
national vested interests 242
national weekly magazines 269
national weekly newspaper 596
national weekly published 60
natives almost invariably 60
natives already possessed 62
natives amongst themselves 67
natives amused themselves 89
natives became christians 91
natives became convinced 60
natives became increasingly 67
natives betook themselves 63
natives busied themselves 102
natives called themselves 184
natives devote themselves 60
natives employ themselves 119
natives helped themselves 48
natives jumped overboard 202
natives placed themselves 60
natives proved themselves 66
natives report themselves 49
natives showed themselves 387
natives tattoo themselves 52
natural active ingredients 70
natural active principle 44
natural aerosol particles 311
natural angular frequency 2026
natural animal instincts 399
natural animal magnetism 43
natural animal parentage 53
natural animal population 128
natural animal reservoir 112
natural annual population 43
natural artist strengthens 116
natural barium carbonate 278
natural become spiritual 86
natural bodies generally 60
natural bodily appetites 150
natural bodily expression 69
natural bodily movements 72
natural bodily processes 650
natural bodily responses 57
natural bodily substance 72
natural breeding conditions 143
natural breeding population 99
natural cancer incidence 51
natural carbon compounds 66
natural cardiac pacemaker 71
natural causal conditions 62
natural causal connection 222
natural causal processes 134
natural causes accounted 56
natural causes associated 40
natural causes competent 67
natural causes influencing 40
natural causes prevented 40
natural causes sometimes 42
natural causes themselves 45
natural causes unrelated 69
natural cement production 59
natural changes associated 56
natural clayey limestone 60
natural cleansing mechanism 109
natural cleansing processes 419
natural climax community 121
natural climax vegetation 1394
natural clotting mechanism 49
natural coarse aggregate 193
natural course prevailed 63
natural cyclic processes 68
natural damped frequency 160
natural desert conditions 54
natural desert landscape 81
natural desert landscaping 51
natural desert vegetation 94
natural desire consisted 49
natural disease conditions 79
natural disease processes 522
natural energy available 87
natural energy resources 1514
natural english expression 84
natural english sentences 99
natural enough assumption 152
natural enough conclusion 167
natural enough considering 803
natural enough expression 48
natural enough inference 56
natural enough procedure 46
natural enough reflection 58
natural enough sentiment 45
natural enough transition 53
natural erosion processes 563
natural ethical community 128
natural events described 53
natural events themselves 114
natural factor endowment 191
natural fallow vegetation 70
natural family affections 78
natural female eloquence 46
natural female sexuality 66
natural fighting instincts 145
natural fighting qualities 80
natural fluvial processes 66
natural fodder resources 59
natural forage resources 79
natural forces associated 119
natural forces available 81
natural forces controlling 74
natural forces determine 56
natural forces expressed 60
natural forces generally 57
natural forces gradually 59
natural forces influencing 52
natural forces previously 104
natural forces sometimes 41
natural forces surrounding 135
natural forces themselves 243
natural forces throughout 51
natural forest community 111
natural forest conditions 518
natural forest conversion 71
natural forest ecosystem 779
natural forest formations 58
natural forest fragments 153
natural forest landscape 99
natural forest processes 151
natural forest production 50
natural forest protection 154
natural forest resources 892
natural forest structure 104
natural forest succession 276
natural forest vegetation 1520
natural freezing conditions 54
natural gender hierarchy 54
natural grasping movements 85
natural ground conditions 91
natural harbor protected 71
natural hazard mitigation 1062
natural herbal medicines 184
natural horror struggled 130
natural immune processes 43
natural immune responses 400
natural inbred incurable 48
natural infant mortality 50
natural initial conditions 120
natural inland navigation 69
natural inland waterways 556
natural insect population 92
natural insect predators 523
natural insect repellant 128
natural insect repellent 884
natural killer cytotoxic 869
natural killer receptors 73
natural killer resistant 152
natural landed interests 42
natural lighting available 48
natural lighting conditions 932
natural lighting throughout 52
natural manner doubtless 43
natural manner surprises 164
natural manual dexterity 107
natural marine processes 45
natural marine resources 203
natural marine sediments 106
natural market conditions 133
natural market mechanism 74
natural market processes 210
natural market structure 51
natural mental abilities 78
natural mental endowment 59
natural mental equipment 48
natural mental faculties 90
natural mental infirmity 268
natural mental processes 184
natural methods described 40
natural monthly opposition 69
natural mothering instincts 53
natural motions downwards 47
natural mutual attraction 66
natural native democracy 46
natural number arithmetic 279
natural number associated 62
natural number different 59
natural number divisible 87
natural number structure 317
natural object faithfully 156
natural object perceives 74
natural object possessed 48
natural object possesses 65
natural object whatsoever 61
natural person associated 391
natural person authorized 75
natural person concerned 135
natural person domiciled 317
natural person obligated 194
natural person permitted 104
natural person primarily 70
natural powers available 57
natural powers conferred 80
natural powers developed 51
natural random processes 56
natural reasoning processes 207
natural regret struggled 52
natural repair mechanism 64
natural repair processes 353
natural riches contained 197
natural rights advocates 155
natural rights altogether 46
natural rights arguments 605
natural rights associated 53
natural rights conception 100
natural rights conferred 40
natural rights continued 78
natural rights described 53
natural rights developed 86
natural rights discourse 204
natural rights doctrines 615
natural rights enunciated 49
natural rights expounded 41
natural rights expressed 79
natural rights foundation 97
natural rights framework 238
natural rights justified 125
natural rights political 138
natural rights possessed 146
natural rights prevalent 88
natural rights principle 49
natural rights protected 88
natural rights sometimes 44
natural rights themselves 61
natural rights traditions 78
natural rubber accounted 52
natural rubber adhesives 139
natural rubber agreement 95
natural rubber available 99
natural rubber compounds 1263
natural rubber continues 48
natural rubber molecules 51
natural rubber producers 384
natural rubber production 3087
natural rubber resources 91
natural scenes themselves 56
natural scenic attraction 47
natural scenic resources 76
natural settings throughout 53
natural sexual appetites 57
natural sexual attraction 262
natural sexual expression 146
natural sexual instincts 245
natural sexual passivity 77
natural sexual responses 106
natural shedding frequency 74
natural sodium carbonate 489
natural sounds associated 42
natural spawning conditions 66
natural speech inflection 120
natural speech production 246
natural speech situations 121
natural speech varieties 73
natural spoken discourse 71
natural steppe vegetation 73
natural stress conditions 120
natural sulfur compounds 246
natural tastes implanted 46
natural temple scattered 354
natural theology altogether 67
natural theology arguments 66
natural theology continued 71
natural theology developed 61
natural theology generally 60
natural thermal convection 124
natural thought processes 1224
natural timber resources 177
natural topics suggested 40
natural travel corridors 45
natural upward transition 55
natural versus artificial 1879
natural versus contrived 63
natural versus unnatural 325
natural visual perception 53
natural waters generally 107
natural waters throughout 50
natural weathering conditions 334
natural weathering processes 1426
natural winter conditions 132
natural winter mortality 59
natural without vulgarity 103
natures almost invariably 147
natures assert themselves 42
natures evolve themselves 113
naughty little schoolboy 99
neatness almost fastidious 41
needful remedy available 55
needful remedy repulsive 54
needles arrange themselves 127
negated atomic sentences 107
neglect another important 179
neglect prayer altogether 43
neglect through ignorance 44
neglect united gradually 92
neglect without complaint 63
neonatal aortic thrombosis 139
neonatal cardiac responses 131
neonatal herpes infections 485
neonatal infant mortality 221
neonatal sepsis evaluation 114
neonatal stress reactivity 43
neonates through olfactory 137
neophyte always commences 45
nephews william augustine 58
nervous actions themselves 44
nervous disease associated 611
nervous energy available 132
nervous energy exhausted 53
nervous energy generated 201
nervous energy liberated 81
nervous energy necessary 206
nervous energy throughout 96
nervous fabric connected 51
nervous little frenchman 69
nervous little movements 95
nervous malady developed 48
nervous matter connected 50
nervous matter contained 146
nervous phrase impresses 83
