near abyssal hydrothermal 88
near ambient temperature 6011
near brigade headquarters 1502
near colonial settlements 51
near company headquarters 350
near division headquarters 353
near european settlements 334
near freeway interchanges 138
near gaussian distribution 165
near general headquarters 207
near highway interchanges 156
near maximum performance 167
near maximum sensitivity 49
near maximum sustainable 58
near operating temperature 183
near optimal performance 745
near optimum performance 538
near optimum temperature 69
near perfect coordination 46
near perfect correlations 44
near perfect environment 95
near perfect illustration 137
near perfect performance 702
near perfect preservation 96
near perfect relationship 113
near perfect reproduction 56
near perfect substitutes 213
near perfect understanding 60
near present tallahassee 43
near settled communities 51
near several restaurants 43
near spanish settlements 132
near surface atmospheric 60
near surface environment 255
near surface groundwater 398
near surface measurements 196
near surface temperature 923
near uniform distribution 228
net benefit calculations 135
net benefit maximization 274
net borrowing requirement 677
net capital accumulation 1618
net capital computations 64
net capital contribution 59
net capital expenditure 908
net capital investments 112
net capital requirement 599
net capital transactions 84
net current expenditure 324
net current receivables 159
net current replacement 320
net exchange differences 208
net exports contributed 121
net financing requirement 376
net foreign investments 547
net marketing contribution 445
net national expenditure 328
net official development 728
net overall improvement 54
net private remittances 53
net profits accumulated 67
net profits ascertained 49
net profits distributed 212
net profits represented 48
net protein accumulation 58
net radiation measurements 174
net revenue contribution 328
net revenue expenditure 211
net revenue maximization 238
net revenue requirement 106
net welfare improvement 76
new abortion restrictions 157
new account applications 131
new account development 487
new advance necessarily 83
new aesthetic environment 55
new aesthetic experiences 286
new aesthetic perspective 63
new aesthetic sensibility 392
new african civilization 89
new african communities 66
new african democracies 117
new african environment 44
new african governments 1160
new african independent 64
new african organization 46
new african personality 134
new african renaissance 156
new african territories 137
new agrarian communities 81
new agrarian organization 83
new agrarian settlements 52
new airport construction 331
new airport development 157
new alabama constitution 81
new algerian constitution 47
new allelic combinations 145
new alliance established 57
new amalgam restorations 54
new ambient temperature 77
new amnesty proclamation 45
new applied anthropology 372
new aquatic environment 52
new assumed prerogative 105
new austrian constitution 421
new balance established 58
new baptist congregations 51
new bedroom communities 90
new beginning represented 54
new behavior modification 105
new bishops consecrated 74
new borrowing arrangements 74
new bridges constructed 152
new brigade headquarters 62
new british battleships 119
new british commissioner 127
new british communities 45
new british constitution 77
new british construction 51
new british headquarters 46
new british investments 51
new british pharmacopoeia 239
new british playwrights 93
new british publications 79
new british restrictions 51
new british settlements 149
new british territories 126
new buildings constructed 1704
new buildings established 43
new buildings represented 53
new burmese constitution 56
new cabinet departments 349
new cabinet represented 147
new cabinet secretaries 47
new calcium antagonists 105
new canadian constitution 1697
new canadian environment 109
new capital accumulated 51
new capital accumulation 815
new capital acquisitions 82
new capital commitments 214
new capital construction 1164
new capital contributed 78
new capital contribution 98
new capital development 517
new capital effectively 55
new capital enterprises 64
new capital established 159
new capital expenditure 4471
new capital improvement 98
new capital instruments 211
new capital investments 4075
new capital punishments 87
new capital represented 50
new capital requirement 197
new carrier construction 93
new carrier indomitable 114
new catholic communities 157
new catholic encyclopedia 109
new catholic institutions 58
new catholic organization 52
new catholic understanding 45
new centers established 66
new central departments 114
new central electricity 82
new central governments 110
new central headquarters 94
new central institutions 408
new central legislative 59
new central legislature 387
new central organization 763
new channel arrangements 50
new channel constructed 67
new charity organization 80
new charter established 157
new charter incorporating 40
new chechen constitution 54
new chinese capitalists 47
new chinese civilization 156
new chinese communities 69
new chinese constitution 672
new chinese enterprises 47
new chinese institutions 40
new chinese restaurants 79
new circuit arrangements 52
new civilian conservation 249
new civilian constitution 79
new civilian governments 422
new civilian militarists 143
new civilian settlements 44
new cleavage contributes 94
new coastal communities 42
new coastal development 121
new coastal settlements 103
new college environment 212
new college established 124
new colonial acquisitions 164
new colonial aristocracy 68
new colonial communities 77
new colonial constitution 158
new colonial development 407
new colonial dispensation 131
