narrate incidents which 50
narrowing influence which 110
narrows gradually until 73
nascent communist party 273
nascent industrial class 45
nascent industrial order 53
nascent industrial working 109
nascent political party 187
nascent political power 78
nascent sensations which 52
national admiration which 45
national advantage arising 40
national advantage could 86
national advantage might 51
national advantage rather 59
national advantage which 307
national advantage would 115
national advertising alone 75
national advertising began 77
national advertising blitz 48
national advertising costs 175
national advertising could 84
national advertising field 119
national advertising plans 50
national advertising rates 212
national advertising sales 185
national advertising space 64
national advertising which 277
national advertising would 170
national affiliation would 59
national affliction which 40
national aggregate level 248
national agreement about 85
national agreement could 85
national agreement which 338
national agreement would 85
national alcoholic drink 148
national allegiance might 40
national allegiance which 78
national allegiance would 56
national allocation plans 874
national animosity alive 56
national animosity could 129
national animosity still 89
national animosity which 352
national anxieties about 254
national appellate court 126
national armaments shall 73
national armaments under 64
national armaments which 104
national armaments would 183
national arrogance which 110
national aspiration which 140
national associated press 83
national association could 126
national association known 91
national association meeting 129
national association might 53
national association under 145
national association which 669
national association whose 81
national association would 219
national attitudes about 264
national attitudes which 126
national awareness about 243
national awareness which 178
national awareness within 50
national bestselling author 868
national bookstore chain 148
national brokerage firms 209
national brokerage house 62
national campaigns aimed 76
national campaigns since 70
national campaigns which 109
national campaigns would 42
national candidate could 44
national celebrity after 89
national character about 69
national character above 44
national character after 146
national character again 42
national character alone 242
national character appear 93
national character arose 74
national character based 307
national character began 431
national character change 41
national character comes 137
national character could 1038
national character either 43
national character exist 63
national character finds 74
national character first 62
national character found 88
national character fully 42
national character given 76
national character gives 79
national character makes 117
national character might 459
national character never 63
national character often 87
national character ought 157
national character quite 66
national character rather 268
national character seems 350
national character shall 190
national character shown 44
national character shows 138
national character since 299
national character still 203
national character study 285
national character takes 46
national character tends 83
national character though 102
national character today 57
national character trait 563
national character types 146
national character under 446
national character until 127
national character wants 77
national character where 52
national character which 7304
national character while 448
national character whose 121
national character within 158
national character would 1872
national chartered banks 44
national classical music 78
national collection which 203
national collection would 109
national collegiate title 87
national commercial banking 87
national commercial banks 1055
national commercial fleet 61
national commercial power 109
national commission could 66
national commission headed 55
national commission might 43
national commission under 54
national commission which 192
national commission would 228
national committee about 61
national committee after 108
national committee again 53
national committee began 88
national committee calls 62
national committee chair 84
national committee chose 52
national committee could 314
national committee funds 51
national committee headed 132
national committee level 50
national committee makes 55
national committee meeting 1706
national committee meets 119
national committee might 80
national committee named 75
national committee shall 265
national committee since 85
national committee spent 103
national committee staff 383
national committee under 267
national committee until 103
national committee voted 123
national committee which 852
national committee while 40
national committee whose 85
national committee woman 136
national committee would 614
national communism still 55
national communism which 126
national communist leader 140
national communist party 3115
national communist state 105
national community about 44
national community above 125
national community action 98
national community after 87
national community based 444
national community began 49
national community bound 61
national community could 426
national community feeling 46
national community might 112
national community needs 101
national community rather 236
national community seems 52
national community shall 257
national community sharing 43
national community since 51
national community under 197
national community until 41
national community where 216
national community which 1252
national community while 106
national community whose 344
national community within 363
national community would 490
national companies based 64
national companies began 68
national companies could 152
national companies offer 42
national companies often 70
national companies seeking 42
national companies under 58
national companies which 607
national companies whose 116
national companies within 87
national companies would 218
national component parts 67
national composure still 40
national conception which 71
national conditions shall 306
national conditions under 115
national conditions which 451
national conditions within 41
national conflicts change 55
national conflicts could 54
national conflicts rules 204
national conflicts which 245
national conflicts within 244
national conflicts would 95
national congresses which 51
national conscript force 43
national consensus about 1687
national consensus after 67
national consensus based 232
national consensus began 43
national consensus built 52
national consensus could 245
national consensus might 59
national consensus panel 90
national consensus rather 78
national consensus seems 44
national consensus since 44
national consensus under 73
national consensus which 685
national consensus while 40
national consensus within 191
national consensus would 197
national contingency plans 531
national contingents could 65
national contingents might 47
national contingents serving 133
national contingents under 151
national contingents which 165
national contingents within 70
national contingents would 212
national convention about 72
national convention after 283
national convention again 74
national convention began 166
national convention chose 129
national convention could 345
national convention every 344
national convention found 58
national convention later 108
national convention meeting 393
national convention meets 249
national convention method 47
national convention might 218
national convention neared 42
national convention rules 143
national convention seems 42
national convention shall 339
national convention since 457
national convention still 73
national convention under 108
national convention until 267
national convention voted 218
national convention votes 125
national convention where 430
national convention which 3048
national convention while 71
national convention whose 63
national convention within 72
national convention would 1362
national conversion plans 42
national convulsion could 40
national convulsion which 86
national corporate elite 54
national corporate power 127
national corporate taxes 54
national corruption which 64
national creditors would 63
national defensive force 81
national delegates would 52
national delegation would 44
national democracy could 51
national democracy under 49
national democracy which 135
national democracy would 88
national democrats would 50
national depression which 111
national detective force 199
national deterrent force 156
national dimensions which 44
national disasters which 244
national discourse about 516
national discourse since 45
national discourse which 82
national discussion about 1116
national discussion which 66
national diversity within 179
national documents which 76
national drugstore chain 93
national economics which 82
national economies after 111
national economies arising 43
national economies based 170
national economies began 79
national economies could 340
national economies makes 69
national economies might 93
national economies often 54
national economies rather 141
national economies since 144
national economies still 102
national economies today 88
national economies under 198
national economies where 207
national economies which 1079
national economies while 95
national economies whose 83
national economies within 628
national economies would 587
national electoral arena 186
national electoral board 78
national electoral cycle 90
national electoral force 59
national electoral lists 47
national electoral scene 48
national emergency after 89
national emergency arise 96
national emergency arising 166
national emergency arose 159
national emergency calling 42
national emergency calls 52
national emergency could 383
national emergency labor 229
national emergency might 161
national emergency needs 41
national emergency plans 221
national emergency power 78
national emergency shall 115
national emergency short 44
national emergency since 109
national emergency still 63
national emergency under 415
national emergency until 62
national emergency where 60
national emergency which 1168
national emergency within 77
national emergency would 689
national empirical study 132
national enervation which 44
national estimated total 116
national estimates based 111
national estimates which 179
national evaluation study 213
national exchequer could 40
national exchequer which 61
national exchequer would 165
national executive after 53
national executive board 3386
national executive could 108
national executive level 150
national executive meeting 523
national executive organ 42
national executive power 1377
national executive search 58
national executive shall 293
national executive which 173
national executive would 297
national existence after 115
national existence alone 57
national existence apart 54
national existence based 52
national existence began 194
national existence could 291
national existence might 188
national existence shall 73
national existence since 62
national existence today 44
national existence under 501
national existence until 68
national existence where 44
national existence which 1040
national existence within 163
national existence would 484
national expression which 99
national federation could 54
national federation level 55
national federation under 79
national federation which 222
national federation would 100
national fertility level 68
national fertility rates 359
national fertility study 163
national festivals shall 53
national festivals which 189
national festivals would 56
national foundation which 57
national framework could 51
national framework which 314
national framework within 392
national framework would 91
national franchise chain 48
national fraternal order 190
national frontiers could 70
national frontiers where 57
national frontiers which 233
national frontiers within 201
national frontiers would 137
national gratitude could 60
national gratitude which 108
national gratitude would 100
national greenback party 146
national grievance might 74
national grievance which 66
national guardsmen fired 98
national guardsmen under 83
national guardsmen would 46
national hamburger chain 98
national happiness never 224
national happiness which 223
national happiness would 165
national hazardous waste 387
national hierarchy within 40
national historians refer 79
national historians since 55
national histories which 176
national histories would 46
national hostility which 101
national humiliation after 74
national humiliation which 257
national humiliation would 56
national ideologies which 92
national ignorance about 62
national immigrant group 51
national incidence rates 157
national incidence study 1522
national industrial action 253
national industrial bases 73
national industrial basis 43
national industrial board 83
national industrial class 57
national industrial firms 90
national industrial goals 50
national industrial growth 399
national industrial labor 157
national industrial level 66
national industrial needs 53
national industrial plans 68
national industrial plant 124
national industrial power 83
national industrial scene 63
national industrial trade 74
national industrial unions 2279
national influence which 167
national influence within 53
national influence would 49
national initiative aimed 56
national initiative which 71
national initiative would 64
national institute which 72
national insurance cards 252
national insurance costs 125
national insurance cover 105
national insurance firms 44
national insurance funds 401
national insurance local 116
national insurance plans 147
national insurance rates 128
national insurance stamp 178
national insurance which 209
national insurance would 170
national integrity under 58
national integrity which 203
national integrity would 136
national intellect would 50
national interests above 2994
national interests after 167
national interests alone 514
national interests apart 44
national interests appear 144
national interests arising 62
national interests based 152
national interests began 92
national interests change 88
national interests clash 299
national interests could 1287
national interests either 217
national interests exist 92
national interests first 1334
national interests given 47
national interests makes 62
national interests might 617
national interests often 281
national interests ought 84
national interests quite 48
national interests rather 1700
national interests really 65
national interests seems 89
national interests shall 113
national interests since 175
national interests stand 42
national interests still 219
national interests takes 48
national interests today 62
national interests under 818
national interests until 61
national interests where 221
national interests which 3726
national interests while 696
national interests whose 53
national interests within 1471
national interests would 2832
national interview study 113
national inventory which 45
national irrigation works 93
national irritation which 51
national jealousies which 201
national judgments under 139
national judgments which 78
national leadership about 55
national leadership after 225
national leadership based 66
national leadership began 144
national leadership chose 47
national leadership could 435
national leadership group 157
national leadership level 209
national leadership meeting 143
national leadership might 164
national leadership needs 92
national leadership often 42
national leadership posts 54
national leadership rather 57
national leadership roles 258
national leadership seems 79
national leadership since 120
national leadership still 60
national leadership takes 49
national leadership today 44
national leadership tried 74
national leadership under 204
national leadership until 58
national leadership which 821
national leadership while 90
national leadership within 157
national leadership would 585
national liberation after 126
national liberation aimed 40
national liberation armed 228
national liberation based 69
national liberation began 146
national liberation broke 52
national liberation cause 237
national liberation comes 78
national liberation could 456
national liberation fight 103
national liberation first 142
national liberation force 83
national liberation front 4323
national liberation group 102
national liberation leader 43
national liberation might 87
national liberation often 43
national liberation party 112
national liberation period 51
national liberation phase 73
national liberation rather 157
national liberation since 91
national liberation stage 83
national liberation takes 47
national liberation under 292
national liberation until 51
national liberation waged 217
national liberation where 50
national liberation which 1008
national liberation while 108
national liberation within 161
national liberation would 761
national liberties which 153
national libraries which 207
national libraries would 50
national limelight after 44
national loyalties could 81
national loyalties might 41
national loyalties which 113
national loyalties within 46
national loyalties would 83
national machinery which 102
national magazines about 127
national magazines began 136
national magazines offer 49
national magazines since 49
national magazines under 45
national magazines which 222
national magazines would 85
national mainstream which 46
national mandatory rules 116
national mentality which 68
national migrations which 59
national monuments could 47
national monuments under 291
national monuments which 248
national monuments within 64
national monuments would 51
national mortality rates 804
national movements after 89
national movements aimed 58
national movements arose 101
national movements based 64
national movements began 242
national movements begin 50
national movements could 244
national movements might 53
national movements rather 43
national movements seeking 51
national movements since 75
national movements under 106
national movements which 1368
national movements whose 65
national movements within 298
national movements would 193
national narrative about 109
national narrative based 61
national narrative which 117
national narrative would 48
national necessity which 133
national newspaper about 123
national newspaper chain 365
national newspaper could 99
national newspaper group 80
national newspaper press 155
national newspaper sales 51
national newspaper which 276
national newspaper would 167
national nonprofit group 177
national nonprofit trade 40
national notoriety after 47
national objective could 51
national objective which 167
national objective would 78
national obligation which 190
national opposition front 64
national opposition leader 50
national opposition party 1011
national opposition which 195
national opposition would 54
national oppression calls 48
national oppression could 59
national oppression under 180
national oppression which 185
national oppression within 54
national oppression would 104
national organisms which 54
national organized crime 276
national organized labor 101
national ownership could 40
national ownership rules 66
national ownership which 58
national ownership would 102
national parliament after 62
national parliament could 122
national parliament might 63
national parliament since 49
national parliament under 54
national parliament until 58
national parliament where 58
national parliament which 438
national parliament whose 40
national parliament within 41
national parliament would 448
national partiality never 81
national partiality which 152
national patrimony which 109
national patriotism could 83
national patriotism which 678
national patriotism would 72
national patronage might 60
national peacekeeping force 152
national periodical press 68
national phenomena which 194
national political action 2180
national political actor 94
national political appeal 42
national political arena 6584
national political bureau 183
national political cause 64
national political change 321
national political class 355
national political clout 150
national political creed 57
national political debut 149
national political drama 106
national political elite 3840
national political event 365
national political feeling 62
national political field 273
national political focus 104
national political force 1972
national political forms 73
national political forum 415
national political front 422
national political goals 647
national political group 211
national political ideals 161
national political issue 2440
national political leader 1653
national political level 3879
national political lines 139
national political needs 73
national political norms 46
national political order 770
national political organ 70
national political party 11881
national political polls 104
national political power 9795
national political press 131
national political races 50
national political roles 140
national political scale 59
national political scene 9356
national political sense 68
national political setting 114
national political space 356
national political stage 5165
national political state 152
national political story 91
national political style 93
national political terms 159
national political theater 51
national political thinking 91
national political tides 142
national political trend 94
national political units 806
national political unity 1090
national political value 58
national political views 85
national political voice 104
national political world 147
national politician could 67
national population based 96
national population change 235
national population could 110
national population count 62
national population goals 161
national population grows 43
national population growth 6744
national population level 49
national population lived 274
national population lives 461
national population might 52
national population rather 56
national population since 78
national population still 51
national population study 44
national population total 311
national population under 64
national population which 317
national population within 85
national population would 260
national portraits which 50
national possession which 72
national practices which 110
national prejudice could 57
national prejudice might 142
national prejudice which 538
national prejudice would 227
national president until 45
national president would 42
national principle could 45
national principle which 234
national principle would 103
national priorities based 45
national priorities change 94
national priorities could 112
national priorities might 42
national priorities rather 150
national priorities shift 84
national priorities since 57
national priorities which 305
national priorities while 62
national priorities within 154
national priorities would 158
national proceedings which 41
national processes which 83
national production began 42
national production comes 70
national production costs 187
national production could 211
national production goals 221
national production growth 51
national production level 148
national production plans 168
national production quota 66
national production rather 44
national production shall 73
national production since 59
national production under 95
national production units 70
national production value 88
national production which 443
national production while 69
national production within 54
national production would 465
national protection which 55
national protection would 66
national provident funds 302
national provisions based 121
national provisions taken 130
national provisions which 741
national publicity about 443
national publicity given 322
national publicity which 167
national publicity would 56
national qualities rather 41
national qualities which 277
national reference group 533
national reference point 175
national reference works 45
national regulation could 83
national regulation under 66
national regulation which 229
national regulation within 64
national regulation would 167
national repertory theater 91
national republics where 63
national republics which 120
national republics within 150
national republics would 89
national reputation after 89
national reputation based 115
national reputation began 57
national reputation could 82
national reputation might 44
national reputation since 42
national reputation under 88
national reputation until 65
national reputation which 417
national reputation while 106
national reputation whose 78
national reputation within 81
national reputation would 214
national resources alone 107
national resources board 71
national resources could 390
national resources exist 93
national resources might 124
national resources rather 108
national resources shall 82
national resources since 51
national resources spent 98
national resources under 236
national resources until 59
national resources which 1391
national resources while 114
national resources within 127
national resources would 647
national revolution began 45
national revolution could 226
national revolution first 112
national revolution rather 54
national revolution under 204
national revolution which 721
national revolution whose 40
national revolution would 378
national rivalries could 62
national rivalries which 306
national rivalries within 163
national rivalries would 135
national sacrifice which 56
national sacrifice zones 166
national sanctuary where 44
national sanctuary which 40
national secretary since 40
national secretary until 49
national sentiment about 128
national sentiment after 100
national sentiment arose 40
national sentiment based 103
national sentiment began 122
national sentiment could 373
national sentiment found 101
national sentiment makes 42
national sentiment might 151
national sentiment rather 92
national sentiment seems 53
national sentiment since 57
national sentiment still 78
national sentiment under 107
national sentiment which 2703
national sentiment while 44
national sentiment within 158
national sentiment would 699
national situations where 48
national situations which 73
national societies could 107
national societies might 49
national societies rather 48
national societies under 87
national societies where 59
national societies which 599
national societies whose 98
national societies within 121
national societies would 147
national sovereign might 63
national sovereign power 429
national sovereign right 151
national sovereign state 868
national spectator sport 153
national spiritual leader 50
national spiritual unity 75
national spotlight after 55
national spotlight again 74
national stability which 100
national standards about 42
national standards apply 85
national standards based 297
national standards board 73
national standards could 314
national standards exist 269
national standards might 118
national standards often 42
national standards rather 149
national standards setting 177
national standards still 47
national standards under 260
national standards until 63
national standards where 126
national standards which 855
national standards while 107
national standards within 250
national standards would 771
national statement about 45
national statutory social 144
national strategic asset 48
national strategic goals 215
national strategic level 315
national strategic needs 79
national strategic plans 276
national strategic thinking 126
national strategic vision 52
national structure based 62
national structure could 57
national structure which 429
national structure within 50
national structure would 161
national struggles which 131
national struggles within 51
national substance abuse 129
national supremacy ought 103
national supremacy under 41
national supremacy which 137
national supremacy within 48
national supremacy would 71
national sympathies which 48
national technical norms 54
national technical rules 227
national technical staff 60
national telegraph lines 111
national telephone polls 53
national television about 319
national television after 187
national television again 49
national television could 64
national television debut 279
national television every 103
national television later 44
national television ratings 207
national television sales 218
national television shows 2328
national television since 64
national television spots 70
national television under 48
national television until 45
national television viewing 140
national television where 70
national television which 59
national television while 95
national television within 49
national television would 137
national territory after 109
national territory could 169
national territory might 85
national territory rather 64
national territory shall 774
national territory since 85
national territory still 56
national territory under 456
national territory until 123
national territory where 221
national territory which 1055
national territory while 117
national territory whose 58
national territory within 291
national territory would 411
national traditions after 45
national traditions began 45
national traditions could 96
national traditions makes 56
national traditions might 65
national traditions rather 60
national traditions sprang 59
national traditions still 59
national traditions under 79
national traditions which 761
national traditions while 58
national traditions within 147
national traditions would 75
national transport needs 48
national treasuries would 58
national tribunals which 50
national tribunals would 55
national unanimity which 55
national undertaking could 41
