naively courteous manner 52
naively inquired whether 65
narrowing slightly toward 390
narrowing somewhat toward 82
narrows slightly toward 164
nascent christian church 305
nascent hydrogen formed 153
nascent merchant marine 77
nascent movement toward 102
nascent proteins across 73
national academic awards 53
national academic system 78
national accounting bodies 142
national accounting matrix 159
national accounting methods 214
national accounting office 98
national accounting scheme 56
national accounting should 46
national accounting stance 86
national accounting system 2509
national accounts before 48
national accounts budget 140
national accounts figure 238
national accounts measure 476
national accounts record 60
national accounts report 146
national accounts series 482
national accounts should 308
national accounts showed 59
national accounts system 908
national accounts tables 164
national accounts through 91
national accounts totals 60
national accounts without 41
national activist groups 49
national activity should 70
national advisory boards 389
national advisory bodies 304
national advisory groups 186
national advisory panels 133
national advocacy groups 667
national agencies created 53
national agencies engaged 100
national agencies should 236
national agencies through 102
national aircraft engaged 277
national airspace system 722
national american jewish 288
national american market 45
national american policy 69
national american sample 54
national american spirit 44
national american survey 45
national antipathy toward 144
national archival system 70
national archives building 301
national archives relating 42
national archives should 47
national archives system 93
national artistic spirit 42
national assembly became 119
national assembly before 182
national assembly building 196
national assembly called 364
national assembly chosen 119
national assembly created 67
national assembly elects 42
national assembly failed 46
national assembly formed 51
national assembly itself 284
national assembly openly 87
national assembly passed 364
national assembly session 123
national assembly should 1057
national assembly through 147
national assembly without 124
national attention around 44
national attention became 82
national attention before 77
national attention should 85
national attention through 1177
national attention toward 131
national attention turned 210
national attitude survey 92
national attitude toward 2010
national audience before 51
national audience survey 43
national audience through 552
national audience watching 127
national audience without 47
national authority before 60
national authority refusing 50
national authority should 538
national authority through 91
national authority versus 45
national authority without 99
national autonomy became 47
national autonomy should 131
national autonomy through 168
national autonomy without 56
national averages conceal 131
national balanced budget 54
national bargaining system 148
national barriers through 59
national baseline survey 57
national beverage should 51
national boundary changes 90
national bourgeois forces 57
national bourgeois groups 54
national bourgeois leaders 187
national bourgeois states 182
national bulletin boards 103
national business center 44
national business cycles 806
national business elites 105
national business groups 473
national business leaders 418
national business policy 201
national business school 61
national business sector 125
national business should 54
national business system 714
national business through 61
national business trends 72
national business without 100
national calamity seemed 42
national calamity should 97
national campaign around 153
national campaign before 58
national campaign called 177
national campaign effort 81
national campaign office 96
national campaign should 103
national campaign through 72
national campaign without 103
national capacity building 1419
national capacity through 87
national cemetery system 154
national certifying agency 112
national certifying bodies 110
national cervical cancer 101
national chairman leonard 57
national chairman robert 85
national chairman should 72
national chairman william 43
national champions through 50
national christian church 625
national christian leaders 262
national churches should 218
national churches without 42
national citizens groups 44
national clearance system 49
national clinical survey 89
national coalition building 191
national coalition called 52
national coalition formed 46
national commerce through 46
national computer center 176
national computer policy 184
national computer system 693
national concerns should 57
national concerns through 49
national conflict through 46
national consumer credit 77
national consumer demand 51
national consumer groups 302
national consumer market 290
national consumer prices 66
national consumer spending 50
national consumer survey 257
national consumer tastes 47
national councils guided 56
national councils should 127
national councils without 97
national counsels through 42
national coverage policy 257
national coverage through 156
national criminal courts 238
national criminal record 129
national cultural agenda 95
national cultural assets 104
national cultural center 1471
national cultural elites 81
national cultural entity 50
national cultural events 128
national cultural fabric 61
national cultural groups 177
national cultural issues 102
national cultural legacy 120
national cultural memory 64
national cultural milieu 89
national cultural mission 69
national cultural policy 1924
national cultural rights 101
national cultural symbol 63
national cultural system 150
national cultural traits 261
national cultural trends 85
national cultural values 1841
national cultures affect 54
national cultures around 56
national cultures became 52
national cultures become 74
national cultures differ 224
national cultures remain 64
national cultures should 158
national cultures through 219
national cultures without 65
national currency backed 88
national currency became 168
national currency before 57
national currency created 53
national currency except 51
national currency holdings 73
national currency instead 52
national currency issued 320
national currency itself 60
national currency policy 81
national currency prices 101
national currency reform 53
national currency should 670
national currency supply 46
national currency system 648
national currency through 183
national currency values 241
national currency without 135
national database called 70
national database exists 43
national database system 52
national decennial census 291
national decisions should 100
national decisions through 58
national delivery system 168
national disaster before 69
national disaster caused 56
national disaster relief 280
national disaster should 54
national disaster through 51
national disaster unless 56
national discount chains 79
national discount market 69
national discount stores 59
national disputes should 51
national disputes through 57
national dividend accruing 87
national dividend without 53
national divisions became 42
national document handling 74
national document supply 69
national domestic agenda 66
national domestic issues 109
national domestic market 370
national domestic policy 608
national dynastic states 48
national economic actors 152
national economic agenda 235
national economic agents 114
national economic aspect 78
national economic assets 144
national economic bodies 85
national economic branch 63
national economic budget 774
national economic burden 120
national economic census 134
national economic center 85
national economic changes 233
national economic crises 478
national economic crisis 3613
national economic cycles 309
national economic debate 115
national economic demand 84
national economic effect 279
national economic effort 425
national economic elites 140
national economic entity 131
national economic events 118
national economic fabric 70
national economic forces 568
national economic future 160
national economic groups 241
national economic impact 267
national economic income 52
national economic issues 828
national economic levels 117
national economic losses 207
national economic market 168
national economic models 472
national economic orders 83
national economic output 749
national economic planning 41356
national economic policy 28989
national economic powers 93
national economic reality 44
national economic reasons 133
national economic reform 551
national economic regions 52
national economic rights 91
national economic scheme 52
national economic sector 216
national economic shifts 67
national economic spaces 258
national economic sphere 96
national economic status 154
national economic strength 1253
national economic stress 152
national economic summit 132
national economic survey 75
national economic system 6005
national economic trends 1725
national economic values 43
national education agency 80
national education agenda 287
national education became 126
national education before 102
national education bodies 57
national education budget 1292
national education center 49
national education crisis 61
national education debate 69
national education effort 59
national education existing 64
national education groups 132
national education issues 107
national education itself 42
national education leaders 70
national education levels 53
national education planning 135
national education policy 4030
national education reform 686
national education scheme 213
national education sector 195
national education should 984
national education summit 119
national education system 10801
national education through 197
national education without 155
national elections always 49
national elections became 103
national elections before 269
national elections called 104
national elections clearly 40
national elections seemed 51
national elections should 333
national elections showed 59
national elections through 150
national elections without 200
national elective bodies 90
national elective office 451
national electric energy 55
national electric supply 43
national electric system 75
national elements should 69
national emissions limits 40
national employer groups 58
national energies should 54
national energies toward 70
national engineering school 126
national engineering strike 188
national enthusiasm became 114
national enthusiasm behind 43
national enthusiasm should 85
national entities should 49
national expansion through 119
national exposure through 228
national extension agency 45
national extension blocks 197
national extension scheme 109
national extension system 250
national feminist agenda 45
national feminist groups 94
national festival called 49
national finances became 42
national finances should 81
national finances through 66
national financial assets 80
national financial center 229
national financial crises 192
national financial crisis 1062
national financial groups 106
national financial market 1013
national financial panics 45
national financial planning 221
national financial policy 710
national financial reform 66
national financial sector 174
national financial strength 53
national financial system 2385
national financial weekly 135
national folklore editor 75
national football leagues 135
national forestry agency 70
national forestry policy 592
national forestry school 60
national graduate school 125
national greatness became 60
national greatness through 168
national greatness without 70
national healthcare policy 132
national healthcare reform 142
national healthcare system 702
national heritage became 41
national heritage should 138
national heritage through 234
national heritage without 53
national highways should 92
national highways system 83
national historic events 67
national historic places 47
national historic shrine 121
national historic trails 238
national holidays should 72
national honorary debating 52
national honorary member 333
national hospital chains 77
national hospital policy 87
national hospital system 188
national identity abroad 71
national identity across 191
national identity affect 67
national identity allows 68
national identity almost 82
national identity already 89
national identity always 114
national identity amidst 151
national identity amongst 467
national identity appears 239
national identity arises 76
national identity around 955
national identity became 1161
national identity become 220
national identity before 414
national identity begins 67
national identity behind 48
national identity beyond 150
national identity building 545
