fabulous arabian bird 57
fabulous diamond mine 85
fabulous figure from 52
fabulous golden city 89
fabulous heroic ages 41
fabulous income from 66
fabulous offers from 69
fabulous origin from 45
fabulous prices among 48
fabulous prices from 114
fabulous prices have 119
fabulous prices paid 247
fabulous prices were 714
fabulous prices when 57
fabulous prince want 40
fabulous riches from 104
fabulous riches were 143
fabulous shadow only 155
fabulous should gain 67
fabulous silver mine 172
fabulous swimming pool 72
fabulous symbol there 99
facetious advice were 60
facetious friend once 48
facetious friend used 43
facetious letter from 104
facetious remark from 58
facetious remark made 45
facetious theodore hook 56
facility across from 87
facility across town 130
facility arises from 61
facility became more 93
facility before leaving 88
facility before making 69
facility before their 42
facility before your 43
facility burned down 58
facility called camp 51
facility closed down 71
facility depend upon 44
facility design must 98
facility design will 110
facility differ from 81
facility enters into 58
facility itself must 100
facility itself will 99
facility looked like 109
facility master plan 142
facility offers many 51
facility offers more 93
facility owners have 70
facility planning must 57
facility refute what 74
facility remote from 55
facility serves only 44
facility should also 771
facility should give 76
facility should have 2902
facility should help 63
facility should keep 86
facility should look 66
facility should make 187
facility should meet 90
facility should only 77
facility should take 184
facility through many 61
facility through their 65
facility unless such 139
facility unless there 63
facility varies from 93
facility without having 249
facility without making 50
facility without much 43
facility without paying 51
facility without prior 80
factional fighting among 488
factional fighting during 99
factional fighting over 108
factional fights among 355
factional fights have 62
factional fights over 127
factional fights were 119
factional groups have 56
factional groups were 73
factional leaders from 62
factional leaders have 108
factional leaders like 47
factional leaders were 249
factional splits among 51
factional strife among 953
factional strife during 99
factional strife from 57
factional strife over 181
factional strife were 79
factored column load 169
factored design load 746
factored heavily into 428
factorial design also 102
factorial design from 98
factorial design have 90
factorial design having 96
factorial design into 69
factorial design must 48
factorial design over 83
factorial design plus 52
factorial design such 44
factorial design there 293
factorial design trial 70
factorial design used 276
factorial design uses 52
factorial design were 214
factorial design when 181
factorial design will 313
factorial methods were 57
faddists became more 46
failures affect only 54
failures amongst those 74
failures arises from 49
failures became less 138
failures became more 826
failures become less 51
failures become more 618
failures before their 76
failures beyond their 52
failures caused great 49
failures caused many 45
failures depend upon 50
failures derive from 157
failures deriving from 53
failures differ from 51
failures happen when 74
failures result from 2752
failures result when 89
failures should also 114
failures should have 227
failures should help 48
failures stemming from 355
failures through lack 97
failures through their 90
failures turned into 41
failures versus time 157
failures without giving 43
failures without having 62
failures without losing 78
failures without loss 79
failures without making 83
faintest breeze from 73
faintest degree what 85
faintest effect upon 50
faintest murmur came 67
faintest nebulae seen 56
faintest shadow over 50
faintest shadow upon 101
faintest sketch must 68
faintest sounds from 43
faintest yellow tint 42
fairness arises from 40
fairness arises when 78
fairness demand when 43
fairness exists when 53
fairness opinion from 362
fairness opinion must 51
fairness opinion will 46
fairness should have 276
fairness should take 43
fairness starts from 54
fairness toward other 47
fairness toward their 66
fairness toward those 149
faithless memory void 215
fallible mortal like 127
faltered before such 46
faltered through lack 46
families abroad give 66
families absent from 52
families abused their 44
families accept their 100
families across late 68
families across three 64
families across time 141
families across town 47
families adjust their 200
families adjust well 78
families affect their 87
families agreed upon 117
families already have 554
families already having 85
families already here 112
families already knew 71
families already know 103
families already live 111
families already living 660
families already there 391
families already well 167
families already were 71
families always been 42
families always have 447
families always kept 43
families always live 43
families always made 60
families always seem 73
families always tend 43
families amongst their 40
families amongst whom 226
families arises from 147
families around here 748
families around their 178
families around there 103
families around these 49
families around town 94
families around were 66
families around whom 40
families arrange their 99
families arrive from 121
families arriving from 456
families assess their 72
families attain their 44
families attend these 56
families awaiting their 71
families barely able 56
families became able 49
families became even 174
families became ever 53
families became fast 81
families became good 150
families became great 56
families became less 832
families became more 4170
families became much 127
families became part 455
families became poor 97
families became rich 109
families became self 124
families became their 61
families became very 540
families became well 180
families become even 78
families become less 508
families become more 3996
families become much 54
families become part 139
families become self 571
families become very 140
families becoming more 279
families before coming 68
families before leaving 135
families before making 74
families before moving 54
families before taking 47
families before their 561
families before there 63
families behave like 60
families behind when 202
families better able 92
families beyond their 151
families beyond those 56
families bought cars 56
families bought food 43
families bought from 43
families bought land 196
families bought more 156
families bought some 55
families bought their 401
families brewed their 49
families broken down 90
families budget their 58
families building their 111
families buried here 59
families buried their 259
families buried there 120
families called home 49
families called their 97
families called upon 219
families camped along 169
families camped there 128
families carrying their 86
families changed from 151
families changed over 228
families changed their 577
families choose their 132
families chosen from 140
families chosen were 54
families cleared from 49
families cleared their 41
families clearly have 117
families clearly need 40
families closed their 88
families common among 40
families cooked their 80
families created from 53
families created their 89
families crowding into 91
families culled from 43
families decide what 200
families deeper into 146
families define their 112
families demand more 125
families depart from 93
families depend more 139
families depend upon 724
families derive from 272
families derive their 403
families deriving from 146
families deriving their 216
families deviate from 154
families devote their 50
families differ among 48
families differ from 1630
families differ only 101
families differ very 49
families direct from 83
families divide into 64
families divide their 118
families driven away 64
families driven from 721
families driven into 172
families dwelling there 116
families emerge from 217
families emerging from 146
families enjoying their 140
families enroll their 81
families entering into 132
families escape from 168
families escaping from 176
families except among 43
families except those 244
families except when 52
families exempt from 99
families exiled from 138
families expand their 58
families expect from 86
families expect more 42
families expect their 306
families extend their 40
families fairly well 150
families fallen into 84
families farther away 42
families fighting over 185
families filled their 50
families follow their 118
families forced from 125
families forced into 160
families forced their 46
families forget their 74
families formed during 76
families formed from 88
families formed into 78
families formed only 113
families formed part 108
families formed their 61
families fought among 53
families fought over 204
families further down 110
families further into 56
families gained from 48
families gained more 139
families gained their 79
families hailed from 152
families handed down 154
families handed over 55
families handle their 94
families handle these 48
families hardly ever 267
families helped their 83
families herded into 46
families indeed from 46
families inside their 103
families insist upon 70
families intent upon 42
families invest more 143
families invest their 68
families issued from 62
families jammed into 132
families joined into 55
families joined other 51
families joined their 124
families joined these 40
families jumped from 91
families killed their 45
families learned from 52
families learned what 113
families listed here 81
families listed were 44
families loaded into 68
families loaded their 170
families locked into 52
families looked down 258
families looked like 140
families looked upon 455
families mainly from 80
families manage risk 205
families manage their 407
families manage these 59
families marrying into 49
families merged into 87
families mostly from 59
families mostly live 40
families mourning their 59
families needed cash 47
families needed help 455
families needed more 542
families needed only 129
families needed some 49
families needed their 374
families number more 111
families obtain from 40
families obtain their 145
families occupy more 93
families occupy single 52
families occupy their 59
families occurs when 94
families opened their 449
families packed into 232
families packed their 366
families passed along 84
families passed away 68
families passed down 193
families passed from 79
families passed into 58
families passed over 141
families passed their 115
families permit their 54
families placed great 48
families placed their 202
families plunged into 206
families pooled their 370
families poured into 388
families prefer home 44
families prefer their 108
families pretty well 192
families profit from 65
families pulled their 68
families pursue their 74
families pursuing their 57
families pushed into 67
families pushed their 61
families raised from 96
families raised more 94
families raised pigs 57
families raised their 343
families rarely have 219
families rarely live 59
families reached their 93
families realize their 125
families record their 52
families reduce their 186
families regard their 100
families reject their 48
families relied more 134
families relied upon 410
families remain from 44
families remain here 86
families remain more 98
families remain poor 207
families remain there 137
families remain very 55
families remote from 79
families remove from 46
families removing from 104
families rented land 78
families rented their 138
families report having 112
families report less 42
families report more 330
families report some 58
families report their 48
families reside here 319
families reside there 350
families residing along 49
families residing here 312
families residing there 1558
families residing upon 121
families result from 411
families retain some 54
families retain their 322
families retire from 77
families return from 107
families return home 181
families risked their 60
families rushed into 64
families rushed upon 50
families sailed from 182
families scored high 42
families secure their 57
families seemed less 108
families seemed more 101
families seemed very 49
families seldom have 162
families select their 46
families served during 50
families served were 67
families settle down 397
families settle into 85
families settle their 52
families settle there 46
families settling down 222
families settling here 45
families settling there 135
families shared living 40
families shared many 102
families shared their 496
families shared these 53
families shared what 41
families should also 821
families should care 105
families should come 284
families should ever 47
families should fall 43
families should feel 129
families should find 126
families should form 86
families should give 170
families should grow 62
families should have 4114
families should help 153
families should hold 83
families should join 82
families should keep 222
families should know 360
families should learn 93
families should leave 106
families should live 548
families should look 254
families should lose 47
families should make 371
families should meet 190
families should move 130
families should only 62
families should plan 99
families should play 102
families should seek 221
families should send 46
families should show 98
families should stay 156
families should take 634
families should teach 47
families should work 182
families showed great 40
families showed less 121
families showed more 570
families showed much 47
families showed only 91
families showed some 66
families showed their 180
families shrank from 71
families simply have 131
families simply left 40
families simply took 51
families simply were 55
families simply will 41
families solely from 41
families something like 48
families sought help 153
families sought more 109
families sought their 97
families spanning three 55
families spending less 367
families spending more 348
families spending over 121
families spending their 74
families spending time 80
families stayed away 73
families stayed home 208
families stayed there 223
families stemming from 177
families stored their 52
families suffer from 1653
families suffer more 424
families suffer most 99
families suffer much 95
families suffer when 99
families taught their 167
families tended more 52
families thought nothing 42
families thought their 76
families thought well 49
families through birth 120
families through early 51
families through four 111
families through hard 339
families through health 59
families through home 346
families through life 126
families through love 166
families through many 226
families through more 210
families through other 72
families through paid 78
families through sale 221
families through self 107
families through some 99
families through such 180
families through their 1847
families through these 272
families through those 48
families through three 247
families through time 494
families through wage 97
families through what 65
families through whom 113
families through work 324
families totaling some 43
families toward more 140
families toward self 120
families toward their 148
families traced back 67
families traced their 853
families travel from 96
families treated here 58
families treated their 109
families turned away 95
families turned back 77
families turned from 52
families turned into 132
families turned over 105
families turned their 279
families twenty years 66
families united into 93
families unless their 52
families unless there 127
families upside down 106
families valued their 60
families varied from 493
families varies from 295
families versus those 74
families viewed their 88
families visiting from 46
families visiting their 84
families walked into 46
families wanted more 201
families wanted their 443
families whether their 45
families without bread 150
families without cars 158
families without coming 68
families without even 198
families without ever 214
families without food 214
families without giving 78
families without having 409
families without health 471
