fable composed extempore 55
faced american blacksmith 215
faced constant challenges 146
faced constant criticism 114
faced constant hostility 45
faced constant opposition 180
faced constant pressures 60
faced continuing challenges 66
faced continuing opposition 75
faced criminal penalties 86
faced criminal proceedings 106
faced critical challenges 118
faced critical shortages 103
faced critical situations 44
faced dangerous situations 71
faced distinct challenges 43
faced domestic opposition 101
faced domestic political 70
faced economic challenges 77
faced economic depression 76
faced economic hardships 174
faced economic pressures 65
faced economic stagnation 92
faced enormous challenges 708
faced enormous handicaps 43
faced enormous obstacles 1159
faced enormous opposition 150
faced enormous political 141
faced enormous practical 70
faced enormous pressures 160
faced entirely different 88
faced external aggression 41
faced external challenges 44
faced external pressures 66
faced financial challenges 58
faced financial hardships 95
faced financial pressures 63
faced immediate challenges 53
faced immediate dismissal 60
faced immediate opposition 71
faced imminent extinction 83
faced imminent starvation 171
faced increased challenges 44
faced increased opposition 74
faced increased pressures 66
faced internal challenges 112
faced internal conflicts 81
faced internal dissension 75
faced internal opposition 209
faced internal political 86
faced internal pressures 52
faced multiple challenges 196
faced multiple obstacles 62
faced numerous challenges 796
faced numerous hardships 97
faced numerous obstacles 766
faced numerous political 57
faced opposite directions 85
faced outright hostility 80
faced parental opposition 44
faced possible extinction 119
faced possible starvation 80
faced potential opposition 48
faced powerful challenges 55
faced powerful opponents 47
faced powerful opposition 289
faced problems associated 86
faced problems different 47
faced slightly different 57
faced somewhat different 197
faced specific challenges 44
faced stubborn opposition 60
faced terrible hardships 94
faced vehement opposition 114
faced vigorous opposition 171
faces constant challenges 57
faces continuing challenges 185
faces criminal penalties 40
faces critical challenges 183
faces developing countries 97
faces economic challenges 43
faces enormous challenges 1173
faces enormous obstacles 358
faces enormous political 42
faces entirely different 144
faces expressing different 144
faces horribly distorted 42
faces horribly grotesque 120
faces imminent extinction 133
faces multiple challenges 350
faces numerous challenges 1056
faces numerous obstacles 471
faces possible extinction 235
faces problems associated 74
faces problems different 95
faces profound challenges 89
faces remained impassive 190
faces somewhat different 199
faces specific challenges 149
facet capsular ligaments 55
facial animation parameter 147
facial emotional expression 325
facial feedback hypothesis 5604
facial injuries sustained 72
facial movement disorders 59
facial muscular movements 166
facial patterns associated 41
facial syndrome associated 57
facts actually litigated 44
facts actually presented 87
facts actually warranted 42
facts concerning appellant 67
facts concerning combustion 44
facts concerning commercial 92
facts concerning conditions 156
facts concerning defendant 127
facts concerning different 59
facts concerning employers 123
facts concerning important 64
facts concerning industrial 120
facts concerning insurance 110
facts concerning magnetism 67
facts concerning ourselves 61
facts concerning perception 59
facts concerning political 82
facts concerning population 269
facts concerning primitive 127
facts concerning production 71
facts concerning themselves 100
facts directly connected 72
facts directly perceived 76
facts entirely different 186
facts impressing themselves 61
facts justifying discovery 85
facts manifest themselves 187
facts mentioned previously 92
facts observed elsewhere 53
facts otherwise difficult 52
facts otherwise disclosed 161
facts presenting themselves 100
facts properly connected 56
facts properly presented 75
facts receives copyright 48
facts recently developed 57
facts recently published 90
facts resolved adversely 86
facts somewhat analogous 66
facts somewhat different 156
facts strictly connected 88
faded flowered wallpaper 100
faded reynolds portraits 89
failing economic conditions 53
failing eyesight compelled 690
failing eyesight prevented 423
failing physical abilities 57
faint absolute magnitude 61
faint apparent magnitude 91
faint luminous appearance 52
faint surprise overspread 46
falling academic standards 161
falling domestic production 116
falling education standards 59
falling terminal intonation 84
false accounting practices 45
false accounts published 41
false american passports 54
false bourgeois democracy 91
