fan sedimentation along 110
far accomplished have 40
far accomplished much 44
far accomplished nothing 237
far accomplished only 61
far accomplished their 76
far accomplished very 53
far concentrated more 45
far concentrated only 59
far concentrated their 112
far concentrated upon 152
far demonstrated only 228
far demonstrated their 51
far disconnected from 70
far discontented upon 54
far horizontally from 122
far incorporated into 92
far investigated have 446
far investigated only 186
far investigated show 109
far investigated there 57
far investigated were 66
far outdistanced even 102
far outdistanced other 239
far outdistanced their 659
far outdistanced those 293
far outperformed their 115
far overshadowed other 61
far overshadowed their 193
far overshadowed those 294
far philosophers have 145
far predominated over 914
far predominates over 780
far preponderate over 166
far successfully kept 44
fat agricultural land 43
fat incorporated into 41
fax transmissions from 80
fax transmissions over 70
fear assassination from 135
fear contamination from 476
fear contradiction from 51
fear contradiction when 395
fear interference from 330
fear predominated over 228
fear predominates over 357
fear repercussions from 431
fear unemployment more 198
feat accomplished only 238
fed agricultural areas 199
fed agricultural land 190
fed contaminated feed 159
fed contaminated food 82
fed continuously during 93
fed continuously from 1012
fed continuously into 4278
fed continuously onto 93
fed continuously over 61
fed individually from 43
fed individually into 107
fed mechanically from 58
fed mechanically into 122
fed regurgitated food 476
fed successively into 45
fee determinable upon 227
few abolitionists were 92
few achievements have 43
few achievements were 63
few acknowledged their 48
few acquaintance here 80
few agricultural areas 134
few alternatives from 150
few alternatives have 190
few alternatives left 414
few alternatives open 785
few alternatives other 526
few alternatives were 368
few alternatives when 121
few alternatives will 90
few appointments from 57
few appointments have 69
few appointments made 85
few appointments open 45
few appointments were 226
few artillerymen were 49
few authentically great 40
few battlefields have 46
few blackberries from 40
few broadcasters have 43
few caterpillars have 55
few certificates were 63
few civilizations have 173
few commentaries have 87
few commentaries were 52
few commentators even 166
few commentators have 2429
few commentators seem 139
few commentators take 53
few commentators think 66
few commentators took 41
few commentators were 203
few commissioners have 45
few compassionate tears 43
few complications during 90
few complications from 154
few complications have 249
few complications were 90
few complications when 119
few complications will 41
few concentrated areas 104
few concentration camp 90
few confederates were 109
few consequences from 99
few considerably less 206
few considerably more 51
few conspirators were 60
few constitutions have 54
few constructive ideas 252
few contemporary ones 67
few contemporary poems 70
few contemporary poets 541
few contributions from 785
few contributions have 258
few contributions made 113
few contributions were 206
few contributors from 45
few contributors have 61
few conveniences were 59
few conversations over 49
few conversations were 107
few cooperatives have 148
few cooperatives were 93
few counterparts among 83
few demographers have 77
few denominations have 113
few departmental heads 86
few developments during 46
few developments have 251
few developments took 43
few developments were 82
few difficulties during 139
few difficulties from 121
few difficulties have 199
few difficulties here 44
few difficulties other 55
few difficulties over 72
few difficulties were 471
few difficulties when 218
few difficulties will 176
few dissertations have 50
few distributors have 56
few disturbances during 44
few ecclesiastics were 47
few economically able 49
few educationists have 48
few endorsements from 53
few episcopalians here 56
few episcopalians were 62
few ethnographers have 151
few exceptionally able 151
few exceptionally cold 43
few exceptionally fast 84
few exceptionally fine 123
few exceptionally good 221
few exceptionally great 49
few exceptionally heavy 51
few exceptionally high 182
few exceptionally poor 57
few exceptionally rich 79
few exceptionally tall 54
few exceptionally well 696
few experimental areas 72
few experimental data 2716
few experimental ones 57
few experimental runs 197
few experimental years 82
few fraternities have 56
few generalities will 65
few householders have 45
few householders were 70
few illustrations among 53
few illustrations from 2542
few illustrations give 41
few illustrations have 404
few illustrations here 237
few illustrations just 56
few illustrations make 65
few illustrations must 641
few illustrations need 118
few illustrations only 155
few illustrations show 190
few illustrations used 54
few illustrations were 173
few illustrations will 7613
few illustrative case 66
few illustrative data 44
few illustrative ones 45
few improvements during 57
few improvements from 63
few improvements have 676
few improvements here 117
few improvements made 191
few improvements over 165
few improvements upon 53
few improvements were 858
few improvements will 49
few inaccessible areas 46
few inaccuracies have 96
few incorrigibly eager 49
few independents have 56
few independents were 109
few indisputably great 43
few installations have 294
few installations were 98
few institutional means 84
few institutional ties 55
few interjections from 48
few intermissions from 118
few international laws 51
few international news 60
few international ones 41
few international ties 41
few international wars 83
few interpolated songs 43
few interpreters have 320
few interruptions down 43
few interruptions during 138
few interruptions from 804
few interruptions till 171
few interruptions when 63
few interventions have 303
few interventions were 60
few interviewees felt 64
few interviewees said 49
few interviewees were 151
few interviewers have 58
few interviewers will 55
few introductions from 65
few introductions were 53
few introductory bars 573
few jurisdictions also 92
few jurisdictions even 50
few jurisdictions have 2105
few jurisdictions hold 120
few jurisdictions make 50
few jurisdictions only 60
few jurisdictions such 59
few jurisdictions take 49
few jurisdictions there 123
few jurisdictions will 53
few laboratories have 1005
few laboratories only 50
few laboratories were 142
few laboratories will 93
few legislatures have 266
few legislatures were 42
few manufactures have 107
few manufactures were 91
few masterpieces among 47
few masterpieces from 83
few masterpieces were 59
few mathematicians have 153
few mathematicians take 77
few mathematicians were 116
few mathematicians will 123
few methodologies have 44
few metropolitan areas 1859
few microseconds during 44
few microseconds from 49
few microseconds only 73
