lap shear specimens were 64
law came primarily from 45
law firm organized other 78
law have generally been 141
law have gradually been 49
law have performed their 75
law have sometimes been 77
law into statutory form 65
law left petitioner free 54
law like everybody else 132
law made themselves felt 40
law must determine what 41
law must establish only 171
law such contracts were 87
law suit developed into 79
law very different from 214
law were different from 89
law what situations fall 50
law will determine what 146
lay back exhausted upon 80
lay down arbitrary laws 44
lay down conditions upon 52
lay down conditions when 40
lay down exemptions from 48
lay down precisely what 125
lay down suppressing fire 132
lay down universal laws 104
lay face downwards upon 47
lay some obligation upon 75
lay some restraint upon 301
lay their pernicious eggs 57
lay there motionless upon 49
lay there sheltered from 89
lay upon hillsides over 44
lay very peacefully among 55
lead acid batteries have 49
lead also announced good 42
lead over president bush 46
lead their companies into 107
lead their countries along 41
lead their countries into 172
lead their disciples into 57
lead their followers away 48
lead their followers into 261
lead very naturally into 129
lead were recovered from 46
leaf will sometimes show 45
leap from necessity into 61
leap from obscurity into 100
led into alienation from 56
led into captivity among 335
led into captivity from 41
led into expensive living 144
led many companies into 44
led some historians into 67
led their companies into 43
led their countries into 173
led their followers from 48
led their followers into 439
led their regiments from 65
led their regiments into 44
led these gentlemen into 55
let lord salisbury know 63
let none henceforth take 50
let other countries have 44
let other countries know 58
let some gentlemen think 50
let some ungenerous word 77
let their colleagues down 46
let their colleagues know 66
let their complaint come 55
let their customers know 204
let their daughters come 66
let their daughters date 42
let their daughters grow 72
let their daughters have 257
let their daughters know 42
let their daughters leave 86
let their daughters take 69
let their daughters work 114
let their disciples have 86
let their distances from 62
let their elephants bathe 55
let their employees know 174
let their employees take 52
let their employees work 49
let their employers know 56
let their fingernails grow 152
let their livestock roam 119
let their lordships know 85
let their neighbors know 106
let their opponents have 51
let their relatives know 106
let their standards slip 69
let these englishmen know 66
let these gentlemen have 44
let these gentlemen know 143
let these miscreants look 99
let these oppressed ones 41
let those concerned take 104
let your awareness move 138
let your caregiver know 137
let your colleagues know 121
let your community know 64
let your coworkers know 48
let your creativity flow 274
let your creativity take 49
let your creditors know 74
let your customers know 675
let your employees know 373
let your instincts take 80
let your listeners know 177
let your lordships know 196
let your neighbors know 192
let your opponents know 48
let your professor know 72
let your prospects know 58
let your publisher know 94
let your relatives know 92
let your secretary know 106
let your shoulders drop 580
let your shoulders fall 75
let your spiritual life 50
let your standards slip 85
let your trombones ooze 127
lie down somewhere else 48
long been abandoned even 43
long been abandoned when 77
long been agreement among 41
long been alienated from 416
long been associated only 58
long been available from 164
long been available only 61
long been circulating among 54
long been commented upon 164
long been completed when 106
long been concerned over 727
long been considering what 77
long been converted from 48
long been converted into 595
long been convinced there 49
long been customary among 197
long been delivered from 53
long been dependent upon 482
long been different from 69
long been discarded from 112
long been discussed among 109
long been discussed from 57
long been dismissed from 164
long been displaced from 65
long been disturbed over 42
long been domineering over 76
long been encroaching upon 41
long been exercised over 93
long been extracted from 71
long been favorites among 64
long been forgotten even 46
long been forgotten were 63
long been forgotten when 232
long been generally felt 44
long been generally held 67
long been impressed upon 93
long been insulated from 104
long been liberated from 80
long been mouldered into 45
long been organized along 52
long been organized into 187
long been paramount there 314
long been perfectly clear 43
long been perfectly well 111
long been practiced among 72
long been practiced upon 43
long been preserved from 62
long been prevalent among 245
long been prevented from 327
long been prominent among 127
long been protected from 211
long been proverbial among 42
long been published when 46
long been reclaimed from 45
long been recruited from 89
long been satisfied from 174
long been scattered among 49
long been scattered over 115
long been separated from 1936
long been separated into 52
long been sheltered from 104
long been suspected from 170
long been suspended over 51
long been widespread among 81
long body continued moving 42
long bone fragments were 101
long dark corridors like 40
long dark eyelashes were 54
long data collection time 45
long eyes inherited from 49
long felt alienated from 111
long hair straggled over 43
long have neglected your 49
long have proceeded safe 45
long have tolerated such 42
long kept prudishly away 129
long lane stretches back 74
long last liberated from 47
long legs stretched into 50
long life stretched from 59
long line stretched from 42
long made themselves felt 49
long main staircase when 128
long past geological ages 175
long past nightfall when 61
long peace generally brings 54
long range artillery fire 222
long range strategic plan 104
long range transport from 62
long rope stretched away 73
long rope suspended from 47
long rows sometimes more 42
long step backwards into 144
long term contracts from 41
long term contracts have 56
long term contracts such 52
long term contracts were 109
long term incentive plan 51
long term protection from 40
long term strategic plan 127
long these conditions will 130
long time abstained from 77
long time afterward there 77
long time afterward when 70
long time americans have 44
long time biologists have 47
long time considering their 46
long time considering what 75
long time consisted only 56
long time contracts must 52
long time dependent upon 125
long time educators have 62
long time historians have 90
long time impressed upon 45
long time intervals during 52
long time intervals when 45
long time meditated upon 41
long time performed their 67
long time preserved among 50
long time prevailed among 42
long time prevented from 115
long time previously been 149
long time previously there 41
long time proceeded from 103
long time refrained even 40
long time refrained from 117
long time separated from 300
long wave absorption band 66
long when separated from 95
lot like detective work 51
lot like everybody else 132
lot more confident when 41
lot more difficult when 184
lot more effective when 50
lot more enjoyable when 107
lot more important when 94
lot more interesting when 182
low audio frequency range 44
low cost production base 106
low eaves descended upon 46
low land reclaimed from 49
low line continues many 53
low living standards among 58
low living standards have 62
low living standards were 92
low paid unskilled jobs 50
low unit production cost 121
low wage countries like 61
low wage countries such 73
lying face downwards upon 137
lying land reclaimed from 215
lying more sheltered from 47
