lack those contexts from 124
lady just returned from 120
lady spit backward upon 134
lady will suddenly break 75
laid down concerning their 50
laid down directly from 61
laid down directly upon 62
laid down extended only 299
laid down respecting land 82
laid face downward upon 141
laid great emphasis upon 4401
laid heavy emphasis upon 252
laid less emphasis upon 110
laid more emphasis upon 466
laid most emphasis upon 102
laid much emphasis upon 353
laid some emphasis upon 66
laid some terrible trap 76
laid such emphasis upon 199
laid their commands upon 72
laid their foreheads upon 55
laid their garments upon 75
laid these commands upon 55
laid upon somebody else 91
laid your commands upon 103
lake have stomachs like 44
lake some distance away 189
lake some distance from 254
lamp fell directly upon 43
lamp most commonly used 49
lamp some distance away 86
land fell suddenly away 44
land from absentee arab 59
land from somebody else 103
land have actually been 44
land have recently been 262
land held directly from 214
land like everyone else 179
land like paradise here 177
land mass stretching from 467
land must therefore have 52
land only exercise your 42
land over marginal land 45
land rising abruptly from 52
land rose abruptly into 44
land some distance away 700
land some distance from 1222
land their families have 99
land went stretching away 42
land were absorbed into 104
land were acquired from 139
land were bestowed upon 95
land were excluded from 437
land were exempted from 328
land were obtained from 295
land were received from 52
land were withdrawn from 293
land will probably have 65
lane leads abruptly down 46
last been admitted into 141
last been banished from 86
last been received from 48
last been relieved from 185
last breath departed from 147
last cell containing data 102
last days scoffers will 397
last ever received from 96
last five business days 53
last five calendar years 209
last five chapters have 280
last five chapters were 65
last five children were 70
last five examples show 50
last five financial years 227
last four chapters have 631
last four chapters make 56
last four chapters were 133
last four chapters will 59
last four children were 119
last four financial years 83
last free elections held 53
last full calendar month 66
last great conflict must 44
last great literary work 65
last hint operated like 89
last home football game 63
last hope vanished when 63
last into desolate ruin 59
last line contains only 55
last living dinosaur died 92
last living relative died 51
last look landward over 47
last news received from 137
last note received from 53
last part contains some 45
last rising straight from 70
last sick sufferer from 94
last term vanishes when 63
last their children took 48
last their patience gave 48
last there remained nothing 51
last there remained only 577
last three academic years 163
last three accounting years 57
last three articles were 139
last three business days 142
last three business years 114
last three calendar years 664
last three chapters also 45
last three chapters dealt 46
last three chapters give 60
last three chapters have 1774
last three chapters show 102
last three chapters treat 45
last three chapters were 272
last three chapters will 220
last three children were 266
last three complete years 64
last three elections were 42
last three elements were 51
last three equations give 66
last three equations into 100
last three equations show 43
last three examples have 63
last three examples show 124
last three financial years 1418
last three lectures have 56
last three lectures were 60
last three mentioned were 48
last three patients were 41
last three pictures were 42
last three questions were 124
last three questions will 40
last three variables were 87
last time departed from 66
last time somebody said 54
last time wandered over 99
last unit produced adds 59
last unit produced just 72
last unit produced will 70
last week received from 50
last week returned from 40
last what judgment will 55
last word concerning these 41
last word received from 79
last your wanderings have 52
late been bestowed upon 57
late been imported into 44
late been rendered more 201
late lark twitters from 314
late lord melville knew 50
late miss gertrude bell 61
late some attempts have 42
late their daydreams into 64
late years attempts have 185
late years increased among 40
late years increased most 135
late years occupied much 57
late years received much 208
late years received very 78
late years scholars have 42
late years suffered much 110
lava flow occurred here 77
laws bearing unjustly upon 44
laws came directly from 42
laws flow directly from 62
laws from ultimate ones 49
laws have actually been 210
laws have disabled three 51
laws have outlived their 48
laws have probably been 44
laws have recently been 685
laws have resulted from 143
laws have therefore been 79
laws have therefore very 67
laws vary slightly from 58
laws vary somewhat from 137
laws were borrowed from 80
laws were codified into 83
laws were combined into 42
laws were declared null 126
laws were declared void 206
laws were enforced more 198
laws were enforced only 455
laws were enforced upon 57
laws were excluded from 47
laws were extended over 319
laws were imported from 48
laws were rendered more 113
laws were trampled upon 43
laws will authorize these 54
laws will probably have 46
laying great emphasis upon 247
laying heavy emphasis upon 46
laying less emphasis upon 40
laying more emphasis upon 94
laying much emphasis upon 56
lays great emphasis upon 1665
lays heavy emphasis upon 300
lays less emphasis upon 76
lays more emphasis upon 487
lays most emphasis upon 69
lays much emphasis upon 277
lays such emphasis upon 91
leading from chancery lane 42
leading from cherokee ford 86
leading from illinois into 125
leading their children into 117
leading their solitary pack 84
leading whig families from 136
leading zone unchanged from 61
leads from darkness into 85
leads more directly into 122
leads most directly from 52
leads most directly into 43
leaking their contents into 79
leaping like gymnasts over 78
leaping step backward like 61
learn from domesday book 104
learn from economic theory 49
learn from everyone else 364
learn from examples such 40
learn from feedback from 43
learn from mistakes made 339
learn from paradise lost 304
learn from plutarch what 55
learn from somebody else 310
learn like everyone else 188
learn more adaptive coping 77
learn more adaptive ways 315
learn more directly from 75
learn more positive ways 90
learn more realistic ways 60
learn much concerning their 41
learn nothing definite from 50
learn nothing whatever from 61
learn their business from 53
learn their business when 110
learn their politics from 51
learn their religious duty 95
learn what creatures there 180
learn what everyone else 135
learn what happened during 104
learn what happened from 44
learn what happened here 57
learn what happened next 230
learn what happened when 170
learn what students know 45
learn your righteous laws 90
lease land directly from 105
least care bestowed upon 463
least five attempts were 40
least five business days 1530
least five calendar days 159
least five children were 63
least five distinct areas 46
least five distinct ways 91
least five occasions during 103
least five occasions when 54
least five possible ways 86
least five specific ways 41
least five students were 43
least four academic years 60
least four attempts were 47
least four business days 51
least four calendar years 50
least four children were 102
least four distinct areas 76
least four distinct cell 40
least four distinct sets 47
least four distinct ways 316
least four justices must 216
least four justices vote 97
least four occasions during 179
least four occasions over 56
least four occasions when 123
least four possible ways 175
least four separate areas 42
least four separate sets 67
least four specific ways 71
least four threefold axes 148
least have afforded some 65
least have expected some 66
least have expected such 129
least have provided some 60
least have received some 43
least more frequent among 61
least nine officers have 64
least once annually during 57
least once increased from 41
least only muttered oaths 54
least only partially true 49
least some accounts when 42
least some attempts were 46
least some attention from 117
least some attention must 44
least some authority over 46
least some benefits from 116
least some children were 44
least some children will 74
least some distance away 61
least some distance from 228
least some distance into 68
least some elements from 46
least some evidence from 121
least some graduate work 85
least some implicit body 110
least some insights into 102
least some occasions when 110
least some officials were 40
least some patients have 43
least some patients will 54
least some respects from 133
least some response from 48
least some scholars have 59
least some students from 45
least some students were 55
least some students will 128
least their children will 85
least their decisions will 57
least three academic years 88
least three attempts have 52
least three attempts were 126
least three business days 498
least three calendar days 419
least three calendar years 65
least three children born 49
least three children have 45
least three children were 126
least three circuits have 46
least three commonly used 109
least three complete sets 59
least three critical areas 54
least three discrete body 54
least three distinct areas 186
least three distinct cell 136
least three distinct ideas 71
least three distinct sets 187
least three distinct uses 98
least three distinct ways 812
least three elements must 67
least three examples from 126
least three families were 57
least three languages were 53
least three occasions during 541
least three occasions from 42
least three occasions over 100
least three occasions prior 56
least three occasions when 359
least three passages from 54
least three patients have 53
least three positions have 51
least three possible ways 638
least three problems here 65
least three quarters full 41
least three questions must 92
least three questions need 48
least three respects from 47
least three separate areas 113
least three separate days 77
least three separate sets 102
least three separate ways 91
least three specific areas 82
least three specific ways 134
least were absolved from 49
least when averaged over 166
least your children will 51
leave from circular quay 106
leave from military duty 187
leave many questions open 733
leave some questions open 108
leave such questions open 220
leave their assigned areas 54
leave their beautiful city 175
leave their beautiful home 62
leave their celestial home 50
leave their children during 360
leave their children free 2108
leave their children here 76
leave their children home 190
leave their children idle 61
leave their children there 464
leave their children wealth 44
leave their children well 42
leave their children when 188
leave their citizens free 77
leave their curtains open 95
leave their disgusting feast 106
leave their families back 86
leave their families here 69
leave their families there 173
leave their families upon 79
leave their families when 88
leave their homeland during 70
leave their hospital beds 46
leave their husbands when 117
leave their mountain home 79
leave their ordinary work 84
leave their original home 377
leave their parental home 980
leave their paternal home 83
leave their personal mark 63
leave their physical body 185
leave their pictures nothing 50
leave their positions during 41
leave their positions when 56
leave their villages during 86
leave these questions hanging 50
leave these questions open 750
leave these tranquil seats 49
leave till tomorrow what 67
leave when everyone else 131
leave your business card 198
leave your children here 63
leave your children when 41
leave your daughter here 61
leave your personal life 60
leave your physical body 308
leaving many questions open 233
leaving only exploded lies 50
leaving only slightly more 45
leaving some questions open 40
leaving such degraded beings 99
leaving their children home 52
leaving their families back 56
leaving their families there 50
leaving their original home 204
leaving their parental home 129
leaving their physical body 49
leaving your physical body 158
left deep imprints upon 42
left foot slightly ahead 171
left foot slightly back 44
left foot straight back 107
left hand clenched into 149
left hand directly over 82
left hand inserted into 75
left hand probably held 107
left hand vertical axis 254
left hand vertical line 85
left heart syndrome have 83
left knee directly over 58
left knee slightly bent 942
left made terrific play 113
left main bronchus into 101
left many questions open 742
left onto mountain road 118
left pane displays your 55
left single quotation mark 139
left some distance away 130
left some distance from 154
left some essential part 47
left some questions open 157
left their beautiful home 56
left their channels bare 118
left their children home 60
left their children there 46
left their cultural mark 40
left their families back 173
left their families here 42
left their families there 63
left their homeland during 127
left their homeland were 46
left their homeland when 62
left their husbands when 127
left their imprints upon 183
left their mountain home 89
left their original home 759
left their original seats 99
left their parental home 327
left their patients during 54
left their physical body 48
left their villages during 83
left their villages only 85
left these questions open 170
left thumb extended along 181
left were obtained from 93
left when everyone else 294
left your physical body 72
legs felt weighted down 44
legs hanging straight down 220
legs like everyone else 78
legs were inserted into 64
legs were protruding from 55
legs were scarcely half 46
legs were securely tied 58
legs were slightly bent 349
legs were somewhat bent 62
legs were sprawled over 55
legs were strapped down 64
legs will separate from 43
lend their memories only 85
length been resolved into 45
length been resolved upon 41
length most commonly used 86
length rose suddenly felt 64
length there remained only 57
length these excesses rose 82
length these wretches will 44
length were inserted into 51
length were machined from 211
length were obtained from 138
length were prepared from 45
length were relieved from 80
length were selected from 43
length were summoned away 131
lens brings parallel rays 142
lent their ceaseless roar 62
lent their vigorous arms 48
lent upon interest will 42
less able children from 59
less able children have 43
less able children were 75
less able children will 90
less able students from 80
less able students have 58
less able students were 128
less able students will 111
less like everyone else 484
less such infernal cold 44
less their original form 125
less time citizens have 53
less well absorbed from 123
less well educated have 83
less well educated ones 47
less well educated were 180
less were exempted from 184
less what everyone else 92
less what happened when 53
less when superiors have 132
lest other treatises more 200
lest some dangerous band 97
lest some unguarded word 46
lest their children lose 78
lest their distance from 164
lest these diminish your 41
lets your audience know 117
lets your children know 60
lets your computer talk 130
lies just offshore from 55
lies some distance ahead 88
lies some distance away 601
lies some distance back 143
lies some distance down 44
