lab coat entered the 72
lad drew himself up 52
lad from sixteen to 40
lad threw himself on 52
lad will trouble me 56
lag angle between the 124
lag time between an 205
lag time between the 5918
lag time depends on 51
lam much obliged to 360
lap shear strengths of 227
lat pull because it 65
law also adopted the 83
law also affects the 120
law also allowed the 423
law also amended the 58
law also applied to 432
law also applies if 64
law also applies in 124
law also applies to 2333
law also defined the 114
law also defines the 256
law also depends on 119
law also directs the 121
law also enabled the 85
law also enables the 107
law also expands the 69
law also extends the 90
law also extends to 139
law also forbade the 268
law also forbids the 213
law also governs the 281
law also granted the 82
law also implies the 80
law also imposes an 71
law also imposes on 59
law also limited the 264
law also obliges the 40
law also ordered the 55
law also permits an 63
law also permits the 734
law also permits to 120
law also reduced the 168
law also reduces the 57
law also regards the 41
law also relates to 45
law also removed the 47
law also repealed the 41
law also revised the 48
law also violated the 86
law also violates the 59
law among members of 46
law bears witness to 122
law been allowed to 56
law book written by 54
law book written in 67
law came anarchy as 42
law came forward to 82
law case against the 72
law case involving the 226
law code brought to 40
law code written in 43
law come together in 43
law duly adopted by 57
law duly enacted by 208
law duty imposed on 51
law ending slavery in 43
law even against the 216
law even permits the 45
law even superior to 330
law ever adopted by 40
law ever adopted in 52
law ever enacted by 284
law ever enacted in 268
law ever existed in 66
law ever supposing an 44
law fall outside the 45
law fell outside the 49
law firm advised the 51
law firm because he 116
law firm because it 55
law firm because of 243
law firm because the 83
law firm clients in 53
law firm decided to 68
law firm decides to 62
law firm devoted to 63
law firm founded by 210
law firm founded in 119
law firm handled the 60
law firm located in 248
law firm refused to 76
law firm regarding the 62
law firm subject to 100
law from attending the 44
law from beginning to 140
law from disposing of 52
law from governing the 104
law from investing in 140
law from migrating to 45
law from motives of 82
law from operating in 90
law from outside the 85
law from receiving the 51
law from redeeming or 64
law from regarding as 112
law from rejecting or 108
law from remaining in 49
law from returning to 56
law from taxation on 79
law gave impetus to 45
law gave priority to 94
law gave workers the 63
law giving freedom to 101
law giving liberty to 56
law giving priority to 74
law have abjured the 120
law have adopted the 123
law have allowed the 40
law have appeared in 131
law have emerged as 101
law have enabled the 42
law have evolved in 59
law have evolved to 42
law have focused on 131
law have limited the 48
law have reduced the 60
law have refused to 50
law held invalid in 65
law held marriage to 43
law here alluded to 61
law into account in 140
law into private or 68
law just alluded to 40
law just because he 81
law just because it 358
law just because of 40
law just because the 106
law lies chiefly in 56
law lies largely in 40
law lies outside the 137
law made against the 201
law made illegal the 40
law made subject to 171
law made visible by 54
law making function of 58
law making illegal the 98
law making process in 71
law making process is 45
law making process of 63
law many estates to 76
law more closely to 69
law more honored in 41
law must account to 62
law must address the 74
law must attempt to 206
law must balance the 113
law must conform if 53
law must conform to 841
law must consist in 54
law must consist of 109
law must contain the 147
law must control the 71
law must express the 154
law must forever be 47
law must include the 143
law must operate as 53
law must operate in 57
law must precede the 119
law must prevail in 154
law must prevail no 58
law must prevent it 105
law must proceed on 58
law must protect the 303
law must provide an 81
law must provide the 194
law must receive the 123
law must reflect the 275
law must replace the 41
law must require it 93
law must require the 106
law must respect the 173
law must respond to 182
law must sanction the 59
law must satisfy the 139
law must somehow be 62
law must specify the 121
law only against the 51
law only allowed the 93
law only applied in 45
law only applied to 696
law only applies if 68
law only applies in 96
law only applies to 1284
law only because he 130
law only because it 362
law only because of 300
law only because the 196
law only because we 56
law only between the 44
law only extends to 60
law only insofar as 1050
law only permits the 75
law only related to 58
law over against the 189
law rule absolving the 59
law rule according to 68
law rule against the 179
law rule applied in 127
law rule applied to 96
law rule applies to 84
law rule governing the 164
law rule regarding the 148
law rule remains in 59
law rule requiring the 162
law runs counter to 380
law such recording or 258
law suit against an 73
law suit against me 48
law suit against the 1937
law suit because of 55
law suit because the 44
law suit between the 265
law suit brought by 514
law suit brought in 42
law suit involving the 102
law take account of 131
law taking account of 41
law term referring to 48
law there existed no 49
law till altered by 49
law took account of 157
law took control of 40
law unto herself as 44
law unto herself in 127
law unto himself as 426
law unto himself by 43
law unto himself in 1068
law unto himself is 73
law unto himself on 55
law unto himself or 196
law unto himself so 98
law unto himself to 76
law upon according the 44
law upon decision of 47
law upon himself is 48
law upon members of 79
law upon persons of 156
law upon receiving the 96
law vary according to 141
law very similar to 405
law void because it 81
law void because the 40
law went against the 111
law were accused of 68
law were adapted to 46
law were adhered to 98
law were adopted by 138
law were adopted in 172
law were against it 51
law were against the 74
law were allowed to 630
law were altered so 40
law were altered to 44
law were amended in 92
law were amended to 180
law were appealed to 42
law were applied by 73
law were applied in 168
law were applied to 624
law were assumed to 45
law were assured of 83
law were beginning to 224
law were brought in 187
law were brought to 359
law were capable of 79
law were carried on 139
law were carried to 46
law were central to 43
law were certain to 65
law were decided by 223
law were decided in 46
law were defined as 94
law were devoted to 54
law were enacted by 78
law were enacted in 198
law were enacted to 178
law were exposed to 43
law were familiar to 50
law were founded at 40
law were founded in 105
law were founded on 71
law were handled by 41
law were hostile to 58
law were imposed on 109
law were invited to 88
law were invoked to 78
law were limited to 208
law were members of 212
law were obliged to 278
law were offered by 45
law were opposed to 73
law were ordered to 168
law were present at 69
law were present in 78
law were reduced to 160
law were related to 78
law were removed by 87
law were removed to 45
law were repealed by 55
law were repealed in 59
law were settled by 48
law were settled in 52
law were similar to 137
law were subject to 727
law were superior to 73
law were typical of 52
law were unknown in 78
law were unknown to 61
law were unwilling to 40
law were violated by 62
law were written by 139
law were written in 141
law were written on 70
law what officer of 98
law when accused of 53
law when adopted by 61
law when applied in 46
law when applied to 976
law when referring to 62
law will address the 42
law will advance the 59
law will attempt to 96
law will benefit the 81
law will confess my 61
law will conform to 79
law will consist of 84
law will control it 784
law will control the 252
law will deprive the 53
law will destroy the 45
law will develop in 152
law will dictate the 42
law will dispose of 55
law will enforce in 87
law will enforce it 101
law will enforce or 60
law will enforce the 236
law will explain the 100
law will finally be 63
law will furnish me 126
law will improve the 90
law will include the 42
law will increase the 243
law will involve the 50
law will justify the 93
law will justify us 108
law will operate as 89
law will operate in 112
law will operate to 110
law will perhaps be 63
law will possess in 83
law will presume an 180
law will presume it 237
law will presume the 338
law will presume to 128
law will prevail in 235
law will prevent it 78
law will prevent the 171
law will produce the 66
law will promote the 66
law will protect it 79
law will protect me 114
law will protect the 544
law will protect us 97
law will provide an 76
law will provide the 356
law will receive the 75
law will reflect the 114
law will relieve the 57
law will replace the 71
law will require an 75
law will require the 278
law will require to 50
law will respond to 68
law will satisfy the 48
law will shortly be 68
law will specify the 73
law will subject the 52
law will succeed in 53
law will suffice to 142
law will support me 87
law will support the 77
law will survive the 70
law will usually be 360
law work together to 52
lay ahead because of 65
lay along between the 60
lay back against it 99
lay back against me 102
lay back against my 196
lay back against the 23866
lay back between the 50
lay back listening to 149
lay back quietly in 42
lay back quietly on 54
lay bare matters of 72
lay beating against the 52
lay bets against the 42
lay dark against the 122
lay deep between the 83
lay down according to 514
lay down against it 40
lay down against the 804
lay down because he 48
lay down because of 53
lay down between my 41
lay down between the 2002
lay down between us 138
lay down broadly the 94
lay down courses of 64
lay down criteria by 77
lay down criteria in 76
lay down criteria of 109
lay down criteria to 71
lay down details of 72
lay down exactly the 113
lay down expecting to 42
lay down herself at 47
lay down himself on 89
lay down himself to 50
lay down opinions at 49
lay down outside the 816
lay down quietly at 104
lay down quietly in 234
lay down quietly on 300
lay down quietly to 149
lay down schemes of 61
lay down together at 45
lay down together by 171
lay down together in 1319
lay down together on 1580
lay down together to 339
lay down wrapped in 109
lay eggs outside the 40
lay face upwards on 244
lay flat against it 46
lay flat against my 58
lay flat against the 3730
lay flat between the 73
lay from beginning to 99
lay from fifteen to 90
lay great numbers of 162
lay half covered by 134
lay half covered in 54
lay half grasped on 72
lay half propped up 61
lay half reclining in 94
lay half reclining on 53
lay hard against the 219
lay heads towards us 78
lay heavy burdens of 41
lay heavy burdens on 941
lay heavy damages on 40
lay high against the 46
lay huge numbers of 63
lay idle because of 83
lay idle because the 59
lay just between the 124
lay just outside my 88
lay just outside of 261
lay just outside the 6157
lay leaning against the 57
lay like adamant in 66
lay like bundles of 40
lay like corpses in 47
lay like corpses on 43
lay like fossils of 71
lay like islands in 78
lay like patches of 62
lay like pebbles on 60
lay limp against the 153
lay many corpses of 43
lay more charges on 96
lay more exposed to 73
lay more quietly in 65
lay more towards the 189
lay most exposed to 581
lay most largely in 47
lay nice manners by 53
lay only against the 250
lay only between the 228
lay open against the 61
lay open between the 136
lay open towards the 106
lay over against it 135
lay over against the 793
lay over against us 68
lay over everything in 95
lay over mankind so 54
lay snug against the 121
lay some article of 46
lay some flowers on 181
lay such fetters on 43
lay their account in 65
lay their account to 120
lay their burdens at 75
lay their burdens on 95
lay their empires in 94
lay their failure to 50
lay their freedom at 312
lay their imprint on 45
lay their murders on 113
lay their offerings at 227
lay their offerings of 83
lay their offerings on 190
lay their petition at 88
lay their tribute at 79
lay their tribute of 64
lay there against the 196
lay there between the 175
lay there between us 66
lay there clutching the 50
lay there covered in 47
lay there doubled up 40
lay there expecting to 44
lay there exposed to 180
lay there huddled up 91
lay there listening as 102
lay there listening in 42
lay there listening to 2855
lay there pondering the 51
lay there propped up 78
lay there quietly as 145
lay there quietly in 149
lay there quietly on 58
lay there shivering in 278
lay there sprawling in 57
lay there stunned by 41
lay there together in 144
lay there together on 45
lay there trembling in 75
lay there wallowing in 79
lay there wondering if 330
lay there wrapped in 189
lay there wrapped up 85
lay these volumes at 83
lay upon himself the 64
lay vast numbers of 85
lay very largely in 279
lay very lightly on 229
lay very quietly in 136
lay very quietly on 64
lay well outside of 46
lay well outside the 672
lay what appeared to 527
lay your account to 101
lay your burdens at 45
lay your enemies on 41
lay your forehead on 114
lay your opinions on 48
lay your pattern on 48
lay your thoughts so 43
lay your topsail to 43
lead acid battery is 453
lead also affects the 123
lead away captive the 56
lead back towards the 180
lead bank regarding the 59
lead down towards the 247
lead from nowhere to 263
lead from outside the 47
lead from terrace to 117
lead from village to 206
lead great britain to 347
lead great numbers of 198
lead have applied it 40
lead into germany an 86
lead length between the 47
lead life according to 110
lead many couples to 67
lead many critics to 201
lead many experts to 44
lead many farmers to 44
lead many members of 41
lead many parents to 239
lead many persons to 808
lead many teachers to 191
lead many workers to 126
lead many writers to 42
lead more quickly to 1539
lead more rapidly to 728
lead most persons to 215
lead most quickly to 387
lead most rapidly to 167
lead other members of 348
lead other members to 137
lead other parties to 111
lead other persons to 343
lead other workers to 48
lead over britain in 115
lead over germany in 153
lead pipe between the 47
lead pipe wrapped in 249
lead some clients to 73
lead some couples to 91
lead some critics to 590
lead some doctors to 50
lead some experts to 165
lead some members of 165
lead some members to 92
lead some parents to 517
lead some parties to 123
lead some persons to 1203
lead some schools to 51
lead some teachers to 164
lead some theorists to 155
lead some thinkers to 46
lead some viewers to 69
lead some workers to 379
lead some writers to 414
lead such persons to 381
lead their animals to 106
lead their brethren to 115
lead their brothers to 42
lead their charges to 61
lead their classes in 228
lead their clients to 104
lead their country by 73
lead their country in 105
lead their country to 246
lead their fellows in 68
lead their fellows to 82
lead their friends to 204
lead their members in 40
lead their members to 259
lead their offspring to 67
lead their parents to 167
lead their parties in 41
lead their speakers to 83
lead their tenants in 61
lead their thoughts to 209
lead their vassals to 67
lead their victims to 163
lead their warriors to 72
lead these persons to 63
lead these workers to 105
lead these writers to 53
lead third parties to 193
lead third persons to 133
lead time because of 84
lead time because the 54
lead time between an 49
lead time between the 2139
lead time depends on 143
lead time exceeds the 114
lead time results in 63
lead trial counsel in 113
lead very quickly to 1324
lead very rapidly to 190
lead very shortly to 74
lead well towards the 82
lead were present in 137
lead when applied to 154
lead when exposed to 116
lead will usually be 107
lead wire between the 103
lead young persons to 153
lead your company to 163
lead your friends to 92
lead your husband to 70
lead your majesty to 53
lead your partner to 133
lead your thoughts to 335
leaf pine forests of 59
leaf spot diseases in 95
leaf spot diseases of 762
leaf spot diseases on 125
leak rate depends on 143
lean back against it 714
lean back against me 173
lean back against my 306
lean back against the 11254
lean back towards the 45
lean beef trimmed of 116
lean body against the 44
lean down towards the 60
lean fuel mixture at 44
lean goat tethered to 43
lean hard against the 303
lean kine devouring the 53
lean legs encased in 43
lean more closely to 43
lean more strongly to 53
lean more towards an 42
lean more towards the 2042
lean over against the 124
lean over towards the 426
lean very strongly to 41
lean well forward to 50
lean years because of 40
lean years between the 138
lean years following the 433
leap from animals to 125
leap from boulder to 229
leap from boyhood to 42
leap from concept to 93
leap from despair to 109
leap from essence to 117
leap from infancy to 48
leap from poverty to 290
leap from present to 167
leap from private to 40
leap from science to 125
leap from slavery to 1702
leap from subject to 229
leap from treetop to 126
leap from tussock to 42
leap over according to 43
leap tall buildings at 423
leap tall buildings in 3859
leap tall buildings or 53
leap will shortly be 50
led along together by 48
led away between the 73
led away captive an 118
led away captive by 699
led away captive in 77
led away captive the 88
led away captive to 327
led away perhaps by 68
led away towards the 236
led back between the 49
led back towards the 379
led coup against the 65
led down between the 249
led down towards the 1034
led early critics to 90
led early efforts to 41
led early workers to 247
led early writers to 54
led five hundred of 121
led forth against the 57
led four hundred of 44
led four members of 49
led from ephesus to 47
led from germany to 46
led from lebanon to 48
led from motives of 77
led from nowhere to 125
led from outside an 53
led from outside the 123
led from outside to 40
led from sixteen to 118
led from slavery to 62
led from terrace to 214
led from victory to 238
led from village to 229
led great britain in 73
led great britain to 869
led great numbers of 219
led great numbers to 41
led into accepting it 43
led into accepting the 109
led into attacks on 47
led into believing the 43
led into confusing the 75
led into courses of 44
led into delusion by 66
led into measures of 50
led into mistake by 73
led into position by 66
led into regarding the 43
led into scrapes by 119
led into slavery by 117
led into thoughts of 45
led into trouble by 243
led into wrongdoing by 47
led many artists to 278
led many attacks on 46
led many britons to 70
led many centers to 97
led many chinese to 244
led many couples to 118
led many critics of 167
led many critics to 4503
led many doctors to 248
led many editors to 69
led many experts in 43
led many experts to 971
led many farmers to 620
led many germans to 272
led many growers to 48
led many iranians to 53
led many israelis to 94
led many italians to 62
led many jurists to 43
led many lawyers to 75
led many lesbians to 52
led many linguists to 211
led many members of 1167
led many members to 214
led many muslims to 145
led many parents to 494
led many patriots to 40
led many peasants to 331
led many persons in 207
led many persons of 59
led many persons to 2278
led many priests to 50
led many pundits to 53
led many russians to 116
led many schools to 271
led many surgeons to 438
led many teachers to 567
led many theorists to 447
led many thinkers to 1117
led many traders to 69
led many viewers to 78
led many workers in 76
led many workers to 1318
led many writers in 41
led many writers of 42
led many writers on 126
led many writers to 1963
led more closely to 52
led more quickly to 213
led more rapidly to 57
led most critics to 239
led most experts to 112
led most members of 76
led most notably by 384
led most notably to 49
led most persons to 51
led most surgeons to 121
led most workers to 203
led most writers to 248
led other artists to 68
led other critics to 150
led other members of 162
led other members to 49
led other parties to 53
led other persons in 53
led other persons to 58
led other theorists to 71
led other thinkers to 52
led other workers to 149
led other writers to 240
led riots against the 42
led some artists to 151
led some centers to 66
led some chinese to 79
led some clients to 45
led some couples to 79
led some critics in 50
led some critics of 354
led some critics to 7103
led some doctors to 267
led some editors to 128
led some experts to 1025
led some farmers to 210
led some germans to 81
led some growers to 54
led some israelis to 43
led some jurists to 81
led some lawyers to 130
led some linguists to 451
led some members of 1119
led some members to 324
led some moderns to 46
led some muslims to 81
led some parents to 306
led some parties to 49
led some peasants to 45
led some persons to 1988
led some players to 44
led some pundits to 50
led some schools to 246
led some sections of 75
led some surgeons to 534
led some teachers to 419
led some theorists to 1460
led some thinkers to 807
led some viewers to 74
led some workers in 60
led some workers to 1804
led some writers in 65
led some writers of 88
led some writers on 136
led some writers to 6360
led such critics as 76
led such persons to 41
led such writers as 73
led their animals to 61
led their charges to 45
led their classes in 149
led their clients to 42
led their country in 41
led their country to 262
led their critics to 41
led their enemies to 48
led their friends to 56
led their masters to 68
led their members to 118
led their parents to 219
led their parties in 43
led their parties to 59
led their sisters in 40
led their subject to 40
led their teachers to 48
led their thoughts to 77
led their vassals to 243
led their victims to 159
led their warriors in 42
led their warriors to 73
led these artists to 80
led these critics to 58
led these persons to 69
led these teachers to 64
led these theorists to 69
led these thinkers to 91
led these vessels by 93
led these workers to 507
led these writers to 333
led third parties to 121
led those opposed to 52
led those present in 52
led those present to 70
led three charges in 132
led three hundred of 93
led upon occasion to 46
led vast numbers of 107
led very largely to 42
led very quickly to 623
led very rapidly to 367
led very shortly to 58
led walt whitman to 42
led west germany to 63
led what appeared to 80
led your country to 102
led your husband to 75
led your thoughts to 44
leg back towards the 47
leg down towards the 43
leg flat against the 65
leg from between the 62
leg hard against the 74
leg leaning against the 58
leg pain brought on 46
leg room between the 59
leg swings forward in 52
leg swings forward to 61
leg will usually be 49
let arms embrace the 41
let down according to 46
let down against the 466
let down because he 104
let down because it 46
let down because of 169
let down because the 365
let down between the 1648
let down outside the 58
let down showers of 58
let down towards the 108
let dull failure be 67
let fall against the 585
let fall between the 108
let five minutes go 56
let four dollars be 63
let from premise to 59
let good offices go 140
let into grooves in 707
let just anybody do 42
let just anybody in 188
let just vengeance on 47
let none despair of 53
let none despise the 52
let none presume on 105
let none presume to 219
let nothing beguile it 47
let nothing disturb the 54
let nothing prevail on 76
let nothing prevent the 56
let nothing provoke me 58
let nothing trouble us 57
let other members of 371
let peace descend on 54
let slip between the 135
let some members of 65
let some workers go 54
let south vietnam go 52
let such lessons be 67
let such matters be 64
let such persons be 128
let such talents as 41
let such thoughts as 135
let their ambition be 78
let their anchors go 43
let their animals go 43
let their behavior be 94
let their conduct be 269
