labs in which students 57
lack an outer membrane 305
lack of abuse potential 234
lack of action concerning 45
lack of acute toxicity 79
lack of adult attention 101
lack of adult education 201
lack of adult guidance 283
lack of anything concrete 42
lack of anything definite 123
lack of anything positive 51
lack of anything remotely 167
lack of anything resembling 1172
lack of armed conflict 49
lack of basic academic 153
lack of basic business 151
lack of basic comforts 43
lack of basic concepts 83
lack of basic consumer 69
lack of basic economic 154
lack of basic education 1644
lack of basic financial 56
lack of basic freedoms 165
lack of basic literacy 329
lack of basic materials 334
lack of basic military 98
lack of basic nutrition 47
lack of basic physical 190
lack of basic sanitary 129
lack of basic security 421
lack of basic services 2751
lack of basic supplies 288
lack of binding authority 135
lack of black officers 62
lack of black progress 65
lack of black students 47
lack of blood formation 77
lack of blood pressure 374
lack of bowel movement 172
lack of brain activity 284
lack of buyer interest 122
lack of change reflects 40
lack of chest movement 55
lack of civic education 323
lack of civic interest 197
lack of civil authority 61
lack of civil education 61
lack of civil servants 64
lack of class analysis 204
lack of class barriers 49
lack of class conflict 134
lack of class divisions 117
lack of class identity 125
lack of class mobility 58
lack of class struggle 145
lack of close analysis 92
lack of close attention 443
lack of close communion 73
lack of close contacts 64
lack of close emotional 63
lack of close monitoring 89
lack of close parental 50
lack of close personal 640
lack of close relations 137
lack of close scrutiny 102
lack of color contrast 171
lack of cooking utensils 84
lack of court decisions 46
lack of daily exercise 155
lack of dairy products 173
lack of dancing partners 51
lack of donor interest 87
lack of either economic 82
lack of either interest 149
lack of enemy activity 217
lack of entry barriers 247
lack of equal economic 52
lack of equal education 79
lack of equal treatment 430
lack of error detection 104
lack of ethnic conflict 49
lack of ethnic identity 125
lack of ethnic minority 121
lack of facial animation 56
lack of facial mobility 48
lack of facial movement 85
lack of facts concerning 45
lack of fetal movement 707
lack of field channels 156
lack of field evidence 246
lack of field officers 50
lack of filial affection 328
lack of filial kindness 75
lack of final authority 47
lack of fishing pressure 139
lack of fixed identity 70
lack of fixed nitrogen 44
lack of foods containing 53
lack of force feedback 149
lack of fresh supplies 121
lack of fully adequate 40
lack of funding provided 43
lack of funds hampered 224
lack of funds hindered 70
lack of funds prevents 551
lack of funds provided 111
lack of funds required 196
lack of funds resulted 88
lack of funds seriously 42
lack of funds severely 44
lack of funds threatened 145
lack of funds wherewith 133
lack of gamma globulin 148
lack of grain boundary 88
lack of group activity 41
lack of group identity 127
lack of growth capacity 122
lack of growth potential 451
lack of growth response 196
lack of healthy exercise 68
lack of healthy recreation 169
lack of human activity 269
lack of human affection 182
lack of human attention 46
lack of human capacity 293
lack of human contacts 106
lack of human interest 1538
lack of human kindness 313
lack of human presence 199
lack of human relations 173
lack of human resource 458
lack of human response 56
lack of human security 174
lack of human vestiges 57
lack of hunting pressure 94
lack of indian interest 97
lack of inner conflict 116
lack of inner controls 94
lack of inner direction 82
lack of inner emotional 41
lack of inner security 467
lack of inner vitality 61
lack of joint attention 261
lack of joint mobility 158
lack of labor mobility 776
lack of large domestic 120
lack of large supplies 44
lack of latin american 128
lack of learning capacity 93
lack of learning materials 240
lack of legal authority 2279
lack of legal barriers 65
lack of legal business 43
lack of legal capacity 2146
lack of legal controls 63
lack of legal education 259
lack of legal equality 58
lack of legal evidence 221
lack of legal guidance 87
lack of legal identity 68
lack of legal interest 197
lack of legal liability 71
lack of legal literacy 143
lack of legal precision 94
lack of legal provision 106
lack of legal recourse 508
lack of legal remedies 209
lack of legal sanctions 279
lack of legal security 542
lack of legal services 60
lack of legal validity 67
lack of light pollution 107
lack of light prevents 58
lack of local authority 417
lack of local autonomy 631
lack of local business 104
lack of local capacity 499
lack of local cultural 41
lack of local currency 139
lack of local economic 237
lack of local enthusiasm 231
lack of local financial 289
lack of local identity 45
lack of local industry 130
lack of local interest 948
lack of local linkages 43
lack of local manpower 97
lack of local materials 97
lack of local processing 49
lack of local response 43
lack of local revenues 42
lack of local services 265
lack of local supplies 282
lack of local tradition 58
lack of logic inherent 49
lack of major economic 51
lack of major problems 53
lack of money hampered 64
lack of money hindered 85
lack of money prevents 497
lack of money wherewith 167
lack of moral authority 835
lack of moral autonomy 57
lack of moral backbone 365
lack of moral capacity 74
lack of moral delicacy 81
lack of moral direction 165
lack of moral education 700
lack of moral firmness 51
lack of moral guidance 412
lack of moral interest 89
lack of moral judgment 564
lack of moral progress 61
lack of moral scruples 1084
lack of moral severity 135
lack of motor activity 345
lack of motor response 99
lack of motor vehicles 280
lack of music education 50
lack of overt affection 62
lack of overt conflict 328
lack of overt emotional 102
lack of overt interest 45
lack of overt response 57
lack of overt symptoms 107
lack of people prepared 62
lack of plant capacity 134
lack of power compared 120
lack of power corrupts 333
lack of power relative 82
lack of power supplies 102
lack of press attention 100
lack of press coverage 690
lack of press interest 61
lack of price controls 89
lack of pupil interest 249
lack of quick response 65
lack of racial barriers 51
lack of racial conflict 60
lack of racial equality 57
lack of racial identity 137
lack of racial progress 70
lack of radial symmetry 83
lack of rapid economic 46
lack of rapid progress 124
lack of rapid response 43
lack of reader interest 334
lack of really adequate 159
lack of really suitable 131
lack of renal excretion 90
lack of renal response 159
lack of renal toxicity 47
lack of repeat business 111
lack of royal authority 144
lack of royal interest 51
lack of sales promotion 48
lack of senior officers 164
lack of sense prevents 70
lack of sharp contrast 46
lack of sharp divisions 48
lack of skill required 186
lack of sleep affected 65
lack of sleep combined 277
lack of sleep increases 105
lack of sleep produces 96
lack of small comforts 42
lack of small currency 61
lack of social activism 56
lack of social activity 491
lack of social analysis 124
lack of social approval 386
lack of social attention 66
lack of social barriers 84
lack of social benefits 128
lack of social conflict 172
lack of social contacts 2126
lack of social controls 238
lack of social direction 157
lack of social distance 549
lack of social education 141
lack of social equality 191
lack of social identity 199
lack of social instinct 48
lack of social interest 1744
lack of social intimacy 66
lack of social isolation 45
lack of social judgment 112
lack of social maturity 276
lack of social mobility 3123
lack of social morality 56
lack of social networks 770
lack of social policies 94
lack of social presence 358
lack of social pressure 423
lack of social prestige 402
lack of social problems 73
lack of social programs 101
lack of social progress 729
lack of social provision 113
lack of social relations 436
lack of social response 171
lack of social sanctions 53
lack of social security 2689
lack of social services 3349
lack of social stimulus 112
lack of social supports 2616
lack of solid evidence 2089
lack of sound argument 97
lack of sound business 342
lack of sound doctrine 52
lack of sound economic 237
lack of sound education 63
lack of sound evidence 156
lack of sound financial 269
lack of sound judgment 1313
lack of space dictates 70
lack of space prevents 5179
lack of space requires 100
lack of spare capacity 311
lack of speed supplied 42
lack of sperm motility 128
lack of staff interest 91
lack of staff officers 119
lack of stage presence 70
lack of state authority 195
lack of state autonomy 93
lack of state capacity 703
lack of state financial 184
lack of state interest 216
lack of state practice 48
lack of state presence 77
lack of state provision 232
lack of state services 47
lack of steady progress 57
