eavesdroppers prying into their 44
ecclesiastics must have been 46
ecclesiastics were also made 69
ecclesiastics were cast into 81
efficiencies have also been 85
efficiencies have been made 56
elasticities have also been 47
elasticities have been used 64
electrolytes have also been 178
electrolytes have been lost 45
electrolytes have been made 74
electrolytes have been used 239
encephalitis have also been 173
enchantments have been heard 76
encroachment made upon their 55
encroachment upon their land 247
encroachment upon their soil 41
encroachment upon their time 122
endorsements have been made 72
endorsements have come from 41
enfranchised soul must tend 45
enhancements have also been 125
enhancements have been made 1719
enlargements have been made 204
enlargements were made from 84
entrepreneur must also have 52
entrepreneur must take into 70
environments also have been 44
environments during their life 99
environments have also been 494
environments have been made 198
environments have been more 96
environments have been used 289
environments have been well 115
environments must have been 170
environments must take into 47
environments were much more 151
ethnographers have been able 73
evolutionists upon their want 46
exaggerations have been made 76
exceptionally free from such 45
exceptionally free from those 43
exceptionally good work done 57
exceptionally high birth rate 206
exceptionally high spring tide 158
expectancies have also been 54
expenditures away from home 135
expenditures during these years 121
expenditures during those years 59
expenditures fall into three 83
expenditures have also been 310
expenditures have been held 85
expenditures have been high 49
expenditures have been kept 166
expenditures have been less 177
expenditures have been made 6451
expenditures have been more 148
expenditures have been much 95
expenditures have been paid 92
expenditures have been rising 552
expenditures have been used 188
expenditures have been very 69
expenditures have gone from 47
expenditures have kept pace 41
expenditures made from such 103
expenditures must come from 129
expenditures must have been 208
expenditures must take into 40
expenditures over five years 78
expenditures over many years 53
expenditures rose from less 68
expenditures were also made 80
expenditures were held down 64
expenditures were made during 185
expenditures were made from 194
expenditures were much less 93
expenditures were much more 142
expenditures were paid from 41
expenditures were very high 52
expenditures were very much 93
expenditures will also have 47
expenditures will also rise 43
expenditures will come from 45
expenditures will have been 80
expenditures will rise from 75
expenditures will vary from 48
experimental areas have been 53
experimental data also show 102
experimental data bearing upon 116
experimental data came from 51
experimental data come from 126
experimental data coming from 118
experimental data from four 47
experimental data from high 41
experimental data from many 118
experimental data from other 190
experimental data from refs 64
experimental data from such 52
experimental data from these 124
experimental data from those 46
experimental data from three 169
experimental data have also 124
experimental data have been 5396
experimental data like those 47
experimental data only when 47
experimental data sets from 49
experimental data sets were 74
experimental data show good 81
experimental data taking into 45
experimental data used here 53
experimental data used were 43
experimental data very well 1014
experimental data were also 152
experimental data were made 107
experimental data were used 947
experimental data were well 169
experimental data will also 48
experimental data will have 64
experimental data will help 42
experimental data will show 73
experimental ones have been 42
experimental runs have been 125
experimental runs were made 343
experimental work along these 347
experimental work bearing upon 57
experimental work been done 41
experimental work done along 45
experimental work done during 58
experimental work have been 491
experimental work having been 54
experimental work will have 180
experimented upon will feel 95
experimenter must make sure 98
experimenter must take care 130
exterminated over great areas 45
extermination must have been 54
extrapolated from data from 45
extrapolated from other data 42
extrapolated from these data 128
extrapolation from high dose 227
extrapolation from such data 41
extrapolation from these data 119
extravagance must have been 130
