umbra and penumbra lies 43
unbar this churlish gate 177
uncle and everyone else 75
uncle and maternal aunt 106
uncle and paternal aunt 97
uncle had recently died 109
uncle had returned from 130
uncle had suffered from 59
uncle who suffered from 52
uncle with struggling sobs 111
under age eighteen from 75
under age eighteen have 88
under age eighteen live 119
under age eighteen living 242
under age eighteen were 241
under age eighteen when 41
under age eighteen years 55
under age fourteen were 44
under air pressure from 68
under air pressure into 47
under all possible sail 497
under all possible sets 44
under all religions when 53
under and posterior part 204
under and stitched down 52
under any authority from 49
under any authority other 63
under any condition other 73
under any condition when 48
under any contract made 602
under any corporeal form 72
under any fiduciary duty 94
under any immediate threat 167
under any impartial rule 51
under any luxuriant tree 53
under any possible form 74
under any possible mode 50
under any possible theory 91
under any possible view 50
under any pressure from 499
under any provision made 63
under any turnpike road 56
under are admitted free 425
under each category heading 105
under each category there 109
under each category were 109
under each category will 97
under each condition were 130
under each separate heading 99
under each specific heading 61
under her beautiful eyes 65
under her christian name 83
under her constant care 44
under her critical gaze 41
under her delicate chin 57
under her delicate skin 69
under her despairing gaze 70
under her despotic sway 41
under her direction during 54
under her direction from 41
under her direction have 46
under her direction were 93
under her enormous debt 62
under her eyebrows like 68
under her favorite tree 116
under her guidance were 48
under her hospital gown 69
under her immediate care 300
under her innocent eyes 46
under her maternal care 176
under her midnight coif 43
under her numerous blue 48
under her original name 447
under her parental roof 83
under her paternal roof 102
under her personal care 145
under her protecting care 177
under her reckless feet 49
under her stockinged feet 82
under her watchful care 135
under her watchful eyes 162
under her watchful gaze 78
under him exercise their 50
under his absolute rule 240
under his absolute sway 70
under his afflicting hand 119
under his auspices bent 40
under his auspices during 40
under his auspices from 77
under his auspices were 166
under his authority during 119
under his authority from 153
under his authority have 50
under his authority into 40
under his authority only 125
under his authority were 350
under his authority when 47
under his authority will 68
under his brindled beard 43
under his business suit 65
under his buttoned coat 64
under his chastening hand 119
under his chastising hand 70
under his christian name 222
under his constant care 169
under his correcting hand 179
under his critical gaze 77
under his daughter mary 56
under his despotic rule 129
under his despotic sway 71
under his direction also 59
under his direction during 428
under his direction five 52
under his direction four 42
under his direction from 375
under his direction grew 42
under his direction have 250
under his direction into 359
under his direction made 142
under his direction many 115
under his direction more 138
under his direction most 43
under his direction much 47
under his direction must 63
under his direction over 59
under his direction some 65
under his direction soon 61
under his direction such 125
under his direction there 339
under his direction three 69
under his direction till 95
under his direction took 119
under his direction upon 43
under his direction went 63
under his direction were 1109
under his direction when 151
under his direction will 203
under his direction work 86
under his doctrine have 68
under his domestic roof 41
under his editorial care 160
under his eyebrows like 51
under his favorite cork 61
under his favorite tree 548
under his friendly roof 84
under his furrowed brow 50
under his grizzled beard 55
under his guidance during 121
under his guidance from 121
under his guidance have 122
under his guidance india 46
under his guidance into 92
under his guidance made 111
under his guidance many 48
under his guidance over 42
under his guidance there 242
under his guidance were 220
under his guidance will 74
under his hospital gown 72
under his immediate care 1822
under his immediate rule 191
under his immediate sway 207
under his immediate view 130
under his japanese name 50
under his judicious care 46
under his literary name 74
under his military rule 60
under his ministry from 57
under his ministry have 95
under his ministry there 48
under his ministry were 75
under his monastic name 131
under his original name 633
under his original plan 79
under his overhanging brow 61
under his parental care 89
under his parental roof 123
under his pastoral care 1736
under his paternal care 832
under his paternal roof 533
under his paternal rule 237
under his paternal sway 91
under his personal aegis 102
under his personal care 880
under his personal name 138
under his personal rule 1367
under his personal sway 167
under his pitiless gaze 42
under his powerful arms 41
under his powerful hand 116
under his powerful rule 67
under his protecting care 585
under his protecting roof 43
under his religious name 86
under his rightful name 143
under his sanskrit name 58
under his sheltering care 61
under his sheltering roof 50
under his skillful hand 70
under his standard into 86
under his standard were 96
under his stockinged feet 80
under his troubled eyes 52
under his tutelage were 73
under his unwavering gaze 47
under his vigorous hand 67
under his vigorous rule 89
under his watchful care 378
under his watchful eyes 293
under his watchful gaze 136
under its absolute form 228
under its absolute rule 44
under its abstract form 43
under its agreeable rays 50
under its american name 53
under its apparent name 54
under its auspices during 91
under its auspices from 90
under its auspices have 205
under its auspices must 46
under its auspices there 60
under its auspices were 272
under its auspices will 86
under its authority from 161
under its authority have 82
under its authority must 47
under its authority over 87
under its authority were 209
under its branches when 46
under its capacious roof 40
under its chemical name 122
under its concrete form 61
under its despotic sway 82
under its direction during 56
under its direction from 48
under its direction have 43
under its direction other 76
under its direction were 62
under its domestic laws 164
under its egoistic form 45
under its expanded hood 40
under its extended fund 46
under its friendly roof 47
under its historic name 41
under its immediate care 152
under its immediate sway 61
under its japanese name 188
under its medicaid plan 48
under its negative form 70
under its operation there 48
under its ordinary form 59
under its original form 316
under its original name 3026
under its pastoral care 51
under its paternal care 98
under its personal form 73
under its protecting aegis 366
under its protecting care 307
under its protecting roof 58
under its received name 48
under its rightful name 69
under its sanskrit name 63
under its separate heading 74
under its separate heads 53
under its sheltering roof 136
under its simplest form 277
under its specific name 56
under its statutes those 101
under its umbrella many 42
under lip quivered from 122
under low pressure from 130
under low pressure into 194
under low pressure will 80
under new pressure from 115
under oath concerning such 193
under oath concerning their 64
under oil immersion lens 245
under one category only 67
under one condition only 572
under one condition will 67
under one enormous roof 67
under one gigantic roof 55
under one religious faith 67
under one sentence duly 48
under one specific name 309
under one umbrella coming 55
under one umbrella term 263
under our american form 54
under our cheerful talk 41
under our criminal code 106
under our criminal laws 68
under our favorite tree 46
under our immediate care 225
under our mosquito nets 592
under our pastoral care 160
under our personal care 56
under our proposed plan 43
under our watchful eyes 139
under real pressure from 69
under six distinct heads 47
under six separate heads 45
under that chestnut tree 47
under that condition must 49
under that condition will 75
under that contract were 47
under that contract will 58
under that desolating fire 43
under that enchanting form 52
under that friendly roof 126
under that incurious calm 157
under that mistaken meaning 118
under that pressure from 50
under that provision must 40
under that provision when 42
under that specific name 97
under that standard from 41
under that statical form 64
under that terrible fire 99
under that terrible hail 40
under that umbrella term 117
under this abstract name 56
under this apparent calm 46
under this approach have 124
under this approach only 103
under this approach there 56
under this approach were 44
under this approach will 89
under this authority have 41
under this authority must 83
under this authority were 81
under this authority will 58
under this backward view 63
under this category also 88
under this category come 72
under this category during 66
under this category fall 44
under this category from 51
under this category have 381
under this category must 166
under this category only 144
under this category such 41
under this category were 635
under this category when 61
under this category will 269
under this ceaseless beating 209
under this condition even 45
under this condition have 87
under this condition like 43
under this condition must 94
under this condition only 206
under this condition there 265
under this condition were 159
under this condition will 669
under this confusion lies 40
under this constant threat 68
under this contract during 92
under this contract from 68
under this contract have 82
under this contract must 111
under this contract were 267
under this contract will 745
under this doctrine only 67
under this exception must 199
under this exception only 51
under this exception will 46
under this exemption must 56
under this friendly roof 94
under this majestic arch 50
under this modified form 42
under this pressure from 157
under this pressure have 46
under this pressure into 50
under this proposal were 52
under this proposal will 58
under this proposed plan 113
under this protocol other 60
under this provision also 45
under this provision during 135
under this provision even 130
under this provision from 89
under this provision have 314
under this provision life 62
under this provision must 986
under this provision only 888
under this provision there 101
under this provision were 416
under this provision when 129
under this provision will 783
under this quotation must 73
under this sensible form 198
under this separate heading 45
under this specific heading 45
under this specific name 164
under this standard must 104
under this standard will 45
under this terrible blow 99
under this terrible fire 191
under this terrible threat 77
under this terrific fire 50
under this treatment there 51
under this treatment will 63
under this umbrella term 613
under this warranty will 55
under two commands hold 57
under two distinct heads 1340
under two distinct sets 158
under two divisions only 43
under two possible sets 43
under two separate heads 519
under two separate laws 45
under two separate sets 110
undue and unlawful means 53
uneasy and confined from 266
uneasy and restless when 82
unfit for admission into 120
unfit for domestic life 67
unfit for domestic uses 127
unfit for frontier life 55
unfit for garrison duty 45
unfit for military duty 3024
unfit for military life 69
unfit for ordinary life 118
unfit for ordinary work 217
unfit for parochial duty 59
unfit for supporting life 51
unify and revivify india 48
unify and strengthen their 109
unions and business have 45
unions and increased their 48
unions and managers have 81
unions and numerous other 46
unions are excluded from 165
unions are exempted from 80
unions are probably more 102
unions had increased from 72
unions had increased their 85
unions had outlived their 46
unions had withdrawn from 57
unions has declined from 75
unions has increased from 96
unite all religions into 115
unite and complete their 166
unite and continue their 83
unite and organize their 66
unite and overthrow their 142
unite and strengthen their 115
unite with branches from 165
unite with carbonic acid 45
uniting with branches from 71
uniting with carbonic acid 141
units and coronary care 67
units and magnetic tape 46
units and officers were 55
units and subunits were 53
units and supplies from 45
units and therefore have 48
units and therefore more 43
units and therefore will 40
units are absorbed into 58
units are actually sold 56
units are combined into 621
units are commonly used 974
units are distinct from 60
units are excluded from 250
units are exempted from 157
units are financed from 44
units are included here 47
units are inserted into 128
units are isolated from 108
units are normally used 206
units are numbered from 112
units are obtained from 231
units are probably more 91
units are produced during 145
units are produced from 68
units are required when 47
units are selected from 539
units are selected into 70
units are separate from 75
units are slightly more 112
units are somewhat more 79
units are supplied from 46
units are withdrawn from 146
units being withdrawn from 60
units can maintain their 50
units had actually been 112
units had increased from 102
units had recently been 51
units had suffered heavy 91
units had withdrawn from 81
units has decreased from 40
units has increased from 235
units has recently been 110
units per kilogram body 135
units that resulted from 97
units was increased from 80
units was obtained from 119
units was selected from 89
unity and brotherly love 824
unity and christian love 90
unity and communion among 71
unity and disunity among 84
unity and economic well 42
unity and equality among 298
unity and fruitful love 122
unity and goodwill among 90
unity and identity among 126
unity and identity during 54
unity and identity have 64
unity and identity over 49
unity and identity were 61
unity and internal peace 255
unity and perceive their 50
unity and progress were 47
unity and strategy were 40
unity than resulted from 68
unity that includes past 93
unity that prevails among 50
unity that proceeds from 52
unity that resulted from 100
unity was achieved among 60
unity was achieved only 131
unity was achieved when 62
unity was possible only 201
unreal and gigantic size 58
until all accounts have 44
until all accounts were 45
until all advances were 51
until all branches have 73
until all carbonic acid 111
until all children have 814
until all children were 68
until all citizens have 43
until all creatures have 50
until all crystals have 50
until all dilutions have 59
until all elements have 336
until all expenses have 82
until all locations have 52
until all materials have 72
until all messages have 41
until all patients have 129
until all patterns have 41
until all payments have 373
until all payments were 112
until all positions have 71
until all possible means 86
until all problems have 107
until all problems were 46
until all questions have 296
until all questions were 102
until all relevant data 81
until all segments have 63
until all sentient beings 667
until all solutions have 56
until all stitches have 75
until all students have 1137
until all students were 59
until all subjects have 184
until all subjects were 45
until all surfaces have 64
until all symptoms have 980
until all trainees have 49
until all variables have 286
until all vesicles have 49
until both children were 122
until both partners feel 50
until both partners have 148
until both solutions have 93
until death relieved their 70
until death resulted from 78
until god curtains their 45
until her buttocks were 62
until her children came 92
until her children grew 69
until her children have 65
until her children reach 41
until her children were 1098
until her daughter came 134
until her daughter fell 40
until her daughter were 148
until her entrance into 69
until her fingertips were 87
until her garments were 51
until her knuckles bled 54
until her knuckles hurt 88
until her knuckles went 154
until her knuckles were 655
until her services were 88
until his accounts have 81
until his accounts were 150
until his admission into 115
until his allotted time 67
until his auditors were 126
until his buttocks were 53
until his children came 135
until his children have 48
until his children were 363
until his comrades came 48
until his comrades were 67
until his daughter came 78
until his energies were 48
until his entrance into 428
until his entrance upon 64
until his expulsion from 487
until his finances were 151
until his fingertips were 86
until his fortunes were 52
until his induction into 135
until his kneecaps were 47
until his knuckles bled 162
until his knuckles grew 59
until his knuckles hurt 76
until his knuckles went 195
until his knuckles were 971
until his lifeless body 59
until his marginal cost 109
until his marginal rate 46
until his opponent gave 40
until his patience gave 82
until his patience wore 45
until his pursuers were 53
until his questions were 75
until his reception into 41
until his recovery from 75
until his scruples were 42
until his services were 525
until his soldiers were 59
until his subjects were 41
until his supplies were 109
until his ultimate fate 75
until ice crystals form 532
until its admission into 102
until its ambitious heart 103
until its citizens paid 40
until its collapse during 70
until its contents have 306
until its contents were 341
until its distance from 122
until its entrance into 178
until its expulsion from 104
until its finances were 44
until its functions were 188
until its marginal cost 256
until its maturity date 830
until its original form 48
until its outlines were 58
until its services were 126
until its solutions reach 43
until near midnight when 78
until new elections take 43
until new elections took 59
until new elections were 502
until new quarters were 72
until now excluded from 49
until one actually sees 74
until one calendar month 259
