wafers obtained from 94
wafted downward from 928
wafted perfumes from 197
wafted straight from 61
wagons borrowed from 43
wagons containing their 84
wagons directly from 46
wagons directly into 65
wagons increased from 47
wagons lumbered along 201
wagons lumbered into 64
wagons lumbered over 63
wagons returned from 82
wagons stretching away 148
wagons trundled along 45
waited anxiously during 108
waited anxiously from 43
waited anxiously till 773
waited anxiously upon 46
waited anxiously when 51
waited anywhere from 41
waited eighteen days 82
waited eighteen years 580
waited fourteen days 118
waited fourteen years 716
waited nineteen days 40
waited nineteen years 163
waited politely till 71
waited shoulder deep 51
waited silently till 212
waited therefore till 149
waiter departed well 41
waiter refilled their 248
waiter returned bearing 68
waiter returned from 57
waiter scurried away 114
waiter scurried over 147
waiter strolled over 44
waiter wandered away 106
waived immunity from 215
waiver doctrine will 42
waiver permitting such 43
waiver programs have 64
waiver programs were 79
waiver provided such 41
waiver provision will 115
waiver requests from 74
waiver requests must 46
waiver requests were 81
waives immunity from 97
walked abruptly away 518
walked abruptly from 85
walked abruptly into 170
walked alongside their 195
walked alongside till 91
walked anywhere along 105
walked backward along 66
walked backward away 108
walked backward down 509
walked backward from 405
walked backward into 469
walked backward over 76
walked backward when 69
walked barefoot along 579
walked barefoot among 66
walked barefoot back 110
walked barefoot down 926
walked barefoot from 679
walked barefoot into 645
walked barefoot like 52
walked barefoot most 44
walked barefoot onto 46
walked barefoot over 982
walked barefoot upon 168
walked brazenly into 68
walked breezily into 44
walked casually along 573
walked casually among 42
walked casually away 258
walked casually back 808
walked casually down 978
walked casually from 108
walked casually into 740
walked casually over 588
walked casually past 506
walked clumsily into 41
walked contrary unto 1190
walked demurely along 64
walked demurely back 43
walked demurely into 174
walked directly away 209
walked directly back 247
walked directly down 394
walked directly from 433
walked directly home 123
walked directly into 3292
walked directly onto 46
walked directly over 2940
walked directly past 654
walked directly there 47
walked doggedly along 114
walked doggedly back 41
walked downhill along 46
walked downhill from 66
walked downhill into 48
walked downtown from 87
walked eastwards along 132
walked fitfully along 62
walked forwards into 78
walked gloomily along 48
walked gloomily away 101
walked gloomily back 68
walked gloomily down 40
walked headfirst into 111
walked homeward along 926
walked homeward from 556
walked jauntily along 227
walked jauntily away 182
walked jauntily back 60
walked jauntily down 195
walked jauntily into 158
walked jauntily over 41
walked jauntily past 46
walked manfully down 59
walked northward along 163
walked northward from 48
walked outdoors into 83
walked overland from 433
walked promptly into 60
walked sedately along 288
walked sedately away 69
walked sedately back 337
walked sedately down 759
walked sedately from 87
walked sedately home 51
walked sedately into 254
walked sedately over 76
walked sedately past 52
walked separate ways 64
walked serenely down 88
walked serenely into 55
walked serenely over 92
walked sideways along 101
walked sideways down 229
walked sideways like 231
walked silently ahead 98
walked silently along 2860
walked silently among 121
walked silently away 1050
walked silently back 2630
walked silently down 2906
walked silently forth 133
walked silently from 330
walked silently home 640
walked silently into 1034
walked silently next 67
walked silently over 401
walked silently past 990
walked silently side 290
walked sleepily into 132
walked slightly ahead 629
walked slightly bent 320
walked solemnly along 298
walked solemnly away 261
walked solemnly back 465
walked solemnly down 601
walked solemnly from 68
walked solemnly into 227
walked solemnly over 84
walked solemnly past 98
walked somberly into 50
walked somewhat more 161
walked southward along 252
walked southward from 44
walked speedily away 113
walked squarely into 176
walked stealthily along 103
walked stealthily back 42
walked stealthily down 106
walked stealthily into 100
walked stealthily over 40
walked stolidly along 51
walked stolidly into 194
walked straight ahead 3536
walked straight along 948
walked straight away 804
walked straight back 1373
walked straight down 5015
walked straight from 1037
walked straight here 40
walked straight home 747
walked straight into 19871
walked straight north 55
walked straight onto 135
walked straight over 6290
walked straight past 10552
walked straight there 342
walked straight upon 68
walked suddenly away 167
