wag wittily denominated 87
war against adversaries 51
war against affirmative 63
war against afghanistan 2582
war against ambassadors 44
war against ambivalence 54
war against aristocracy 80
war against aristocrats 50
war against assimilation 117
war against bootleggers 42
war against brandenburg 58
war against capitalists 123
war against centralized 48
war against charlemagne 74
war against christendom 243
war against christianity 1210
war against civilization 456
war against clericalism 66
war against competitors 52
war against complacency 47
war against confederate 46
war against constantine 483
war against constituted 86
war against conventional 83
war against corporations 65
war against defenseless 80
war against delinquency 75
war against democracies 40
war against destructive 49
war against drunkenness 223
war against established 185
war against exploitation 139
war against governments 84
war against homosexuals 141
war against imperialists 45
war against independent 103
war against individuals 209
war against indulgences 47
war against intolerance 101
war against jehoshaphat 208
war against lawlessness 44
war against malnutrition 91
war against metaphysics 78
war against nationalists 59
war against numerically 87
war against omnipotence 58
war against opportunism 107
war against palestinians 61
war against pornography 459
war against professional 41
war against progressive 54
war against prostitutes 67
war against prostitution 229
war against protestants 157
war against republicans 62
war against secessionist 97
war against selfishness 120
war against sennacherib 74
war against separatists 49
war against subsistence 83
war against subversives 97
war against superstition 438
war against switzerland 124
war against totalitarian 240
war against unbelievers 2673
war against vijayanagar 329
war appeared unavoidable 129
war becomes unavoidable 135
war between adversaries 56
war between afghanistan 148
war between aristocracy 55
war between belligerent 101
war between capitalists 282
war between charlemagne 141
war between christendom 104
war between christianity 375
war between civilization 250
war between communities 225
war between competitors 40
war between connecticut 87
war between constantine 357
war between continental 60
war between conventional 41
war between democracies 774
war between departments 42
war between established 94
war between federalists 41
war between governments 302
war between imperialists 68
war between independent 1146
war between individuals 736
war between monarchists 43
war between nationalists 385
war between palestinians 97
war between pennsylvania 76
war between progressive 47
war between protestants 489
war between republicans 208
war between superpowers 393
war between switzerland 50
war betwixt robespierre 83
war british agriculture 63
war british governments 868
war brought fundamental 53
war brought significant 119
war capital expenditure 41
war colonial development 146
war decided unanimously 50
war european governments 121
war figured prominently 88
war figures prominently 51
war foreign investments 295
war imperial conferences 410
war liberal democracies 47
war liberal governments 69
war material accumulated 57
war material surrendered 45
war memorial commemorating 102
war regional development 96
war together effectively 41
war totally unconnected 45
war vessels constructed 45
was aborted prematurely 71
was abraham circumcised 315
was accepting applications 268
was achieving significant 69
was achieving spectacular 62
was acutely embarrassed 4074
was acutely experienced 53
was acutely intelligent 54
was acutely intoxicated 62
was acutely susceptible 99
was admiral mountbatten 53
was adopted arbitrarily 71
was adopted commercially 47
was adopted exclusively 130
was adopted extensively 198
was adopted incorporating 53
was adopted nevertheless 79
was adopted permanently 120
was adopted practically 247
was adopted principally 193
was adopted reluctantly 95
was adopted represented 57
was adopted temporarily 73
was adopted tentatively 48
was adopted unanimously 14556
was adopted understanding 219
was adopted universally 343
was adopted unofficially 45
was adopted voluntarily 324
was advancing blasphemies 47
was advancing victoriously 336
was against affirmative 54
was against christianity 473
was against compensation 42
was against conciliatory 41
was against conscription 133
was against development 62
was against drunkenness 97
was against emancipation 40
was against established 110
was against exploitation 207
was against individuals 69
was against intervention 331
was against involvement 52
was against participating 53
was against philadelphia 54
was against professional 61
was against prostitution 44
was against ratification 122
was against selfishness 47
was against superstition 63
was against unnecessary 51
was alarmed nevertheless 50
was aligned politically 49
was allowed comparative 64
was allowed compensation 334
was allowed occasionally 347
was allowed opportunity 89
was allowed practically 142
was allowed temporarily 132
was altered drastically 414
was altered extensively 105
was altered irrevocably 128
was altered permanently 88
was amateur photography 54
was amazingly accelerated 45
was amazingly comfortable 107
was amazingly intelligent 83
was amazingly resourceful 66
was amended drastically 65
was amended extensively 188
was amusingly exemplified 69
was amusingly illustrated 613
was applied alternately 147
was applied arbitrarily 85
was applied bilaterally 67
was applied christianity 61
was applied commercially 80
was applied continually 46
was applied differently 369
was applied effectively 177
was applied empirically 43
was applied exclusively 1096
was applied extensively 571
was applied generically 67
was applied haphazardly 45
was applied incorrectly 224
was applied industrially 145
was applied intensively 43
was applied iteratively 47
was applied occasionally 113
was applied periodically 89
was applied practically 232
was applied principally 297
was applied selectively 381
was applied sequentially 102
was applied universally 284
was aroused principally 53
was arranged comfortably 74
was arranged differently 480
was arranged exclusively 57
was arranged principally 59
was arranged thematically 47
was assisting confederate 61
was assumed arbitrarily 117
was assumed incorrectly 125
was assumed independent 209
was assumed proportional 367
was assumed responsible 42
was assumed temporarily 82
was assumed voluntarily 69
was attacking christianity 60
was attending conferences 102
was attending northwestern 147
was attending westminster 111
was averted temporarily 68
was awaited confidently 45
was awaited impatiently 155
was awarded certificate 114
was awarded citizenship 181
was awarded compensation 1491
was awarded distinguished 49
was awarded exclusively 49
was awarded fellowships 164
was awarded maintenance 88
was awarded posthumously 2585
was awarded scholarship 84
was awarded significant 61
was awfully discouraged 42
was awfully embarrassed 399
was awfully magnificent 46
was balancing precariously 177
was barnaby fitzpatrick 52
was because agriculture 103
was because chamberlain 51
was because christianity 366
was because christopher 64
was because confucianism 42
was because governments 97
was because individuals 145
was because irreparable 65
was because montesquieu 49
was because practically 59
was because prescription 40
was because republicans 41
was beckoning frantically 62
was beginning auspiciously 50
was beginning construction 159
was beginning nevertheless 41
was beginning preparations 167
was beginning reluctantly 53
was behavior modification 95
was besides fortunately 104
was between adversaries 80
was between assignments 190
was between brownsville 53
was between christianity 175
was between civilization 61
was between communities 45
was between contractions 44
was between girlfriends 111
was between governments 120
was between independent 44
was between individuals 524
was between performance 91
was between philadelphia 61
was between professional 71
