wan face brightened 165
war aims discussions 50
war aims formulated 207
war aims memorandum 128
war aims proclaimed 64
war also devastated 49
war also emphasized 80
war also encouraged 256
war also heightened 137
war also influenced 165
war also interfered 46
war also introduced 167
war also reinforced 120
war also solidified 40
war also stimulated 576
war also strengthened 360
war also undermined 107
war among capitalist 494
war among democratic 66
war among imperialist 49
war among politicians 130
war among vietnamese 98
war among yourselves 103
war been considered 45
war been prosecuted 62
war been protracted 117
war been recognized 48
war been successful 58
war been undertaken 46
war best calculated 43
war brings destruction 85
war brings prosperity 59
war came pestilence 83
war debt agreements 152
war debt contracted 151
war debt moratorium 142
war debt negotiations 223
war debt obligations 531
war debt repayments 143
war debt settlement 778
war ever justifiable 96
war ever maintained 60
war ever undertaken 176
war food consumption 48
war from charleston 42
war from degenerating 127
war from experience 137
war from traditional 73
war full employment 950
war game simulations 204
war gave tremendous 45
war great quantities 62
war have acquiesced 66
war have apparently 53
war have approached 41
war have completely 80
war have devastated 81
war have diminished 172
war have disappeared 287
war have emphasized 133
war have encouraged 79
war have fluctuated 41
war have frequently 148
war have inevitably 59
war have influenced 88
war have introduced 82
war have maintained 50
war have penetrated 41
war have profoundly 46
war have recognized 48
war have reinforced 49
war have restricted 47
war have stimulated 91
war have strengthened 73
war have terminated 56
war have undermined 46
war have understood 53
war having determined 43
war having intervened 53
war having originated 45
war having terminated 265
war hero eisenhower 144
war into brigandage 89
war into implements 127
war into plowshares 41
war just terminated 226
war land settlement 181
war leads immediately 43
war leads inevitably 52
war less attractive 102
war less frequently 64
war loan securities 58
war loss recoveries 768
war made enormously 51
war made essentially 41
war made imperative 76
war made impossible 109
war made inevitable 134
war making capability 113
war many industries 88
war many southerners 43
war means destruction 125
war meant destruction 51
war more acceptable 201
war more accurately 68
war more attractive 88
war more calculated 558
war more completely 109
war more disastrous 119
war more forcefully 78
war more formidable 160
war more frequently 183
war more immediately 48
war more inevitable 64
war more inevitably 69
war more powerfully 42
war more profitable 60
war more profoundly 72
war more vigorously 1372
war most frequently 61
war most implacable 52
war most vigorously 94
war must eventually 216
war must immediately 41
war must inevitably 1046
war must ultimately 324
war must understand 55
war once proclaimed 64
war only aggravated 69
war only emphasized 49
war only heightened 151
war only indirectly 61
war only reinforced 111
war only strengthened 234
war over boundaries 110
war over principles 53
war over territorial 166
war peace conference 1034
war peace negotiations 189
war peace settlement 826
war raging everywhere 54
war risk insurances 117
war seem attractive 41
war seem inevitable 273
war some industries 58
war soon disappeared 62
war soon intervened 51
war soon terminated 40
war such discussions 41
war such sentiments 42
war take precedence 187
war their activities 41
war their government 77
war their particular 77
war these activities 58
war these facilities 41
war these industries 70
war these principles 48
war time activities 524
war time atrocities 98
war time destruction 133
war time experience 1264
war time government 300
war time industries 204
war time legislation 211
war time prohibition 143
war time propaganda 125
war time prosperity 243
war time regulations 212
war took precedence 957
war union membership 49
war upon artaxerxes 83
war upon capitalism 71
war upon catholicism 45
war upon excellence 52
war upon foreigners 41
war upon government 99
war upon illiteracy 41
war upon individual 54
war upon literature 82
war upon monopolies 40
war upon partridges 71
war upon petitioners 52
war upon populations 49
war upon principles 195
war upon unsuspecting 48
war vast quantities 57
war very disastrous 44
war very frequently 193
war well considered 46
war were absolutely 132
war were acceptable 40
war were accustomed 91
war were aggravated 311
war were apparently 193
war were applicable 60
war were appreciated 48
war were astonished 62
war were attributed 156
war were calculated 97
war were celebrated 200
war were circulated 89
war were classified 77
war were comparable 61
war were completely 360
war were compounded 150
war were confronted 72
war were considered 1167
war were consistent 88
war were constantly 575
war were constructing 99
war were controlled 59
war were definitely 108
war were designated 52
war were determined 338
war were diminished 41
war were disastrous 330
war were discharged 115
war were discovered 284
war were dismantled 80
war were dispatched 137
war were dissipated 96
war were distinctly 107
war were eliminated 190
war were embittered 90
war were emphasized 72
war were encouraged 139
war were enormously 47
war were enumerated 53
war were essentially 224
war were eventually 179
war were everywhere 806
war were extinguished 90
war were formidable 86
war were formulated 121
war were frequently 597
war were frustrated 96
war were guaranteed 49
war were heightened 72
war were identified 100
war were immediately 509
war were impossible 92
war were impressive 48
war were imprisoned 126
war were inadequate 142
war were indecisive 43
war were inevitable 707
war were inevitably 123
war were infinitely 62
war were influenced 170
war were insensibly 45
war were instituted 60
war were instructed 73
war were interested 142
war were intimately 49
war were introduced 277
war were invaluable 54
war were irrelevant 54
war were justifiable 62
war were liquidated 58
war were maintained 237
war were manifested 51
war were multiplied 54
war were negligible 82
war were notoriously 53
war were originally 87
war were overwhelming 109
war were paralleled 42
war were preferable 116
war were proclaimed 139
war were profoundly 109
war were prohibited 118
war were prosecuted 182
war were protracted 709
war were recognized 220
war were registered 50
war were reinforced 93
war were relatively 348
war were remarkable 117
war were remarkably 85
war were remembered 90
war were repatriated 306
war were restricted 115
war were sacrificed 481
war were strengthened 58
war were substantial 67
war were successful 226
war were sufficient 258
war were superseded 42
war were sympathetic 43
war were synonymous 105
war were terminated 46
war were translated 54
war were tremendous 71
war were ultimately 155
war were undermined 47
war were understood 85
war were undertaken 256
war were unexampled 53
war were vigorously 128
war were volunteers 60
war when confronted 82
war when government 176
war will accelerate 67
war will accomplish 116
war will annihilate 41
war will constitute 73
war will contribute 126
war will definitely 129
war will degenerate 65
war will eventually 510
war will facilitate 44
war will frequently 83
war will illustrate 58
war will immediately 306
war will inevitably 1025
war will presumably 77
war will recommence 103
war will ultimately 326
war will understand 85
war work activities 258
war work undertaken 81
war years approached 158
war years constitute 90
war years disappeared 103
war years emphasized 43
war years encouraged 372
war years evaporated 41
war years frequently 40
war years government 121
war years immediately 133
war years inevitably 139
war years influenced 52
war years intervened 126
war years introduced 45
war years progressed 360
war years reinforced 132
war years stimulated 291
war years strengthened 159
war years undermined 44
war zone commanders 214
war zone declaration 129
war zone proclaimed 57
was able absolutely 81
was able abundantly 42
was able accurately 357
was able adequately 266
was able apparently 100
was able brilliantly 83
was able cheerfully 135
was able completely 928
was able consciously 151
was able constantly 250
was able convincingly 94
was able decisively 73
was able definitely 256
was able distinctly 183
was able essentially 46
was able eventually 1764
was able financially 133
was able frequently 223
was able habitually 159
was able immediately 1161
was able indirectly 131
was able nonetheless 201
was able personally 610
was able physically 115
was able positively 155
was able powerfully 51
was able profitably 50
was able relatively 57
was able skillfully 58
was able ultimately 406
was able unmolested 45
was ably considered 55
was ably criticized 62
was ably introduced 42
was ably maintained 300
was ably reinforced 62
was ably summarized 245
was ably supervised 63
was ably translated 122
was ably undertaken 71
was ably vindicated 395
was aching abominably 109
was acid hydrolyzed 128
was acting abnormally 85
was acting absolutely 49
was acting chancellor 76
was acting childishly 90
was acting commandant 582
was acting commissary 138
was acting completely 334
was acting consciously 104
was acting criminally 48
was acting dangerously 53
was acting decisively 122
was acting diligently 49
was acting disloyally 99
was acting emotionally 40
was acting essentially 89
was acting generously 87
was acting immediately 44
was acting impartially 59
was acting improperly 488
was acting informally 43
was acting innocently 62
was acting judiciously 63
was acting lieutenant 407
was acting magistrate 48
was acting maliciously 155
was acting nonchalant 54
was acting positively 62
was acting postmaster 241
was acting powerfully 89
was acting recklessly 125
was acting regimental 71
was acting ridiculous 80
was acting righteously 51
was acting supervisor 61
was acting unethically 84
was acting unlawfully 404
was acting vigorously 155
was adding apartments 77
was along educational 48
was along ideological 40
was along traditional 176
was also abbreviated 210
was also abnormally 707
was also absolutely 1774
was also abstracted 301
was also abundantly 861
