wagons transporting goods 46
waited breathlessly until 209
waited breathlessly while 220
waited courteously until 181
waited discreetly until 59
waited downstairs until 116
waited downstairs while 211
waited helplessly until 43
waited helplessly while 91
waited obediently until 55
waited restlessly until 57
waited restlessly while 40
waited tranquilly until 40
waiter approached again 48
walked agitatedly about 80
walked carelessly about 56
walked completely round 237
walked downstairs after 69
walked downstairs again 137
walked downstairs alone 46
walked downstairs where 73
walked everywhere peeping 81
walked feverishly about 111
walked immediately after 123
walked listlessly about 137
walked listlessly round 56
walked mournfully about 235
walked mournfully round 41
walked restlessly about 2324
walked restlessly round 227
walked reverently round 247
walked watchfully after 46
walled conference rooms 170
walled daintiness where 41
walled enclosures built 99
walled enclosures where 156
walled enclosures which 372
walled enclosures within 104
walled erlenmeyer flask 93
walled rectangular cells 139
walled structures under 108
walled structures which 286
wallet immediately after 66
walnut conference table 686
walnut grandfather clock 154
wander harmlessly about 314
wander helplessly about 106
wander hopelessly about 43
wander listlessly about 299
wander restlessly about 1053
wander restlessly round 102
wanted aggressive action 46
wanted assurances about 109
wanted employment could 42
wanted government action 122
wanted immediately after 82
wanted information about 10680
wanted information which 176
wanted legislation which 94
wanted reassurance about 161
wanted scientific proof 49
wanted sufficient light 73
wanted suggestions about 51
wanton destruction could 47
wanton destruction which 535
wanton destruction would 78
wanton devastation which 61
wanton imagination could 55
wanton inhumanity which 132
wanton misconduct which 50
warmed humidified gases 50
warmed individual bowls 309
warmed individual serving 258
warmer atmosphere holds 49
warmer atmosphere which 41
warmer atmosphere would 56
warmer immediately after 211
warmer superficial water 42
warmly enthusiastic about 160
warmly interested about 54
warned beforehand about 223
warned explicitly about 56
warrior completely armed 75
washed immediately after 1845
wasted government funds 58
wasted government money 47
wastes productive power 123
watching basketball games 371
watching educational videos 69
watching helplessly while 419
watching propaganda films 43
watering immediately after 247
waters eventually reaching 45
waters immediately above 250
waters immediately after 182
waters immediately below 352
waters immediately under 72
waters relatively close 205
watery albuminous fluid 56
watery boundaries which 45
watery evacuations daily 137
weakening influences which 41
weakening traditional social 57
weapons capability could 148
weapons capability might 106
weapons capability which 45
weapons capability within 105
weapons capability would 505
weapons immediately after 80
weapons inspections would 51
weapons inspectors after 42
weapons inspectors could 85
weapons inspectors found 75
weapons inspectors would 146
weapons prohibited under 44
weapons stockpiles would 46
weapons technology could 103
weapons technology makes 57
weapons technology might 40
weapons technology since 132
weapons technology which 165
weapons technology would 249
wearied attendants sprang 95
weavers complained about 42
weekly assemblies where 41
weekly assignment sheet 150
weekly basketball games 49
weekly bestseller lists 40
weekly circulation above 57
weekly conference calls 956
weekly conference which 52
weekly democratic paper 110
weekly department meeting 88
weekly discussions about 90
weekly disposable earnings 548
weekly housekeeping money 72
weekly information about 100
weekly information sheet 107
weekly laboratory tests 42
weekly management meeting 591
weekly newsletter about 101
weekly newsletter which 158
weekly newspapers began 70
weekly newspapers carry 56
weekly newspapers could 41
weekly newspapers owned 44
weekly newspapers serving 75
weekly newspapers under 52
weekly newspapers which 466
weekly newspapers whose 74
weekly newspapers would 75
weekly outpatient basis 42
weekly outpatient group 72
weekly percentage change 94
weekly periodicals which 111
weekly propaganda sheet 42
weekly publication known 73
weekly publication listing 117
weekly publication price 43
weekly publication under 79
weekly publication until 53
weekly publication which 586
weekly recompense which 68
weekly republican paper 89
weekly statements showing 50
weekly supervision group 54
weekly supportive group 447
weekly temperance meeting 46
weekly temperance paper 101
weekly vocabulary tests 52
weighing accurately about 64
weighing information about 63
weight acceptance phase 44
weight accurately noted 59
weight aggregates which 50
weight calibration curve 314
weight components which 168
weight determined after 108
weight determined under 84
weight difference after 65
weight difference would 45
weight equivalent basis 118
weight immediately after 1597
weight information about 115
weight management easier 46
weight management goals 451
weight management group 71
weight measurement equal 98
weight ordinarily given 223
weight overweight obese 263
weight percentage basis 227
weight preoccupied women 115
weight refractive index 129
weight relatively easily 49
weight represents about 68
weight represents water 69
weight restriction would 66
weight substances which 373
weight thermometer method 74
weight thermometer which 53
weight transforming growth 74
weight watercolor paper 56
welded structural steel 428
welded structures where 54
welded structures which 155
whales immediately beneath 43
whales staggeringly running 67
wheels immediately after 43
whence assistance could 63
whence assistance might 45
whence emoluments might 99
whence immigrants might 529
whence information could 90
whence philosophy draws 52
whence sacerdotal unity 321
whence successive waves 119
whence sufficient light 52
whereas absolutism thinks 46
whereas adolescent girls 56
whereas adolescent males 50
whereas collective action 46
whereas elaborated codes 115
whereas experience shows 443
whereas experiment gives 111
whereas experiment shows 197
whereas expressions which 62
whereas horizontal lines 89
whereas immediately after 349
whereas information about 453
whereas introverts would 43
whereas investment banks 62
whereas investment goods 40
whereas observation shows 208
whereas particular towns 46
whereas peripheral blood 89
whereas peripheral nerve 94
whereas peripheral vision 52
whereas prevalence rates 47
whereas relatively large 160
whereas relatively minor 56
whereas relatively small 144
whereas restricted codes 91
whereas scientific knowing 94
whereas shakespeare makes 40
whereas statements about 147
whereas structural change 40
whereas substances which 101
whereas sympathetic nerve 41
whereas transforming growth 76
whereas transitive verbs 46
whereas ultraviolet light 147
whereas vegetative cells 59
whether aboriginal people 163
whether acceptance would 69
whether activities which 81
whether adolescent girls 61
whether applicable state 116
whether applicants could 43
whether applicants would 66
whether appropriate action 68
whether appropriate steps 80
whether arbitration under 54
whether arbitration would 58
whether assistance could 115
whether assistance would 94
whether associations exist 76
whether assumptions about 149
whether australians would 42
whether bartholomew wrote 82
whether borderline cases 46
whether businesses would 42
whether candidates could 44
whether candidates would 77
whether capitalism could 255
whether capitalism would 113
whether catholicism could 40
whether charleston stand 51
whether cigarettes cause 53
whether collective action 436
whether competition could 63
whether competition might 68
whether competition would 173
whether complaints about 105
whether conclusions about 100
whether conclusions based 141
whether conclusions drawn 215
whether consciously aware 60
whether considered alone 82
whether considered under 181
whether constraint rules 47
whether consumption goods 67
whether cooperation would 75
whether corrective action 852
whether defendants acted 184
whether defendants could 148
whether defendants would 58
whether deterrence works 111
whether deterrence would 43
whether devaluation would 65
whether disclosure could 43
whether disclosure might 46
whether disclosure would 507
whether discussions about 59
whether educational goals 63
whether educational level 92
whether efficiency gains 92
whether efficiency would 57
whether eisenhower could 57
whether eisenhower would 203
whether electrical power 84
whether employment growth 58
whether employment tests 44
whether employment would 56
whether episcopacy ought 129
whether experience could 43
whether experience would 93
whether fingerprints taken 51
whether fitzgerald would 41
whether foreigners could 86
whether foreigners would 102
whether forfeiture under 57
whether government action 547
whether government agree 113
whether government bonds 122
whether government could 542
whether government funding 188
whether government funds 134
whether government might 42
whether government money 44
whether government ought 225
whether government owned 58
whether government really 43
whether government shall 169
whether government still 49
whether government under 42
whether government would 4797
whether greenhouse gases 166
whether historical change 44
whether historical facts 59
whether historical study 41
whether immediately after 386
whether indigenous people 129
whether individual action 48
whether individual cases 133
whether individual cells 191
whether individual firms 130
whether individual group 64
whether individual human 123
whether individual items 204
whether individual learning 46
whether individual needs 56
whether individual parts 51
whether individual people 79
whether individual souls 50
whether individual state 166
whether individual units 99
whether individual users 58
whether individual women 116
whether individual words 60
whether individual works 56
whether inferences about 91
whether inferences based 89
whether inferences drawn 52
whether information about 1307
whether information comes 59
whether information costs 66
whether information could 132
whether information flows 166
whether information given 106
whether information which 92
whether information would 89
whether injustices exist 485
whether instituted under 54
whether integration could 40
whether integration would 84
whether interaction terms 42
whether investment banks 129
whether investment would 55
whether irresolute which 49
whether khrushchev would 125
whether laboratory tests 146
whether legislation could 144
whether legislation might 70
whether legislation which 889
whether legislation would 155
whether liberalism could 50
whether literature could 65
whether literature would 59
whether maintained under 89
whether management acted 45
whether management could 157
whether management knows 42
whether management really 66
whether management takes 55
whether management wants 83
whether management would 162
whether mathematics could 77
whether measurement error 79
whether mechanical power 87
whether mechanisms exist 66
whether membership would 79
whether nationalism could 44
whether negotiations could 153
whether negotiations would 113
whether obligations under 57
whether originally below 65
whether palmerston would 62
whether particular action 130
whether particular books 148
whether particular cases 310
whether particular costs 52
whether particular drugs 64
whether particular facts 355
whether particular films 41
whether particular firms 43
whether particular foods 56
whether particular forms 394
whether particular genes 75
whether particular goods 148
whether particular items 631
whether particular kinds 408
whether particular lands 78
whether particular legal 75
whether particular lines 67
whether particular local 42
whether particular modes 40
whether particular moral 47
whether particular parts 114
whether particular people 154
whether particular plans 53
whether particular rates 95
whether particular rules 166
whether particular sales 52
whether particular social 159
whether particular sorts 48
whether particular state 286
whether particular steps 40
whether particular tasks 44
whether particular terms 80
whether particular tests 48
whether particular texts 53
whether particular types 829
whether particular women 47
whether particular words 296
whether particular works 121
whether perceptual learning 55
whether peripheral blood 114
whether personally known 146
whether petitioners could 69
whether petitioners might 63
whether philosophy could 126
whether philosophy ought 41
whether philosophy would 48
whether plaintiffs claim 179
whether plaintiffs could 181
whether plaintiffs would 98
whether predictions about 51
whether predictions based 110
whether prejudicial error 63
whether preventive action 144
whether procedural rules 54
whether procedures exist 51
whether prohibition would 75
whether projective tests 53
whether promissory notes 131
whether prophecies shall 117
whether prosecution shall 40
whether prosecution would 128
whether protective clothing 50
whether prototypes exist 91
whether providence would 97
whether psychology could 76
whether publication would 116
whether punctuation marks 54
whether punishment really 43
whether punishment would 71
whether radioactive iodine 42
whether recognition would 84
whether registered under 425
whether registered within 44
whether regulators would 50
whether regulatory action 103
whether relatively large 47
whether relatively minor 47
whether relatively small 111
whether religiously based 65
whether resistance could 51
whether resistance would 92
whether respondent acted 69
whether respondent could 67
whether respondent would 58
whether reversible error 54
whether scientific method 130
whether scientists could 85
whether scientists would 59
whether shakespeare could 177
whether shakespeare might 83
whether shakespeare really 117
whether shakespeare would 331
whether shakespeare wrote 517
whether statements about 425
whether statements which 52
whether structural change 194
whether subsequent cross 105
whether substances which 66
whether substantial doubt 127
whether sufficient action 335
whether sufficient cause 278
whether sufficient facts 124
whether sufficient funding 55
whether sufficient funds 499
whether sufficient labor 85
whether sufficient money 111
whether sufficient power 62
whether sufficient proof 75
whether sufficient reason 105
whether sufficient space 141
whether sufficient steps 52
whether sufficient water 135
whether suppressor cells 50
whether technology could 96
whether technology forcing 45
whether technology would 86
whether termination would 53
whether therapeutic cloning 53
whether traditional forms 113
whether transaction costs 174
whether ultraviolet light 46
whether unemployed people 56
whether unilateral action 72
whether universals exist 204
whether volunteers would 57
whether zarathustra still 53
whilst experience shows 42
