wan countenance and 94
war accelerated and 112
war accelerated this 232
war accentuated this 101
war accumulated for 43
war achievement was 61
war adjustments and 129
war afghanistan and 45
war agriculture and 198
war agriculture had 128
war agriculture was 154
war animosities and 48
war arrangements and 170
war arrangements for 444
war arrangements had 99
war arrangements with 59
war automobiles and 43
war chamberlain had 47
war civilization had 98
war commitments and 129
war commodities and 89
war communiques and 182
war compensation and 193
war compensation for 131
war compensation was 46
war conferences and 318
war conferences was 51
war conferences with 42
war conscription was 171
war constituted one 69
war constitutes one 83
war constitution and 311
war constitution was 177
war construction and 390
war construction has 49
war construction was 178
war containment and 41
war contingencies and 54
war continually going 74
war continually with 114
war contractors and 979
war contractors for 153
war contractors had 48
war contractors who 167
war contribution and 281
war contribution for 130
war contribution had 101
war contribution that 89
war contribution was 605
war controversy was 43
war courageously and 42
war declarations and 204
war demonstrate that 234
war departments and 351
war departments are 53
war development and 1426
war development are 177
war development for 99
war development had 165
war development has 1018
war development that 328
war development was 1228
war development with 111
war differently than 134
war dislocations and 72
war effectively and 175
war effectively for 46
war effectively put 47
war efficiently and 100
war emergencies and 414
war enterprises and 127
war environment and 382
war environment has 107
war environment that 279
war environment was 159
war environment with 48
war established for 49
war established his 51
war established our 90
war established that 121
war exclusively for 216
war exclusively with 53
war expectations and 60
war expenditure and 2138
war expenditure are 127
war expenditure being 43
war expenditure for 744
war expenditure had 895
war expenditure has 537
war expenditure may 206
war expenditure out 118
war expenditure that 364
war expenditure was 2232
war expenditure with 104
war experiences and 6884
war experiences are 1253
war experiences but 342
war experiences can 151
war experiences did 137
war experiences for 483
war experiences had 1531
war experiences has 132
war experiences led 177
war experiences may 200
war experiences than 132
war experiences that 3100
war experiences they 72
war experiences was 495
war experiences with 1294
war experiments with 182
war exploitation and 96
war federalists and 55
war governments and 430
war governments are 51
war governments did 104
war governments for 47
war governments had 700
war governments was 147
war hostilities and 94
war illustrated that 108
war illustrated this 79
war illustrates how 91
war illustrates that 50
war illustrates this 187
war incessantly with 46
war indemnities and 1333
war indemnities for 52
war indemnities had 46
war indemnities that 99
war individuals and 68
war individuals are 53
war institutions and 282
war instruments and 174
war intensified and 815
war intensified his 90
war intensified this 172
war intensified with 83
war intensifies and 42
war interrupted all 192
war interrupted and 106
war interrupted any 73
war interrupted her 114
war interrupted his 1068
war interrupted its 240
war interrupted our 77
war interrupted that 163
war interrupted them 74
war interrupted this 573
war intersected with 40
war involvement and 380
war involvement for 121
war involvement was 114
war involvement with 136
war isolationism and 126
war manufacture and 264
war manufacturing and 170
war manufacturing was 41
war millionaires and 44
war mobilization and 1841
war mobilization for 85
war mobilization had 274
war mobilization that 281
war mobilization was 569
war mobilization with 54
war necessarily had 40
war necessities and 252
war nevertheless had 71
war objectively and 73
war opportunity for 63
war organization and 784
war organization for 328
war organization had 149
war organization has 116
war organization that 207
war organization was 562
war organization with 128
war overshadows all 53
war overwhelmed him 57
war overwhelmed them 55
war partnership with 169
war performance and 53
war performance was 136
war perpetually with 40
war perspective and 114
war photographs and 347
war photographs are 119
war photographs that 158
war photography and 216
war photography was 145
war politically and 178
war practically all 559
war prematurely and 45
war preoccupation with 512
war preparations all 94
war preparations and 8102
war preparations are 1400
war preparations being 308
war preparations but 61
war preparations can 184
war preparations did 66
war preparations for 830
war preparations going 87
war preparations had 919
war preparations has 169
war preparations may 128
war preparations now 49
war preparations than 67
war preparations that 1509
war preparations was 647
war preparations with 267
war presupposes that 345
war proclamation and 107
war proclamation was 89
war procurement and 901
war professional and 43
war provocations and 71
war readjustment and 175
war recommenced and 60
war recommenced with 381
war recommended that 201
war relationship with 812
war reluctantly and 176
war represented for 131
war represented not 74
war republicans and 47
war republicans had 117
war requirement for 60
war requirement that 43
war responsible for 799
war restrictions and 570
war restrictions are 164
war restrictions had 112
war settlements and 280
war strategists and 123
war switzerland was 103
war temporarily put 53
war transformed him 78
war transformed its 68
war transformed this 64
war unavoidable and 49
war uncertainty and 43
war unconnected with 44
war undoubtedly had 131
war undoubtedly was 151
war unnecessary and 550
war victoriously and 56
war victoriously with 74
war voluntarily and 71
war volunteered for 101
was abandonment and 65
was abolitionist and 69
was absenteeism and 41
was accelerated and 4367
was accelerated both 132
was accelerated but 151
was accelerated due 233
was accelerated for 338
was accelerated not 128
was accelerated using 54
was accelerated was 45
was accelerated with 1841
was accentuated and 1342
was accentuated both 99
was accentuated due 55
was accentuated for 274
was accentuated not 113
was accentuated that 148
was accentuated with 1002
was accommodating and 646
was accommodating but 63
was accommodating her 57
was accommodating him 58
was accommodating his 109
was accommodating them 74
was accommodating with 48
was accompanied all 255
was accompanied and 6299
was accompanied are 47
was accompanied both 395
was accompanied cum 92
was accompanied each 126
was accompanied for 1315
was accompanied not 2589
was accompanied now 199
was accompanied out 442
was accompanied that 433
was accompanied then 113
was accompanied this 469
was accompanied thus 44
was accompanied too 99
was accompanied was 281
was accompanied with 64966
was accompanist and 62
was accompanist for 262
was accomplishing all 175
was accomplishing and 189
was accomplishing but 71
was accomplishing far 53
was accomplishing for 318
was accomplishing her 274
was accomplishing his 912
was accomplishing its 824
was accomplishing one 85
was accomplishing that 465
was accomplishing things 112
was accomplishing this 524
was accomplishing two 101
was accomplishing was 213
was accomplishing with 227
was accountable and 331
was accountable both 65
was accountable for 9330
was accountable not 171
was accountable was 86
was accountable with 48
was accumulated and 2601
was accumulated but 44
was accumulated for 1289
was accumulated not 93
was accumulated out 174
was accumulated than 69
was accumulated that 603
was accumulated using 54
was accumulated was 134
was accumulated with 324
was achievement and 47
was acknowledge his 42
was acknowledge that 238
was acknowledging and 137
was acknowledging both 44
was acknowledging her 333
was acknowledging him 63
was acknowledging his 669
was acknowledging how 57
was acknowledging its 116
was acknowledging that 5635
was acknowledging this 136
was acknowledging with 50
was acquiescent and 179
was acquisitive and 204
was additionally and 73
was adjudicated and 288
was adjudicated for 111
was adjudicated not 50
was adjudicated that 307
was adjudicator for 48
was administering all 57
was administering and 152
was administering cpr 73
was administering for 66
was administering her 169
was administering his 400
was administering its 128
was administering one 47
was administering that 44
was administering them 82
was administering this 212
was administering was 60
was administering with 62
was adulterated and 531
was adulterated was 55
was adulterated with 1953
was advantageous and 804
was advantageous both 244
was advantageous but 100
was advantageous for 14519
was advantageous not 255
was advantageous that 711
was advantageous was 46
was advantageous with 50
was adventitious and 149
was adventurous and 1809
was adventurous but 52
was adventurous for 59
was aesthetically and 275
was affectionate and 6826
was affectionate but 574
was affectionate with 716
was affirmative and 664
was affirmative but 83
was affirmative for 56
was afghanistan and 83
was afghanistan that 95
was aggrandized and 65
was agoraphobic and 95
was agriculture and 1497
was agriculture for 43
was agriculture that 994
was agriculture with 75
was albuquerque who 55
was allegorical and 332
was alternately and 62
was alternately being 58
was alternately dim 58
was alternately each 46
was alternately gay 74
was alternately her 92
was alternately his 290
was alternately hot 225
was alternately low 44
was alternately one 284
was alternately put 44
was alternately red 78
was alternately set 62
was alternately that 49
was alternately too 132
was alternately wet 99
was alternately with 85
was alternately won 77
was alternative and 46
was amalgamated and 207
was amalgamated with 31602
was amalgamation with 69
was ambivalence and 150
was anarchistic and 97
was androgynous and 149
was anesthetized and 1115
was anesthetized for 219
was anesthetized using 81
was anesthetized with 2101
was anisotropic and 84
was anisotropic with 44
was annihilated and 1729
was annihilated but 47
was annihilated for 238
was annihilated near 120
was annihilated off 52
was annihilated with 291
was annihilation for 46
was anomalously low 235
was antagonized and 74
was antagonized with 92
was anthologized and 40
was anthropology and 115
was anthropology that 214
was anticipated all 46
was anticipated and 7096
was anticipated both 93
was anticipated but 639
was anticipated did 44
was anticipated does 43
was anticipated due 192
was anticipated for 2608
was anticipated has 176
was anticipated long 718
was anticipated not 128
was anticipated owing 57
was anticipated she 43
was anticipated ten 41
was anticipated than 98
was anticipated that 126618
was anticipated then 84
was anticipated they 338
was anticipated this 124
was anticipated two 78
was anticipated was 453
was anticipated with 3811
was anticipation and 213
was anticipation that 416
was antifascist and 77
was antipathetic and 50
was antisemitic and 92
was antislavery and 202
was antislavery but 46
was antithetical and 42
was antithetical both 49
was apocalyptic and 209
was apollinaire who 174
was appreciative and 1141
was appreciative but 344
was appreciative for 100
was appreciative that 629
was apprehended and 16072
was apprehended but 187
was apprehended did 44
was apprehended for 3657
was apprehended had 74
was apprehended his 61
was apprehended near 766
was apprehended not 167
was apprehended one 153
was apprehended she 206
was apprehended than 68
was apprehended that 19420
was apprehended they 702
was apprehended this 87
was apprehended two 265
was apprehended was 284
was apprehended who 46
was apprehended with 1416
was apprehension and 290
was apprehension for 111
was apprehension that 2810
was apprenticed and 346
was apprenticed for 2488
was apprenticed out 285
was apprenticed was 124
was apprenticed with 352
was appropriated and 3762
was appropriated both 65
was appropriated but 80
was appropriated each 81
was appropriated for 25787
was appropriated has 44
was appropriated not 108
was appropriated out 346
was appropriated that 131
was appropriated was 140
was appropriated with 301
was approximate and 176
was arbitrarily and 603
was arbitrarily cut 483
was arbitrarily put 131
was arbitrarily set 3292
was aristocracy and 40
was aristotelian and 158
was arrangements for 79
was articulated and 1920
was articulated both 112
was articulated but 52
was articulated for 464
was articulated long 97
was articulated not 262
was articulated that 434
was articulated thus 40
was articulated was 121
was articulated with 1913
was artificially and 218
was artificially cut 227
was artificially fed 203
was artificially lit 61
was artificially low 503
was artificially put 45
was artificially set 157
was ascertained and 2500
was ascertained both 96
was ascertained for 1365
was ascertained had 60
was ascertained how 368
was ascertained long 213
was ascertained not 215
was ascertained she 123
was ascertained that 134750
was ascertained they 172
was ascertained this 55
was ascertained too 61
was ascertained two 41
was ascertained using 341
was ascertained was 195
was ascertained who 174
was ascertained with 2379
was assassinating its 65
was assiduously and 242
was assiduously fed 42
was assiduously put 42
was assimilated and 1358
was assimilated but 54
was assimilated for 72
was assimilated was 55
was assimilated with 1137
was assimilation and 171
was assimilation with 57
was astonishingly and 64
was astonishingly easy 265
was astonishingly hot 92
was astonishingly long 189
was astonishingly low 695
was astonishingly near 40
was astonishingly new 151
was astonishingly old 44
was astonishingly real 94
was astonishingly thin 54
was atmospheric air 107
was atmospheric and 135
was attentively and 88
was attentively read 69
was authenticity and 40
was authoritarian and 2511
was authoritarian but 237
was authoritarian with 57
was authorization for 307
was autographed and 81
was automobiles and 47
was awkwardness and 58
was barbarously and 121
was barbarously cut 62
was barbarously put 297
was beaumarchais who 77
was belligerent and 1275
was belligerent but 57
was belligerent with 78
was benevolence and 201
was benevolence that 188
was benightedly out 51
was bespattered with 1387
was biographical and 89
was biologically and 290
was biologically dead 64
was biologically his 45
was bittersweet and 192
was bittersweet for 569
was bittersweet with 43
was blackballed and 99
was blackballed for 241
was blackballed out 41
was blacklisted and 850
was blacklisted for 957
was blackmailed and 92
was blackmailed for 97
was blacktopped and 44
was blasphemous and 736
was blasphemous but 43
was blasphemous for 135
was blessedness and 690
was blindfolded and 5513
was blindfolded for 152
was blindfolded has 64
was blindfolded she 51
was blindfolded with 332
was bloodthirsty and 305
was blueprinted for 44
was bodhidharma who 48
was bowdlerized and 41
was brainstorming with 74
was brainwashed and 158
was brainwashed with 110
was broadminded and 401
was bulletproof and 89
was bureaucratic and 801
was burglarized and 705
was burglarized one 44
was burgomaster and 77
was bushwhacked and 58
was businessman and 54
was businessmen who 99
was buttonholed and 67
was cacophonous and 41
was calvinistic and 125
was camaraderie and 95
was camouflaged and 323
was camouflaged for 64
was camouflaged with 818
was candlelight and 87
was cannibalism and 51
was canonically and 67
was caparisoned with 303
was capitalists who 40
was capitalized and 592
was capitalized for 1017
was capitalized with 646
was capriciously and 42
was caricatured and 360
was caricatured for 93
was caricatured with 100
was carnivorous and 178
was castellated and 84
was castellated with 68
was cataclysmic and 112
was cataclysmic for 118
was catastrophe for 48
was categorical and 443
was categorical that 1209
was categorized and 415
was categorized for 114
was categorized using 146
was categorized with 206
was catheterized and 329
was catheterized for 222
was catheterized with 174
was celebratory and 137
was centralized and 3063
was centralized but 97
was centralized for 136
was centralized not 40
was centralized with 206
was centrifugal and 78
was centrifuged and 5654
was centrifuged for 6613
was centrifuged off 953
was centrifuged out 342
was centrifuged with 149
was centripetal and 73
was ceremonially and 48
was ceremonially cut 98
was ceremonially put 46
was chairperson and 61
was chairperson for 129
was chamberlain and 423
was chamberlain who 784
was channelized and 72
was charismatic and 1168
was charismatic but 67
was charlemagne and 54
was charlemagne who 561
was chateaubriand who 183
was cheerfuller than 98
was chlorinated and 166
was chlorinated for 42
was chlorinated with 107
was chockablock with 538
was choirmaster and 150
was choirmaster for 41
was choreographing for 85
was christendom that 87
was christianity and 778
was christianity for 59
was christianity not 80
was christianity that 4290
was christianity then 43
was christianity was 41
was christianity with 102
was christopher and 98
was christopher fox 86
was christopher fry 88
was christopher lee 64
was christopher who 381
was chronically and 206
was chronically bad 52
was chronically ill 1970
was chronically low 182
was chronically out 203
was chronically weak 136
was circumcised and 2169
was circumcised but 242
was circumcised for 150
was circumcised that 127
was circumcised was 120
was circumcised with 252
was circumcision and 74
was circumspect and 991
was circumspect but 74
was circumspect with 121
was circumventing his 42
was citizenship and 63
was civilization and 283
was civilization that 328
was clairvoyant and 362
was clandestine and 635
was clapboarded and 100
was classically and 46
was classically put 97
was closemouthed and 67
was codependent and 41
was coeducational and 303
was coeducational for 43
was cognitively and 75
was coincidence and 146
was coincidence but 73
was coincidence that 2120
was coldblooded and 64
was collaborating and 49
was collaborating with 7737
was collapsible and 150
was colonization and 127
was colonization that 88
was combustible and 140
was combustible was 140
was comfortable all 212
was comfortable and 20401
was comfortable being 1800
was comfortable both 84
was comfortable but 1623
was comfortable doing 395
was comfortable eating 44
was comfortable for 4369
was comfortable going 160
was comfortable lying 115
was comfortable not 105
was comfortable now 348
was comfortable out 40
was comfortable she 84
was comfortable that 1482
was comfortable then 63
was comfortable this 90
was comfortable too 215
was comfortable using 276
was comfortable was 107
was comfortable with 57995
was comfortable yet 121
was comfortably air 150
was comfortably and 729
was comfortably but 121
was comfortably eating 45
was comfortably far 147
was comfortably fed 151
was comfortably hung 75
was comfortably low 43
was comfortably lying 78
was comfortably met 45
was comfortably near 40
was comfortably off 4476
was comfortably out 241
was comfortably put 57
was comfortably set 164
was comfortless and 625
was commemorating his 115
was commemorating its 90
was commendable and 1040
was commendable but 352
was commendable for 433
was commendable that 638
was commentator for 64
was commercially and 350
was commercially not 50
was commiserating him 67
was commiserating with 626
was commissioned and 8056
was commissioned both 60
was commissioned but 193
was commissioned for 11015
was commissioned its 766
was commissioned may 379
was commissioned near 47
was commissioned not 413
was commissioned one 618
was commissioned out 154
was commissioned rear 169
was commissioned six 52
was commissioned sub 99
was commissioned that 442
was commissioned then 53
was commissioned this 61
was commissioned too 45
was commissioned two 145
was commissioned was 156
was commissioned with 6413
was commissioner and 313
was commissioner for 1673
was commissioner lin 78
was commonplace all 53
was commonplace and 4004
was commonplace both 43
was commonplace but 165
was commonplace for 5297
was commonplace long 92
was commonplace not 61
was commonplace that 503
was commonplace then 196
was commonplace with 216
was communicate with 78
was communicating all 44
was communicating and 235
was communicating her 239
was communicating his 628
was communicating its 116
was communicating that 469
was communicating this 169
was communicating was 121
was communicating with 7284
was communistic and 228
was comparative and 253
was compensated and 369
was compensated for 26379
was compensated not 52
was compensated out 136
was compensated using 59
was compensated with 3028
was compensation and 176
was compensation for 5195
was compensation that 43
was competently and 107
was competitive and 2241
was competitive but 179
was competitive for 146
was competitive with 7265
was complacency and 113
was complainant and 120
was complaisant and 267
was complicated all 47
was complicated and 12624
was complicated both 316
was complicated but 665
was complicated due 270
was complicated for 1424
was complicated not 791
was complicated now 85
was complicated too 86
was complicated with 4816
was complicated yet 60
was complimenting her 669
was complimenting him 827
was complimenting his 166
was complimenting them 93
was complimenting you 208
was comprehending all 50
was compressive and 67
was compromised and 2665
was compromised both 86
was compromised but 89
was compromised due 140
was compromised for 854
was compromised not 156
was compromised out 176
was compromised that 165
was compromised was 66
was compromised with 562
was comptroller and 141
was comptroller for 112
was comradeship and 84
was comradeship that 107
was conceivable and 356
was conceivable but 112
was conceivable for 510
was conceivable she 85
was conceivable than 69
was conceivable that 29390
was conceivable they 143
was conceivable with 64
was conceivably due 63
was conceivably not 85
was conceivably one 85
was concentrate and 51
was concentrating all 2181
was concentrating and 487
was concentrating for 338
was concentrating her 602
was concentrating his 5228
was concentrating its 2386
was concentrating near 227
was concentrating not 79
was concentrating now 244
was concentrating them 77
was concentrating too 1082
was concentrating with 317
was conciliatory and 2606
was conciliatory but 584
was conciliatory now 48
was conciliatory with 92
was concomitant with 4977
was condemnation and 103
was condemnation for 355
was condensation and 60
was condescending and 1230
was condescending but 76
was condescending with 53
was confabulating with 55
was confederate with 655
was confederating with 44
was confessedly and 131
was confessedly due 63
was confessedly her 41
was confessedly his 94
was confessedly not 404
was confessedly one 987
was confessedly that 137
was confessedly too 77
was confessedly weak 50
was confessional and 57
was confidential and 2873
was confidential but 142
was confidential for 44
was confidential with 138
was confidently and 470
was confidently being 41
was confidently but 47
was confidently run 83
was confinement and 68
was confinement for 100
was confirmation and 100
