cafe and four hundred of 45
cake and full glasses of 110
calf and foot encased in 51
call all your friends to 40
call for help against the 348
call for help because he 55
call for help because of 181
call for help because the 52
call for many editions of 104
call for more reliance on 57
call for more research in 374
call for more research is 155
call for more research on 1050
call for more research to 358
call for more studies of 55
call for more studies on 43
call for some account of 117
call for some attempt at 132
call for some revision of 213
call for such expense on 43
call for such measures as 100
call for what amounts to 114
call has been likened to 45
call him back because he 55
call out their members on 55
call out their reactions by 47
call them good because we 40
call them great masters of 87
call them into question in 48
call you next tuesday to 42
call you when everything is 40
calm and bake settles on 45
calm and clear verdict of 43
calm and mild accents of 49
calm and pale features of 50
calm his fears perhaps in 49
came and gave himself up 107
came and shut himself up 54
came and threw herself at 245
came and threw herself on 81
came and threw himself at 319
came and threw himself on 78
came and took command of 44
came and went according to 688
came and went against the 47
came and went between the 1382
came and went between us 73
came and went depending on 163
came and went exactly as 50
came and went outside the 43
came and went quickly as 52
came and went quickly in 77
came and went rapidly in 57
came for help because he 52
came for help because of 112
came not from members of 41
came not from outside the 79
came not only because of 201
came out from between the 622
came out from britain to 50
came out from chicago to 80
came out from holland to 48
came out from ireland in 48
came out here because it 42
came out here because of 100
came out here because we 45
came out here expecting to 49
came out here tonight to 48
came out more strongly in 146
came out most strongly in 225
came out swinging against the 61
came out very strongly in 472
came out very vividly by 43
came they were obliged to 44
came too late because the 70
came two other classes of 45
came with great clamors to 46
came with other members of 75
came with some friends to 69
came with such violence as 109
came with their baskets of 70
came with their bottles of 46
came with their parents to 304
came with your printer to 97
camp and gave himself up 139
camp and were preparing to 41
camp had been invaded by 55
camp had been located in 49
camp had been located on 42
camp had been ordered to 80
camp had been overrun by 43
camp had been pitched at 77
camp had been pitched in 225
camp had been pitched on 137
camp had been reduced to 55
camp had been visited by 84
camp they were preparing to 52
camp was just beginning to 51
canoe was laid against the 56
canoe with some natives on 43
caps and bearing inserts in 53
card has been revoked or 121
card with your picture on 89
care and gave himself to 49
care and good offices of 46
care and good service in 47
care and life support to 53
care and other aspects of 297
care and other measures to 64
care and peer support in 52
care and their ability to 167
care and their effects on 62
care and time devoted to 52
care and wise counsel of 51
care but also because of 84
care for aged parents or 92
care for nothing outside the 74
care for other members of 412
care for sick members of 146
care for side effects of 66
care for such matters as 140
care for their country as 134
care for their infants at 120
care for their infants in 208
care for their infants or 49
care for their members in 160
care for their offspring in 145
care for their parents as 164
care for their parents at 120
care for their parents in 1562
care for their parents is 55
care for their parents or 374
care for those injured by 46
care for those injured in 123
care for those members of 62
care for those outside the 44
care for those wounded in 180
care for what becomes of 48
care for what happens to 345
care had been devoted to 162
care has been applied to 77
care has been brought to 45
care has been defined as 982
care has been defined by 136
care has been defined in 171
care has been devoted in 113
care has been devoted to 1016
care has been exerted to 43
care has been focused on 46
care has been limited to 159
care has been shifted to 40
care has been subject to 73
care how much trouble he 150
care how much trouble it 51
care may vary according to 103
care not only because of 94
care not what becomes of 2847
care not what happens to 462
care now what becomes of 84
care that nothing happens to 300
care that young persons do 41
care that your address is 43
care that your bottles be 45
care they have devoted to 130
care with other members of 137
care you have devoted to 127
caring for other members of 197
caring for sick members of 53
caring for their parents as 49
caring for their parents in 156
caring for their parents or 75
caring for what happens to 61
cars and other symbols of 41
cars has been reduced by 56
cars that were damaged in 64
cart was seen advancing to 43
case and from country to 123
case and their absence in 71
case and those following it 51
case are very similar to 466
case being only limited by 115
case but also because of 50
case for case studies in 95
case for case studies of 54
case for giving priority to 149
case for good artists to 176
case for many aspects of 59
case for other aspects of 85
case for other members of 70
case for some article of 54
case for some members of 41
case for taking account of 49
case had been allowed to 180
case had been appealed to 293
case had been brought as 59
case had been brought by 347
case had been brought in 629
case had been brought on 191
case had been brought to 792
case had been brought up 137
case had been carried on 45
case had been carried to 103
case had been decided by 457
case had been decided in 620
case had been decided on 449
case had been decided the 86
case had been handled by 223
case had been handled in 77
case had been limited to 46
case had been present to 65
case had been reduced to 55
case had been removed to 80
case had been settled by 118
case had been settled in 206
case had been weakened by 72
case had gone against the 70
case has been adopted by 53
case has been adopted in 88
case has been allowed to 153
case has been alluded to 49
case has been appealed by 72
case has been appealed to 582
case has been applied in 383
case has been applied to 180
case has been assumed to 50
case has been brought by 129
case has been brought in 237
case has been brought to 1022
case has been brought up 59
case has been carried to 91
case has been covered in 45
case has been decided by 625
case has been decided in 468
case has been decided on 619
case has been decided or 45
case has been decided to 79
case has been defined as 67
case has been derived by 45
case has been doubted in 80
case has been handled by 114
case has been handled in 50
case has been likened to 78
case has been limited by 56
case has been limited to 94
case has been noticed by 51
case has been reduced by 41
case has been reduced to 131
case has been related by 112
case has been related in 69
case has been related to 267
case has been removed to 172
case has been settled by 234
case has been settled in 90
case has been settled or 199
case has been studied by 457
case has been studied in 577
case has been subject to 129
case has been weakened by 56
case has been written up 93
case may also produce the 40
case may vary according to 51
case not only against the 57
case not only because he 51
case not only because it 184
case not only because of 524
case not only because the 320
case she ever decided to 60
case she threw herself on 63
case than their brethren in 51
case that many aspects of 52
case that many members of 40
case that some aspects of 137
case that some members of 78
case that their behavior is 252
case that will sharpen it 42
case they have pitched the 84
case they were accused of 159
case they were allowed to 164
case they were limited to 56
case they were obliged to 371
case they were ordered to 129
case they were present in 40
case they were stopped by 88
case they were subject to 108
case they were tempted to 95
case they were unmoved by 44
case they were unwilling to 75
case they will usually be 41
case was also decided on 42
case was even stronger in 41
case was ever brought to 157
case was made against the 119
case was moot because the 119
case was only bounded by 57
case was very similar in 57
case was very similar to 500
case with great britain in 51
case with many aspects of 178
case with many friends of 74
case with many members of 78
case with many species of 115
case with many studies of 43
case with most aspects of 92
case with most members of 94
case with most species of 88
case with other aspects of 403
case with other classes of 141
case with other members of 679
case with other sectors of 41
case with other species of 182
case with other systems of 51
case with some members of 154
case with some remarks on 45
case with some species of 161
case you have decided to 40
case you have occasion to 134
case you must specify the 91
case you were beginning to 46
case you were wondering if 69
case you will consent to 47
case you will shortly eat 55
cash and kind according to 73
cash and kind towards the 54
cast all your anxiety on 121
cast all your burdens on 45
cast and crew arrived in 107
cast and crew members of 122
cast and crew members to 130
cast has been applied to 70
cast her eyes towards the 663
cast her vote against the 44
cast his eyes towards the 3127
cast his eyes upwards at 43
cast his eyes upwards to 85
cast his spear against the 90
cast his vote according to 168
cast his vote against it 142
cast his vote against the 761
cast its vote against the 58
cast off from himself the 52
cast one look towards the 82
cast our eyes forward to 75
cast our eyes towards the 177
cast out evil spirits by 126
cast out evil spirits in 91
cast out evil spirits or 45
cast out from society as 124
cast out their signals to 50
cats and dogs acquiring the 165
cats and other animals in 71
cats they purr against the 72
cell are very similar to 65
cell has been adopted as 44
cell has been allowed to 66
cell has been applied to 70
cell has been defined as 69
cell has been devised by 44
cell has been exposed to 148
cell has been reduced to 43
cell has been studied by 114
cell has been studied in 83
cell that lies outside the 52
cell that will contain the 403
cent for great britain as 95
cent had been devoted to 42
cent had been exposed to 53
cent had been imposed on 46
cent had been members of 115
cent had been reduced to 45
cent had been victims of 61
cent has been applied to 42
cent has been imposed on 61
cent has been reduced to 52
cent per cent increase in 147
cent per cent success in 113
cent per hour increase in 170
chat with other members of 46
chat with their friends in 124
cheap and safe exchange in 41
cite one more example of 202
cite this case because it 105
city and from country to 335
city and from village to 189
city and took control of 58
city and went towards the 80
city and were allowed to 40
city and were preparing to 42
city for some license or 76
city had been allowed to 115
city had been brought to 117
city had been carried by 86
city had been denuded of 49
city had been divided by 56
city had been drained of 42
city had been emptied of 77
city had been entered by 72
city had been exposed to 44
city had been founded by 530
city had been founded in 222
city had been founded on 91
city had been invaded by 112
city had been invited to 59
city had been leveled by 69
city had been obliged to 96
city had been ordered to 88
city had been plagued by 43
city had been ravaged by 107
city had been rebuilt by 87
city had been rebuilt in 44
city had been reduced by 110
city had been reduced to 782
city had been retaken by 73
city had been settled by 57
city had been smashed by 94
city had been subject to 42
city had been visited by 152
city has been allowed to 82
city has been brought to 126
city has been defined as 44
city has been invaded by 46
city has been obliged to 92
city has been plagued by 62
city has been rebuilt in 88
city has been reduced is 49
city has been reduced to 283
city has been subject to 94
city has been usurped by 208
city has been visited by 103
city lay over against the 71
city may have covered an 63
