cable and 63 cases that 435
caste being 159 chain and 83
chair and 49 chair and 44
change and 51 change and 85
change her 47 change and 156
chart this 203 chase and 321
check any 469 chief and 56
chief that 53 chief his 48
chief and 57 child old 48
child them 59 child that 42
child that 46 child than 56
child than 64 child his 47
child with 126 civil and 534
civil for 55 civil law 85
civil who 59 civil not 58
civil not 96 claim not 67
class own 94 class thus 86
class than 58 class they 67
clerk him 91 clock she 112
clock ten 52 clock two 45
close than 266 cloths and 49
cloud her 42 cloud that 49
coach that 120 coach six 103
coals him 79 color red 52
color her 44 color his 48
color her 72 color red 74
color red 48 comes and 43
comes own 46 comes who 138
comes who 50 comes and 68
cooking heat 147 copse her 50
costs for 153 could than 231
could and 47 could than 64
could than 58 could for 84
could hot 67 could was 44
could her 82 could his 82
could one 89 could that 44
could out 107 could that 214
could him 64 could you 42
could for 76 could with 83
could one 52 could with 48
could them 78 could and 88
could and 40 could one 55
could they 53 could and 302
could for 181 could with 61
could and 63 could and 50
could for 153 could one 136
could way 121 could way 142
could for 248 could and 41
could for 68 could way 111
could and 52 could for 94
could that 50 could way 57
could who 59 could him 92
could his 161 could them 44
could off 40 could his 44
could she 74 could was 126
could her 145 could his 140
could one 206 could she 571
could they 268 could things 54
could this 61 could you 202
could not 56 could that 40
could this 48 could was 56
could that 58 could this 62
could with 53 could way 52
could her 147 could his 107
could own 246 could and 63
could with 488 could way 108
could was 40 could with 55
could than 81 could than 203
could had 41 could them 46
could than 129 could and 87
could her 50 could his 136
could than 42 could his 45
could own 41 could and 155
could than 151 could than 85
could than 55 could than 46
could for 88 could for 116
could and 262 could and 166
could each 79 could god 44
could than 75 could things 51
could than 40 could who 43
could but 137 could than 149
could her 64 could him 228
could his 125 could them 124
could this 57 could than 332
could than 263 could than 48
could any 44 could out 66
could one 51 could than 41
could that 62 could any 82
could being 60 could for 40
could for 207 could way 206
could for 152 could all 108
could any 1490 could but 48
could dead 83 could dry 53
could due 375 could easy 162
could far 195 could fit 40
could for 316 could got 106
could her 98 could his 342
could hit 54 could ill 58
could its 62 could led 95
could long 254 could met 174
could new 65 could one 701
could out 202 could put 527
could read 86 could set 165
could that 916 could then 43
could this 105 could thus 50
could too 96 could two 308
could with 158 could won 135
could out 214 could with 88
could all 47 could any 150
could had 113 could his 73
could that 439 could them 41
could this 239 could any 66
could that 218 could far 90
could out 44 could his 82
could out 197 could them 96
could her 194 could him 44
could his 124 could its 40
could out 40 could any 44
could her 101 could him 135
could than 124 could any 286
could for 40 could her 72
could him 150 could his 343
could its 95 could that 50
could them 128 could this 137
could that 383 could than 109
could for 42 could that 535
could this 85 could why 310
could any 99 could her 56
could him 140 could his 88
could them 40 could you 42
could out 41 could her 72
could him 66 could his 40
could how 99 could them 57
could why 291 could you 331
could this 44 could this 202
could out 54 could them 75
could that 193 could her 148
could his 212 could own 232
could her 377 could his 142
could and 167 could his 55
could being 65 could going 99
could with 1873 could than 58
could than 63 could now 177
could him 59 could them 128
could than 59 could way 487
could way 45 could her 44
could his 201 could than 49
could she 81 could than 53
could than 65 could was 105
could had 45 could her 56
could she 64 could they 77
could was 172 could one 45
could she 107 could they 155
could one 62 could than 42
could she 40 could they 49
could and 43 could our 106
could and 41 could that 41
could one 44 could than 116
could with 90 could things 43
could that 52 could than 42
could being 83 could nor 44
could nor 129 could nor 176
could nor 62 could nor 134
could nor 67 could nor 95
could own 126 could who 42
could her 56 could him 155
could them 56 could than 210
could not 75 could and 67
could any 49 could way 74
could her 68 could one 41
could that 70 could him 62
could but 41 could use 54
could with 95 could way 51
could one 41 could why 89
could you 58 could you 42
could with 286 could due 63
could that 243 could that 96
could that 322 could and 52
could put 43 could you 93
could and 42 could can 62
could for 91 count who 902
court that 302 court both 51
crept they 40 crews with 82
cried was 48 cross was 69
crowd any 41 crude was 41
cruel ago 62 cuffs his 46
curve with 151 cutting for 61
