cake of ice slipped down 179
call by its ancient name 49
call by that misleading name 178
call he was expecting from 54
call in and convert into 380
call it not weakness call 46
call it that because there 92
call of his country when 41
call of our brothers gone 78
call on all faithful sons 40
call on his private line 306
call the new congress into 79
call to this function will 78
came at her bedroom door 42
came at that instant from 56
came by its present name 69
came in and brought back 43
came in and brought news 63
came in and brought some 74
came in and carried away 133
came in and dropped down 44
came in and dropped into 78
came in and dropped their 52
came in and entered into 126
came in and flopped down 206
came in and offered their 89
came in and ordered some 41
came in and planked down 149
came in and plopped down 205
came in and quietly took 51
came in and rescued these 45
came in and settled down 410
came in and slipped into 50
came in and slumped down 92
came in and started asking 99
came in and started beating 40
came in and started making 95
came in and started taking 72
came in ten minutes late 207
came in with letters from 60
came in with machine guns 41
came in with several other 84
came on his bicycle from 40
came on this occasion from 73
came to and realized what 60
came to any decision upon 45
came to ask himself what 109
came to bear witness unto 127
came to bring eternal life 45
came to her bedroom door 103
came to her defense when 50
came to her plainly from 41
came to her private life 42
came to him chiefly from 52
came to him colonel ewer 49
came to him faintly from 51
came to him several years 44
came to him suffering from 148
came to his bedroom door 62
came to his defense when 142
came to his present farm 242
came to his present home 145
came to his present post 75
came to his private life 56
came to his support from 51
came to his support when 42
came to its present form 167
came to its present home 56
came to its present site 105
came to mean freedom from 61
came to our country from 199
came to our country were 91
came to our village from 117
came to put everything tidy 84
came to see justice done 49
came to that country during 47
came to that country from 88
came to that position from 47
came to this country along 49
came to this country bringing 54
came to this country came 81
came to this country during 1006
came to this country early 395
came to this country five 71
came to this country four 183
came to this country from 24499
came to this country full 45
came to this country hoping 65
came to this country just 152
came to this country last 134
came to this country late 201
came to this country like 45
came to this country many 387
came to this country more 314
came to this country much 87
came to this country only 223
came to this country over 146
came to this country poor 160
came to this country prior 245
came to this country some 383
came to this country soon 389
came to this country there 284
came to this country three 243
came to this country upon 60
came to this country very 83
came to this country were 532
came to this country when 3735
came to this country years 100
came to this country young 42
came to this decision only 62
came to this decision when 58
came to this position from 72
came to this resolve from 49
came to this village from 45
came up and brought five 68
came up and claimed their 45
came up and entered into 296
came up and offered their 70
came up and smashed into 44
came up and started asking 80
came up for renewal during 44
came up with creative ideas 54
came up with creative ways 96
came up with exactly nothing 40
came up with exactly what 46
came up with letters from 46
came up with several good 65
came up with several ideas 275
came up with several other 98
came up with several ways 75
came up with similar ideas 85
card is then removed from 61
care in her declining years 40
care in its present form 59
care in this country have 43
care in this country will 61
care in this respect will 251
care of all animals used 45
care of and protect their 54
care of and support their 53
care of for several years 55
care of her general health 65
care of her husband during 58
care of her husband when 64
care of her newborn baby 53
care of her parents when 40
care of his beloved wife 51
care of his deceased wife 61
care of his devoted wife 238
care of his friends there 47
care of his guardian angel 124
care of his invalid wife 351
care of his parents when 97
care of his precious health 64
care of his precious life 43
care of its captain some 53
care of our parents when 52
care of that problem when 45
care to put everything back 41
care to this distant land 50
case at any previous time 58
case at bar because there 64
case at bar differs from 182
case do not justify such 59
case if his majesty were 43
case in its present form 42
case in this country during 63
case is any attempt made 74
case is far removed from 142
case is not altered when 56
case is not derived from 53
case is not exactly what 86
case is one example among 41
case it has escaped your 206
case it has slipped your 85
case it has usually been 48
case it was derived from 57
case of any assault from 46
case of any attempt from 114
case of any attempt upon 137
case of any deviation from 158
case of any dispute over 73
case of any foreign ship 66
case of any imports into 43
case of any invasion upon 40
case of any request made 109
case of any reverse taking 40
case of any vacancy among 103
case of art imitating life 479
case of death resulting from 359
case of his absence from 809
case of his general theory 54
case of his removal from 119
case of lead poisoning from 58
case of net operating loss 51
case of one billiard ball 41
case of one science only 70
case of one variety there 51
case of our blessed lord 151
case of our written laws 57
case of this general fate 45
case of this general rule 82
case of this general theory 100
case of this general truth 41
case of this general type 62
case of this unhappy lady 40
case of two spheres acting 66
case of war between great 345
case of war between india 69
case of war between other 125
case of war between their 61
case or not depends upon 46
case the real exchange rate 65
case we are brought back 47
case we are examining here 47
cash in our regular draw 58
cast at any election held 65
cast by his brethren into 95
cast in any desired form 60
cast in each commune will 93
cast in its present form 279
cast in this country were 40
cast in this general form 42
cast is then applied from 50
cast of its interior form 44
cell is far removed from 71
cell is then removed from 61
cell is thus divided into 44
cent in its pockets worth 265
cent in one hundred years 43
cent of all arrests were 57
cent of all ballots cast 145
cent of all buildings were 65
cent of all couples were 41
cent of all doctors were 46
cent of all dwellings were 173
cent of all exports from 274
cent of all exports went 58
cent of all exports were 116
cent of all farmers were 124
cent of all females aged 49
cent of all females over 58
cent of all females were 72
cent of all imports came 60
cent of all imports from 186
cent of all imports into 132
cent of all imports were 155
cent of all infants born 140
cent of all lawyers were 45
cent of all members were 92
cent of all neonatal deaths 117
cent of all peasants were 53
cent of all persons aged 350
cent of all persons born 55
cent of all persons have 59
cent of all persons having 40
cent of all persons living 84
cent of all persons over 261
cent of all persons sent 43
cent of all persons were 65
cent of all private wealth 97
cent of all profits from 60
cent of all profits made 43
cent of all revenue from 66
cent of all schools were 70
cent of all strikes were 63
cent of all teachers were 178
cent of all tenants were 61
cent of all workers were 652
cent of her exports went 199
cent of her exports were 113
cent of her imports came 192
cent of her imports come 46
cent of her imports from 964
cent of her imports were 105
cent of her national wealth 52
cent of its buildings were 48
cent of its capital from 62
cent of its exports went 190
cent of its exports were 166
cent of its imports came 203
cent of its imports come 80
cent of its imports coming 40
cent of its imports from 776
cent of its imports were 134
cent of its members from 112
cent of its members have 63
cent of its members were 1461
cent of its national wealth 159
cent of its present size 110
cent of its previous gold 40
cent of its profits from 119
cent of its revenue came 67
cent of its revenue from 874
cent of its student body 137
cent of its support from 112
cent of its workers were 90
cent of new members were 50
cent of our exports went 95
cent of our exports were 125
cent of our imports came 111
cent of our imports come 48
cent of our imports from 176
cent of our imports were 90
cent of our national wealth 123
cent of our student body 42
cent of that derived from 43
cent of this increase will 93
cent on all amounts over 93
cent on all incomes over 379
chin on her crossed arms 81
chin on his crossed arms 187
city in its earliest days 54
city in its present form 107
city is far removed from 46
city is not divided into 56
city is now divided into 77
city is thus divided into 73
city on its northern side 65
city on its present site 55
city on its southern side 54
city on its western side 105
city so far removed from 91
city to its present site 78
city to its present size 50
clad in that perfect form 205
clad in this costume were 74
clean in his private life 61
clear he was suffering from 40
clear in this excerpt from 48
clear in this passage from 132
clear to all parties what 129
clear to her exactly what 45
clear to him exactly what 98
clear to our carriage door 46
clear to them exactly what 106
clear to you exactly what 65
clinging to her slender body 60
club is for members only 42
clue to this problem lies 44
clung to her position like 41
clung to her shapely body 83
clung to her slender body 147
clung to her slender form 58
clung to her slender thread 45
coal or ore emptied into 42
coat do not withhold even 202
cock or hen chicken will 52
code in its present form 96
code in this chapter uses 73
code in this chapter will 123
code of one thousand nine 955
coin in this country were 41
coke is being removed from 67
cold is his forehead fair 90
cold on that occasion from 49
coma in our national life 53
come at this problem from 54
come in and blessed when 155
come in and control your 94
come in and discuss their 106
come in and discuss your 66
come in and disturb poor 42
come in and explain what 135
come in and present their 90
come in and receive their 72
come in for several days 88
come in for several years 43
come in for shelter from 70
come in his company from 79
come in his married life 71
come in its present form 41
come in our absence into 65
come in our country when 43
come in our national life 41
come in ten minutes late 41
come in this country when 507
come in two volumes only 63
come the old soldier over 73
come the san gabriel lads 42
come to any creature living 102
come to any decision till 102
come to any decision upon 364
come to any decision when 58
come to any precise line 67
come to get justice done 48
come to her defense when 79
come to him suffering from 43
come to his chamber door 43
come to his country from 51
come to his defense when 99
come to his private room 95
come to his support when 52
come to its defense when 40
come to its present form 177
come to mean everything from 64
come to mean freedom from 85
come to our country from 240
come to our country only 42
come to our village when 56
come to see justice done 356
come to see richard take 71
come to that country from 49
come to that decision when 40
come to that perfect love 129
come to them against their 41
come to this ancient city 55
come to this ancient land 61
come to this country during 255
come to this country early 111
come to this country from 6933
come to this country have 223
come to this country just 104
come to this country many 59
come to this country more 45
come to this country must 72
come to this country only 184
come to this country poor 65
come to this country some 98
come to this country three 52
come to this country till 53
come to this country upon 49
come to this country were 106
come to this country when 536
come to this country will 58
come to this country years 45
come to this decision from 47
come to this decision only 50
come to this decision when 98
come to this distant land 56
come to this dreadful pass 49
come to this foreign land 60
come to this heavenly feast 54
come to this position from 53
come to this question from 51
come to this village from 66
come to you because your 67
come up and planted firm 114
come up and receive their 46
come up and wondering what 44
come up for decision from 54
come up for renewal during 93
come up with answers like 178
come up with answers such 54
come up with answers when 69
come up with creative ideas 1009
come up with creative ways 969
come up with everything from 59
come up with exactly what 111
come up with phrases like 49
come up with several good 83
come up with several ideas 262
come up with several more 203
come up with several other 144
come up with several ways 194
come up with similar ideas 150
come up with unusual ideas 55
coming at her wayward will 41
coming in for several days 55
coming in that instant gave 331
coming of our blessed lord 617
coming of our species into 52
coming of that glorious peace 47
coming of that glorious time 415
coming of that national self 129
coming on for several days 67
coming on for several years 52
coming or being brought into 53
coming the old soldier over 60
coming to and departing from 98
coming to and returning from 673
coming to any decision till 253
coming to any decision upon 93
coming to him quietly over 47
coming to his defense when 46
coming to our country from 58
coming to say prayers there 85
coming to this country during 98
coming to this country from 2056
coming to this country have 120
coming to this country must 61
coming to this country some 53
coming to this country were 158
coming to this country when 165
coming to this country will 79
coming up for election next 118
coming up with creative ideas 607
coming up with creative ways 208
cons of this question have 45
copy of all entries made 86
copy of all reports made 68
copy of each message sent 50
copy of his journal when 54
copy of his letters from 48
copy of one hundred years 80
copy of this article from 120
copy of this booklet will 53
copy of this chapter must 41
copy of this consent form 1012
copy of this license along 479
copy of this license into 149
copy of two letters from 85
copy the sum formula from 44
copy the sum function from 59
cord in its position during 40
cord in man extends only 50
cord is thus divided into 41
core is then removed from 53
core of our national life 365
core of this chapter will 53
core of this problem lies 50
cork is then removed from 53
cost of all material used 91
cost of all medical care 108
cost of any repairs made 41
cost of any service work 43
cost of each article sold 93
cost of each material used 48
cost of her medical care 83
cost of his journey from 52
cost of his medical care 62
cost of his passage from 57
cost of oil imports from 41
cost of one thousand five 48
cost of one thousand three 49
cost of raw material plus 71
cost of raw material used 597
cost of raw material will 51
cost of this process will 52
cost of this program will 84
cost of this project will 217
cost of this service must 42
cost of this service will 87
cost of two thousand five 89
crew of any british ship 211
crux of our problem lies 99
crux of this problem lies 108
cult in its present form 46
cure in far shorter time 52
cure of its diseases will 51
cusp to this slender thread 40
