call forth fresh warmth and 44
call your mother right now 69
came along after world war 67
came back after about ten 44
came back after lunch and 67
came back after world war 89
came back thither again and 79
came down rather later than 40
came from above rather than 107
came from below rather than 102
came from china rather than 41
came from every class and 95
came from every plane and 143
came from every state and 112
came from getting burnt out 43
came from homes where both 190
came from homes where one 251
came from homes where they 279
came from homes which had 89
came from lands which had 50
came from large towns and 42
came from nearby farms and 40
came from nearby towns and 90
came from outer space and 134
came from people passing with 45
came from saudi arabia and 177
came from small towns and 501
came from trade unions and 54
came from upper egypt and 45
came from urban rather than 48
came from within rather than 219
came from working class and 41
came here after world war 75
came here seven months ago 109
came home after world war 91
came home every evening and 44
came home every night and 235
came home every night for 55
came home every night with 120
came home rather later than 48
came into close action with 62
came into close touch with 1407
came into force after being 56
came into power under sir 47
came into power which was 54
came into sharp focus and 95
came into sharp focus for 122
came into sharp focus with 97
came into vogue about this 78
came just after world war 103
came only after world war 282
came over every night and 48
came over nearly every day 187
came upon traps newly set 76
care cost trend rates for 154
care more about money than 466
care more about others than 207
care more about people and 45
care more about people than 274
care more about trees than 105
care more about winning than 123
care much about anything but 74
care must visit first them 46
care only about money and 54
care what people might say 66
care what people would say 49
caring more about money than 54
caring what people might say 59
caring what people would say 57
cars have lamps which can 61
case gets worse every day 50
case most often cited for 113
cash flow after taxes and 56
cash flow after taxes for 62
cast their first votes for 110
cast their skins every year 85
cast their votes either for 59
cent free fatty acids and 59
cheap means still works her 65
city from which black bear 55
clean your spits after they 43
clear deep voice which was 50
clear spring could slake any 118
clip their words after one 111
cloth took place under one 51
cold wind swept round them 114
come back after lunch and 205
come back again after all 93
come back every night and 51
come back later after you 47
come down every morning and 49
come down every night and 41
come down looking quiet and 59
come down might easily lead 53
come from above rather than 167
come from below rather than 97
come from depths below all 54
come from every class and 48
come from every social and 46
come from every state and 208
come from homes where both 155
come from homes where one 322
come from homes where they 1889
come from homes which are 305
come from homes which can 40
come from human thinking and 49
come from others rather than 41
come from outer space and 239
come from saudi arabia and 86
come from small towns and 376
come from urban rather than 94
come from wealthy homes and 41
come from where dreams are 73
come from which float our 68
come from within rather than 707
come from working class and 78
come here again until she 61
come here again until you 54
come here every evening and 47
come here every morning and 73
come here every morning for 44
come here every night and 112
come here every night for 62
come here looking after her 133
come here nearly every day 151
come home after working all 44
come home again after all 45
come home again alive and 43
come home every evening and 76
come home every night and 423
come home every night for 119
come home every night with 167
come home until after ten 107
come into action again and 55
come into close touch and 63
come into close touch with 2381
come into close unity with 51
come into force after being 113
come into force after its 132
come into force after they 112
come into force under this 85
come into force until all 69
come into force until may 68
come into force until one 137
come into force until six 45
come into force until they 395
come into force until two 126
come into heaven after death 78
come into sharp focus and 104
come into sharp focus for 47
come into sharp focus with 54
come into touch again with 64
come into vital touch with 102
come more fully under our 65
come over every morning and 45
come over every night and 60
come those stars which are 95
come upon grace poole all 52
come when action rather than 58
come when every human being 277
come when people would not 78
coming from above rather than 42
coming from every state and 93
coming from every which way 57
coming from homes where they 90
coming from outer space and 109
coming from saudi arabia and 61
coming from small towns and 77
coming from within rather than 92
coming hell which still can 51
coming home every night and 60
coming home every night with 56
coming into close touch with 341
cone have equal bases and 47
cook have aides under him 53
cook over boiling water for 382
cook took cesar under her 55
corn must needs swell and 43
cost more human lives than 102
crop their waxen thighs and 171
cure those inner parts and 78
cute pink tongue dangling out 79
