cafe is open for lunch 88
cage we make our choir 56
cake is used for feeding 56
call at home one evening 48
call at least two weeks 105
call by many new names 95
call by their own names 48
call if there was anything 255
call in sick and spend 89
call in their own tongue 101
call it buying and selling 106
call it what one would 81
call it what they liked 56
call it what they please 277
call it what thou lists 50
call it what you liked 67
call it what you please 5267
call it what you would 148
call me fool and child 76
call me from this world 124
call me into his study 60
call me what they please 204
call me what you please 422
call me when she comes 86
call me when she wakes 45
call me when you found 45
call my aunt and uncle 52
call my mind was fixed 43
call of bird nor merry 67
call of duty and honor 104
call of those who would 58
call on moon and stars 159
call the good old times 158
call the last idea which 47
call the nave and choir 46
call the same man happy 127
call the sign with which 72
call the third and fourth 53
call to arms for women 54
call to arms had found 61
call to arms that would 180
call to arms was beaten 96
call to arms was given 91
call to faun and dryad 41
call to find out about 917
call to find out where 566
call to find out which 130
call to love and serve 173
call to mind any learning 49
call to mind any soothing 56
call to mind how often 496
call to mind how small 42
call to mind one which 70
call to mind that after 66
call to mind that anything 47
call to mind that every 243
call to mind that falling 51
call to mind that image 100
call to mind that jesus 84
call to mind that night 200
call to mind that scene 159
call to mind that which 275
call to mind two cases 125
call to tell her about 119
call to tell him about 47
call to tell them about 48
call to tell you about 180
call to those who would 233
call ye upon him while 5003
calm the mind and relax 117
calm the wind and waves 45
came at last and found 50
came at morn and evening 46
came at once and began 61
came at once and found 60
came at once and stood 133
came by early this morning 111
came by here this morning 58
came by land and water 50
came by post this morning 83
came by trial and error 57
came by twos and threes 789
came by your own tongue 49
came he took his place 54
came he took his stand 89
came in among them again 85
came in during that period 49
came in during this period 194
came in early one morning 196
came in early that morning 50
came in early this morning 1288
came in from all parts 1121
came in from all sides 1185
came in from both sides 93
came in from her drive 117
came in from her morning 124
came in from his daily 64
came in from his evening 55
came in from his father 41
came in from his first 126
came in from his hunting 641
came in from his morning 186
came in from his round 48
came in from his studio 53
came in from his study 121
came in from san diego 120
came in from that place 42
came in gaping and digging 40
came in great with child 86
came in here and asked 198
came in here and found 259
came in here and stole 49
came in here and tried 116
came in here one night 91
came in here that night 46
came in here this evening 67
came in here this morning 602
came in high and tight 44
came in just this morning 64
came in late and found 90
came in late and tired 109
came in late for lunch 57
came in late one evening 110
came in late one night 287
came in late that evening 92
came in late that night 249
came in late this evening 48
came in late this morning 174
came in next day which 48
came in only one color 274
came in only this morning 101
came in safe and sound 73
came in their own ships 55
came in their way quite 74
came in there one morning 102
came in third and fourth 200
came in town this morning 45
came in twos and threes 1664
came in were now talking 57
came in wiping her hands 62
came in wringing her hands 52
came it unto you alone 56
came of bold and manly 55
came on ahead and built 46
came on deck and asked 65
came on deck and began 40
came on deck and found 176
came on deck and stood 103
came on deck one morning 135
came on deck this morning 379
came on duty this morning 132
came on from all sides 43
came on from new haven 42
came on here that evening 54
came on here this morning 51
came the boys and girls 66
came the film and burst 289
came the news for which 76
came the news that after 40
came the news that ellen 77
came the news that genet 41
came the news that henry 57
came the news that paris 40
came the news that russia 60
came the next day after 116
came the room with every 89
came the sick man began 69
came the third and final 139
came the third and fourth 43
came the time for action 70
came the time for parting 89
came the wild and witty 91
came the wind was still 44
came to buying and selling 133
came to call and asked 56
came to call and found 99
came to call one evening 43
came to call that evening 62
came to camp that evening 110
came to camp that night 49
came to camp this morning 76
came to clear our hands 48
came to cure his father 145
came to dealing with people 234
came to dealing with women 80
came to dine and sleep 462
came to feel his pulse 48
came to feel that every 68
came to feel that people 62
came to feel that since 53
came to feel that while 95
came to feel they could 56
came to fill his place 83
came to find out about 672
came to find out later 391
came to find out where 116
came to fish and trade 103
came to five and thirty 42
came to food and drink 138
came to give them light 40
came to give you warning 74
came to hand all right 233
came to hand this evening 145
came to hand this morning 1119
came to hate and loathe 49
came to hate his father 135
came to have its first 59
came to have its place 51
came to have this feeling 49
came to have this power 98
came to have two meanings 120
came to help her dress 77
came to help his father 115
came to hold his court 42
came to india and after 41
came to india and began 51
came to india and found 49
came to india and lived 64
came to india for trade 114
came to india they found 84
came to john and asked 66
came to join her mother 65
came to join his father 176
came to join our group 40
came to kill them until 77
came to kill tom green 57
came to kiss his hands 117
came to know all about 534
came to know all sorts 104
came to know and enjoy 103
came to know and trust 804
came to know and value 381
came to know and write 40
came to know her father 138
came to know her later 64
came to know her mother 87
came to know her quite 89
came to know him after 73
came to know him first 241
came to know him later 237
came to know him quite 385
came to know him rather 88
came to know him really 60
came to know him while 65
came to know his father 283
came to know his first 40
came to know his mother 64
came to know his music 40
came to know his stage 57
came to know his story 48
came to know that about 46
came to know that after 68
came to know that every 56
came to know that jesus 83
came to know that people 79
came to know that while 128
came to know them later 74
came to know them quite 96
came to know this woman 40
came to leave this world 63
came to life and asked 57
came to life and began 847
came to life and found 40
came to life and moved 135
came to life and power 50
came to life and spoke 127
came to life and sprang 50
came to life and stood 467
came to life and tried 82
came to like and trust 312
came to live and study 151
came to live with father 58
came to live with uncle 104
came to look and dress 70
came to look with favor 103
came to lose his sight 55
came to love and trust 506
came to love her dearly 104
came to love him dearly 107
came to love them dearly 160
came to love this place 49
came to make god known 58
came to make her first 112
came to make his daily 43
came to make his final 105
came to make his first 250
came to make his usual 42
came to make that novel 56
came to meet and greet 49
came to meet and marry 46
came to meet her father 53
came to meet her mother 126
came to meet him after 48
came to meet his father 164
came to meet his mother 171
came to meet his uncle 104
came to mind that could 61
came to mind that might 51
came to mind that would 86
came to mind this morning 53
came to more than fifty 58
came to more than seven 75
came to more than sixty 82
came to more than thirty 72
came to more than twice 135
came to pass long after 48
came to pass one evening 101
came to pass one morning 50
came to pass one night 215
came to pass that about 259
came to pass that after 2239
came to pass that again 83
came to pass that david 128
came to pass that enoch 313
came to pass that every 361
came to pass that george 73
came to pass that isaac 98
came to pass that italy 59
came to pass that jacob 59
came to pass that jesus 688
came to pass that moses 446
came to pass that nearly 190
came to pass that night 1013
came to pass that people 244
came to pass that peter 117
came to pass that queen 41
came to pass that roman 45
came to pass that satan 62
came to pass that seven 91
came to pass that since 42
came to pass that though 146
came to pass that under 105
came to pass that where 49
came to pass that which 54
came to pass that while 2466
came to pass that within 215
came to paul and silas 96
came to play key roles 88
came to plead his cause 80
came to reading and writing 136
came to rome and found 79
came to rome and spent 143
came to sail and stood 56
came to saul and stood 93
came to save all people 66
came to save hath often 45
came to save his crown 46
came to save his people 798
came to save our souls 51
came to save that which 751
came to seek that which 146
came to shed his morning 45
came to show how sweet 131
came to some hot springs 45
came to some low hills 83
came to speak and write 105
came to stay all night 169
came to stay for weeks 53
came to take her father 61
came to take her hands 45
came to take her mother 46
came to take her order 206
came to take her place 729
came to take him under 74
came to take his final 91
came to take his first 112
came to take his horse 252
came to take his order 477
came to take his place 1771
came to take his share 56
came to take its place 1271
came to take our drink 53
came to take our order 736
came to take our place 109
came to talk with jesus 43
came to tell her about 286
came to tell her mother 95
came to tell her story 46
came to tell him about 346
came to tell his father 121
came to tell his mother 121
came to tell his story 112
came to tell his uncle 43
came to tell them about 127
came to tell you about 1212
came to tell you first 146
came to their aid after 64
came to their new homes 69
came to their own again 251
came to their own house 74
came to think that about 49
came to think that maybe 75
came to think that since 52
came to those two lines 121
came to those who could 73
came to those who lived 55
came to those with peter 49
came to town and asked 147
came to town and began 116
came to town and dined 51
came to town and found 63
came to town and spent 162
came to town she began 63
came to town they would 54
came to town this evening 46
came to town this morning 481
came to warn you about 176
came to wealth and power 54
came to what was known 102
came to what was really 51
came to work and found 274
came to work and study 97
came to work each morning 152
came to work one morning 489
came to work that morning 482
came to work that night 50
came to work this morning 928
came up during this period 297
came up early this morning 59
came up from all parts 219
came up from all round 178
came up from all sides 104
came up from far below 76
came up from her throat 89
came up from his belly 58
came up from his cabin 212
came up from his chair 96
came up from his chest 74
came up from his study 47
came up from his throat 76
came up from its depths 112
came up from new haven 48
came up from san diego 142
came up here and asked 76
came up here and found 139
came up here and tried 49
came up here this morning 252
came up into her throat 752
came up into his throat 306
came up onto her knees 85
came up onto his knees 102
came up over her knees 83
came up over his knees 68
came up time and again 997
came up upon one stalk 336
camp as best they could 174
camp by twos and threes 62
camp in time for lunch 61
camp in twos and threes 63
camp of their dead people 47
camp of those who would 115
camp the next day after 63
camp the third day after 46
camp to wash our linen 66
cane is ready for cutting 47
canoe to leave him alone 160
cans of beef that weigh 45
cans of food and water 44
cans or jars with bulging 46
cant of those who judge 291
card is made for every 81
care as best they could 113
care if there are people 50
care in leaving them alone 41
care in their own homes 2462
care in their own lives 47
care in their own right 120
care is also being taken 48
care no more for logic 55
care of boys and girls 350
care of during this period 52
care of eggs and larvae 111
care of fleas and moles 77
care of food and clothing 62
care of food and drink 118
care of food and water 49
care of foot and ankle 50
care of hair and nails 234
care of nose and throat 60
care of peace and unity 57
care of room and board 61
care of self and others 206
care of sick and needy 104
care of some old woman 46
care of some things first 45
care of their old father 41
care of their old folks 57
care of their old people 57
care of their own basic 285
care of their own child 104
care of their own china 52
care of their own clothing 72
care of their own daily 129
care of their own first 100
care of their own group 279
care of their own homes 405
care of their own house 49
care of their own housing 46
care of their own lives 354
care of their own local 66
care of their own money 204
care of their own mother 152
care of their own needs 5365
care of their own needy 143
care of their own people 1137
care of their own rooms 446
care of their own skins 102
care of their own small 47
care of their own social 56
care of their own souls 613
care of their own wants 48
care of their own waste 51
care of their son while 45
care of their two small 81
care of these old people 46
care of those for whose 79
care of those she loved 73
care of those things which 161
care of those who belong 44
care of those who could 302
care of those who loved 93
care of those who might 100
care of those who serve 71
care of those who trust 248
care of those who would 237
care of vain and proud 40
care of wife and child 164
care of your dear mother 58
