cables as if they really 40
cadets at the air force 258
called an ear for music 137
called as he ran after 44
called by the new title 56
called by the old dutch 175
called by the old greek 41
called by the old names 277
called by the old people 109
called by the two names 127
called in an old woman 52
called in at one stage 122
called in at this point 281
called in at this stage 171
called in by both sides 195
called in by his father 113
called in on both sides 208
called in the aid either 95
called in the air force 73
called in the day after 57
called in the new world 992
called in the old books 128
called in the old deeds 44
called in the old woman 54
called in the old world 49
called in the wee hours 46
called in to ask about 41
called in to bring order 82
called in to say hello 55
called it an age since 160
called it at one point 42
called it by its father 116
called it by its indian 62
called it by its older 62
called it by its right 198
called it in his first 116
called it in his notes 64
called it the new world 144
called me an old woman 106
called me at all hours 88
called me by his grace 2105
called me in and asked 1159
called me in and fired 44
called me in for lunch 42
called me in one morning 80
called me in this morning 375
called me the day after 384
called me to ask about 220
called me to her house 96
called me to him again 74
called me to him alone 60
called me to his cabin 225
called me to his hotel 44
called me to his house 403
called me to his place 56
called me to his study 286
called me to his table 102
called me to this place 168
called me to this state 365
called me up and asked 2349
called me up one evening 64
called me up one morning 143
called me up one night 243
called me up that night 84
called me up this morning 599
called on at all hours 125
called on at all times 96
called on by both sides 46
called on by his uncle 126
called on me and asked 839
called on me and spent 69
called on me and tried 41
called on me and urged 44
called on me one evening 151
called on me one morning 479
called on me that evening 64
called on me that morning 125
called on me this evening 353
called on me this morning 5818
called on the car phone 78
called on the day after 55
called on the east coast 41
called on the new prime 41
called on the old woman 66
called on the red cross 41
called on the two sides 122
called on to act under 61
called on to bring about 95
called on to lay aside 175
called on to pay anything 80
called on to pay money 51
called on to pay taxes 211
called on to read aloud 225
called on to read anything 48
called on to say anything 551
called on to say grace 114
called on to set aside 60
called on us and asked 72
called on us one evening 59
called on us one morning 51
called on us this evening 46
called on us this morning 245
called on us who wrote 40
called the king and queen 365
called to an old woman 85
called to be his people 73
called to be its first 78
called to be set apart 125
called to be with jesus 65
called to do that which 55
called to go and preach 87
called to me and asked 423
called to me one morning 51
called to me with warmth 136
called to the bar about 139
called to the bar after 341
called to the bar until 286
called to the bar within 111
called to the men above 41
called to the men below 200
called to the new chair 91
called to the old woman 359
called to the two women 76
called to us and asked 76
called up at all hours 119
called up by them which 57
called up in our minds 314
called up on each share 247
called up to our minds 54
called us by his grace 134
called us by our first 288
called us by our names 251
called us in and asked 57
called us in for lunch 43
called us to his kingdom 322
called us to this place 85
called us up and asked 90
caller id on her phone 41
calves up to six months 67
camels of the new world 64
camels of the old world 380
camera is at eye level 61
camped in an oak grove 53
camped on the east shore 59
campus of the ohio state 239
canals in the dry season 51
canals in the long bones 44
canals of the long bones 85
canals of the two sides 149
canals on the two sides 89
cancer in the age group 77
cancer in the iowa women 162
cancer in the two sexes 49
cancer of the lip which 48
cancer of the lung which 118
candle in an old brass 42
canons of the new taste 41
canopy of the sky above 64
canvas as he does italy 43
canvas is in one piece 57
canyon of the kings river 61
carbon in the gas phase 99
carbon on the dry basis 45
career as an air force 259
career as an art dealer 262
career as an fbi agent 98
career as he had begun 191
career as he was about 42
career in the air corps 43
career in the air force 1324
career in the art world 407
career in the dry goods 48
career in the fur trade 177
career in the new field 71
career in the new world 1630
career in the old world 45
career in the real world 93
career of the air force 103
career of the man whose 292
career on the east coast 85
career up to that point 776
career up to this point 1419
cargoes of the two ships 77
cargoes to the new world 141
caries of the long bones 44
carrying it in both hands 56
carrying it in her hands 46
carrying it in her purse 40
carrying it in his hands 112
carrying it in his right 68
carrying it on our backs 54
carrying it on with equal 54
carrying it on with vigor 41
carrying it to his house 89
carrying it to its final 46
carrying it to its grave 40
carrying me in his coach 41
carrying on at that place 47
carrying on in his father 54
carrying on in his usual 59
carrying on in this state 191
carrying on of any class 44
carrying on of any trade 1172
carrying on of his fable 80
carrying on of his trade 279
carrying on of that trade 237
carrying on of that which 40
carrying on of this trade 105
carrying on the fur trade 733
carrying on the war after 68
carrying on the war alone 212
carrying on the war could 82
carrying on the war either 67
carrying on the war might 104
carrying on the war shall 56
carrying on the war under 64
carrying on the war until 241
carrying on the war which 263
carrying on the war within 135
carrying on the war would 189
carrying the king and queen 106
carved on the two sides 70
carvings of the old oaken 53
castle in the air about 45
castle in the air built 75
castle in the air which 200
castle in the air would 47
catching it in his hands 47
catching it in his right 42
catching up on each others 92
catching up on her sleep 357
catching up on his sleep 490
catching up on old times 848
catching up on our lives 121
catching up on our sleep 93
catering to the real needs 81
cations in the gas phase 109
cattle in the dry season 355
cattle in the new world 67
cattle on the long drive 64
cattle to do with thinking 83
cattle to the new world 210
caught as he was about 64
caught by an old woman 105
caught by the leg under 58
caught by the red light 129
caught by the two girls 43
caught in an area where 70
caught in an ice storm 87
caught in an oil slick 140
caught in an oil spill 67
caught in it are crabs 52
caught in my own snare 144
caught in the act could 139
caught in the act might 149
caught in the act shall 44
caught in the act while 76
caught in the act would 179
caught in the dry season 45
caught in the jet stream 49
caught in the long grass 94
caught in the net spread 126
caught in the net which 353
caught in the net whose 60
caught in the pit which 42
caught in the rear wheel 96
caught it in both hands 191
caught it in her hands 175
caught it in his fingers 54
caught it in his glove 41
caught it in his grasp 46
caught it in his hands 419
caught it in his right 164
caught it on his tongue 44
caught it to her breast 128
caught it to his breast 46
caught it up and began 62
caught me by both hands 185
caught me in his snare 47
caught me so off guard 323
caught me to her breast 63
caught me to his bosom 53
caught me to his breast 64
caught me up and borne 46
caught on the east coast 104
caught on the long pikes 82
caught on to that trick 44
caught on to this trend 46
caught on to this trick 71
caught up in all kinds 183
caught up in all sorts 185
caught up in being right 42
caught up in her beauty 50
caught up in her father 66
caught up in her grief 45
caught up in her mother 83
caught up in her plans 50
caught up in her spell 61
caught up in her story 333
caught up in her throat 44
caught up in her vision 44
caught up in his dreams 85
caught up in his father 68
caught up in his first 47
caught up in his grief 48
caught up in his mother 82
caught up in his plans 54
caught up in his spell 60
caught up in his story 263
caught up in his vision 123
caught up in his words 86
caught up in his world 87
caught up in its spell 71
caught up in its toils 57
caught up in our daily 154
caught up in our lives 64
caught up in that cycle 41
caught up in that stuff 74
caught up in that whole 121
caught up in that world 74
caught up in this change 72
caught up in this crazy 54
caught up in this cycle 219
caught up in this drama 113
caught up in this feeling 41
caught up in this issue 76
caught up in this search 94
caught up in this social 49
caught up in this story 75
caught up in this stream 41
caught up in this stuff 43
caught up in this surge 40
caught up in this trend 109
caught up in this vision 52
caught up in this whirl 57
caught up in this whole 183
caught up in this world 591
caught up in war fever 67
caught up on each others 63
caught up on her sleep 424
caught up on his sleep 431
caught up on old times 411
caught up on our lives 72
caught up on our sleep 111
caught up the two notes 73
caught up to her again 207
caught up to her easily 113
caught up to him after 124
caught up to him again 233
caught up to his father 109
caught up to them again 172
caught us in its snare 176
caught us in our tents 46
caused by an act which 218
caused by an oil spill 235
caused by an old woman 64
caused by an old wound 59
caused by an rna virus 534
caused by my own folly 131
caused by the act which 49
caused by the air above 52
caused by the air flowing 101
caused by the air passing 363
caused by the air raids 286
caused by the air rushing 221
caused by the air stream 47
caused by the air which 91
caused by the bad roads 44
caused by the bad state 125
caused by the bad water 83
caused by the bad weather 250
caused by the dead loads 44
caused by the earth passing 113
caused by the earth turning 40
caused by the fur trade 61
caused by the heat given 43
caused by the heat which 96
caused by the hiv virus 520
caused by the hot gases 40
caused by the hot water 81
caused by the hot weather 48
caused by the hot winds 77
caused by the key light 262
caused by the long delay 84
caused by the long hours 100
caused by the long period 161
caused by the low blood 42
caused by the low level 365
caused by the low price 156
caused by the low wages 65
caused by the low water 136
caused by the lung fluke 114
caused by the new growth 50
caused by the new taxes 47
caused by the new teaching 57
caused by the oil price 488
caused by the oil shock 397
caused by the oil spill 385
caused by the oil which 40
caused by the ray fungus 272
caused by the real motion 177
caused by the red blood 46
caused by the sun shining 343
caused by the things which 50
caused by the thin layer 43
caused by the too rapid 296
caused by the two drugs 54
caused by the two lines 48
caused by the two major 46
caused by the two types 145
caused by the two world 557
caused by the war could 91
caused by the war might 46
caused by the war which 216
caused by the war would 152
caused by the way light 46
caused by the way people 112
caused me to lay aside 46
caused me to lie awake 45
caused me to put aside 53
caused the king and queen 89
caused to be cut short 47
caused to be read aloud 153
caused to be set apart 56
caused to be set aside 145
causes as to him shall 46
causes in the real world 196
causes in the two cases 168
causes it to die after 105
causes of it are still 50
causes of the bad state 83
causes of the long delay 60
causes of the low level 197
causes of the low price 47
causes of the low state 188
causes of the real world 46
causes of the things which 148
causes of the top event 167
causes of the two kinds 54
causes of the two types 80
causes of the two world 145
causes of the war could 78
causes of the war which 546
causes of the war would 76
causes us to err about 56
caution as it can cause 56
cavity in the earth about 47
cavity of the dye laser 51
cavity of the hip joint 265
cavity of the long bones 446
ceilings of the two rooms 70
celery in the oil until 62
cellar of an old house 184
cellar of the big house 41
cellar of the new house 76
cellar of the old house 328
cellar to the top floor 52
census we do not stand 41
center in an area where 144
center in the new world 477
center in us all where 78
center is an area where 75
center of an area where 149
center of an area which 114
center of an ice sheet 102
center of it all stood 174
center of the air force 102
center of the air stream 92
center of the area shown 50
center of the area stood 45
center of the area under 88
center of the area where 454
center of the area which 139
center of the art world 2492
center of the bar where 80
center of the bay where 44
center of the beam cross 114
center of the beam shown 75
center of the beam where 129
center of the beam which 40
center of the beam would 48
center of the bed where 83
center of the big table 143
center of the box gives 58
center of the cam shaft 388
center of the car where 59
center of the earth about 52
center of the earth below 50
center of the earth could 50
center of the earth floor 95
center of the earth rather 61
center of the earth until 44
center of the earth where 460
center of the earth which 165
center of the earth while 74
center of the earth would 441
center of the east coast 268
center of the east river 46
center of the egg where 42
center of the end plate 74
center of the fur trade 2418
center of the gas cloud 42
center of the gas stream 97
center of the gear blank 122
center of the gym floor 96
center of the head table 336
center of the head where 76
center of the hip joint 834
center of the hot plate 60
center of the ice sheet 312
center of the jet stream 58
center of the long bones 73
center of the long piece 45
center of the long sides 127
center of the long table 1336
center of the low ceiling 64
center of the low table 53
center of the meat packing 56
center of the new kingdom 54
center of the new learning 125
center of the new nation 498
center of the new order 62
center of the new social 50
center of the new state 290
center of the new world 1511
center of the oak table 51
center of the oil region 45
center of the old kingdom 55
center of the old world 365
center of the pan comes 87
center of the pie chart 66
center of the pie comes 176
center of the pie plate 72
center of the real world 50
center of the rear sight 52
center of the rear wheel 130
center of the red field 49
center of the red river 76
center of the shoe trade 45
center of the sun dance 108
center of the sun where 71
center of the sun would 80
center of the then known 88
center of the tip shall 68
center of the top crust 126
center of the top flange 62
center of the top layer 133
center of the top panel 60
center of the top piece 58
center of the top plate 200
center of the top shelf 71
center of the top stone 47
center of the two coils 65
center of the two lines 110
center of the two sides 49
center of the wax paper 42
center on the east coast 649
center on the ohio river 87
center on the top floor 130
cereals of the old world 70
chafed at the long delay 57
chains in the gel phase 65
chains in the hinge region 48
chains of the old world 272
chains on the rear tires 76
chains to the new world 110
chairs at the head table 55
chairs at the long table 100
chairs on the gym floor 55
champing at the bit until 41
champing at the bit waiting 42
chance at the big money 105
chance at the big prize 97
chance he or she would 41
chance in the new world 237
chance in the real world 100
chance is to lie quiet 50
chance of an oil spill 121
chance of it being taken 43
chance of my being right 49
chance of my being taken 52
chance of my doing anything 88
chance of my not passing 50
chance of my not suiting 65
chance to be but short 59
chance to be sad again 73
chance to be with others 60
chance to be with people 205
chance to do any talking 115
chance to do any writing 41
chance to do his stuff 65
chance to do that again 131
chance to do that which 105
chance to do things right 361
chance to do this again 305
chance to do this right 177
chance to eat and drink 264
chance to eat and lodge 72
chance to eat and sleep 47
chance to go and visit 83
chance to sing and dance 165
changed as he got older 61
changed as it has grown 51
changed as to bring about 50
changed if he had lived 83
changed in the few months 101
changed in the few short 54
changed in the few weeks 61
changed in the new world 84
changed in the real world 163
changed in the six months 117
changed in the two months 74
changed in the two weeks 68
changed in the way people 61
changed in the year since 196
changed to the day shift 49
changed to the new color 98
changed to the new learning 128
changed to the new style 89
changed to the new value 194
changed to the one shown 101
changed to the tax court 86
changes as the sun moves 256
changes as we get older 272
changes at the dna level 231
changes at the top level 293
changes at the two poles 47
changes go on long after 62
changes he or she makes 43
changes he or she wants 192
changes he or she would 214
changes in an area where 56
changes in ion and water 60
changes in my own thinking 192
changes in ph can occur 43
changes in ph that occur 88
changes in ph that would 58
changes in sea ice cover 121
changes in the abm treaty 123
changes in the act which 47
changes in the age group 143
changes in the aging brain 1261
changes in the aging human 184
changes in the aging mouse 55
changes in the air above 43
changes in the air force 88
changes in the air which 148
changes in the area since 75
changes in the area under 377
changes in the area where 49
changes in the area which 53
changes in the art world 429
changes in the death rates 288
changes in the dna which 43
changes in the dog under 64
changes in the dow jones 260
changes in the due dates 64
changes in the eeg which 66
changes in the eye occur 55
changes in the eye which 168
changes in the fed funds 73
changes in the fur trade 73
changes in the gas phase 209
changes in the gut flora 132
changes in the heat input 50
changes in the hip joint 532
changes in the ice cover 219
changes in the ice sheet 80
changes in the jet stream 80
changes in the law about 97
changes in the law after 93
changes in the law alone 45
changes in the law appear 43
changes in the law could 459
changes in the law might 275
changes in the law occur 84
changes in the law since 441
changes in the law under 86
changes in the law until 58
changes in the law where 42
changes in the law which 1773
changes in the law would 898
changes in the long bones 1327
changes in the lung after 41
changes in the lung which 124
changes in the mean daily 87
changes in the mean level 612
changes in the mean state 79
changes in the mean value 327
changes in the net asset 133
changes in the net price 55
changes in the net trade 51
changes in the net value 139
changes in the new model 135
changes in the new rules 42
changes in the new state 89
changes in the new world 416
changes in the oil price 367
changes in the old house 98
changes in the old order 852
changes in the old rules 50
changes in the old social 56
changes in the old world 248
changes in the par value 320
changes in the peak shape 54
changes in the rat after 69
changes in the rat brain 191
changes in the rat liver 126
changes in the real costs 122
changes in the real earnings 115
changes in the real level 83
changes in the real money 588
changes in the real price 739
changes in the real stock 116
changes in the real terms 69
changes in the real value 2956
changes in the real wages 113
changes in the real world 3695
changes in the red blood 1378
changes in the red cells 1041
changes in the set point 413
changes in the sex ratios 275
changes in the sex roles 72
changes in the six months 60
changes in the sum total 40
changes in the tax bases 93
changes in the tax codes 107
changes in the tax rates 1668
changes in the tax rules 255
changes in the tax wedge 70
changes in the top ranks 74
changes in the two cases 249
changes in the two forms 63
changes in the two kinds 42
changes in the two major 90
changes in the two rates 48
changes in the two ratios 74
changes in the two savings 41
changes in the two sides 57
changes in the two terms 47
changes in the two types 163
changes in the way banks 87
changes in the way firms 130
changes in the way funds 50
changes in the way goods 217
changes in the way human 373
changes in the way large 41
changes in the way local 131
changes in the way money 62
changes in the way music 59
changes in the way nursing 100
changes in the way others 56
changes in the way people 8076
changes in the way power 98
changes in the way sales 43
changes in the way social 206
changes in the way staff 40
changes in the way state 154
changes in the way users 95
changes in the way water 195
changes in the way women 681
changes of the aging brain 61
changes of the earth which 99
changes of the hip joint 125
changes of the law which 46
changes of the long bones 50
changes of the real world 64
changes of the red blood 95
changes of the red cells 126
changes of the war period 105
changes on the real value 50
changes on the two sides 119
changes to the abm treaty 106
changes to the law which 103
changes to the new color 211
changes to the new style 140
changes to the new value 184
changes to the old order 101
changes to the one shown 294
changes to the real world 41
changes to the tax rates 55
changes to the tax rules 78
changes to the way people 138
changes up to that point 106
changes up to this point 69
chapel in the old jewry 205
chapel on the top floor 148
charge at the bad parts 72
charge is in bad taste 58
charge is on each plate 59
charge it as his crime 50
charge of an idea within 85
charge of an old indian 52
charge of an old negro 61
charge of an old nurse 66
charge of an old slave 76
charge of an old woman 330
charge of by his uncle 106
charge of it but would 44
charge of it had fired 79
charge of it than others 121
charge of it was given 101
charge of my own learning 47
charge of the air corps 40
charge of the air force 623
charge of the area where 189
charge of the big house 55
charge of the day shift 164
charge of the dry goods 68
charge of the east coast 115
charge of the fur trade 113
charge of the head group 54
charge of the head sails 80
charge of the hen house 270
charge of the ions which 44
charge of the long lines 42
charge of the new bureau 110
charge of the new haven 67
charge of the new house 64
charge of the new motor 114
charge of the new plant 70
charge of the new state 204
charge of the new works 63
charge of the ohio river 72
charge of the old chief 41
charge of the old guard 1028
charge of the old nurse 54
charge of the old woman 134
charge of the rear guard 580
charge of the rear party 65
charge of the red cells 95
charge of the red cross 728
charge of the red river 458
charge of the san diego 252
charge of the six sheep 66
charge of the two beasts 53
charge of the two boats 145
charge of the two girls 75
charge of the two right 42
charge of the two ships 59
charge of the two snake 66
charge of the two which 46
charge of the two women 60
charge of the war plans 63
charge of the war savings 45
charge on the head group 42
charge on the net earnings 127
charge on the oil drops 93
charge on the top plate 159
charge on the two sides 155
charge the king with breach 41
charge to me this child 46
charge to the peak value 321
charge up to that point 115
chariot of the sun drawn 50
chariot of the sun which 50
charms as to her whole 49
charms in it for which 98
charms of lea and water 69
charms of the old world 49
charms of the one rather 40
charms of the two elder 117
charting of the east coast 49
charting of the new world 104
charts of the dow jones 69
charts of the east coast 77
charts of the new world 229
charts of the ohio river 64
chasms of the earth would 50
cheaper in the low season 63
cheaper to do things right 95
checking in at his hotel 44
checks to the too rapid 46
cheeks of an old woman 45
cheering the king and queen 45
chides as he had power 70
chiefs as in new spain 107
chiefs as to who shall 62
chiefs of the air force 143
chiefs of the rye house 74
chiefs of the two clans 54
chiefs of the two lands 46
chiefs of the two sides 43
chiefs of the two upper 56
chiefs of the war party 87
chimed in at this place 45
chimed in at this point 351
chimed in the old mother 43
chimes of the old clock 55
chinks in the log walls 89
choice as to its terms 95
choice as to our action 63
choice as to who shall 145
choice as to who would 127
choice as we are speaking 107
choice he or she makes 125
choice in an area where 63
choice in the real world 181
choice in the two social 40
choice is in our hands 102
choice is the old world 151
choice is the one which 163
choice of an old woman 59
choice of as our guide 47
choice of the air force 47
choice of the end which 40
choice of the new cards 44
choice of the new chief 43
choice of the new leader 108
choice of the new party 55
choice of the new prime 48
choice of the one which 144
choice of the things which 44
choice of the two evils 85
choice of the two first 88
choice of the two parts 55
choice of the two plans 42
choice of the two words 52
choirs sing the old latin 141
choked as if his throat 47
choked on my own words 47
choked up in her throat 100
choked up in his throat 42
choked up to say anything 149
chomping at the bit waiting 40
choose is the one which 83
choose me of all people 42
choose to be any longer 135
choose to be put under 57
choose to be with others 82
choose to be with people 149
choose to do that either 61
choose to do that which 383
choose to do things which 64
choose to do this rather 62
choose to eat and drink 338
choose to go that route 288
choose to go this route 551
choosing of my own hands 119
choosing to do that which 55
choosing to do this rather 49
chords of the war march 161
chorus at the end might 51
chorus in the old greek 108
chorus of the song which 53
chosen as the end point 171
chosen as the mean value 61
chosen as the new chief 56
chosen as the new leader 167
chosen as the one which 157
chosen at the head court 123
chosen by the air force 56
chosen by the two sides 80
chosen in the nba draft 54
chosen in the nfl draft 104
chosen is the one where 42
chosen is the one which 253
chosen king in his place 67
chosen the king and queen 48
chosen to be any value 43
chosen to be his bride 113
chosen to be his father 48
chosen to be his mother 49
chosen to be his people 80
chosen to be its first 277
chosen to be its leader 40
chosen to be read aloud 43
chosen to be ten times 47
chosen to be that which 59
chosen to be too large 137
chosen to be too small 115
chosen to be with jesus 63
chosen to do that which 71
chosen to do this rather 63
chosen to go that route 46
chosen up to this point 44
church as it then stood 56
church as it was built 51
church as the new israel 288
church as the new people 117
church by the weak bands 40
church in an area where 64
church in the area where 92
church in the new nation 85
church in the new state 44
church in the new style 40
church in the new world 1197
church in the old jewry 466
church in the old world 103
church is an old gothic 59
church is in any sense 46
church is in our keeping 48
church is in this world 57
church is of both sexes 50
church is of red brick 45
church is the new israel 141
church is the new people 89
church is the one place 174
church is the one which 136
church of the new world 133
church of the old abbey 50
church on the day after 57
church on the east coast 125
church to be his mother 98
church to be our mother 73
church to sing with exact 45
cinema is an art which 109
circle at the top right 64
circle by an arc equal 366
circle by an arc whose 82
circle in the air above 325
circle in the sky above 197
circle in the top right 210
circle in the two cases 53
circle is of all lines 58
circle is the one which 80
circle of my own poetic 48
circle of the art world 87
circle of the earth passing 83
circle of the earth which 101
circle of the old roman 43
circle of the old stone 97
circle of the old walls 53
circle of the old world 40
circle of the sky which 70
circle on the far right 43
circling in the air above 689
circling in the air nearly 66
circling in the sky above 251
cities in the east where 56
cities in the new world 2362
cities in the old sense 78
cities in the old world 898
cities of the asia minor 420
cities of the east coast 3231
cities of the east where 172
cities of the east which 65
cities of the east would 41
cities of the new nation 149
cities of the new world 4527
cities of the old roman 66
cities of the old world 7414
cities of the then known 73
cities on the asia minor 68
cities on the east coast 4626
cities on the map below 129
cities on the ohio river 237
cities up to this point 46
claiming it as his right 1732
claiming to be her father 101
claiming to be her mother 83
claiming to be his father 118
claiming to be his heirs 43
claiming to be his mother 96
claiming to be his widow 89
claims in the east china 152
claims in the new world 1706
claims in the sec action 107
claims in the two cases 58
claims it as her right 40
claims it as his right 211
claims of the air force 46
claims of the new order 40
claims of the new saint 49
claims of the new social 57
claims of the new state 60
claims of the old order 46
claims of the old world 41
claims of the real owner 59
claims of the real world 96
claims of the san domingo 76
claims of the suing party 43
claims of the two lines 47
claims of the two major 64
claims of the two rival 381
claims of the two royal 42
claims of the two sexes 98
claims of the two sides 358
claims of the two women 49
claims on the east coast 42
claims on the new world 96
claims to be her father 165
claims to be her mother 104
claims to be his father 207
claims to be his mother 142
claims to be his right 515
claims to be that which 53
claims to the new lands 74
claims to the new world 768
claims to the ohio river 52
clamps of the old tower 44
