cake dessert 85 calf carried 47
call freedom 52 call cruelty 50
call tonight 70 call present 55
call natural 46 call species 80
call century 54 call friends 58
call sisters 91 call courage 114
call devotion 51 call discuss 66
call explain 175 call inquire 104
call comfort 67 call friends 152
call support 75 call explain 212
call justice 61 call breathers 182
call preached 57 call courage 41
came expense 224 came request 67
came ordered 47 came consent 97
came default 61 came several 40
came between 46 came himself 60
came quietly 67 came started 130
came greeted 63 came trembling 903
came regular 68 came regular 43
came purpose 90 came carriage 46
came carriage 88 came dropped 63
came strafed 46 came husband 345
came parents 42 came friends 50
came lantern 122 came message 83
came parents 47 came verdict 58
came hundred 44 came bottles 105
came glasses 159 came hundred 45
came letters 65 came assumed 530
came entered 166 came married 227
came started 68 came volition 57
came volition 155 came volition 83
came account 90 came drowned 42
came longboat 64 came familiar 43
came perhaps 65 came germany 46
came himself 54 came between 44
came counsel 118 came prayers 41
came admired 44 came company 66
came company 140 came goodbye 67
came goodbye 71 came welcome 153
came welcome 118 came enemies 73
came sinners 110 came thousand 41
came despise 52 came respect 99
came because 53 came because 118
came because 68 came lecture 278
came message 52 came sermons 113
came boarded 55 came brought 74
came offered 207 came pressed 53
came touched 158 came wrapped 77
came comfort 141 came counsel 215
came sympathy 59 came decision 41
came defense 49 came perhaps 409
came startling 50 came stories 56
came trebled 70 came accused 44
came advised 146 came assured 109
came blessed 299 came brought 311
came carried 62 came claimed 49
came desired 180 came greeted 98
came invited 109 came offered 2385
came ordered 114 came pointed 61
came pressed 85 came related 110
came revealed 102 came saluted 149
came started 72 came tempted 49
came touched 219 came watched 54
came willingly 66 came wrapped 65
came baptism 263 came comfort 270
came counsel 1023 came decision 112
came everything 42 came justice 85
came lessons 134 came medical 134
came private 77 came shelter 67
came support 73 came sympathy 51
came cousins 49 came because 77
came brought 41 came everything 56
came perhaps 786 came certain 57
came increasing 75 came letters 167
came perfect 61 came renewed 116
came reports 55 came startling 101
came stories 60 came against 79
came position 116 came country 373
came decision 73 came defense 179
came village 73 came located 110
came settled 116 came located 157
came settled 189 came country 103
came village 45 came control 100
came operate 126 came tribute 86
came account 169 came official 40
came respect 48 came tribute 55
came together 57 came prayers 62
came prayers 51 came everything 58
came commend 199 came consult 41
came examine 40 came herself 213
came himself 569 came anymore 45
came because 204 came husband 349
came parents 129 came perform 118
came several 185 came shortly 71
came because 637 came dressed 55
came perform 138 came several 183
came shortly 77 came friends 135
came majesty 55 came paintings 43
came parents 81 came patient 102
came matters 54 came turners 59
came although 122 came because 40
came certain 86 came everything 83
came perhaps 52 came slavery 69
came success 48 came because 50
came perform 50 came increasing 67
came because 2069 came tonight 123
came advised 42 came brought 74
came offered 348 came quieted 59
came touched 80 came counsel 42
came decision 45 came brought 119
came haggard 77 came because 54
came country 181 came insight 56
came fortune 197 came entered 66
came offered 125 came comfort 68
came counsel 53 came purpose 41
came boarded 117 came defeated 113
came answers 45 came superior 43
came between 391 came husband 394
came quickly 314 came brigade 221
came carriage 50 came cavalry 164
came command 97 came company 169
came division 266 came friends 73
came germans 46 came reserve 54
came solution 56 came superior 40
came strides 96 came hundred 71
came solution 52 came geoffrey 63
came thousand 44 came concept 201
came formula 88 came question 48
came solution 267 came answers 80
came bottles 42 came hundred 108
came thousand 50 camp brigade 64
camp himself 47 care justice 52
care expense 95 care destroy 45
care married 85 care granted 125
care married 69 care aspects 84
care details 120 care conduct 116
care matters 46 care affairs 53
care members 177 care belonged 44
care baggage 62 care himself 121
care patient 75 care parents 67
care parents 97 care parents 174
care brought 88 care cherish 54
care comfort 93 care protect 272
care provide 99 care support 56
care several 75 care husband 42
care husband 48 care affairs 223
care husband 45 care nuptials 49
care offspring 51 care parents 68
care brothers 78 care sisters 44
care youngest 43 care brought 109
care everything 51 care protect 118
care provide 81 care several 136
care desires 45 care parents 169
care dominion 62 care friends 42
care parents 65 care affairs 968
care belongings 52 care country 47
care dignity 51 care eternal 134
care fortune 228 care friends 45
care parents 83 care precious 56
care private 131 care problem 49
care steward 48 care welfare 175
care charles 44 care brothers 66
care sisters 140 care injured 105
care affairs 522 care defense 57
care destiny 64 care members 253
care parents 48 care wounded 45
care animals 46 care directs 57
care handles 112 care parents 76
care affairs 231 care conduct 62
care country 42 care between 312
care brought 47 care protect 164
care provide 135 care support 50
care several 57 care divided 48
care comfort 200 care everything 52
care protect 336 care provide 123
care members 42 care bravest 135
care friends 84 care forward 45
care husband 133 care everything 312
care justice 166 care persons 42
care article 147 cars expense 45
case present 95 case expense 136
case friends 46 case recover 106
case attempt 41 case believe 270
case receive 135 case recover 41
case respond 56 case succeed 189
case survive 239 case attempt 41
case believe 119 case perform 67
case possess 66 case receive 92
case succeed 66 case noticed 192
case watched 109 case remaining 82
case allowed 137 case elected 54
case aspects 458 case details 319
case central 40 case country 97
case defense 87 case country 691
case culture 73 case society 307
case example 220 case handled 140
case involving 107 case unusual 43
case decided 188 case finally 54
case settled 112 case appealed 67
case general 42 case prevent 59
case recover 46 case require 40
case succeed 106 case concern 59
case contain 70 case explain 55
case express 56 case involve 50
case prevent 42 case produce 82
case require 132 case signify 57
case natural 82 case alleged 58
case because 98 case exactly 59
case fortune 53 case unusual 42
case noticed 54 case general 49
case occurring 76 case species 60
case attempt 83 case imposed 181
case species 128 case himself 92
case shirley 90 case suffers 49
case brought 68 case obliged 52
case returning 57 case absence 57
case country 124 case illness 44
case murders 40 case carried 103
case members 94 case princes 154
case animals 49 case poultry 67
case animals 86 case untried 40
case natural 129 case pensions 296
case desires 71 case endures 72
case falsely 155 case follows 50
case suffers 53 case obliged 41
case federal 97 case company 43
case country 795 case language 213
case national 56 case society 210
case species 296 case invasion 54
case america 121 case britain 114
case foreign 56 case germany 989
case peculiar 54 case chapter 44
case variance 144 case derived 127
case congress 47 case certain 41
case obliged 63 case examining 43
case supposing 147 case exclude 70
case explain 64 case imagine 43
case predict 54 case proceed 76
case suppose 52 case suggest 50
case noticed 86 cash medical 40
cash current 109 cash current 115
cast hardest 100 cast expense 41
cast against 53 cast tunnies 77
cast forever 57 cease mankind 61
cease relation 53 cease against 103
cease fellows 42 cease national 91
ceasing parasol 57 ceding dominion 46
cent exports 134 cent imports 55
cent exports 127 cent imports 82
cent members 84 cent seekers 46
cent cancers 74 cent between 68
cent profits 78 cent capital 82
cent dwellings 174 cent exports 104
cent imports 118 cent revenue 208
cent employing 61 cent employs 400
cent official 51 cent imports 53
cent profits 55 cent covered 56
cent national 45 cent official 135
cent profits 375 cent imports 149
cent capital 286 cent material 105
cent revenue 146 cent between 72
cent farmers 45 cent located 131
cent married 125 cent members 92
cent suffering 57 cent workers 98
cent incomes 42 cent hundred 329
cheap operate 41 chin knuckle 50
city expense 189 city expense 78
city visited 88 city aspects 110
city country 77 city country 93
city distant 47 city culture 174
city country 77 city founded 44
city account 90 city account 48
city devices 82 city operate 178
city himself 107 clean alcohol 136
clean dressed 312 clean everything 68
clear although 111 clear approve 155
clear believe 447 clear believe 68
clear referring 46 clear welcome 154
clear because 46 clear aspects 40
clear details 350 clear attempt 47
clear breakers 40 clear improve 88
clear prevent 88 clear relieve 83
clear restore 171 clear prepare 89
clear prepare 93 clear advancing 91
clear british 152 clear general 87
clear himself 278 clear idealism 40
clear invasion 89 clear marriage 44
clear passage 104 clear private 169
clear radical 43 clear friends 96
clear members 100 clear watched 58
clear familiar 41 clear despite 43
clear position 41 clear although 129
clear because 50 clear britain 69
clear certain 56 clear everything 144
clear germany 79 clear familiar 65
clear watches 55 clear congress 51
clinging support 51 clinging entreating 43
clinging finally 46 clinging support 519
clinging support 68 clinging support 42
clings servile 40 clip location 57
cloth account 44 clue mystery 75
clue revolts 40 clung belonged 55
clung comfort 43 clung support 77
clung intense 68 clung pressed 74
clung refused 40 clung wrapped 134
clung comfort 94 clung several 86
clung support 423 clung trembling 59
clung opinions 44 clung support 132
coal country 43 coal natural 323
coat visible 44 cock dunghill 135
code country 93 code governs 42
code adopted 45 code society 79
code penance 73 code started 90
coin country 91 cold sisters 49
cold climate 55 cold friends 114
cold husband 79 come charges 50
come expense 171 come request 43
come everything 121 come testify 49
come noticed 48 come entered 53
come fulness 82 come elected 196
come himself 57 come goodbye 137
come himself 80 come listening 100
come husband 55 come trembling 75
come minutes 81 come purpose 177
come purpose 88 come carriage 78
come country 48 come applied 95
come husband 114 come thousand 48
come purpose 106 come assumed 54
come entered 125 come volition 92
come volition 269 come volition 95
come divorce 44 come account 74
come account 112 come towards 60
come together 127 come journey 49
come natural 42 come endured 92
come believe 61 come decision 63
come charity 71 come justice 74
come luncheon 40 come shelter 110
come question 40 come question 80
come company 102 come company 43
come heartily 52 come goodbye 76
come welcome 137 come goodbye 267
come welcome 100 come together 83
