cage were set not quite 90
cake pans with wax paper 70
call ahead and ask about 66
call during his meal period 77
call evil are not really 51
call from him this morning 78
call from his car phone 89
call high and low water 51
call into being that which 151
call into head with thinking 44
call their own and where 59
call their own and which 48
call these men and women 63
call those men who strut 43
call those who are hired 49
call those who are worthy 41
call time does not exist 90
call unto him for mercy 53
call upon all our people 155
call upon each and every 302
call upon god for grace 93
call upon god for mercy 665
call upon god with strong 52
call upon her that evening 161
call upon her this evening 49
call upon her this morning 45
call upon him and offer 50
call upon him for mercy 193
call upon him that evening 133
call upon him this evening 224
call upon him this morning 275
call upon men and women 169
call upon thee that armed 87
call upon them too often 53
call upon you for anything 43
call upon you for money 254
call upon you this evening 438
call upon you this morning 229
call went out for people 52
calm during all that night 55
came along who was willing 43
came along with her mother 111
came along with his father 112
came along with his horse 50
came along with his wagon 40
came among them and began 43
came away red with blood 170
came away wet with blood 212
came back and sat again 73
came back and sat close 97
came back and she could 106
came back and they could 53
came back and was given 44
came back for him again 55
came back for his father 88
came back for his money 49
came back not long after 85
came back now and again 58
came back one year later 87
came back out and asked 80
came back out and began 43
came back out and stood 71
came back she had every 118
came back she was holding 124
came back she was sitting 185
came back she was smiling 67
came back she was still 253
came back that she would 59
came back that they could 61
came back that they would 90
came back with all kinds 85
came back with all sorts 149
came back with all speed 66
came back with both hands 102
came back with her apron 42
came back with her drink 120
came back with her father 81
came back with her hands 174
came back with her mother 251
came back with her purse 91
came back with his drink 106
came back with his father 114
came back with his first 58
came back with his glass 96
came back with his hands 218
came back with his money 84
came back with his mother 111
came back with his story 48
came back with his usual 49
came back with his whole 100
came back with two beers 82
came back with two bowls 42
came back with two boxes 63
came back with two fresh 52
came back with two large 223
came back with two pairs 48
came back with two paper 41
came back with two pints 41
came back with two small 137
came back with two steaming 100
came down and they could 42
came down off his horse 43
came down with all haste 42
came down with her mother 45
came down with his father 41
came down with his first 44
came down with his goats 41
came down with his squaw 55
came down with his whole 79
came from and all about 42
came from and was saved 55
came from and who wrote 48
came from asia and latin 132
came from god and would 57
came from her being again 41
came from her own mother 67
came from her own throat 280
came from him this morning 42
came from his dry throat 48
came from his own breast 57
came from his own father 63
came from his own hands 84
came from his own house 100
came from his own mother 99
came from his own party 169
came from his own people 93
came from his own place 51
came from his own purse 86
came from his own state 62
came from his own throat 159
came from his pen after 72
came from his pen until 50
came from its own ranks 43
came from men and women 542
came from men who loved 43
came from our own people 46
came from tin pan alley 48
came from you this morning 83
came here for one reason 216
came here for that reason 75
came here for two weeks 45
came here not long since 55
came here that you would 92
came here with her father 107
came here with her mother 172
came here with his bride 45
came here with his father 444
came here with his mother 159
came here with one child 45
came home and got drunk 87
came home and her mother 45
came home and his mother 67
came home and she could 48
came home and was seated 42
came home for her first 54
came home for his first 115
came home for his lunch 63
came home for two weeks 97
came home not long after 65
came home one day after 198
came home one day looking 41
came home she was alert 42
came home she was still 46
came home that way again 49
came home with her father 41
came home with her hands 48
came home with her mother 83
came home with him again 52
came home with his bride 83
came home with his father 117
came home with his first 102
came home with his hands 44
came into being and about 43
came into being and began 391
came into being and found 53
came into being and later 112
came into being and lived 42
came into being and spread 261
came into being and still 53
came into being and where 88
came into being and which 117
came into being and would 43
came into being long after 250
came into being one after 112
came into being that could 44
came into being that would 46
came into being was still 57
came into her head which 50
came into her own after 99
came into her own again 126
came into his head about 59
came into his head again 55
came into his head which 137
came into his head while 117
came into his own after 217
came into his own again 1712
came into his own hands 184
came into his own house 106
came into his own under 42
came into its own about 105
came into its own after 1238
came into its own again 2985
came into its own later 47
came into its own right 50
came into its own under 288
came into its own until 49
came into our own study 41
came into this new world 67
came into this our world 54
came into use for tools 43
came into use long after 147
came just one day after 125
came just one year after 103
came late had any share 62
came less than six months 84
came less than two months 253
came less than two weeks 248
came more than six months 40
came more than two months 45
came only for that cause 46
came only one day after 84
came only one year after 95
came over and sat close 109
came over her own proud 55
came over him that after 46
came over him that began 46
came over him that never 45
came over not long after 41
came over this year under 57
came over with her father 45
came over with her mother 64
came over with his father 413
came over with his mother 84
came over with his whole 64
came over with two ships 50
came their way they would 67
came time for his first 41
came upon her one evening 54
came upon her one night 47
came upon her she would 76
came upon him and asked 42
came upon him one morning 94
came upon him that evening 55
came upon him was moved 115
came upon men and women 54
came upon them and fired 43
came upon them they would 48
came upon two men sitting 55
