cabs are plying for hire 61
cake and have her cake 41
cake and have his cake 59
cake and some ice cream 73
cake and wine had been 66
calf and three long years 130
call all those who have 97
call and call and call 415
call and call and pick 137
call and find out more 120
call and find out what 1030
call and find out when 197
call and show him some 41
call and take them away 41
call and tell her what 245
call and tell him what 356
call and tell them what 315
call and tell you what 337
call and tell you when 87
call and wait and take 41
call any time you want 46
call each other and talk 172
call each other for help 59
call for free and fair 51
call for help and have 130
call for help and wait 43
call for help had been 353
call for help had come 268
call for help had gone 61
call for help has been 86
call for help was heard 83
call for help was made 183
call for help was sent 347
call for more and more 2212
call for more than five 41
call for more than four 40
call for more than just 253
call for more than mere 263
call for more than three 61
call for those who have 345
call for those who were 136
call for what has been 40
call for what they want 62
call for what thou wilt 206
call for what you like 526
call for what you want 131
call for what you wish 88
call had come too late 44
call had gone out from 128
call has gone out from 122
call her back and make 42
call her back and tell 433
call her from new york 149
call her what you like 242
call her what you will 231
call her when they were 66
call him back and give 140
call him back and make 86
call him back and tell 690
call him back this time 60
call him from his dream 42
call him from his warm 160
call him good and mild 45
call him into her room 40
call him into his room 44
call him what they will 75
call him what you like 793
call him what you want 64
call him what you will 2741
call him when his food 270
call him when she came 41
call him when they were 105
call his boss and tell 41
call his wife and have 46
call his wife and tell 633
call new york and tell 54
call not less than five 50
call not only for more 51
call not only for peace 62
call not upon his name 217
call not upon you from 41
call our body and soul 59
call our great men gods 58
call our sons and your 123
call out loud and clear 64
call out over and over 90
call out what they think 50
call out when she heard 51
call out when they join 70
call out your real name 52
call pat gray and just 145
call that there had been 124
call that went out from 107
call thee love and love 56
call them back and tell 209
call them forth and give 63
call them jack and jill 48
call them john and mary 56
call them what one will 201
call them what they were 63
call them what they will 81
call them what you like 1594
call them what you want 163
call them what you will 12552
call them what you wish 84
call them when they look 249
call them when they were 55
call them when you need 70
call was from new york 76
call was loud and clear 76
call was made for more 216
call was made for some 67
call was made for those 70
call was made for three 87
call was sent out from 72
call with truth one span 46
call you back and give 55
call you back and tell 166
call you from new york 204
call you more than once 51
call you when she gets 663
call you when they come 55
call you when they have 151
call you when they need 145
call you when they want 47
call you when you were 148
calm and clear sky there 64
calm and firm and true 71
calm for those who weep 552
calm her down and help 164
calm her down and make 121
calm her down and said 43
calm her down and talk 92
calm her down and tell 62
calm her down and told 51
calm him down and give 50
calm him down and help 84
calm him down and keep 69
calm him down and make 179
calm him down and said 41
calm him down and stop 52
calm him down and talk 47
calm him down and told 43
calm his mind and rest 42
calm our body and mind 46
calm them down and help 88
calm them down and make 75
calm you down and help 154
calm you down and make 144
came all over her face 89
came and bade him tell 85
came and blew his soft 56
came and bore her away 765
came and bore him away 121
came and came and came 616
came and died and rose 86
came and flung her arms 43
came and gave her some 74
came and gave him some 104
came and gave his life 135
came and held her hand 47
came and held his hand 77
came and laid her hand 206
came and laid his hand 362
came and left them over 47
came and made his home 73
came and nothing was done 44
came and said that there 172
came and said they were 394
came and said you were 49
came and there had been 76
came and there was born 55
came and there was much 40
came and there was nothing 155
came and those who were 136
came and threw her arms 137
came and threw his arms 57
came and told her there 45
came and told her what 111
came and told him their 40
came and told him there 85
came and told him what 161
came and told them what 162
came and told you what 76
came and took her away 4256
came and took her back 454
came and took her from 176
came and took her hand 366
came and took her home 371
came and took her into 57
came and took him away 5166
came and took him back 278
came and took him down 55
came and took him from 180
came and took him home 584
came and took him into 126
came and took his body 430
came and took his hand 269
came and took his wife 59
came and took one look 60
came and took our land 78
came and took them away 2239
came and took them back 76
came and took them down 45
came and took them from 82
came and took them home 93
came and took them into 47
came and took you away 269
came and went and came 1145
came and went and even 102
came and went and left 544
came and went and made 68
came and went and nothing 265
came and went and soon 101
came and went and their 53
came and went and there 1118
came and went and took 53
came and went and used 41
came and went and were 280
came and went and when 67
came and went but there 85
came and went for three 42
came and went too fast 129
came and went with great 367
came and went with more 132
came and went with much 117
came and went with nary 60
came and went with nothing 132
came and went with only 282
came and went with some 150
came and went with such 385
came and went with their 527
came and went with very 64
came and what they were 55
came and what was their 55
came and when she went 45
came and when they left 58
came both mist and snow 836
came for help with their 63
came for those who were 70
came near ending his life 87
came near losing her life 115
came near losing his life 1545
came not among them upon 73
came not from his heart 65
came not from his lips 43
came not from new york 49
came not from too great 103
came not here but there 683
came not into use till 44
came not over for such 46
came now into his mind 114
came off safe with their 63
came out clear and warm 56
came out during that time 46
came out during this time 51
came out from her heart 60
came out from her hiding 566
came out from her mouth 54
came out from her room 288
came out from his back 40
came out from his cell 47
came out from his eyes 56
came out from his hiding 2224
came out from his mouth 162
came out from his room 218
came out from his shop 45
came out from his tent 197
came out from its hiding 114
came out from new york 2098
came out hard and fast 97
came out here and made 68
came out here and said 61
came out here and shot 95
came out here and there 286
came out here and told 48
came out here and took 85
came out here and went 59
came out here for some 70
came out here two years 62
came out loud and clear 645
came out more and more 1014
came out more than half 40
came out more than once 177
came out next day four 44
came out only two years 46
came out over and over 55
came out over his skin 49
came out piping hot much 73
came out there was nothing 58
came out upon him from 44
came out upon his face 91
came out when she heard 142
came out when they heard 97
came out when they were 201
came out when you were 74
came out wiping his mouth 57
came ten years too late 154
came that dark and dull 44
came that gold had been 95
came that peace had been 160
came that peace was made 43
came that same year when 111
came that there had been 313
came that there was nothing 47
came that there was some 46
came they went with some 51
came this time not from 59
came too late and only 132
came too late and went 41
came too late and were 426
came too late for john 41
came too late for many 361
came too late for most 283
came too late for some 197
came too late for such 41
came too late for their 122
came too late for those 108
came too thick and fast 95
came two days too late 191
came two years ago when 79
came two years too late 140
came with cart and pair 55
came with heads low down 73
came with more and more 145
came with nothing but their 48
came with what was left 45
camp and find out what 78
camp and sued for peace 51
camp and those who were 135
camp and told them what 50
camp any idiot that sits 58
camp for food and rest 46
camp for more than three 80
camp for those who were 50
camp not very far from 55
camp they threw him down 166
cane can help you take 53
canoe was heavy and slow 59
cans for beer and soft 105
cant you talk and walk 45
cape that juts out into 48
caps that made them look 47
card and sold for five 42
card and spin and weave 250
card that came with your 267
care all those who have 451
care and have not been 41
care and help each other 44
care and keep his home 93
care and love and even 60
care and love each other 46
care and love for their 83
care and love they have 41
care and those who give 57
care and those who have 187
care and those who need 42
care and those who were 150
care and want all their 40
care any more for your 200
care are those who have 94
care far more for their 113
care far more for what 95
care for body and soul 69
care for dogs and cats 74
care for eggs and young 244
care for having too great 44
care for more and more 224
care for more than five 264
care for more than four 248
care for more than half 130
care for more than just 114
care for more than their 168
care for more than three 409
care for name and fame 187
care for nothing but love 40
care for nothing but making 136
care for nothing but saving 99
care for nothing but their 1300
care for nothing but what 260
care for nothing but your 509
care for other things more 43
care for over two years 42
care for poor and sick 44
care for pots nor pans 57
care for rich and poor 151
care for self and care 49
care for sick and poor 44
care for some one else 945
care for such things when 51
care for their new baby 228
care for their own good 52
care for their own health 1180
care for their own poor 510
care for their own sick 315
care for their own teeth 53
care for their own well 157
care for their own young 470
care for their two sons 41
care for their two young 143
care for these and other 123
care for those for whom 478
care for those who came 52
care for those who come 224
care for those who fall 115
care for those who have 2494
care for those who lack 107
care for those who live 149
care for those who love 179
care for those who need 1886
care for those who seek 144
care for those who want 43
care for those who were 2390
care for those who will 244
care for those who work 42
care for those with aids 228
care for those with whom 212
care for those you love 110
care for very low birth 327
care for what has been 124
care for what she said 117
care for what they have 176
care for what they said 281
care for what they were 72
care for what you call 83
care for what you have 222
care for wind and tide 71
care for wind nor tide 42
care for your new baby 235
care for your own body 86
care for your own health 208
care for your own life 492
care for your own sake 186
care for your own soul 57
care has been and will 65
care has been put into 82
care how good you think 69
care how hard you work 86
care how many they kill 41
care how much they cost 114
care how much they hurt 74
care how much they paid 58
care how much they play 205
care how much you hate 42
care how much you have 91
care how much you hurt 79
care how much you know 4110
care how much you love 83
care how much you make 61
care how much you paid 44
care how much you take 47
care how much you think 47
care how much you want 71
care how soon they were 42
care how well you know 40
care may rise and fall 84
care not much for gold 495
care not only for their 646
care not what his form 56
care not what may come 139
care not what men think 55
care not what they think 69
care not what you call 162
care not what you think 249
care than those who have 96
care than those who were 149
care that from his mouth 44
care that have not been 51
care that much any more 40
care that none but those 47
care that nothing but what 229
care that nothing was done 342
care that there are none 155
care that there was nothing 61
care that those few were 132
care that those who died 95
care that those who have 266
care that those who were 146
care that will not leave 141
care that young men have 40
care they feel they need 43
care they took that none 72
care they took with their 107
care they want and need 46
care they want for their 88
care too much for their 151
care too much for these 41
care too much for what 349
care too much for your 136
care who made its laws 55
care with whom they went 84
care you have not kept 59
care you take with your 47
care you want for your 43
caring for eggs and young 44
caring for more and more 206
caring for nothing but food 50
caring for nothing but rest 70
caring for nothing but their 125
caring for nothing but truth 242
caring for nothing but what 135
caring for self and caring 207
caring for their new baby 90
caring for their own health 209
caring for their own poor 87
caring for their own sick 54
caring for their own young 77
caring for their two young 55
caring for those for whom 43
caring for those who have 333
caring for those who need 137
caring for those who were 803
caring for those with aids 43
caring for those with whom 41
caring for your new baby 221
caring not only for their 115
cars can pass each other 66
cars going back and forth 207
cars had come and gone 59
