cabin going back to nature 65
cable was sent to london 80
caked with filth of various 45
calling and what the riches 143
calling for help as loudly 50
calling for peace to defend 45
calling her back to another 80
calling her from the office 40
calling him back to england 40
calling him back to london 79
calling him into the office 51
calling out during the fighting 136
calling you from the office 41
calls are free of charge 54
calls for giving no warnings 44
calls for years of special 81
calls him back to reality 43
calls him into the office 62
calls its code of morals 88
calls this mode of thought 44
calls you into the office 239
camel out into the garden 61
camel was left to perish 89
camps all over the island 46
camps all over the soviet 94
camps all over the united 216
canal and down the hudson 86
canal and into the uterus 114
canal does from the serous 58
canning and drying of fruits 119
canoes lay along the strand 56
canoes run past the latter 44
canst not leave it without 74
canst thou hope to escape 47
cards and went up stairs 64
cards are dealt at random 174
cards are lost or stolen 346
cards are used in various 43
cards are used to record 179
cared for during the entire 43
cared for during the summer 144
cared for during the winter 215
cared for free of charge 242
cared for from the cradle 59
cared for from the moment 47
cared for like an infant 261
cared for nothing or nobody 64
cared not what the rogues 49
cares for self at toilet 42
cares had left no traces 41
cares who gets the credit 537
cargo for hire or reward 166
cargo was sold at auction 40
carry air from the trachea 76
carry far into the future 41
carry her away to erebus 58
carry her away to france 46
carry her back to england 71
carry her back to france 43
carry her down the stairs 314
carry her from the flames 53
carry her love to market 75
carry him back to england 182
carry him back to europe 64
carry him back to france 104
carry him back to london 90
carry him back to mexico 54
carry him back to safety 78
carry him down the stairs 207
carry him down the street 46
carry him home to england 229
carry him into the chapel 66
carry him into the church 80
carry him into the combat 54
carry him into the desert 43
carry him into the forest 40
carry him into the future 127
carry him into the garden 45
carry him into the little 49
carry him over the bridge 78
carry him over the ground 78
carry him over the winter 82
carry him over to england 52
carry him over to france 43
carry his dread of shedding 61
carry his load of misery 96
carry his pigs to another 50
carry his plan of attack 44
carry his work to market 332
carry its roof en chapeau 47
carry man over the waters 52
carry not only the burden 52
carry not only the weight 72
carry oil from the caspian 41
carry oil from the middle 73
carry oil from the persian 43
carry one till the longest 73
carry one unit of charge 43
carry out acts of murder 43
carry out acts of revenge 64
carry out acts of terror 181
carry out during the course 52
carry out such an attack 484
carry out such an effort 67
carry out such an object 49
carry out what he called 162
carry out what he termed 47
carry out what he thought 132
carry out what he wanted 54
carry out what he wished 55
carry out what is already 108
carry out what is called 228
carry out what it called 48
carry out what the spirit 51
carry out work on behalf 102
carry that kind of weight 64
carry that sort of kernel 57
carry them away as slaves 45
carry them away in another 132
carry them away to safety 50
carry them back to africa 63
carry them back to canada 234
carry them back to england 268
carry them back to europe 69
carry them back to france 115
carry them down the stairs 59
carry them down to dawson 160
carry them free of charge 54
carry them from the better 154
carry them into the church 56
carry them into the future 442
carry them into the island 47
carry them into the street 49
carry them into the temple 58
carry them over the crisis 47
carry them over the initial 44
carry them over the waters 44
carry them over the winter 220
carry this line of reasoning 256
carry this line of thought 706
carry war into the bowels 45
carry you back to kansas 86
carry you down the stairs 66
carry you into the future 108
carry you into the garden 64
carry you over the desert 289
carry you over the ground 98
carving each other to pieces 93
cases all have in common 66
cases all over the united 53
cases and there is little 73
cases are also on record 188
cases are from the united 46
cases are heard by judges 66
cases are heard by panels 49
cases are heard by special 43
cases are heard in public 703
cases are less in degree 102
cases are seen in adults 84
cases can also be treated 49
cases can best be treated 44
cases can only be solved 41
cases can only be treated 76
cases for trial by virtue 45
cases had gone no further 47
cases had much in common 55
cases has been the result 99
cases has been to permit 44
cases lie upon the person 55
cases may also be treated 44
cases may sell the estate 71
cases may take it wholly 69
cases set down the various 62
cases that came up before 201
cases that come to public 49
cases that come up before 120
cases that must be treated 64
cases that reach the courts 265
cases that there is little 45
cases that were to follow 48
cases they have no choice 50
cases they have to decide 65
cases they were the actual 43
cases they were the result 78
cases this will be enough 94
cases this will be obvious 64
cases was held so sacred 51
cases you have no choice 104
cases you will be better 42
cases you will be unable 40
casting and boring of cannon 51
casting earth upon the corpse 61
casting his face in shadow 102
casting them into the flames 197
casts its gleam on another 42
casts its skin or slough 42
catch and hold the pollen 161
catch and hold the public 118
catch and hold the viewer 110
catch and keep the strain 103
catch him when he should 40
catch his breath in wonder 109
catch per unit of effort 6538
cause and cure of cancer 821
cause and cure of disease 1988
cause and cure of mental 220
cause and cure of scurvy 175
cause and file the record 110
cause and meant to retain 43
cause and root of almost 142
cause and site of bleeding 45
cause and some to another 43
cause and such an effect 41
cause and what is caused 106
cause and what is effect 4517
cause and what the effect 128
cause and what the remedy 43
cause any harm to anyone 86
cause any hurt or damage 68
cause any loss or damage 139
cause any ship or vessel 85
cause but also an effect 55
cause but also to select 47
cause can best be served 40
cause can only be matter 50
cause can there be except 59
cause for making an arrest 74
cause for such an attack 85
cause for such an effect 269
cause for such an opinion 117
cause for want of temper 83
cause has been an object 97
cause has been in public 247
cause has been the direct 40
cause her evil to revert 50
cause not only to arrest 133
cause our eyes to become 42
cause our heart to extend 42
cause than drew the public 42
cause than ever to regret 52
cause that kind of damage 179
cause that kind of reaction 43
cause this germ to absorb 46
cause this kind of damage 180
cause this kind of reaction 69
cause this sort of injury 76
cause this type of damage 234
cause this type of injury 331
cause this type of reaction 326
cause was just or unjust 116
cause was lost in england 52
causing all eyes to follow 71
causing any harm to anyone 42
causing him most to quiver 117
causing this type of reaction 72
caves and dens of london 54
caves cut into the cliffs 50
cells and into the plasma 47
cells and there is little 55
cells are able to absorb 125
cells are able to adhere 51
cells are able to attach 66
cells are able to become 40
cells are able to detect 102
cells are able to divide 299
cells are able to escape 76
cells are able to induce 154
cells are able to invade 48
cells are able to obtain 41
cells are able to reduce 48
cells are able to release 111
cells are able to remove 58
cells are able to repair 215
cells are able to resist 64
cells are able to retain 59
cells are also the source 47
cells are made in various 59
cells are rare or absent 123
cells are rich in starch 48
cells are seen in various 93
cells are seen to extend 47
cells are used in series 102
cells are used to detect 79
cells are used to measure 146
cells are used to obtain 53
cells are used to supply 70
cells but have no effect 44
cells can also be formed 58
cells can only be formed 42
cells can take up oxygen 52
cells has been the object 51
cells may also be formed 81
cells may also be killed 41
cells may also be useful 71
cells may play an active 66
cells per gram of tissue 110
cells per unit of tissue 45
cells per unit of volume 237
cells than those of normal 41
cells that form the embryo 43
cells that have the proper 55
cells that lack the enzyme 53
cells that line the canals 55
cells that line the cavity 105
cells that line the entire 99
cells that line the inside 481
cells that line the trachea 106
cells that line the uterus 164
cells that line the vagina 84
cells that line the vessel 40
cells that make up plants 67
cells that tend to invade 52
cells that vary in number 47
cells with half the normal 79
cells with half the number 231
cells you want to affect 102
cells you want to delete 147
cells you want to format 963
cells you want to insert 103
cells you want to modify 107
cells you want to select 342
cells you want to unlock 42
cents per mile of travel 93
cents per unit of output 184
chain and wore it around 49
chair and left the office 100
chair and made an effort 70
chair and onto the ground 41
chair and sent it crashing 59
chair and spun it around 177
chair and swung it around 188
chair and threw it across 91
chair and threw it through 78
chair and took the pencil 75
chair and went to answer 88
chair out into the garden 82
chair out into the middle 137
change and have an impact 47
change and rising sea levels 142
change and tend to become 54
change and there is little 54
change can also be traced 50
change can also be viewed 150
change can have an effect 42
change can have an impact 129
change had been in effect 201
change had been so sudden 122
change has been in effect 55
change has been so marked 133
change has been so recent 42
change has been so sudden 75
change has been the advent 54
change has been the creation 336
change has been the desire 40
change has been the greater 59
change has been the marked 97
change has been the recent 75
change has been the result 702
change has been the shifting 48
change has been to induce 47
change has been to reduce 175
change has much in common 113
change her mind in regard 94
change her name to something 128
change her plan of attack 41
change his life at random 57
change his line of attack 58
change his line of battle 42
change his line of policy 83
change his line of retreat 79
change his mind by offering 41
change his mind in regard 226
change his mind no matter 79
change his mode of attack 100
change his name to joseph 74
change his name to julius 53
change his name to kareem 51
change his name to robert 66
change his name to samuel 46
change his name to something 215
change his name to william 48
change his plan of attack 179
change its angle of attack 46
change its name by special 92
change its name to something 237
change its part of speech 99
change its size by dragging 58
change may also be viewed 42
change may have an effect 143
change may have an impact 172
change may have the effect 120
change not only my manner 59
change not only the amount 44
change not only the course 213
change not only the nature 160
change one form of energy 368
change one gram of liquid 117
change one kind of energy 77
change one part of speech 48
change one word to another 65
change our view of reality 50
change per mole of solute 53
change per unit of volume 130
change that will be needed 152
change them from the inside 190
change them when he pleases 64
change things from the inside 207
change this line of policy 117
change this name to something 76
change was also the result 42
change was made in england 74
change was made in regard 184
change was made to better 130
change was made to enable 81
change was made to ensure 50
change was made to reduce 67
change was when he turned 122
change with angle of attack 181
change with time is called 123
change you from the inside 467
change you into the person 43
changing his line of attack 43
changing his mode of attack 55
changing his name to robert 46
changing his name to something 56
changing his tone of levity 48
changing his tone to serious 61
changing its angle of attack 58
changing its form by merely 44
changing its name to castle 40
changing its name to something 49
changing its name to united 71
changing not only the nature 41
changing one form of energy 156
changing one part of speech 44
changing you from the inside 55
charm and truth to nature 44
charm one acre of ground 43
charm they ever so wisely 65
charm was hard to resist 62
chart can show the dangers 51
chart you want to format 42
chart you want to insert 47
chart you want to modify 270
chase and kill my fallow 160
chase her down the street 62
chase him down the street 142
chase them down the street 71
chase you down the street 109
chasing her down the street 89
chasing him down the street 181
chasing them down the street 92
chasing you down the street 192
cheats and robs in return 53
cheats him into the belief 42
check box next to enable 217
check but from the limits 45
check each other to ensure 97
check for half the amount 147
check than such as arises 93
check that there is enough 373
check this tide of asiatic 43
check was lost or stolen 54
check was made on whether 40
check was made to ensure 175
check was made to insure 58
cheek and drew the corner 76
cheek and into the corner 49
chest and arms of silver 1182
chief and acts as second 48
chief and wish to desert 40
chief had used the phrase 73
chief man among the french 173
chief men among the romans 115
chief was tied up before 127
chief who bore the symbol 80
chief who leads my chosen 81
child and also in planning 67
child and help the family 57
child and knew no better 42
child and move to another 65
child and must be treated 61
child and went to school 139
child but also the family 55
child can also be taught 73
child can best be helped 87
child can grow up without 81
child can learn to accept 60
child can learn to handle 69
child can walk to school 44
child does well in school 134
child for life in modern 298
child for whom the parent 95
child for whom the school 48
child had been in foster 100
child had been in school 167
child had been the victim 124
child had come to school 46
child had gone to school 97
child had said in answer 65
child has been at school 123
child has been in foster 883
child has been in school 768
child has been the center 60
child has been the object 62
child has been the victim 343
child has come to accept 43
child has come to expect 81
child has come to school 50
child has gone to school 170
child has left the school 68
child has much in common 47
child his wife is carrying 154
child may also be placed 46
child may also be taught 46
child may come to realize 51
child may come to regard 56
child may come to school 292
child may grow up without 61
child may have the disease 54
child may have to choose 41
child may have to endure 44
child may have to suffer 41
child may learn the better 152
child may learn to expect 40
child may well be called 41
child not born in lawful 84
child out into the forest 56
child out into the garden 92
child out into the street 92
child ran into the street 78
child she felt the church 62
child that must be played 91
child that there is something 201
child they have in common 103
child too well to permit 40
child was able to answer 60
child was able to attend 52
child was able to escape 52
child was able to follow 40
child was able to master 43
child was born in another 63
child was born in august 188
child was born in boston 59
child was born in england 131
child was born in france 58
child was born in lawful 56
child was born in london 43
child was born in prison 68
child was born it should 42
child was born on august 140
child was born on sunday 72
child was fond of sporting 93
child was free to choose 59
child was from the palace 57
child was left an orphan 131
child was left in charge 68
child was lost or stolen 65
child was male or female 402
child was seen to occupy 51
child was sent to france 44
child was sent to school 536
child was torn to pieces 48
child who came to school 250
child who grew up without 78
child who knew no better 103
child who must be taught 69
child who went to school 298
child who will be called 91
child with gold or silver 74
child with whom the teacher 82
child you wish the public 51
chill and cold the yellow 130
chill and damp in winter 50
chime rang from the chapel 45
choir that woke the sleeping 77
choir was full of kneeling 62
choking and tears on slight 58
chose not only to ignore 46
chose this time to attack 50
chose this time to launch 41
cigar hung from the corner 78
civil law must be tested 46
civil war among the creeks 86
civil war among the french 52
civil war among the greeks 63
civil war among the indians 52
civil war among the kikuyu 87
civil war among the romans 85
civil war among the tribes 54
civil war among the various 99
civil war among the whites 86
civil war during the summer 43
civil war over the future 41
civil war raging in greece 55
claim any debt or demand 135
claim can only be tested 42
claim for lack of standing 298
claim for loss of future 275
claim for loss of income 255
claim for loss of market 77
claim for loss of profit 738
claim for loss or damage 2874
claim for loss or injury 131
claim her name as public 42
claim put forth on behalf 65
claim that from the moment 40
claim that only the former 50
claim that only the latter 46
claim that there is already 111
claim that there is always 696
claim that there is another 418
claim that there is enough 217
claim that there is greater 63
claim that there is indeed 336
claim that there is little 1556
claim that there is neither 54
claim that there is simply 120
claim that there is something 3144
claim that what is called 117
claim that what is needed 242
claim too much in behalf 67
claim was made in regard 43
claim was made on behalf 417
clank and clang the cavern 44
clash with those of another 672
clash with those of england 110
clash with those of france 40
class and have the pupils 55
class and into the middle 121
class and race on family 70
class and those of another 128
class and type of person 41
class and type of school 159
class are held of record 151
