cabin door was thrown open 56
cakes were going round like 42
calls just men which need 46
canal along its whole length 98
canal zone six miles wide 162
canal zone ten miles wide 153
canoes were not often lost 728
cared nothing for human life 249
cares nothing for human life 89
cares what she looks like 141
carry away his whole heart 50
carry away this prize from 48
carry fire and sword along 106
carry fire and sword among 145
carry fire and sword from 40
carry fire and sword into 2078
carry fire and sword over 57
cases during this period were 91
cases from this court have 70
cases like this where there 103
cases speak thus stems from 194
cases there has never been 49
cases upon this point have 40
cases were not taken into 62
casting down his paper like 59
casting from them every hope 56
cause more than anything else 189
causing their long black hair 44
cedar tops and hills seem 61
ceiling also was flaming fire 43
cells from each group were 57
cells into one large cell 52
chain link and razor wire 152
chair away and looking down 66
chair legs and table legs 66
chair reading and thinking over 50
chair rungs and table legs 47
change from one amino acid 53
change from one state into 302
change like that which rest 93
change more than anything else 277
change some things about your 42
change wealth and power into 345
change when one moves from 49
change when you change your 45
changing moon and tidal wave 62
changing moon his changing eyes 160
changing years that would grow 50
chaos there was really form 44
check here and enter date 240
check must act still more 69
chest heaving with every breath 45
chest hurt with every breath 46
chest rising and falling from 75
chest rising and falling like 127
chief gave his whole heart 44
chief good and final hope 255
chief said that after laying 92
chief when his father died 49
child bearing and child care 149
child bearing and child rearing 2120
child birth and child care 159
child birth and child rearing 184
child care and child care 248
child care and child health 256
child care and child rearing 1125
child care and elder care 2332
child care and house work 111
child care and social work 151
child care has never been 42
child cuts its first teeth 43
child cuts its first tooth 54
child during his first five 41
child during his first years 42
child during its first years 70
child during that whole time 40
child from his first wife 55
child health and child care 49
child less than eight years 67
child less than seven years 124
child life and adult life 138
child more than anything else 599
child over its still more 89
child ratio and group size 198
child rearing and child care 587
child says his first word 161
child uses his first word 46
child what she would like 72
child when her father died 109
child when her mother died 207
child when his father died 766
child when his mother died 102
child when she first came 51
child whom they could have 82
child will not enter into 84
chill mist all hands were 44
chill wind was blowing down 42
chill wind was blowing from 78
choking during this small wait 143
cited here are drawn from 174
cited here are taken from 362
civil wars had swept away 41
civil wars had thrown down 70
civil wrong not arising from 58
claim upon our whole life 108
class boys and girls were 211
class into two equal teams 180
class more than anything else 203
class name and method name 139
class name not found during 88
class size and teaching load 111
class there may arise good 84
class three and class four 162
class time and study time 85
class what they would like 66
class work and field work 166
climb into that upper tier 65
cloak over her evening gown 51
clock back and start over 40
clock will not pause just 55
close upon his guard lest 168
close upon his heels came 63
clothing more than anything else 41
cloud over each gleaming morn 47
cloud upon his brain thick 115
coast there are eight great 61
color more than anything else 98
combing their long black hair 86
comes along and takes away 46
comes along and takes over 51
comes back and comes back 42
comes back you shall have 69
comes clear and sweet from 72
comes early and stays late 706
comes from and harks back 178
comes from his tongue like 109
comes from its latin name 61
comes from not knowing what 466
comes from not knowing when 51
comes from sir thomas more 49
comes from this greek word 93
comes from this latin word 41
comes from two words meaning 168
comes health and every other 87
comes home and would have 50
comes into being after some 55
comes into being comes from 90
comes into being comes into 48
comes into being where there 102
comes into our hearts when 41
comes into our lives when 113
comes into our minds when 187
comes into our poetry from 75
comes into this house wearing 62
comes into this world from 41
comes late and leaves early 116
comes when our hearts sink 42
comes when you write well 47
comes your low stone dyke 68
cooking pots and water jars 124
cooling down and passing away 106
corps when this breach took 43
costs have long since been 61
costs less and takes less 116
costs more and takes more 48
costs more than anything else 116
costs more than twice what 53
costs nothing but gives much 47
costs over and above those 664
costs over and above what 171
costs were not taken into 158
could care for anything else 54
could cast any light upon 41
could come and spend some 68
could come out looking like 52
could cope with anything else 98
could deny his niece nothing 41
could draw her after those 54
could draw him aside from 46
could even then carry back 40
could ever get loose from 150
could ever put would find 45
could fall that would stir 124
could feed and clothe their 61
could feel her chest heaving 63
could feel her chest rise 87
could feel her chest rising 43
could feel her color rising 47
could feel her pubic hair 41
could feel her pulling away 87
could feel her pulse beating 241
could feel her pulse race 53
could feel her pulse racing 426
