tail rather long and rounded 41
take anything that was offered 94
take apart and put together 1779
take horse for his majesty 101
take issue with this general 108
take issue with this position 178
take longer and may require 43
take longer than ten minutes 220
take longer than two minutes 143
take longer than you planned 45
take pains for any creature 88
take people out for immoral 48
take place and are arranged 68
take place and are carried 46
take place each year between 40
take place for that purpose 70
take place for this purpose 51
take place with all animals 153
take place with due respect 118
take place you may believe 123
take sides for and against 209
take sides with god against 50
take sides with her against 74
take sides with him against 202
take sides with one against 53
take sides with our enemies 84
take sides with them against 139
take sides with you against 45
take steps for its removal 45
take steps for that purpose 157
take steps for this purpose 90
take thither all his company 41
take viagra with any nitrate 739
taking every day our natives 72
taking sides for and against 202
taking sides with her against 46
taking sides with him against 52
taking sides with them against 43
tale about our being puppets 48
tale where she had dropped 40
tale which his own language 43
talk about any and everything 152
talk about art and artists 125
talk about art and culture 42
talk about for two hundred 40
talk about god and religion 240
talk about her dead husband 117
talk about her own affairs 185
talk about his own affairs 349
talk about his own country 86
talk about how her husband 49
talk about our own affairs 179
talk about our own behavior 112
talk about sex and marriage 51
talk about them with friends 105
talk about things not present 44
talk about things that bothered 57
talk about things that concern 136
talk about things that trouble 41
talk about this with anybody 68
talk about with her friends 58
talk about with her husband 72
talk about with his friends 117
talk under his own control 78
talk where they had dropped 60
tape drive and one printer 40
task force for this purpose 78
task force that was charged 59
task force was put together 67
task which did not require 62
task which does not involve 40
task which does not require 120
task which she had imposed 85
task which they had assumed 54
tearing sound and one screech 67
tears until she was totally 40
tell people they may provide 171
tell polly she and rudolph 44
tell where they all belonged 59
tell where they are located 99
tent pissing out than outside 702
term fixed for its duration 60
term which does not contain 344
term which does not include 92
term which does not involve 74
term which has not expired 85
term which was not defined 42
test items for each chapter 88
test score for each student 286
test score for each subject 96
test which does not involve 69
test which does not require 183
text field and two buttons 43
text files that can contain 49
text where they are defined 43
text which does not contain 59
thank heaven for its highest 79
their action did not deprive 195
their agent for that purpose 86
their agent for this purpose 71
their awful joy and intense 48
their backs being now towards 42
their beauty they are deified 149
their blood for our national 52
their boast that they exposed 66
their boats for that purpose 52
their bones and are cheered 48
their camps and our sailors 53
their canoes for that purpose 44
their canoes for this purpose 48
their cases for and against 82
their chief god they worship 62
their chief was not daunted 91
their child does not respond 46
their civil death and regular 121
their class are not obliged 200
their coats off and sleeves 70
their corps was not subject 72
their danger and they escaped 42
their dealings with this country 52
their dolls and toy animals 87
their dress and had dressed 48
their earnings for this purpose 81
their faces are set towards 54
their fancy with new material 41
their father and her husband 73
their father and his brothers 151
their father and his friends 134
their father was not present 60
their fingers for this purpose 70
their firms are not rewarding 132
their fixed hue and unchanging 62
their flesh with its passions 207
their force for that purpose 52
their forms are not limited 44
their fresh and dry weights 61
their funds for that purpose 43
their funds for this purpose 150
their group and with persons 120
their guard and not expecting 41
their hands are not stained 69
their hands can not perform 417
their hands for that purpose 500
their hands for this purpose 155
their hands met and clasped 154
their hearts are far removed 47
their hearts for his private 48
their homes and ate together 722
their homes and met together 63
their homes for that purpose 51
their homes for this purpose 148
their hopes are not realized 52
their house for that purpose 62
their issue not being gracious 78
their joint use and benefit 140
their knees with one impulse 62
their labor and its product 81
their labor they are unfolding 98
their lands for this purpose 45
their leader was thus gravely 74
their lives and two thousand 59
their lives each year because 43
their lives for his benefit 85
their lives for his majesty 41
their lives for his service 64
their lives for its defense 72
their lives for our country 550
their lives for our freedom 474
their lives for that purpose 58
their lives for this country 268
their lives for this purpose 92
their lives not for murdering 58
their lives that are related 42
their lives that they believe 47
their lives they can control 48
their lives with both parents 98
their march for that purpose 201
their minds are not capable 64
their minds are not trained 49
their minds that all mankind 75
their model did not include 56
their model does not include 72
their money for that purpose 70
their money for this purpose 100
their mother and her brothers 53
their mother and her friends 57
their mother and her husband 101
their mother and her sisters 121
their mother and two sisters 76
their mother for her birthday 52
their mother nor any relation 42
their mother was not present 257
their motion and are subject 70
their mouths and get astride 93
their mouths for this purpose 81
their mouths with that dreadful 63
their music was not sweeter 65
their names and real estates 152
their names are all written 43
their names are not entered 55
their names are not familiar 65
their names are not written 151
their names are now disused 66
their names are read together 174
their names for that purpose 74
their names for this purpose 112
their names lead our thoughts 85
their nation and its culture 44
their nation and its history 54
their nation had but erected 75
their necks off our pegasus 55
their needs and not according 93
their needs are being ignored 79
their niece and her husband 78
their noses and ears pierced 85
their parts are put together 60
their peril that our friends 48
their phone and fax numbers 61
their plans did not include 58
their plans did not succeed 41
their plate for his service 124
their power for his comfort 69
their power for its removal 64
their power for our comfort 60
their power for that purpose 92
their power for this purpose 67
their prime rot and consume 70
their pupil was not unworthy 53
their quest for new sources 62
their reason does not approve 51
their reason for being together 88
their reason for not attending 48
their reason than are savages 48
their right arm they support 40
their right was his cavalry 67
their search for new markets 277
their search for new sources 207
their seeds and weak beginning 50
their serving men and tenants 86
their sight but they dropped 98
their souls with his keenest 110
their sound and his general 42
their strong arm for support 55
their strong but not slavish 121
their study did not address 116
their study did not include 181
their study did not provide 42
their study did not support 114
their study does not include 48
their study does not provide 50
their tails and ears cropped 86
their taxes for that purpose 63
their taxes for this purpose 42
their towns you are charmed 122
their trade with that country 147
their trade with this country 171
their value does not average 42
their value for any purpose 42
their value for that purpose 66
their value for this purpose 466
their views did not prevail 214
their views for and against 110
their votes are not counted 50
their votes for and against 69
their votes for two persons 79
their votes not being counted 45
their wages can not procure 102
their wages did not increase 51
their wages for this purpose 50
their walls you are saluted 52
their wives are not allowed 53
their women are not allowed 65
their words are not uttered 58
their words did not express 44
their world and are capable 47
theory alone can not account 91
theory alone can not explain 188
theory alone can not predict 50
theory alone can not provide 64
theory alone does not account 46
theory alone does not explain 71
theory alone does not provide 67
theory alone does not suffice 49
theory still does not explain 99
theory which can not account 62
theory which did not concern 56
theory which does not account 94
theory which does not contain 51
theory which does not explain 122
theory which does not include 148
theory which does not involve 64
theory which does not require 117
theory which was put forward 110
there again and had renewed 43
there alone with his thoughts 48
there anything that you believe 72
there anything that you require 74
there anything you can suggest 187
there began all our dialogue 100
there every day for several 47
there given with this extract 43
there never has yet existed 252
there never was any allusion 44
there never was any attempt 299
there never was any beginning 93
there never was any country 84
there never was any dispute 277
there never was any eruption 46
there never was any general 143
there never was any marriage 120
there never was any mystery 48
there never was any occasion 297
there never was any official 96
there never was any problem 213
there never was any quality 95
there never was any quarrel 42
there never was any question 3014
there never was any trouble 326
there really are any highway 89
there really are two diseases 96
there really was not anybody 195
there really was this mixture 86
there right now and declare 48
there shall but one hundred 108
there stand and bear witness 57
there taken out and carried 129
there under its own control 64
there until all his apparel 46
there until she was fifteen 67
there until she was married 68
there until she was sixteen 78
there until she was thirteen 123
there which does not contain 72
there which they had wielded 42
these alone can not account 92
these alone can not explain 80
these books are not written 94
these books was sir charles 46
these canoes had any hostile 44
these cases are all equally 57
these cases are not obliged 86
these cases are not typical 90
these cases did not involve 269
these cases did not present 109
these cases does not involve 72
these cases does not usually 50
these cases they are usually 62
these cells are not present 126
these cells are not usually 42
these cells did not contain 48
these cells did not express 50
these cells did not respond 44
these costs are not covered 100
these costs are not usually 47
these costs does not require 46
these drugs for this purpose 82
these facts are not opposed 62
these facts are put together 97
these facts did not justify 41
these facts did not prevent 107
these facts did not support 51
these facts may she recover 73
these files are not present 57
these funds are not subject 49
these funds for any purpose 68
these funds for this purpose 67
