tag them before they reach 42
tap and washed his face 52
tax and estate and gift 78
tax and estate tax laws 69
tax and income tax from 59
tax and income tax were 46
tax our policy and call 93
tax was levied not only 68
tax was passed not only 51
tear and devour each other 68
ten air changes per hour 316
ten and eleven per cent 240
ten and twelve per cent 1210
ten and twenty per cent 1816
than all measure and more 67
than any battle that ever 75
than any before his time 53
than any building you have 47
than any empire had ever 44
than any europe had seen 60
than any fetter that ever 66
than any friend you have 41
than any humans had ever 40
than any mortal had ever 253
than any mortal has ever 50
than any object that lies 43
than any opinion they have 98
than any person can gain 468
than any person had ever 53
than any person now living 138
than any person then living 89
than any person who ever 231
than any person with whom 52
than any player who ever 53
than any prince that ever 43
than any prince who ever 43
than any sermon that those 44
than any speech they have 41
than any system that ever 42
than any vessel had ever 45
than any writer that ever 118
than any writer who ever 70
than are needed for home 44
than are needed for their 68
than are swords and bows 46
than being turned out into 58
than did almost any other 138
than did mothers who were 73
than does almost any other 256
than for almost all other 76
than for almost any other 1549
than for ninety and nine 51
than had almost any other 43
than has almost any other 118
than has something with nothing 100
than her brother had been 86
than her sister had been 146
than her sister had ever 42
than his brother and more 165
than his brother had been 574
than his brother had done 363
than his brother had ever 72
than his earlier and more 64
than his fathers had done 59
than his freest but idle 102
than his friend had ever 169
than his genius was what 45
than his master had been 93
than his master had done 153
than his sister had been 168
than his sister had done 81
than his younger and more 55
than its larger and more 150
than its master has done 49
than lie behind any hill 41
than long matted red hair 44
than new england had been 47
than one agency may make 96
than one answer for some 67
than one answer has been 59
than one answer may seem 60
than one arrest was made 59
than one attack was made 40
than one battle has been 50
than one bushel per acre 134
than one church has been 41
than one county may pool 62
than one critic has been 105
than one critic has said 78
than one critic has seen 68
than one dollar nor more 1715
than one dollar per acre 1085
than one dollar per hour 109
than one dollar per month 142
than one dollar per pair 123
than one dollar per week 144
than one edition has been 53
than one effort had been 71
than one effort has been 57
than one effort was made 201
than one factor has been 55
than one factor may have 65
than one family that bears 45
than one feller has said 141
than one flower per stem 54
than one million had been 43
than one million men were 84
than one million new jobs 83
than one minute per page 98
than one minute too late 67
than one moment she well 173
than one motive may have 41
than one murder has been 54
than one parent has been 42
than one person and more 111
than one person can give 59
than one person can have 211
than one person can hold 43
than one person can make 86
than one person can play 65
than one person can work 169
than one person for their 45
than one person had been 322
than one person had made 61
than one person had told 56
than one person has been 611
than one person has lost 61
than one person has said 210
than one person has told 183
than one person may have 434
than one person may stop 92
than one person out there 46
than one person per acre 88
than one person per room 5145
than one person who knew 84
than one person with such 64
than one person with whom 76
than one pisces has been 80
than one record can have 101
than one record per case 62
