tax rates were combined into 104
ten times more frequent among 118
ten times their original cost 74
ten times their original length 149
ten times their original size 345
than about their pecuniary gain 90
than could have otherwise been 113
than could have possibly been 193
than could have resulted from 899
than fifty years presided over 66
than might have otherwise been 1383
than might have resulted from 136
than quote some passages from 56
than twice their original size 47
than which nothing operates more 145
than would have followed from 322
than would have normally been 177
than would have occurred from 105
than would have otherwise been 5941
than would have otherwise have 45
than would have resulted from 2347
than would seem possible from 127
that about their identity there 43
that after having analyzed these 45
that after having traveled over 40
that after their expulsion from 85
that after what happened last 133
that black south africans have 195
that black south africans were 308
that breaks down proteins into 109
that breathe from paradise upon 63
that comes from physical pain 45
that comes into operation when 101
that could come straight from 93
that could have absorbed part 49
that could have affected their 116
that could have affected your 70
that could have betrayed nothing 42
that could have emanated from 66
that could have followed from 63
that could have happened during 65
that could have happened even 57
that could have happened from 80
that could have happened here 79
that could have happened only 248
that could have happened when 73
that could have improved their 58
that could have increased their 42
that could have occurred during 138
that could have occurred only 621
that could have otherwise been 364
that could have possibly been 323
that could have possibly gone 40
that could have possibly made 41
that could have produced such 784
that could have produced these 130
that could have profited from 43
that could have prompted such 52
that could have provided some 82
that could have resulted from 1560
that could have resulted only 84
that could have scarcely been 50
that could keep accurate time 60
that could last anywhere from 86
that could range anywhere from 46
that could take anywhere from 65
that could turn drudgery into 40
that creep into everyday life 40
that draws these subjects into 104
that dreams were messages from 100
that event soon followed upon 48
that every living organism must 42
that every true christian must 68
that every true christian will 43
that girls were excluded from 47
that group theory predicts only 59
that hedge fund managers have 59
that hides their enormity from 42
that human beings actually have 93
that human beings normally have 42
that human beings organize their 218
that human life requires food 104
that human milk contains more 89
that looks even remotely like 120
that looks like brotherly love 77
that looks like everyone else 127
that might come straight from 40
that might have actually been 76
that might have affected their 418
that might have affected your 146
that might have emanated from 241
that might have embraced more 64
that might have enhanced their 42
that might have followed from 260
that might have followed upon 63
that might have happened during 295
that might have happened even 46
that might have happened here 41
that might have happened there 119
that might have happened when 69
that might have improved their 71
that might have increased their 70
that might have inspired such 53
that might have occurred among 73
that might have occurred during 1229
that might have occurred from 151
that might have occurred just 44
that might have occurred over 177
that might have occurred were 80
that might have occurred when 139
that might have otherwise been 1304
that might have otherwise gone 269
that might have produced more 124
that might have produced some 45
that might have produced such 322
that might have produced their 47
that might have produced these 83
that might have prompted such 118
that might have provided more 60
that might have provided some 197
that might have remained from 68
that might have resulted from 4056
that might have subsided into 74
that might have suffered from 42
that might have suffered these 46
that might have survived from 55
that might have threatened their 73
that might help alleviate some 54
that might just possibly have 72
that might last anywhere from 69
that might more properly have 83
that money once received into 47
that needs more attention from 52
that night will probably work 87
that others have suffered from 47
that others less esteemed were 155
that others were deterred from 42
that others will discover their 63
that party were deceived into 72
that people have actually been 44
that people like yourself have 56
that people were developing their 47
that people will actually want 50
that people will exercise self 256
that people will perceive their 509
that people will remember what 55
that period have partially lost 61
that plays have actually been 49
that point only affirmed what 58
that ruled during immature life 59
that social work practice must 89
that spread like wildfire among 40
that spread their branches over 82
that state from announcing their 53
that steps have recently been 41
that stood some distance away 41
that stood some distance from 101
that tails have ascended into 48
that takes your attention away 71
that tells what happened next 117
that tells what happened when 76
that tells your computer what 51
that though many officers were 44
that trace their ancestry back 118
that turns into physical pain 41
that turns your computer into 78
that unions have outlived their 46
that until very recently have 62
that until very recently many 86
that until very recently most 258
that until very recently only 118
that until very recently there 568
that until very recently were 118
that where such statutes have 97
that which bears directly upon 146
that which brings contempt upon 46
that which came directly from 62
that which came straight from 120
that which good catholics have 47
that which most europeans have 49
that which pain inflicts when 56
that which your lordship here 160
that which your lordship means 139
that while their children were 42
that while their husbands were 49
that white south africans have 173
that white south africans were 208
that within these divisions other 68
that women have improved their 60
that women have increased their 217
that women have suffered from 103
that women have suffered more 114
that women lack concrete means 115
that women were admitted into 88
that women were debarred from 71
that women were excluded from 3509
that women were exempted from 207
that women were included among 44
that women were innately more 130
that women were slightly less 94
that women were slightly more 297
that women were somewhat more 174
that world peace depended upon 133
that would draw attention away 103
that would draw attention from 63
that would have actually been 50
that would have affected their 117
that would have afforded some 50
that would have appalled even 44
that would have appalled most 200
that would have appalled their 56
that would have attended such 312
that would have attended their 44
that would have authority over 67
that would have awakened even 107
that would have deterred many 61
that would have deterred most 128
that would have differed from 73
that would have drenched their 44
that would have emanated from 61
that would have enhanced their 90
that would have excluded from 89
that would have exempted from 63
that would have extended from 71
that would have followed from 544
that would have followed such 194
that would have followed their 71
that would have followed upon 55
that would have formerly been 67
that would have happened even 107
that would have improved their 140
that would have included even 78
that would have increased their 165
that would have involved more 56
that would have mattered much 106
that would have normally been 427
that would have normally gone 72
that would have occurred among 50
that would have occurred during 334
that would have occurred even 419
that would have occurred from 202
that would have occurred over 187
that would have occurred when 107
that would have otherwise been 4652
that would have otherwise come 55
that would have otherwise died 52
that would have otherwise gone 710
that would have otherwise have 101
that would have probably been 232
that would have produced less 126
that would have produced more 127
that would have produced some 41
that would have produced such 165
that would have profited from 40
that would have provided free 41
that would have provided more 346
that would have provided some 149
that would have provided such 104
that would have rendered even 43
that would have rendered such 53
that would have rendered their 131
that would have repelled most 225
that would have required many 121
that would have required more 814
that would have required much 140
that would have required only 125
that would have required some 223
that would have required such 109
that would have required three 96
that would have required years 46
that would have resulted from 7827
that would have resulted when 51
that would have scorched more 47
that would have softened down 43
that would have startled even 61
that would have suffered from 58
that would have thickened upon 53
that would have threatened their 65
that would help children learn 72
that would help students learn 89
that would keep accurate time 103
that would last eighteen years 52
that would make everyone feel 45
that would make possible more 130
that would make possible some 57
that would make possible such 114
that would make possible their 118
that would more properly have 44
that would most probably have 170
them about their foreheads when 73
them after their entrance into 43
them after their expulsion from 83
them apart from everyone else 411
them change their original plan 47
them lapping some distance over 80
them throwing down branches when 59
them until their relations came 82
them while their husbands were 46
them would have required more 52
them would have required some 42
them would most probably have 68
then rowed down straight upon 207
then summing these products over 41
they alone were initiated into 57
they began their domestic life 93
they broke down branches from 47
they carry those parasols here 40
they chose their subjects from 40
they could best maintain their 42
they could best preserve their 59
they could ever possibly have 49
they could find anywhere else 103
they could find somebody else 119
they could fire directly into 61
they could have achieved more 212
they could have achieved much 129
they could have achieved nothing 104
they could have achieved such 45
they could have achieved their 131
they could have acquired their 58
they could have attained their 68
they could have believed such 152
they could have borrowed from 80
they could have combined their 40
they could have effected their 129
they could have emanated from 62
they could have enforced their 41
they could have expected from 374
they could have expected nothing 53
they could have extended their 50
they could have followed their 47
they could have foreseen some 55
they could have foreseen what 137
they could have imagined when 60
they could have improved their 170
they could have increased their 138
they could have incurred even 46
they could have obtained from 383
they could have obtained more 121
they could have obtained much 42
they could have obtained only 56
they could have obtained other 105
they could have obtained such 180
they could have obtained their 90
they could have obtained what 47
they could have overcome their 98
they could have possibly been 79
they could have produced more 119
they could have produced such 126
they could have profited from 64
they could have provided some 40
they could have received from 279
they could have regained their 52
they could have resulted from 202
they could have retained their 134
they could have suffered from 50
they could have wandered away 45
they could look directly down 166
they could look directly into 46
they could look straight down 174
they could move scarcely more 59
they could only continue their 65
they could only exercise their 79
