tact and dignity she got 41
tail and drooped his ears 53
tail and dropped both his 52
tail and dropped his ears 49
take all measures that are 84
take all measures that may 97
take all trouble off his 43
take and combine all that 50
take and execute all his 94
take and receive all and 167
take any article and use 59
take any chances that she 57
take any chances that they 55
take any chances that you 46
take any chances with her 284
take any chances with him 296
take any chances with his 319
take any chances with our 116
take any chances with that 169
take any chances with them 128
take any chances with this 308
take any chances with you 220
take any drafted man out 40
take any liberty with her 51
take any liberty with him 189
take any measures for his 69
take any measures for its 60
take any measures that are 42
take any measures that may 185
take any message for you 47
take any payment for his 133
take any position that may 84
take any trouble for them 166
take any trouble with his 49
take both himself and his 52
take for granted all that 957
take for granted and are 156
take for granted and can 57
take for granted and for 119
take for granted and how 89
take for granted and not 75
take for granted and that 788
take for granted and then 143
take for granted and thus 131
take for granted and try 41
take for granted and use 306
take for granted are not 612
take for granted but that 696
take for granted can not 138
take for granted did not 397
take for granted does not 54
take for granted each day 163
take for granted had not 57
take for granted has not 41
take for granted his own 81
take for granted its own 69
take for granted may not 101
take for granted now that 138
take for granted our own 89
take for granted that all 4044
take for granted that any 1371
take for granted that are 93
take for granted that both 280
take for granted that each 534
take for granted that for 167
take for granted that god 382
take for granted that her 132
take for granted that his 1744
take for granted that its 279
take for granted that man 444
take for granted that men 156
take for granted that new 54
take for granted that not 51
take for granted that one 782
take for granted that our 2311
take for granted that she 1396
take for granted that that 395
take for granted that they 7494
take for granted that things 341
take for granted that this 2726
take for granted that two 41
take for granted that with 64
take for granted that you 4559
take for granted they are 228
take for granted things that 335
take for granted was not 141
take for granted was that 40
take for granted was then 41
take for granted with him 55
take for granted you are 195
take for himself all that 51
take for himself and his 95
take for priests and for 75
take for victims all who 54
take her because she had 52
take her because she was 124
take her belongings with her 57
take her chances with her 53
take her chances with him 86
take her fortune with her 75
take her glasses off and 42
take her husband with her 157
take her present and her 42
take her science and its 50
take him captive and lead 63
take him everything that has 40
take him outside and let 66
take his bargain off his 67
take his belongings with him 77
take his chances with her 52
take his chances with his 172
take his chances with them 98
take his clients with him 49
take his compass and one 78
take his fortune with him 66
take his friends with him 119
take his glasses off and 100
take his luggage with him 56
take his picture with his 45
take his pleasure and his 49
take his pleasure and see 177
take his pleasure with her 208
take his pleasure with his 83
take his position with his 42
take his receipt for them 43
take his secrets with him 41
take his servant with him 63
take his thoughts off his 49
take his treasure with him 87
take its chances with all 113
take one hundred men and 87
take our chances with them 53
take our country and rub 56
take our thoughts off too 76
take ten thousand men and 109
take that liberty with him 40
take them because they are 144
take them quicker than any 108
take this analogy too far 191
take this journey with you 58
take this liberty with you 165
take this position for two 45
take this position say that 45
take this precious key with 42
take two hundred men and 97
take you because you are 70
take you between two and 45
take you outside and beat 83
taking any chances with her 137
taking any chances with him 76
taking any chances with his 104
taking any chances with them 40
taking any chances with this 147
taking any chances with you 124
taking for granted all that 154
taking for granted his own 54
taking for granted that all 1024
taking for granted that any 120
taking for granted that both 66
taking for granted that each 46
taking for granted that god 71
taking for granted that her 64
taking for granted that his 411
taking for granted that its 64
taking for granted that men 43
taking for granted that one 208
taking for granted that our 148
taking for granted that she 427
taking for granted that that 51
taking for granted that they 973
taking for granted that things 64
taking for granted that this 474
taking for granted that you 448
taking for himself and his 56
taking for private use and 54
taking her glasses off and 67
taking her husband with her 144
taking her painted old head 57
taking her panties with them 67
taking his belongings with him 75
taking his blanket with him 45
taking his chances with his 49
taking his company with him 51
taking his friends with him 91
taking his glasses off and 156
taking his library with him 61
taking his necktie off for 175
taking his partner with him 41
taking his pistols and hat 67
taking his pleasure with her 72
taking his receipt for them 47
taking his secrets with him 99
taking his servant with him 80
taking his sisters with him 61
taking his stripes for him 97
taking his treasure with him 52
taking his wounded with him 50
taking this analogy too far 40
taking this journey with you 50
taking this liberty with his 43
taking this liberty with you 74
taking this position was that 40
taking two friends with him 44
tale was written for him 57
talk and chatter all day 51
talk and commune with you 215
talk and discuss things with 42
talk was lighter and his 51
talk with friends who are 106
