tail began to wag and 59
tail lashing to and fro 55
tail swaying to and fro 124
tail wagging the dog and 54
tail wagging to and fro 40
tail waved to and fro 48
take action if they are 156
take action if they see 56
take action if you are 55
take action in any way 56
take action in her own 70
take action in his own 124
take action in its own 108
take action in our own 62
take action in this area 288
take action in this way 82
take action of his own 58
take action of its own 148
take action on her own 250
take action on his own 977
take action on its own 1701
take action on our own 154
take action to bring them 52
take action to deal with 2090
take action to end this 44
take action to get out 122
take action to get rid 121
take action to get them 48
take action to head off 48
take action to see that 1046
take action to that end 53
take action to this end 103
take action to try and 48
take anything at all for 54
take anything at all with 47
take anything he can get 160
take anything we can get 154
take athens on his way 46
take either of them long 92
take facts as they are 396
take first of all him 43
take girls of that age 47
take hours to get them 66
take jesus the way you 43
take longer if you are 116
take longer to act than 68
take longer to deal with 126
take longer to die than 80
take longer to dry and 140
take longer to dry out 123
take longer to dry than 393
take longer to get going 68
take longer to get out 119
take longer to get rid 69
take longer to get things 46
take longer to heal and 295
take longer to heal than 576
take longer to heat and 59
take longer to pay off 275
take longer to read and 156
take longer to read than 274
take longer to run and 46
take longer to run than 120
take longer to say than 66
take longer to set than 47
take longer to wear out 65
take mercy on him and 45
take money in this way 50
take money to lie with 54
take money to pay for 44
take months to get them 65
take months to heal and 87
take nearly as long for 42
take notes as they read 202
take notes as you read 697
take notes of all that 731
take notes on all that 55
take notes on how they 61
take notes on how you 61
take notes so that they 114
take notes so that you 545
take notes so you can 169
take pains if they can 80
take pains to bring this 379
take pains to get his 48
take pains to say that 201
take pains to see that 2852
take paris in his way 56
take paris on his way 44
take people as they are 2186
take place as they are 388
take place as they did 59
take place as they had 41
take place at all and 340
take place at all but 66
take place at all for 44
take place at all was 88
take place at all with 57
take place at any age 1047
take place at any one 1024
take place at each end 71
take place at her own 72
take place at his death 107
take place at his own 189
take place at its own 143
take place at one and 393
take place at one end 177
take place at this age 103
take place by any one 128
take place by day and 44
take place he did not 43
take place if any one 123
take place if they are 805
take place if they did 42
take place if they had 45
take place if you are 145
take place if you can 51
take place in air and 60
take place in all its 161
take place in all our 112
take place in all things 188
take place in and are 164
take place in and for 209
take place in and near 139
take place in and out 196
take place in any area 237
take place in any but 47
take place in any one 2120
take place in any real 83
take place in any way 199
take place in any year 105
take place in asia and 80
take place in but one 99
take place in each and 110
take place in each area 129
take place in each one 84
take place in each year 142
take place in east asia 92
take place in her own 749
take place in his day 201
take place in his head 95
take place in his own 2396
take place in his rear 59
take place in its own 524
take place in man and 70
take place in may and 370
take place in men and 77
take place in old age 206
take place in one and 652
take place in one area 348
take place in one day 1051
take place in one set 48
take place in one way 219
take place in one who 74
take place in one year 654
take place in our day 453
take place in our own 2221
take place in peat and 49
take place in that area 283
take place in that day 92
take place in that our 65
take place in that way 430
take place in that year 463
take place in them and 106
take place in them are 166
take place in this age 125
take place in this and 112
take place in this area 1692
take place in this new 145
take place in this one 95
take place in this way 1519
take place in this year 60
take place is not yet 86
take place it can not 86
take place it does not 139
take place it was not 167
take place of his own 55
take place of its own 350
take place on any day 436
take place on any one 91
take place on earth and 187
take place on his death 85
take place on his own 172
take place on its own 397
take place on may day 107
take place on new year 490
take place on one and 310
take place on one day 944
take place on our earth 72
take place on our own 86
take place on that day 3086
take place on this day 441
take place on this earth 638
take place or did not 43
take place or does not 58
take place or may not 45
take place or that they 53
take place or was not 52
take place so that all 94
take place so that both 42
take place so that each 44
take place so that one 118
take place so that they 220
take place so that you 130
take place the way they 49
take place to bring them 673
take place to deal with 83
take place to this day 87
take place we can not 132
take power in its own 101
take power on its own 93
take pride in all that 133
take pride in being his 50
take pride in being one 106
take pride in doing them 43
take pride in doing things 152
take pride in her own 97
take pride in his job 67
take pride in his low 113
take pride in his own 882
take pride in his son 65
take pride in how they 138
take pride in its own 267
take pride in not being 152
take pride in one man 74
take pride in our own 212
take pride in them and 128
take pride in things that 43
take pride in this and 44
take pride in who they 141
take pride in who you 64
take risks if they are 174
take risks in this area 46
take risks on his own 44
take risks or try new 62
take shame to say that 59
take shape as they did 45
take shape in her head 102
take shape in his head 170
take shape in his own 91
take shape in that way 127
take shape in this way 72
take shape of its own 53
take shape on its own 48
take sides in any way 84
take sides in our hay 60
take sides in this war 132
take sides in this way 46
take steps of his own 56
take steps of its own 78
take steps on his own 137
take steps on its own 138
take steps to bring him 63
take steps to bring its 64
take steps to bring that 111
take steps to bring them 143
take steps to bring this 142
take steps to cut off 86
take steps to deal with 4162
take steps to end this 76
take steps to get her 54
take steps to get him 61
take steps to get his 86
take steps to get out 223
take steps to get rid 829
take steps to get them 128
take steps to get this 44
take steps to head off 72
take steps to pay off 43
take steps to put him 71
take steps to put his 50
take steps to put them 90
take steps to put things 57
take steps to put this 56
take steps to see that 11652
take steps to that end 282
take steps to this end 210
take steps to try and 321
take stock of all his 41
take stock of all our 65
take stock of all that 572
take stock of all this 40
take stock of her new 58
take stock of her own 262
take stock of his new 103
take stock of his own 1148
take stock of how far 339
take stock of how they 76
take stock of how things 151
take stock of how you 183
take stock of its own 275
take stock of our new 69
take stock of our own 352
take stock of them and 167
take stock of things and 174
take stock of this new 71
take stock of who they 62
take stock of who you 70
take title in his own 91
take turns in going out 41
take turns in this way 49
take turns so that each 55
take turns to ask each 47
take turns to read out 53
take turns to see who 43
take twice as long and 225
take twice as long for 227
take twice as long with 43
take under the law and 52
take until he saw his 45
take weeks to get them 62
take which of them you 66
take words as they are 53
take would be for her 55
take would be for one 96
taking action in this area 125
taking action of its own 71
taking action on her own 87
taking action on his own 221
taking action on its own 257
taking action on our own 41
taking action to deal with 394
taking action to see that 183
taking crete in his way 58
taking facts as they are 304
taking first the far east 94
taking forms we can not 43
taking longer to heal than 40
taking notes as they read 51
taking notes as you read 183
taking notes of all that 480
taking notes of his own 47
taking notes on his pad 40
