tap clear 56 tap more 51
tax their 65 tax paid 80
tax used 53 tax used 79
tax used 202 tax paid 79
tax said 94 tax more 113
tax paid 124 tax paid 52
tax have 171 tax paid 70
tax same 49 tax paid 127
tax cost 47 team have 63
ten such 83 ten fringe 177
ten breath 47 ten last 95
ten city 301 ten mouth 762
ten town 237 ten camp 64
ten city 889 ten foot 47
ten fort 104 ten mouth 796
ten town 217 ten city 50
ten hour 51 ten hour 138
ten left 64 ten birth 138
ten date 255 ten fact 41
ten fall 81 ten last 128
ten time 166 ten work 42
ten last 48 ten last 58
ten have 110 ten birth 63
ten date 109 ten fall 48
ten last 94 ten turn 137
than nine 113 than these 48
than term 44 than days 85
than great 183 than time 50
than said 213 than mind 281
than most 41 than find 41
than have 243 than know 41
than hand 111 than gift 55
than your 77 than reach 79
than made 46 than seen 81
than land 75 than seen 53
than acre 41 than video 65
than work 336 than reach 46
than hour 175 than hour 1633
than length 217 than have 55
than fast 107 than great 281
than high 94 than many 640
than much 1482 than depth 62
than length 92 than mass 107
than rate 83 than size 209
than beta 249 than india 70
than singly 55 than gaming 61
than rice 41 than duty 98
than hearing 82 than mars 41
than fire 74 than mine 552
than walk 50 than fifth 55
than size 80 than land 776
than acre 167 than hour 147
than gold 64 than land 44
than hour 1652 than length 900
than width 193 than road 47
than length 85 than poems 106
than great 78 than many 91
than much 463 than size 64
than length 102 than width 246
than land 240 than lawn 88
than such 141 than hour 96
than work 133 than hour 1998
than length 294 than width 144
than length 43 than great 80
than many 69 than much 277
than size 41 than take 49
than arms 94 than work 56
than will 69 than have 46
than need 46 than have 99
than have 179 than their 265
than same 190 than have 54
than same 244 than true 85
than their 48 than move 89
than land 43 than hour 87
than hour 508 than length 374
than fast 80 than great 538
than heavy 49 than high 161
than many 773 than much 2159
than cost 66 than length 62
than rate 122 than size 133
than meet 53 than land 95
than hour 1900 than length 551
than width 60 than much 171
than past 133 than land 193
than hour 167 than hour 2805
than length 865 than width 194
than text 42 than great 149
than many 111 than much 453
than size 73 than length 47
than width 105 than time 69
than same 85 than last 219
than next 223 than pain 180
than same 48 than other 43
than their 51 than have 347
than work 140 than gold 1079
than silk 83 than play 68
than have 111 than there 209
than their 78 than only 131
than there 140 than these 52
than other 49 than their 212
than make 220 that nine 393
that these 101 that care 51
that these 82 that many 1746
that much 721 that mind 124
that most 43 that have 762
that know 165 that speak 266
that think 256 that were 96
that form 46 that done 56
that good 73 that most 78
that hour 565 that third 99
that nine 219 that know 115
that days 43 that door 40
that work 89 that years 141
that three 46 that over 184
that over 300 that vain 40
that hard 178 that have 83
that call 43 that send 144
that flow 245 that pass 207
that come 50 that feel 93
that find 42 that have 78
that keep 63 that know 65
that learn 69 that live 282
that make 282 that meet 76
that move 126 that speak 50
that take 108 that talk 49
that think 74 that work 260
that edit 63 that find 118
that jump 65 that make 147
that move 154 that post 90
that send 136 that take 57
that type 62 that view 204
that work 79 that flow 150
that move 40 that pass 139
that seep 66 that have 42
that work 46 that worth 182
that have 121 that make 116
that took 47 that most 44
that able 41 that worth 398
that left 103 that done 5542
that left 98 that made 390
that more 1000 that said 490
that seen 394 that sold 89
that true 50 that wrong 1216
that wrong 1136 that fast 209
that done 288 that true 114
that wrong 810 that wrong 146
that done 290 that full 164
that such 103 that done 299
that good 105 that said 107
that true 49 that maid 71
that have 144 that name 40
that done 1452 that left 255
that lost 41 that more 76
that said 138 that wrong 372
that made 131 that made 66
that last 52 that life 184
that have 136 that heading 121
that name 65 that skin 64
that body 139 that same 70
that text 126 that third 70
that realm 67 that best 49
that date 101 that life 82
that heading 44 that laws 88
that body 149 that same 90
that same 63 that time 46
that fall 197 that have 107
that whom 44 that loss 90
that have 182 that able 160
that felt 92 that meant 44
that seen 79 that truth 52
that same 267 that time 445
that fall 40 that rest 50
that heading 119 that more 111
that made 48 that less 42
that pity 41 that their 56
that pair 41 that into 91
that south 130 that body 73
that thine 172 that more 51
that flow 140 that kept 42
that only 44 that back 40
that shed 126 that shed 906
that will 310 that have 105
that used 43 that good 40
that sold 70 that sent 46
that their 83 that best 108
that time 55 that time 149
that peace 177 that time 1850
that love 40 that time 4200
that anger 65 that tree 85
that heart 42 that drop 41
that bows 61 that great 67
that have 145 that made 82
that your 54 that shed 70
that great 112 that more 66
that have 56 that their 115
that clot 190 that fall 144
that feel 363 that have 207
that leave 150 that lose 187
that make 144 that move 110
that react 91 that seek 237
that take 149 that think 202
that turn 98 that want 205
that most 51 that have 111
that last 44 that made 75
that take 49 that have 51
that call 122 that more 134
that slow 81 that wore 48
that more 377 that wrong 42
that able 255 that have 53
that have 62 that able 859
that more 149 that ready 47
that very 54 that well 61
that made 60 that made 47
that their 132 that have 125
that most 176 that much 170
that soul 63 that call 45
that have 101 that past 230
that used 44 that used 48
that hour 64 that town 64
that fact 114 that last 97
that verb 129 that word 98
that will 56 that have 54
that having 99 that making 61
that saying 48 that such 58
that their 41 that these 64
that what 378 that your 123
that mind 337 that most 141
that time 42 that hand 229
that mind 713 that food 50
that life 79 that care 71
that chin 64 that heading 1228
that name 242 that same 98
that term 59 that wind 190
that from 123 that meaning 65
that range 1272 that reach 302
that realm 76 that done 43
that same 196 that kept 89
that paid 46 that much 455
that such 59 that have 44
that well 88 that many 444
that more 97 that most 161
that other 124 that their 50
that your 75 that such 168
that their 48 that your 76
that meet 44 that none 51
that only 67 that flow 42
that good 45 that having 196
that more 107 that such 378
that many 79 that much 43
that least 52 that fire 60
that much 77 that loss 144
that most 212 that same 87
that loss 43 that life 247
that mind 64 that face 276
that meaning 60 that rest 45
that very 113 that name 49
that have 325 that speak 142
that more 55 that cost 42
that fair 85 that risk 68
that ocean 211 that even 51
that dealt 54 that done 578
that heard 169 that held 131
that kept 47 that lost 169
that made 745 that paid 46
that seen 417 that sold 141
that used 840 that wrong 53
that used 106 that body 71
that mind 96 that blew 81
that such 50 that odds 55
that into 59 that soul 61
that their 41 that sold 80
that used 977 that cost 53
that best 61 that great 41
that done 550 that heard 70
that hers 310 that kept 331
that laid 64 that lost 122
that made 881 that mine 150
that more 251 that paid 198
that said 351 that seen 282
that sold 59 that told 227
that true 116 that used 285
that worn 45 that there 43
that some 52 that such 105
that their 88 that these 53
that your 131 that best 123
that same 52 that seen 47
that more 56 that city 45
that have 42 that done 98
that said 145 that true 46
that used 76 that well 41
that more 137 that true 48
that best 83 that food 335
that such 114 that their 68
that well 81 that other 113
that city 44 that same 292
that make 162 that well 40
that very 41 that most 48
that other 169 that their 46
that more 46 that their 299
that test 509 that make 127
that done 230 that felt 56
that heard 207 that made 241
that said 75 that seen 546
that there 55 that used 390
that their 76 that wrong 102
that heart 102 that said 133
that most 185 that made 219
that same 59 that have 105
that have 51 that from 54
that holy 46 that have 45
that home 47 that just 56
that have 44 that said 42
that look 76 that have 117
that have 105 that able 59
that there 85 that have 141
that lost 83 that used 49
that paid 57 that paid 67
that paid 112 that paid 82
that have 48 that even 119
that fair 429 that deaths 85
that come 72 that from 45
that used 53 that come 383
that time 230 that life 89
that high 104 that seek 151
that from 49 that used 76
that used 41 that mend 107
that line 65 that your 291
that mind 305 that able 193
that work 113 that many 135
that much 191 that used 410
that fears 241 that hell 346
