tap his forehead with his 190
tax for himself and his 40
tax not exceeding one per 68
tax not exceeding two per 50
team and provide them with 47
team had brought with them 72
than any comment that can 61
than any general that has 68
than any history that has 43
than any ideology and can 47
than any increase that has 81
than any machine that can 51
than any perhaps that can 45
than any previous age had 86
than any previous age has 74
than any previous one and 124
than any previous one for 92
than any previous one had 111
than any previous one that 108
than any previous war and 47
than any rational man with 90
than any society that has 53
than any victory with all 133
than are parents who are 240
than are persons who are 195
than are usually met with 246
than did persons who had 51
than did teachers who had 64
than for females and for 49
than for females and that 45
than for himself and his 145
than for official zeal and 48
than for persons who are 87
than for troubling you with 79
than her fortune with her 40
than her husband and had 233
than her husband and has 43
than her husband and her 196
than her husband and his 147
than her husband and she 156
than her husband and that 273
than her husband and was 242
than her husband and who 58
than her husband and with 45
than her husband but she 42
than her husband who was 152
than her parents and her 44
than his betters and can 52
than his concern for his 167
than his figures and his 47
than his honesty and his 42
than his murders and his 49
than his opinions and his 78
than his parents and his 43
than his scourging pen this 40
than his talents and his 43
than its surface area does 42
than men because men are 45
than men because they are 1266
than men because they can 75
than men because they did 55
than men because they had 99
than one analogy with that 65
than one article per year 42
than one because they are 54
than one country and that 54
than one example for each 45
than one fraction per day 85
than one harvest per year 92
than one hundred and not 287
than one hundred and one 653
than one hundred and six 353
than one hundred and ten 4353
than one hundred and two 389
than one hundred dead and 46
than one hundred men and 515
than one hundred men are 97
than one hundred men had 138
than one hundred men was 53
than one hundred men who 117
than one hundred men with 65
than one hundred per day 109
than one hundred per year 113
than one hundred who had 43
than one language and are 46
than one language and one 42
than one language and who 47
than one language does not 51
than one nominee for each 40
than one occasion and for 51
than one occasion and had 210
than one occasion and has 59
than one occasion and his 43
than one occasion and that 179
than one occasion and was 132
than one occasion and who 45
than one occasion and with 66
than one occasion for his 127
than one occasion got him 86
than one occasion she had 738
than one occasion she has 203
than one occasion she was 189
than one occasion that all 53
than one occasion that her 71
than one occasion that his 215
than one occasion that she 460
than one occasion that they 251
than one occasion that this 129
than one occasion that you 91
than one occasion they had 409
than one occasion this has 52
than one occasion with her 43
than one occasion with his 63
than one package per day 109
than one patient who has 56
than one percent per year 881
than one program can run 58
than one purpose and that 88
than one quarter that this 43
than one question for each 50
than one solution for each 63
than one subject and one 201
than one subject and that 185
than one subject may not 49
than one subsidy and two 117
than one taxable year and 43
than one thousand and not 142
than one thousand and one 176
than one thousand and two 109
than one thousand men and 239
than one thousand men for 44
than one thousand men had 75
than one thousand men who 44
than one thousand per year 61
than our dwellings and our 47
than our sympathy with joy 187
than our thoughts and our 52
than our wildest now hung 66
than she grieved for his 53
than she herself had had 57
than she realized she had 58
than she realized that she 63
than she screamed out and 65
than she started out with 52
than she usually did and 47
than six hundred men and 169
than six hundred men had 44
than six thousand men and 119
than six thousand men had 127
than ten barrels per day 201
than ten dollars and not 717
than ten dollars for each 2315
than ten dollars for that 40
than ten dollars per day 221
than ten dollars per head 41
than ten dollars per ton 63
than ten minutes and then 92
than ten minutes and was 93
than ten minutes and you 42
than ten minutes each day 49
than ten minutes for each 62
than ten minutes for him 42
than ten minutes per day 173
than ten minutes she had 89
than ten minutes she was 279
than ten minutes they had 167
than ten minutes this cry 45
than ten percent per year 68
than ten seconds she was 69
than ten thousand and not 72
than ten thousand but not 108
than ten thousand men and 351
than ten thousand men for 53
than ten thousand men had 99
than ten thousand men was 60
than ten thousand men who 65
than ten thousand who are 67
than that because she was 41
than that because they are 65
than that between age and 60
than that between air and 64
than that between any one 43
than that between any two 366
than that between cat and 40
than that between east and 43
than that between god and 113
than that between her and 232
than that between him and 332
than that between man and 359
than that between men and 189
than that between our two 60
than that between red and 61
than that between son and 50
than that between them and 268
than that between you and 83
than that carried out for 44
than that congress can not 41
than that francis did not 92
than that persons who had 45
than that slavery was now 60
than that usually met with 78
than they believe they are 119
than they believe they can 177
than they brought with them 234
than they carried out with 119
than they charged him with 76
than they deserve and that 59
than they started out with 239
than they usually are and 86
than they usually are for 41
than they usually are with 44
than they usually did and 42
than this because they are 52
than this country has yet 46
than this eminent man too 99
than this surplus can not 124
than this unlucky hit has 51
than two decades ago and 333
than two decades ago that 738
than two decades ago was 66
than two decades ago with 102
than two decades and had 112
than two decades and has 161
than two decades and that 51
than two decades and was 138
than two decades old and 151
than two decades she had 40
than two decades they had 52
than two dollars and not 111
than two dollars for each 191
than two dollars per day 981
than two dollars per head 50
than two dollars per ton 55
than two dollars per year 41
than two glasses per day 41
than two hundred and not 68
than two hundred and one 135
than two hundred and six 205
than two hundred and ten 485
than two hundred and two 75
than two hundred dead and 52
than two hundred men and 539
than two hundred men each 45
than two hundred men had 131
than two hundred men who 330
than two hundred men with 91
than two hundred per year 91
than two minutes and then 59
than two minutes for each 90
than two minutes for that 44
than two minutes per day 42
than two minutes she had 75
than two minutes she was 143
than two percent per year 229
than two persons for each 72
than two persons who are 105
than two shillings and six 213
than two shillings per day 120
than two thousand and not 59
than two thousand and six 45
than two thousand men and 394
than two thousand men had 222
than two thousand men out 49
than two thousand men was 51
than two thousand men who 70
than two thousand men with 53
than was needful for him 108
than was pleasant for him 101
than was regular with him 44
than you because they are 116
than you believe you are 101
than you believe you can 83
than you brought with you 53
than you propose for his 55
than you started out with 286
that air bubbles are not 553
that all ancient art was 76
that all animals and all 427
that all animals are men 64
that all animals are not 176
that all animals that are 123
that all averred they had 43
that all behavior and all 53
that all betwixt sky and 121
that all classes and all 353
that all contact with them 89
that all demands are met 61
that all diseases and all 41
that all diseases are due 167
that all doctors are not 50
that all efforts are being 140
that all empires and all 49
that all estates real and 73
that all factors are not 87
that all factors that may 104
that all farmers are not 45
that all germans are bad 43
that all germans are not 106
that all germans who had 59
that all history and all 116
that all infants who are 70
that all infants who die 98
that all insects are not 68
that all language and all 50
that all lawyers are not 42
that all lawyers who are 50
that all lesbians and gay 65
that all mankind are his 63
that all mankind are not 130
that all mankind are now 44
that all mankind are one 145
that all mankind can not 43
that all mankind did not 42
that all mankind had but 49
that all mankind now see 87
that all married men are 66
that all material and all 49
that all material things are 673
that all matters and things 291
that all matters are not 63
that all matters that are 110
that all members are not 195
that all members can see 134
that all members who are 81
that all members who had 62
that all muslims are not 52
that all natural things act 170
that all natural things are 403
that all objects and all 44
that all objects are not 124
that all objects that are 177
that all occasion for them 40
that all offices are but 115
that all opinions are not 65
that all outward things are 73
that all parents are not 100
that all parents who are 50
that all parents who had 45
that all parties and all 190
that all parties are not 96
that all parties are now 137
that all parties who are 69
that all parties who had 50
that all parties who may 46
that all persons and all 320
that all persons and things 169
that all persons any way 55
that all persons are not 366
that all persons can not 108
that all persons may use 72
that all persons that are 122
that all persons who are 4461
that all persons who can 172
that all persons who did 263
that all persons who die 59
that all persons who had 4230
that all persons who may 411
that all persons who now 48
that all persons who use 103
that all players can see 47
that all pleasant things are 149
that all present may hear 65
that all present may see 49
that all present things are 49
that all present who had 47
that all priests who had 86
that all princes are his 47
that all prudent men are 58
that all religion and all 69
that all schools and all 132
that all schools are not 71
that all science and all 145
that all science has its 57
that all species and all 46
that all species are not 84
that all success and all 47
that all systems are not 44
that all systems that are 43
that all teachers and all 131
that all teachers are not 172
that all teachers can use 84
that all teachers who are 65
that all thoughts and all 64
that all together and each 123
that all together and you 43
that all treaties are put 179
that all virtues and all 146
that all visible things are 191
that all workers and all 44
that all workers are not 85
that all workers who are 120
that all workers who had 55
that all worldly things are 171
that and pointed out that 102
that any attempt for that 57
that any attempt has yet 97
that any attempt was being 97
that any attempt was then 70
that any behavior that does 45
that any behavior that has 48
that any benefit that may 2640
that any citizen who had 74
that any citizen who has 88
