tabs that you can click 64
tabu for men and women 40
tact was not his strong 116
tail and each egg within 97
tail and wings are black 74
tail for him and crack 42
tail was long and bushy 104
tail with all his might 134
tail with both his hands 79
take aim with his rifle 67
take all her own money 95
take all that they could 82
take all that was given 70
take all you can carry 44
take and bring his tidings 61
take and how they would 43
take and pay for stock 60
take any and all action 191
take any and all risks 44
take any and all steps 528
take any job she could 41
take any job that comes 152
take any job that would 61
take any job they could 94
take any one who would 51
take both long and short 106
take both men and women 59
take each man and woman 55
take her and her cause 40
take her and her child 127
take her and her father 50
take her and her mother 459
take her and she would 63
take her arm and guide 152
take her arm and steer 64
take her car and drive 119
take her for her first 144
take her for his bride 204
take her for his pains 89
take her for his queen 44
take her for long walks 132
take her off her guard 135
take her off her hands 44
take her off her horse 40
take her off her mother 66
take her off his hands 774
take her off our hands 186
take her out and shoot 120
take her out for lunch 319
take her out for pizza 42
take her out for walks 177
take her out one night 56
take her out that evening 61
take her out that night 88
take her with him after 40
take her with him again 77
take her with him would 61
take him and his father 127
take him and his goods 42
take him and his mother 183
take him and his party 228
take him and his people 127
take him and his staff 102
take him and his suite 71
take him and his whole 64
take him for her guide 43
take him for her lover 46
take him for his first 82
take him for his guide 102
take him for his model 51
take him for his money 62
take him for long walks 143
take him for our guide 51
take him for our model 44
take him his bath water 49
take him how you might 80
take him off her hands 249
take him off his guard 1023
take him off his hands 85
take him off his horse 109
take him off our hands 297
take him out and about 48
take him out and place 44
take him out and shoot 451
take him out and stone 132
take him out for lunch 157
take him out for short 45
take him out for walks 348
take his arm and guide 62
take his bow and arrow 353
take his car and drive 149
take his ease and enjoy 64
take his gun and march 95
take his gun and shoot 293
take his hat and stick 300
take his job and shove 113
take his pen and write 170
take his seat for clare 132
take his seat was drawing 88
take oath that they would 352
take off all her clothing 47
take off all his clothing 65
take off all our clothing 55
take off and fly about 43
take off for six months 47
take off for two weeks 76
take off her own dress 55
take off his hat while 67
take off his new white 72
take off his own boots 61
take off his own cloak 110
take off his wet boots 40
take one off his hands 40
take our man his smile 80
take out our two pence 41
take out pen and paper 126
take that gun and shoot 44
take that job and shove 45
take them all off again 58
take them all out again 72
take them for long walks 85
take them off and carry 93
take them off and place 87
take them off and sleep 46
take them off her hands 209
take them off his hands 724
take them off our hands 574
take them out and count 81
take them out and drain 263
take them out and place 386
take them out and shake 51
take them out and shoot 211
take them out and start 53
take them out for lunch 130
take them out for pizza 75
take them out for walks 195
take them with his hands 102
take them with our hands 64
take them with them would 69
take things easy and enjoy 85
take this cup and drink 44
take this job and shove 1150
take too long and might 74
take too long and would 929
take with all our might 145
take with her own hands 50
take with him that which 126
take with his own hands 44
take you and that woman 55
take you for real beasts 156
take you off his hands 91
take you out and about 63
take you out and shoot 239
take you out for lunch 502
take you out for pizza 81
take you out one night 46
take you out this evening 77
taking aim with his rifle 124
taking all that they could 70
taking both long and short 46
taking both men and women 47
taking her and her mother 47
taking her arm and drawing 119
taking her arm and guiding 240
taking her arm and helping 81
taking her arm and pulling 144
taking her arm and turning 97
taking her arm and walking 126
taking her for long walks 54
taking her off his hands 98
taking her out for lunch 79
taking her out for walks 45
taking her with him until 79
taking him for her lover 53
taking him for long walks 58
taking him off his guard 153
taking him out for walks 103
taking his ale and smoking 74
taking his arm and drawing 155
taking his arm and guiding 65
taking his arm and pulling 105
taking his arm and turning 63
taking his arm and walking 116
taking his bow and arrow 97
taking his hat and stick 484
taking his hat and walking 59
taking off his cap again 75
taking off his hat again 170
taking off his hat began 59
taking off his hat bowed 42
taking off his hat which 58
taking off his hat while 55
taking off his hat would 145
taking off his own cloak 155
taking off his own diadem 80
taking off his own short 111
taking them for long walks 60
taking them off and putting 280
taking them off his hands 79
taking them out and looking 45
taking them out and putting 162
taking them out for lunch 56
taking them out for walks 83
taking them out this evening 118
taking things out and putting 121
taking too long and costing 56
taking was not long about 45
taking with him all kinds 63
taking with him any water 125
taking with him his bride 85
taking with him his chief 40
taking with him his father 285
taking with him his mother 467
taking with him his people 46
taking with him his pupil 41
taking with him his rifle 67
taking with him his seven 109
taking with him his squaw 69
taking with him his staff 60
taking with him his sword 56
taking with him his whole 147
taking with him his wives 94
taking with him his women 53
taking with him two small 61
taking with his own hands 56
taking with them all kinds 58
taking with them his rifle 46
taking you out for lunch 62
tale that can not boast 49
talk all day and night 89
talk all day long about 341
talk all that was black 84
talk and read and write 384
talk big and act small 106
talk does not mean anything 40
talk does one hear about 44
talk now and then about 178
talk that was going about 44
talk they had had about 74
talk was not his forte 41
talk with any one about 134
talk with each and every 45
talk with her and asked 46
talk with her and found 42
talk with her for hours 395
talk with her son about 144
talk with her that night 206
talk with her this evening 134
talk with her this morning 197
talk with him all night 50
talk with him and asked 226
talk with him and found 213
talk with him and would 41
talk with him any longer 91
talk with him for about 219
talk with him for hours 380
talk with him one morning 114
talk with him one night 42
talk with him that evening 198
talk with him that morning 96
talk with him that night 209
talk with him this evening 157
talk with him this morning 738
talk with him was about 43
talk with his dad about 53
talk with his son about 272
talk with men and women 429
talk with that one could 41
talk with thee any longer 98
talk with them and share 43
talk with them and study 585
talk with them for hours 187
talk with them who loses 299
talk with you all about 41
talk with you and share 40
talk with you any longer 237
talk with you both about 101
talk with you for about 108
talk with you for hours 207
talk with you for weeks 103
talk with you now about 257
talk with you than drink 427
talk with you this evening 402
talk with you this morning 544
tall and big and strong 59
tall and did not weigh 54
tall and lean and strong 66
tall and not too short 135
tall and one was short 80
tall and she was short 44
tall and they are proud 42
tall and thin and blond 135
tall and thin and rather 75
tall and thin and white 52
tall and thin with black 62
tall and thin with curly 43
tall and thin with light 46
tall and thin with sandy 40
tall and thin with short 98
tall and thin with white 48
tall boy who ran about 53
tall man can not stand 90
tall man with long black 110
tall man with long blond 46
tall man with long white 69
tall men with long beards 75
tall old man was holding 47
tall old man with white 166
tall that his head nearly 46
tall that his head would 121
tall thin man with black 42
task and for this reason 61
task and one for which 116
task and one that could 48
task and one that would 112
task and that they would 44
task fit for hot weather 101
task for each and every 71
task for his own share 52
task for men and women 77
task for this age group 54
task than that with which 58
task that can not easily 63
task that does not belong 45
task that god had given 81
task that god has given 216
task that she was quite 55
task they are being asked 89
task they say that posed 53
task was not easy since 54
task was not one which 65
task was not yet ended 44
task was one for which 120
task was one that could 62
task with all his might 59
task with his own hands 42
taut but not too tight 105
taxing her with her shame 41
teach any one who likes 47
teach both men and women 134
teach her all she needs 54
teach her and she would 51
teach her that she could 74
teach him and his people 348
teach him his own trade 94
teach him how that which 52
teach him that his learning 43
teach him that his rival 130
teach men how they ought 92
teach men that they loved 50
teach that god has given 56
teach that men and women 140
teach that things are right 222
teach them how they could 63
teach them how they might 102
teach them how they ought 161
teach them that they could 224
teach them that they ought 127
teach them that they would 40
teach you for one while 163
teach you how you ought 69
teach you how you shall 277
teach you that this could 52
teach you that you could 54
teach you that you ought 64
teach you things you never 76
teams for men and women 211
tearing them with his hands 44
tearing with her own hands 41
tears for thee are flowing 51
tears had not yet dried 115
tears she had not cried 48
tears she had not known 95
tears she was too proud 142
tears that she had tried 49
tease her with his tongue 58
tease him that they really 46
teasing her with his fingers 44
teasing her with his tongue 199
teasing him with her tongue 100
teasing them with his tongue 62
teeth and for this reason 50
teeth and let his tongue 96
teeth are big and white 105
teeth are long and sharp 226
teeth that are too large 54
teeth with all his might 56
tell all they can about 314
tell all you can about 499
tell any one who might 50
tell each man who either 46
tell god you are sorry 355
tell her all she needs 50
tell her all that stuff 81
tell her and her mother 63
tell her and she could 47
tell her and she would 215
tell her but she would 55
tell her his own story 41
tell her how and where 64
tell her how her father 114
tell her how her mother 159
tell her how she could 283
tell her how she loved 40
tell her how she might 130
tell her how she ought 63
tell her how she would 52
tell her how things stood 110
tell her how you really 79
tell her how you would 47
tell her she had found 45
tell her she was crazy 265
tell her she was fired 80
tell her she was getting 100
tell her she was looking 65
tell her she was right 937
tell her she was sorry 166
tell her she was still 80
tell her she was talking 50
tell her she was wasting 85
tell her that all would 56
tell her that for reason 56
tell her that god hated 68
tell her that her child 133
tell her that her daddy 50
tell her that her dress 41
tell her that her father 2981
tell her that her first 86
tell her that her house 121
tell her that her lover 110
tell her that her mother 2097
tell her that her place 43
tell her that her story 42
tell her that her uncle 87
tell her that her voice 42
tell her that his father 507
tell her that his mother 401
tell her that she could 1705
tell her that she hated 43
tell her that she knows 55
tell her that she looks 250
tell her that she loved 169
tell her that she might 462
tell her that she needs 237
tell her that she never 102
tell her that she ought 638
tell her that she really 169
tell her that she shall 171
tell her that she still 76
tell her that she would 2558
tell her that they could 210
tell her that they loved 51
tell her that they might 44
tell her that they would 438
tell her that things would 85
tell her that this visit 54
tell her that this would 84
tell her that you asked 75
tell her that you could 247
tell her that you loved 153
tell her that you never 74
tell her that you really 53
tell her that you shall 95
tell her that you would 422
tell her they had found 46
tell her things that would 61
tell her things they would 52
tell her who her father 118
tell her who she could 63
tell her who she really 110
tell her who this woman 152
tell her who you really 53
tell her why she asked 55
tell her why she could 40
tell her you are sorry 215
tell him all she could 118
tell him all she knows 47
tell him and all others 156
tell him and his people 43
tell him her own story 40
tell him her real reason 63
tell him his own story 67
tell him how and where 114
tell him how her father 89
tell him how his father 127
tell him how his mother 56
tell him how she could 46
tell him how she feels 235
tell him how she loved 186
tell him how she really 246
tell him how she stood 117
tell him how she would 67
tell him how they could 64
tell him how they would 54
tell him how things really 50
tell him how things stand 131
tell him how things stood 135
tell him how you found 59
tell him how you really 104
tell him how you would 58
tell him she had found 97
tell him she had never 109
tell him she had taken 46
tell him she was crazy 44
tell him she was false 127
tell him she was feeling 53
tell him she was getting 83
tell him she was happy 44
tell him she was sorry 966
tell him she was staying 46
tell him she was still 122
tell him she was thinking 61
tell him she was tired 68
tell him she was waiting 42
tell him she was willing 54
tell him that all would 50
tell him that don pedro 83
tell him that god loves 43
tell him that god would 68
tell him that her father 707
tell him that her mother 559
tell him that her uncle 59
tell him that his child 115
tell him that his enemy 80
tell him that his father 2912
tell him that his first 93
tell him that his hopes 46
tell him that his horse 94
tell him that his house 183
tell him that his mother 2261
tell him that his offer 69
tell him that his people 71
tell him that his place 56
tell him that his power 69
tell him that his story 40
tell him that his sword 67
tell him that his trust 47
tell him that his uncle 103
tell him that his views 44
tell him that his whole 49
tell him that his words 74
tell him that old pipes 54
tell him that she cared 115
tell him that she could 1573
tell him that she feared 108
tell him that she found 88
tell him that she hated 152
tell him that she hoped 114
tell him that she knows 75
tell him that she liked 171
tell him that she likes 45
tell him that she lived 92
tell him that she loved 2574
tell him that she loves 266
tell him that she might 109
tell him that she needs 40
tell him that she never 169
tell him that she really 151
tell him that she still 186
tell him that she wants 151
tell him that she would 2904
tell him that they could 398
tell him that they loved 64
tell him that they ought 146
tell him that they would 771
tell him that things would 70
tell him that this could 77
tell him that this would 162
tell him that you agree 61
tell him that you asked 68
tell him that you could 239
tell him that you found 102
tell him that you loved 66
tell him that you might 47
tell him that you never 100
tell him that you really 58
tell him that you still 44
tell him that you tried 47
tell him that you would 773
tell him that you wrote 77
tell him they had found 82
tell him things that would 66
tell him things they would 108
tell him who had taken 61
tell him who his father 605
tell him who she really 211
tell him who you really 89
tell him why she could 107
tell him you are looking 90
tell him you are sorry 379
tell him you are waiting 44
tell him you are willing 61
tell how far one might 54
tell how far they might 46
tell how far they would 45
tell how far thou didst 211
tell how long she might 45
tell how long she would 48
tell how long that would 56
tell how long they might 96
tell how long they would 142
tell how long this state 56
tell how long this would 51
tell how men and women 101
tell how she had tried 74
tell how she was feeling 62
tell how they are alike 612
tell how they are feeling 47
tell how they are really 45
tell how things are alike 201
tell men that they ought 93
tell men that they would 58
tell mom and dad about 463
tell mom and dad where 49
tell mum and dad about 73
tell she did not quite 44
tell she did not really 485
tell she had not slept 47
tell she was not about 44
tell she was not feeling 51
tell she was not happy 284
tell she was not looking 41
tell she was not quite 48
tell she was not really 245
tell that she had never 63
tell that she had taken 51
tell that she was about 141
tell that she was close 87
tell that she was feeling 102
tell that she was getting 182
tell that she was happy 93
tell that she was holding 66
tell that she was looking 124
tell that she was proud 47
tell that she was quite 69
tell that she was really 179
tell that she was smiling 101
tell that she was still 651
tell that she was talking 49
tell that she was thinking 203
tell that she was tired 60
tell that she was upset 155
tell that she was waiting 50
tell that you are getting 43
tell thee how thou mayst 61
tell thee how thou shalt 163
tell thee that thou shalt 116
tell them all they would 54
tell them all was quiet 75
tell them and they would 146
tell them how and where 144
tell them how they could 497
tell them how they might 252
tell them how they ought 191
tell them how they shall 82
tell them how they would 60
tell them how things stand 42
tell them how you found 55
tell them how you really 96
tell them how you would 72
tell them she was sorry 73
tell them that for every 42
tell them that god loves 117
tell them that her father 94
tell them that her mother 106
tell them that his father 116
tell them that his mother 55
tell them that she could 181
tell them that she loved 58
tell them that she would 432
tell them that they could 1193
tell them that they might 853
tell them that they ought 924
tell them that they really 75
tell them that they shall 513
tell them that they would 1667
tell them that this world 283
tell them that this would 197
tell them that you could 118
tell them that you found 99
tell them that you never 65
tell them that you really 61
tell them that you voted 194
tell them that you would 455
tell them they are about 43
tell them they are crazy 44
tell them they are fools 136
tell them they are getting 41
tell them they are loved 72
tell them they are lucky 43
tell them they are right 231
tell them they are still 42
tell them they are under 49
tell them they are women 41
tell them things that would 46
tell them things they would 44
tell them who she really 41
tell them who you really 82
tell them you are about 43
tell them you are happy 40
tell them you are looking 166
tell them you are sorry 105
tell them you are working 59
tell they did not really 66
tell who put our money 132
tell who was his father 377
tell who was its author 72
tell why you are writing 65
tell you all her plans 41
tell you all how happy 44
tell you all she knows 100
tell you all that later 98
tell you all that stuff 93
tell you all this about 108
tell you all this stuff 135
tell you all this while 148
tell you all you would 85
tell you and you shall 96
tell you and you would 95
tell you are things which 63
tell you bad things about 47
tell you both all about 62
tell you but you would 134
tell you each and every 74
tell you her own story 62
tell you his own story 146
tell you how and where 563
tell you how far apart 71
tell you how its mingled 109
tell you how long queen 84
tell you how she feels 298
tell you how she found 42
tell you how she lived 69
tell you how she looks 53
tell you how she really 41
tell you how she wants 49
tell you how that makes 83
tell you how that works 100
tell you how they could 43
tell you how they found 62
tell you how they might 51
tell you how they really 109
tell you how they would 258
tell you how things really 148
tell you how things stand 323
tell you how this comes 40
tell you how this makes 41
tell you how this story 51
tell you how this whole 63
tell you how this works 261
tell you how you could 297
tell you how you might 333
tell you how you ought 247
tell you how you shall 310
tell you how you stand 52
tell you how you would 107
tell you its own story 62
tell you one that first 163
tell you one that would 65
tell you she has never 47
tell you she was quite 73
tell you she was sorry 256
tell you that all would 59
tell you that for every 182
tell you that for months 112
tell you that for nearly 40
tell you that for weeks 54
tell you that god loves 150
tell you that god wants 54
tell you that god would 68
