tail shall have her dower 57
take action when and where 44
take anything from his house 68
take anything from six months 92
take every step that might 90
take money from both sides 176
take money from her after 41
take money from her father 45
take money from her purse 107
take money from his father 190
take money from his mother 134
take money from its owner 91
take money from one group 51
take omens from its pages 66
take people from one place 58
take place along two lines 117
take place during and after 783
take place during any stage 62
take place during each phase 73
take place during his reign 75
take place during rem sleep 299
take place during that period 634
take place during this period 3316
take place during this phase 303
take place during this season 41
take place during this stage 579
take place from and after 165
take place from any fault 54
take place from any point 66
take place from both sides 82
take place from both singlet 58
take place from her house 63
take place from her uncle 59
take place from his house 40
take place from this cause 137
take place from this point 40
take place more than twice 215
take place over and above 131
take place there had ceased 50
take place till long after 184
take place till six months 58
take place time and again 96
take place when and where 176
take place when two people 72
take power into his hands 40
take power into its hands 242
take power into our hands 94
take pride when they refer 45
take shape during this period 177
take turns reading them aloud 127
take water from his hands 108
take which road you please 78
take which side they please 260
take wiser heads than yours 77
taking every ship they could 53
taking money from both sides 80
taking money from her father 46
taking money from her purse 86
taking money from his father 67
taking money from his mother 251
taking money from one group 65
taking people from one place 43
taking place during and after 165
taking place during his reign 40
taking place during that period 261
taking place during this period 2795
taking place during this phase 60
taking place during this stage 49
taking place over this period 62
taking power into its hands 50
taking shape during this period 91
taking which into our hands 80
talk about boys and girls 75
talk about buying and selling 180
talk about food and drink 62
talk about giving each state 66
talk about hanging and spoil 48
talk about here than women 69
talk about home and mother 48
talk about love and about 44
talk about many things which 106
talk about more than anything 158
talk about nothing but betting 84
talk about nothing but money 103
talk about other things later 101
talk about other things which 142
talk about race and class 214
talk about reading and writing 365
talk about such things until 111
talk about their own learning 105
talk about their own lives 831
talk about their own needs 100
talk about their own writing 110
talk about their sex lives 595
talk about these things after 78
talk about these things again 107
talk about these things later 116
talk about these things until 42
talk about those things later 40
talk about those things which 284
talk about time and space 156
talk about ways they could 86
talk about what had really 92
talk about what had taken 110
talk about what one knows 62
talk about what she could 41
talk about what she might 157
talk about what she thinks 89
talk about what she wants 185
talk about what she would 246
talk about what they could 499
talk about what they enjoy 87
talk about what they found 145
talk about what they liked 275
talk about what they might 427
talk about what they ought 152
talk about what they really 304
talk about what they would 1624
talk about what was really 574
talk about what was right 45
talk about what you could 200
talk about what you found 127
talk about what you liked 62
talk about what you might 380
talk about what you really 183
talk about what you would 496
talk about what you wrote 55
talk about when and where 121
talk about when they first 58
talk about when you first 99
talk sense when his brain 52
talk small talk and flirt 48
tall tower grow and mount 102
task falls into two parts 53
task force held its first 63
teach basic reading and writing 218
teach others what they ought 40
teach rural boys and girls 53
tears falling down her cheek 52
tears flowing down her cheek 79
tears gushing down his cheek 116
tears pouring down our faces 51
tears rolling down her cheek 165
tears rolling down his cheek 210
tears rolling down our faces 101
tears rolling over his manly 50
tears running down her cheek 251
tears running down her mother 107
tears running down her white 67
tears running down his cheek 211
tears running down his dirty 49
tears running down our faces 277
tears soaking into his shirt 42
tears stole down her cheek 53
tears stole down his cheek 51
teeth digging into her lower 55
teeth sinking into her lower 85
tell about their own lives 271
tell others what one thinks 84
tell others what they ought 107
tell people what she thinks 98
tell people what they could 78
tell people what they ought 971
tell people what they really 48
tell people what you really 76
tell people when they asked 80
tell which side was winning 139
tell which twin was which 49
tenth grade boys and girls 145
tenth penny from that whole 151
tent stood prim and tight 51
term calls upon that stock 73
term comes from two greek 211
term comes from two latin 74
term fixed upon being short 49
test clock will not pause 55
test tubes were then given 49
text falls into two parts 91
text which says that heaven 169
thank every good and noble 41
their action over all space 52
their beasts these six hours 66
their beauty when they moved 72
their black caps and gowns 79
their black eyes and brown 58
