tail erected in anger behind 119
take account of more recent 388
take account of other changes 41
take account of rising prices 58
take account of such changes 287
take account of such issues 118
take account of such special 48
take account of their actions 42
take account of their effect 82
take account of their feelings 51
take account of their impact 118
take account of their mutual 70
take account of their special 179
take account of their unique 90
take account of their wishes 127
take account of these changes 1698
take account of these events 71
take account of these feelings 50
take account of these findings 94
take account of these forces 80
take account of these issues 182
take account of these points 118
take account of these shifts 52
take account of these special 58
take account of these trends 130
take account of these values 121
take account of these various 173
take account of those changes 103
take account of wrong actions 74
take account to some extent 47
take command in south africa 55
take command of such forces 47
take command of their armies 88
take command of their forces 102
take command of their troops 45
take command of these forces 41
take command of these troops 78
take command on lake ontario 45
take control of their actions 137
take control of their bodies 904
take control of their career 54
take control of their disease 62
take control of their feelings 41
take control of their future 360
take control of their sexual 89
take control of your actions 84
take control of your career 462
take control of your feelings 70
take control of your future 566
take control of your spending 47
take control of your system 115
take control of your weight 173
take courses in high school 70
take delight in pure fiction 53
take depends to some extent 41
take everything in their stride 365
take everything in your stride 70
take exactly the same amount 254
take exactly the same course 205
take exactly the same notice 57
take exactly the same number 59
take measures to give effect 85
take millions of years before 110
take minutes of what passed 43
take occasion of giving notice 154
take occasion to make mention 107
take pattern by your sister 48
take perhaps the most obvious 60
take physics in high school 57
take pleasure in laying before 129
take pleasure in riding beside 58
take pleasure in such homely 56
take pleasure in their bodies 54
take roughly the same amount 339
take shelter in bogs whither 75
take shelter in their castle 46
take shelter in their houses 96
take spanish in high school 47
take vengeance on their former 40
taking account of more recent 63
taking account of their special 55
taking account of these changes 58
taking account of these feelings 42
taking account of these various 50
taking control of their bodies 128
taking control of your career 161
taking control of your future 115
taking counsel of their feelings 62
taking courses in high school 59
taking everything in their stride 55
taking exactly the same course 57
taking umbrage at their import 78
tale depends in some degree 72
talk drifted to other points 42
talk drifted to other topics 60
tall glasses of iced coffee 68
tank battles in north africa 115
tape recording of your speech 41
task imposed by these dismal 66
teach history in high school 63
tell exactly in what manner 58
tell exactly to what degree 582
tell exactly to what extent 215
tell persons in high places 61
tend towards the more severe 76
tend towards the same result 98
tenth century or even earlier 54
term applied by some authors 131
term applied to those fruits 437
term applied to those igneous 189
term applied to those shells 40
term control of body weight 307
term control of food intake 304
term control of their disease 43
term culture of bone marrow 118
term effects of bone marrow 102
term effects of deer browsing 51
term effects of drug therapy 97
term effects of early suckling 91
term effects of heavy metals 211
term effects of soil erosion 43
term effects of such changes 140
term effects of such therapy 44
term effects of their actions 488
term effects of these agents 256
term effects of these changes 478
term effects of these events 108
term outcome of bone marrow 212
term results of their actions 119
term storage in free recall 55
test anxiety in high school 45
test depends to some extent 62
text against the left margin 67
text corrupt in many places 130
text messaging on cell phones 104
their ability to break through 246
their ability to come through 51
their ability to cope without 56
their ability to cure disease 42
their ability to fall asleep 128
their ability to feel empathy 56
their ability to find another 40
their ability to find common 41
their ability to find reasons 42
their ability to form alloys 45
their ability to form highly 132
their ability to form images 48
their ability to form mental 51
their ability to form spores 188
their ability to form stable 311
their ability to form tumors 163
their ability to gain access 573
their ability to grow without 67
their ability to have access 55
their ability to have normal 44
their ability to have sexual 88
their ability to hire younger 41
their ability to join forces 43
their ability to keep abreast 177
their ability to kill cancer 54
their ability to kill ingested 85
their ability to kill target 49
their ability to learn english 279
their ability to learn through 112
their ability to live through 118
their ability to live without 192
their ability to look beyond 92
their ability to lose weight 155
their ability to make better 312
their ability to make changes 244
their ability to make claims 71
their ability to make ethical 49
their ability to make further 117
their ability to make future 57
their ability to make policy 215
their ability to make profit 42
their ability to make proper 62
their ability to make something 85
their ability to make timely 48
their ability to make unique 105
their ability to meet demand 61
their ability to meet family 41
their ability to meet future 80
their ability to move across 87
their ability to move around 685
their ability to move beyond 292
their ability to move freely 343
their ability to move through 527
their ability to move toward 87
their ability to pass through 1673
their ability to push through 86
their ability to reach beyond 95
their ability to reach orgasm 165
their ability to speak clearly 80
their ability to speak english 2332
their ability to speak freely 58
their ability to speak french 226
their ability to speak german 102
their ability to take actions 42
their ability to take another 49
their ability to take charge 592
their ability to talk openly 47
their ability to test reality 49
their ability to think clearly 626
their ability to think through 222
their ability to turn around 45
their ability to work safely 48
their ability to work through 479
their ability to work toward 72
their ability to work without 135
their affairs in such manner 164
their ancient to their modern 47
their arrival at fort william 56
their arrival at their breeding 52
their arrival at their lodgings 70
their arrival at their places 40
their arrival in north africa 87
their arrival in port before 48
their arrival in south africa 452
their arrival in their native 73
their arrival in west africa 49
their arrival on these shores 238
their arrival to their utmost 163
their attaining the same powers 70
their attempt to break through 508
their attempt to gain access 101
their attempt to lose weight 47
their attempt to move beyond 133
their beginning to throw stones 41
their behavior in more detail 42
their behavior is less likely 43
their behavior is more likely 127
their behavior to some degree 78
their behavior to some extent 147
their bellies to their throats 52
their boluses or their briefs 50
their bravery or their weapons 66
their brethren in north africa 49
their brethren in other cities 87
their brethren in other places 193
their brethren in other states 289
their brethren in south africa 96
their brethren in their native 40
their brethren of other nations 69
their brethren of other states 47
their brethren on their return 48
their brothers in south africa 76
their brothers or their brother 76
their brothers or their fathers 64
their buildings in good repair 69
their careers in other fields 43
their carriage to good breeding 108
their censure or their praise 112
their chances of coming through 40
their chances of ever becoming 63
their chances of having another 90
their chances of heart disease 45
their charter or other source 51
their classes in high school 55
their clients in good english 41
their clients to plead guilty 214
their college or high school 54
their compact in their desire 49
their comrade by these proofs 92
their conduct at their return 53
their conduct on their return 46
their conduct to their fellow 219
their content of heavy metals 49
their couches or their revels 111
their counsel the best learned 127
their country as their leaders 45
their country by their swords 209
their country in south africa 46
their country in such various 94
their country on other fields 41
their country on their return 63
their country or their fellow 42
their country or their prince 335
their country the more sacred 48
their country to lake ontario 51
their country to seek refuge 71
their country to take refuge 46
their country we have already 67
their cradles to their graves 644
their cruelty to their fellow 47
their cruelty to their slaves 48
their current or most recent 502
their daggers in their bodies 60
their decision to come through 175
their decision to join forces 46
their decision to leave school 390
their decision to seek safety 66
their defects or their better 94
their delight at seeing french 65
their delight in jane austen 163
their delight in miss austen 40
their density is high enough 44
their density is much greater 59
their density is much higher 46
their desires to their scanty 79
their despair of curing common 167
their devotion to their chiefs 111
their devotion to their church 129
their devotion to their common 46
their devotion to their duties 83
their devotion to their family 82
their devotion to their master 228
their devotion to their mothers 42
their devotion to their native 156
their dislike of what seemed 98
their dispute by single combat 60
their dominion in mere desire 68
their earliest to their latest 129
their effects by five indians 91
their effects in more detail 55
their effects in some secret 85
their effects of other orders 47
their effects on crop yields 45
their effects on food intake 134
their effects on host plants 63
their effects on other bodies 78
their effects on test scores 58
their effects on their target 83
their efforts in these fields 43
their efforts in your behalf 62
their efforts on your behalf 133
their efforts to break through 752
their efforts to find better 96
their efforts to find something 44
their efforts to gain access 346
their efforts to gain greater 237
their efforts to gain public 73
their efforts to give effect 56
their efforts to keep abreast 197
their efforts to learn english 133
their efforts to lose weight 175
their efforts to make changes 72
their efforts to make kansas 45
their efforts to make public 41
their efforts to move beyond 107
their efforts to move toward 67
their efforts to push through 141
their efforts to some extent 101
their efforts to walk fences 62
their efforts to work through 151
their emotions on their sleeve 80
their enemies in their houses 43
their enemies or their allies 48
their estates in some measure 49
their estates in such manner 90
their estates to their widows 42
their example the most minute 161
their exchange at their prices 109
their exports to south africa 59
their failure to break through 140
their failure to gain access 45
their failure to give notice 42
their failure to give proper 60
their failure to have arisen 40
their failure to keep abreast 153
their failure to look beyond 50
their failure to lose weight 63
their failure to make headway 56
their failure to make proper 75
their failure to move beyond 63
their failure to pass through 55
their failure to take proper 67
their falcons on their wrists 87
their features the sign manual 76
their fellows in other places 65
their follies or their crimes 46
their following the same habits 97
their forsaking of those places 70
their fortune as their crimes 41
their freedom as their fathers 63
their freedom by their normal 43
their freedom to move around 61
their friends as held strict 62
their friends as most fitted 74
their friends at their houses 99
their friends by their escape 60
their friends in high places 254
their friends in other cities 79
their friends in other places 83
their friends in other states 57
their friends in some degree 52
their friends in south africa 54
their friends in their behalf 54
their friends in their native 241
their friends on their return 160
their friends or their family 58
their friends to have higher 40
their friends to have passed 45
their function as role models 92
their grounds of these stones 57
their highest or their lowest 53
their highest to their lowest 53
their history the most famous 55
their increase by bone marrow 78
their indulging in much luxury 92
their infants at their breasts 73
their infants to their bosoms 81
their infants to their breasts 307
their inmates in early modern 52
their invasion of north africa 82
their journey to south africa 40
their journey to their native 43
their justice or their policy 40
their kindred in their native 155
their language is more english 59
their language is more proper 45
their language to pass without 44
their language to some extent 82
their letters or other papers 127
their letters to pass through 70
their liberty by their crimes 40
their liberty is more secure 257
their liberty to their repose 47
their loyalty to their chiefs 52
their loyalty to their chosen 41
their loyalty to their church 205
their loyalty to their family 71
their loyalty to their fellow 158
their loyalty to their former 84
their loyalty to their leaders 100
their loyalty to their master 271
their loyalty to their native 164
their loyalty to their patron 45
their loyalty to their prince 55
their loyalty to their rulers 101
their manners or their morals 57
their mansions on fifth avenue 46
their marriage the young couple 507
their mastery of these skills 76
their material in some fashion 48
their members to some extent 63
their message to their fellow 91
their message to their hearers 51
their motives or their actions 57
their natures or their agents 54
their neglect of their duties 142
their numbers to some extent 51
their numbers to those already 87
their offices at such places 92
their offices in wall street 42
their opinions at these meetings 43
their opinions of what should 41
their opinions on many issues 44
their opinions on such issues 52
their opinions on such points 53
their opinions on such topics 55
their opinions on these issues 138
their opinions on these points 72
their opinions on what should 90
their opinions or their actions 56
their opinions or their wishes 52
