tact and daring could have 57
take all their money from 45
take all these facts into 417
take all these people away 42
take all upon trust from 236
take all your money away 53
take and take again such 220
take any more abuse from 65
take any more calls from 46
take any more money from 347
take any other action during 46
take any step which will 147
take but three steps from 239
take her away alone into 47
take her from under your 44
take her good times when 81
take her home after work 42
take her home right away 95
take her losing cards into 58
take her time getting ready 44
take him back again into 53
take him home right away 61
take him over about five 43
take his case under your 42
take his time about making 44
take his time getting back 51
take its firm stand upon 42
take off coat after coat 43
take off their boots when 48
take off their coats when 45
take off their hearts from 44
take off their minds from 58
take off your boots when 51
take off your scalp very 70
take one more quick look 44
take our time getting back 41
take our time getting there 49
take out some money from 52
take out your stony heart 60
take that over right away 68
take that step until such 174
take them away again when 48
take them back again when 56
take this fact fully into 68
take this very first step 54
take this young woman into 45
take too much class time 47
take too much money from 45
take too much power from 63
take too much space even 73
take too much space here 465
take too much water from 53
take you home right away 91
take you there right away 71
taking all these facts into 279
taking her soft white hand 52
taking his early morning walk 97
taking his heavy hunting crop 121
taking its rise within half 53
taking our poor child from 65
taking too much money from 70
taking too much water from 63
tale has been often told 72
tale was done burst from 43
talk and talk about their 127
talk and talk about what 205
talk and think about nothing 130
talk and think about their 332
talk and think about these 165
talk and think about what 360
talk any more about such 246
talk any more about these 89
talk any more about what 89
talk any more about your 178
talk not only about their 65
talk not only about what 107
talk out loud about their 82
talk out loud about what 133
talk ran some while upon 48
talk things over right there 42
talk too much about their 661
talk too much about these 89
talk too much about what 638
talk too much about your 251
talk with their loved ones 89
talk with their mouths full 616
talk with their mouths shut 109
talk with your father last 76
talk you into changing your 89
tall with dark brown hair 164
tall with dark curly hair 60
tall with thick black hair 55
task had been thrust upon 65
task has been taken over 164
task was made easier when 151
task was made still more 94
teach each other about their 92
teach each other about what 40
teach her some magic arts 55
teach our kids about aids 93
teach them more about their 60
teach you more about your 158
teach you much about your 49
tearing each other apart over 52
tearing that nice curly hair 82
tears and deep sighs from 67
tears and snot running down 72
tears and sobs burst forth 67
tears are soon dried from 45
tears for what might have 100
tears had been running down 40
tears had been wiped away 92
tears may come again into 46
tears that nothing could keep 61
tears that were falling down 44
tears that were falling fast 52
tears that were falling from 89
tears that were flowing down 197
tears that were flowing from 44
tears that were never wept 44
tears that were pouring down 179
tears that were rolling down 879
tears that were running down 850
tease each other about their 337
teasing each other about their 137
teen and early adult years 415
teen and young adult years 584
teeth and hair which were 47
teeth had been filed down 340
teeth had been filed into 45
tell all these people what 51
tell and what would sell 128
tell each other about their 2329
tell each other about what 408
tell each other about your 131
tell her more about what 131
tell her much about what 53
tell her nothing about what 94
tell her what would make 93
tell him more about what 318
tell him more about your 53
tell him much about what 52
tell him nothing about what 45
tell him over again what 54
tell him what feels good 44
tell him what people were 69
tell him what would have 59
tell him what would make 42
tell his wife about their 125
tell his wife about what 68
tell how evil people were 49
tell how many hearts have 43
tell how many lives were 43
tell how many people died 41
tell how many people have 130
tell how many people there 125
tell how many people were 483
tell how many people will 51
tell how many souls have 48
tell how many trees there 167
tell how many weeks there 46
tell how many would have 55
tell how much comes from 46
tell how much money there 91
tell how much water there 42
tell our young people what 49
tell red from green there 41
tell that their satan made 60
tell that these people were 53
tell them more about their 99
tell them more about what 119
tell them more about your 48
tell them what thinking means 44
tell they were taken away 50
tell you from first hand 95
tell you last night what 99
tell you more about some 86
tell you more about their 283
tell you more about these 931
tell you more about those 155
tell you more about what 2356
tell you more about when 74
tell you more about your 671
tell you more fully what 41
tell you more fully when 59
tell you much about their 166
tell you much about these 51
tell you much about those 40
tell you much about what 1128
tell you much about your 311
tell you nothing about what 269
tell you nothing about your 52
tell you their whole life 87
tell you there could have 77
tell you what agony these 77
tell you what comes into 54
tell you what comes next 154
tell you what feels good 48
tell you what james more 56
tell you what lippi must 46
tell you what might have 119
tell you what mother died 77
tell you what others have 94
tell you what others think 74
tell you what people think 58
tell you what people want 40
tell you what saves these 60
tell you what works best 87
tell you what would have 435
tell you what would make 121
tell you your habit will 44
tent had been blown away 61
tent had been blown down 120
tent had been taken down 256
tenth and last shall have 48
term has been often used 83
term has been taken from 123
term has been taken over 248
term has ever since been 46
term has more often been 46
term has most often been 94
term long term short term 305
term was most often used 80
test has been found very 72
text has been drawn from 106
text has been taken from 486
text has been typed into 44
text that will appear when 105
thank all those whose help 147
thank you many times over 129
thank you once again from 78
thank you once again most 40
thank you very fucking much 100
their bad word would ruin 45
their being eaten fresh from 47
their being more easily kept 43
their being soon slept away 120
their death their loved ones 55
their foes from springing into 99
their long hair falling over 177
their long hair flowing over 40
their long hair under their 63
their long slow drive from 73
their low mind whose fire 143
their mean high water mark 54
their men were getting over 42
their men were taken away 41
their new home after their 72
their new york hotel room 46
their not having acted upon 47
their old arch enemy rust 48
their own ball thrown back 91
their own days glide away 191
their own fears about their 52
their own feet would walk 58
their own good poetry into 104
their own good sense must 92
their own good sense will 45
their own high perch among 53
their own ideas about life 89
their own ideas about such 165
their own ideas about their 440
their own ideas about these 94
their own ideas about what 6324
their own ideas about when 47
their own land under their 61
their own laws under their 40
their own laws within their 70
their own life apart from 99
their own mind about what 178
their own sake apart from 85
their own time might come 44
their own turn might come 239
their own turn would come 166
their own work would have 56
their phi beta kappa keys 91
their red eyes glaring upon 253
their then mute harps upon 57
their way along indian paths 41
their way back again into 240
their way from morning till 58
their way from thence into 120
their way have never been 42
their way home after dark 154
their way home after having 103
their way home after their 142
their way home after work 138
their way home again from 44
their way into breast milk 169
their way into china from 59
their way into daily life 47
their way into egypt from 53
their way into every home 133
their way into every kind 43
their way into every nook 227
their way into every part 681
their way into every port 43
their way into every room 58
their way into human food 48
their way into italy from 52
their way into print during 170
their way into print from 70
their way into print only 99
their way into print were 122
their way into print years 43
their way into rural areas 56
their way into spain from 59
their way many times over 44
their way more easily into 94
their way once again into 42
their way there would have 111
their wings high above their 51
theme has been taken from 40
theory for over thirty years 44
theory had been based upon 45
theory has been based upon 167
theory has been built upon 110
theory has been drawn from 41
theory has been taken over 108
theory has come under fire 61
theory has come under heavy 53
theory has most often been 80
theory that late hours were 42
theory that like cures like 135
theory that some people have 46
theory that there might have 50
theory that these people were 71
there and back would have 149
there and back would take 273
there and come right back 139
there and five miles back 63
there and four miles back 171
there and have lived there 105
there and have never been 123
there and heard every word 50
there and kept watch over 90
there and look after their 40
there and make small talk 114
there and talk about what 63
there and talk about your 41
there and think about what 515
there and three miles back 151
there and toss about from 43
there and what might have 93
there and your father were 59
there any dust which their 72
there any other people there 48
there any other sound like 44
there any other times when 107
there any other women like 54
there any sign within their 119
there are also cases like 50
there are also cases such 42
there are also cases when 420
there are also eight other 52
there are also exact arts 108
there are also found here 56
there are also found many 72
there are also found some 89
there are also human beings 60
there are also large areas 498
there are also others less 63
there are also others like 112
there are also others such 52
there are also people from 129
there are also people here 87
there are also people like 89
there are also small areas 78
there are also still many 72
there are also still some 43
there are also times when 9086
there are among human beings 76
there are areas where even 98
there are areas where more 108
there are areas where only 60
there are areas where some 63
there are areas where their 40
there are areas where there 634
there are areas where these 66
there are areas which have 210
there are areas which need 50
there are areas which will 40
there are boat trips from 46
there are born rather more 46
there are cost savings from 41
there are data which show 149
there are ends apart from 185
there are even cases when 49
