tea and sat down opposite 132
tea that had been obtained 44
tea that had been prepared 69
tea that has been prepared 59
the act and other essential 50
the act but must proclaim 72
the act for areas included 71
the act had been approved 67
the act had been complied 279
the act had been designed 43
the act had been enforced 41
the act had been extended 79
the act had been intended 51
the act had been obtained 143
the act had been properly 43
the act had been specially 85
the act has been complied 163
the act has been declared 165
the act has been enforced 68
the act has been entirely 43
the act has been executed 44
the act has been extended 601
the act has been modified 54
the act they were committing 87
the act they were performing 45
the act was done entirely 59
the act was only intended 60
the age for bearing children 46
the age for full benefits 223
the age for having children 57
the age had been estranged 121
the age you have mentioned 41
the aging and their families 179
the aid they have afforded 99
the aid they have received 206
the aid they have rendered 79
the aid you have rendered 93
the aim had been achieved 79
the aim had been assisted 57
the aim has been achieved 228
the aim has been attained 56
the air and fell backward 76
the air and five lifeless 59
the air and flew directly 40
the air and flew straight 140
the air and food passages 1959
the air and fuel supplies 57
the air and must therefore 54
the air and ocean currents 62
the air and other elements 73
the air and saying hoarsely 55
the air and their capacity 156
the air and went straight 88
the air and will therefore 55
the air being more rarefied 45
the air can hold increases 58
the air for some distance 1003
the air for their reception 55
the air had been absorbed 47
the air had been achieved 45
the air had been admitted 69
the air had been contending 83
the air had been expelled 350
the air had been partially 42
the air had been replaced 76
the air had been squeezed 113
the air had been strained 64
the air had been suddenly 77
the air had been withdrawn 52
the air has been absorbed 140
the air has been achieved 40
the air has been admitted 48
the air has been affected 45
the air has been consumed 63
the air has been darkened 41
the air has been deprived 55
the air has been entirely 175
the air has been excluded 152
the air has been expelled 2509
the air has been increased 79
the air has been observed 44
the air has been partially 347
the air has been polluted 42
the air has been purified 68
the air has been rarefied 187
the air has been rendered 67
the air has been replaced 397
the air has been squeezed 98
the air has been withdrawn 340
the air was made cheerful 51
the air was more agreeable 45
the air was more rarefied 68
the air with great rapidity 346
the air with great readiness 76
the air with great scissors 75
the air with great velocity 194
the air with most terrible 49
the air with other elements 61
the air with such agitation 47
the air with such precision 69
the air with such rapidity 196
the air with such velocity 154
the air with their aromatic 127
the air with their bayonets 48
the air with their beautiful 48
the air with their blossoms 65
the air with their cheerful 48
the air with their confused 90
the air with their delicate 207
the air with their delicious 475
the air with their despairing 46
the air with their fragrant 156
the air with their frenzied 43
the air with their laughter 263
the air with their loathsome 44
the air with their melodies 40
the air with their melodious 154
the air with their mournful 56
the air with their nostrils 237
the air with their outcries 98
the air with their perfumes 270
the air with their powerful 65
the air with their presence 74
the air with their protests 49
the air with their refreshing 43
the air with their scissors 52
the air with their strident 84
the air with their terrible 65
the air with very grateful 41
the ais has been received 147
the all too rare occasions 74
the arc has been initiated 76
the area and other relevant 177
the area and were therefore 61
the area and will continue 43
the area are also included 43
the area for mass transfer 95
the area for other purposes 71
the area for some distance 43
the area had been acquired 61
the area had been affected 54
the area had been attacked 40
the area had been captured 74
the area had been cordoned 97
the area had been declared 184
the area had been explored 76
the area had been increased 68
the area had been occupied 276
the area had been pacified 80
the area had been prepared 51
the area had been recently 49
the area had been reported 41
the area had been selected 66
the area had been stripped 68
the area had been surveyed 136
the area has been affected 133
the area has been computed 55
the area has been declared 218
the area has been enlarged 55
the area has been examined 46
the area has been explored 101
the area has been extended 58
the area has been glaciated 71
the area has been improved 57
the area has been included 73
the area has been increased 116
the area has been isolated 42
the area has been obtained 45
the area has been occupied 156
the area has been prepared 132
the area has been properly 91
the area has been proposed 50
the area has been provided 40
the area has been recently 124
the area has been recorded 45
the area has been referred 48
the area has been reported 60
the area has been reserved 62
the area has been restored 87
the area has been reviewed 56
the area has been selected 89
the area has been severely 59
the area has been surveyed 153
the area has been uplifted 64
the area has only recently 43
the area that were actually 50
the area they were supposed 70
the area was only sparsely 123
the area was very sparsely 51
the area with ethyl chloride 70
the area with their families 125
the area with your fingertips 46
the area you have selected 279
the ark had been captured 128
the arm and hand movement 47
the arm and hand positions 42
the arm has been abducted 57
the art has been acquired 116
the art has been reviewed 49
the art has ever produced 45
the ass had been restored 62
the bad are more numerous 142
the bar for their guidance 81
the bar has been increased 59
the bath was kept constant 49
the bath with such materials 62
the bat off your shoulder 98
the bay area video coalition 144
the beam has been designed 75
the beam has been increased 41
the beam that brings expansion 66
the bear had just finished 52
the bed and bank materials 110
the bed and gazing intently 64
the bed and went straight 187
the bed and wept bitterly 143
the bed had been occupied 57
the bed had been prepared 56
the bed had been stripped 180
the bed has been prepared 103
the bed his face darkened 88
the bed with their modulating 71
the bid had been accepted 87
the bid has been accepted 231
the big new york publishing 139
the big oak flat entrance 331
the bit has been attached 59
the box and give evidence 50
the box not flying abruptly 41
the box that best reflects 60
the boy and girl approach 40
the boy and girl involved 53
the boy and girl students 136
the boy had been abducted 51
the boy had been admitted 50
the boy had been arrested 106
the boy had been attacked 61
the boy had been baptized 82
the boy had been confined 43
the boy had been detained 78
the boy had been impudent 40
the boy had been involved 66
the boy had been murdered 205
the boy had been poisoned 49
the boy had been provided 61
the boy had been punished 48
the boy had been returned 45
the boy had been severely 42
the boy had been sexually 64
the boy had been spirited 42
the boy was only eighteen 42
the boy was only fourteen 122
the boy was soon overcome 73
the bud has been inserted 86
the bus and went straight 118
the buy and hold strategy 285
the buy and sell decisions 194
the car and went directly 64
the car and went straight 291
the car and went upstairs 83
the car for some distance 62
the car had been designed 74
the car had been involved 112
the car had been repaired 75
the car had been reported 118
the car had been returned 135
the car had been serviced 42
the car had been stripped 59
the car had been tampered 84
the car has been designed 86
the car has been involved 47
the car has been properly 55
the car has been repaired 79
the cat has been reported 62
the cns has been reported 81
the cpu and other computer 101
the cpu and other hardware 51
the cup and cone fracture 60
the cup has been adjusted 73
the cut and copy commands 353
the day all other pleasures 104
the day and hour mentioned 113
the day are mere questions 80
the day for their intended 47
the day for young children 51
the day had been beautiful 60
the day had been consumed 150
the day had been declared 73
the day had been disposed 79
the day had been employed 53
the day had been exhausting 75
the day had been finished 50
the day had been laborious 43
the day had been observed 62
the day had been occupied 90
the day had been overcast 78
the day had been prepared 49
the day had been replaced 73
the day has been finished 55
the day has been lengthened 41
the day has been observed 125
the day has been occupied 91
the day his heart rejoiced 43
the day that south carolina 59
the day that their children 48
the day they were acquired 57
the day they were admitted 63
the day they were arrested 150
the day they were assigned 42
the day they were attacked 49
the day they were baptized 323
the day they were captured 89
the day they were executed 90
the day they were expected 163
the day they were finished 338
the day they were launched 64
the day they were murdered 43
the day they were mustered 65
the day they were occupied 174
the day they were prepared 54
the day they were received 417
the day they were recorded 49
the day they were required 42
the day they were supposed 438
the day was more advanced 126
the day was most commonly 234
the day was there cessation 45
the day was very beautiful 63
the day was well advanced 1887
the day with great alacrity 47
the day with great industry 45
the day with their children 140
the day with their families 253
the day with your daughter 52
the day you find yourself 82
the day you have selected 57
the day you take delivery 75
the day you were arrested 153
the day you were baptized 110
the day you were captured 53
the day you were supposed 114
the day you will probably 49
the dead and gone testator 93
the dead and living languages 624
the dead and living scrupled 48
the dead and lost branches 127
the dead and other religious 58
the dead and their families 194
the dead and their mourners 44
the dead are left unburied 43
the dead are more numerous 52
the dead are most tenderly 54
the dead but open daylight 53
the dead had been cremated 69
the dead had been interred 93
the dead had been prepared 66
the dead had been stripped 68
the dead not only continue 44
the dead that great shepherd 92
the dead that have perished 71
the dead who have perished 124
the dead who have returned 57
the dead who were believed 42
the dead who were supposed 46
the deaf and dumb alphabet 1017
the deaf and dumb children 610
the deaf and dumb daughter 56
the deaf and hearing children 329
the deaf and hearing impaired 1748
the deaf and hearing subjects 62
the deaf and their families 53
the deal had been approved 76
the dean had been required 44
the dear and good paternal 76
the dear and good washington 64
the death for pure prestige 86
the death had been painless 48
the death has been received 99
the death has been reported 59
the death may have occurred 156
the death they have deserved 41
the death was only apparent 52
the den not only concealed 93
the dim and hazy distance 60
the dna has been degraded 51
the dna has been digested 66
the dna has been isolated 41
the dog ate your homework 87
the dog for making mistakes 41
the dog had been poisoned 96
the dog had been somewhat 49
the dog had been unjustly 92
the dog has been credited 88
the dog has been observed 65
the dog has been poisoned 45
the dog has been produced 116
the dog has been properly 69
the dog has been reported 88
the dog has nothing whatever 40
the dog you have selected 253
the dot and dash alphabet 83
the dry and dark treatises 88
the due and true execution 175
the dye has been injected 110
the dying and their families 1463
the ears with some vivacious 59
the earth and deep darkness 54
the earth and life sciences 452
the earth and other celestial 285
the earth and other creatures 62
the earth and other elements 246
the earth and other materials 53
the earth and their branches 52
the earth and thick darkness 236
the earth and will continue 68
the earth are nothing compared 45
the earth for many hundreds 51
the earth for many thousands 147
the earth for other purposes 91
the earth for some distance 173
the earth for their heritage 171
the earth for their iniquity 1385
the earth had been crumbled 70
the earth had been declared 40
the earth had been detached 93
the earth had been entirely 40
the earth had been explored 47
the earth had been fashioned 41
the earth had been prepared 91
the earth had been produced 56
the earth had been recently 175
the earth had been regarded 74
the earth had been rendered 90
the earth had been replaced 42
the earth had been scorched 41
the earth had been suddenly 42
the earth had been trampled 50
the earth had here suffered 85
the earth has been affected 68
the earth has been compared 65
the earth has been computed 101
the earth has been drenched 107
the earth has been examined 59
the earth has been explored 219
the earth has been increased 44
the earth has been modified 62
the earth has been observed 59
the earth has been prepared 51
