tail caught in a crack 42
tail tapering to a point 219
tail tapers to a point 306
tail united by a broad 161
take charge of a cargo 43
take charge of a child 627
take charge of a class 527
take charge of a dairy 48
take charge of a dozen 90
take charge of a first 40
take charge of a flock 289
take charge of a force 51
take charge of a fresh 49
take charge of a girls 67
take charge of a group 1081
take charge of a horse 63
take charge of a house 249
take charge of a large 983
take charge of a local 61
take charge of a major 60
take charge of a meeting 94
take charge of a newly 258
take charge of a paper 190
take charge of a party 291
take charge of a prize 42
take charge of a small 2018
take charge of a squad 92
take charge of a state 160
take charge of a still 55
take charge of a store 269
take charge of a study 50
take charge of a trading 120
take charge of a train 73
take charge of a watch 181
take charge of a whole 70
take charge of a woman 54
take charge of a yearly 47
take effect as a grant 66
take effect as a legal 102
take effect as a sealed 285
take effect as a springing 147
take effect as a trust 112
take effect as a valid 78
take effect at a later 315
take effect at a period 111
take effect in a method 50
take effect in a short 41
take europe as a whole 131
take kindly to a change 63
take kindly to a woman 83
take lodgings in a house 178
take notice of a child 61
take notice of a fault 244
take notice of a place 50
take notice of a query 57
take notice of a small 75
take notice of a tabby 163
take notice of a trust 62
take notice of a woman 47
take office as a stern 190
take rebirth as a human 136
take refuge in a cabin 42
take refuge in a denial 43
take refuge in a ditch 95
take refuge in a hotel 94
take refuge in a house 593
take refuge in a hovel 143
take refuge in a large 117
take refuge in a nearby 613
take refuge in a place 154
take refuge in a small 1140
take refuge in a state 114
take refuge in a stone 108
take refuge in a strong 63
take refuge in a swamp 50
take refuge in a tower 109
take refuge in a vague 119
take refuge in a vault 63
take refuge in a woman 45
take refuge in a world 487
take refuge on a small 84
take revenge on a woman 40
take shares in a joint 40
taking africa as a whole 129
taking charge of a child 83
taking charge of a class 111
taking charge of a group 447
taking charge of a large 118
taking charge of a plant 140
taking charge of a small 126
taking charge of a watch 64
taking england as a whole 303
taking europe as a whole 277
taking ground to a flank 146
taking refuge in a house 114
taking refuge in a nearby 121
taking refuge in a place 64
taking refuge in a small 188
taking refuge in a tower 46
taking refuge in a world 174
tall belfry as a sight 74
tall blonde in a black 49
tall figure in a black 284
tall figure in a flowing 59
tall figure in a white 168
tall figure of a woman 413
tape measure or a piece 43
tape measure or a ruler 60
teach english to a class 74
teach english to a group 61
teach something to a child 51
tears flowed in a steady 93
teeth flashing in a broad 69
teeth flashing in a smile 139
teeth gleamed in a smile 221
teeth showed in a broad 48
teeth showed in a laugh 178
teeth showed in a smile 244
term effect of a change 109
term moment of a force 43
term policy to a whole 44
term raised to a power 50
term refers to a broad 104
term refers to a change 83
term refers to a child 45
term refers to a class 177
term refers to a group 1551
term refers to a human 40
term refers to a large 141
term refers to a method 135
term refers to a model 52
term refers to a paper 47
term refers to a period 188
term refers to a piece 40
term refers to a place 41
term refers to a point 42
term refers to a small 112
term refers to a social 100
term refers to a state 311
term refers to a style 79
term refers to a whole 70
term refers to a woman 60
test charge at a point 138
test scores as a basis 358
test scores as a proxy 98
test scores in a given 112
test scores in a group 129
test scores of a class 158
test scores of a given 47
test scores of a group 595
test scores of a large 285
test serves as a check 49
test serves as a rough 41
text serves as a guide 68
their access to a large 81
their access to a wider 142
their actions as a group 57
their actions as a whole 115
their actions in a court 59
their actions in a given 49
their actions in a state 45
their actions in a world 119
their actions to a grave 92
their actions to a large 40
their assent to a repeal 43
their assets in a trust 45
their assets to a newly 112
their babies in a pouch 104
their belief in a cause 47
their belief in a deity 41
their belief in a moral 67
their belief in a state 55
their belief in a strong 160
their belief in a world 257
their belonging to a class 63
their belonging to a given 64
their belonging to a group 127
their belonging to a later 41
their belonging to a nation 96
their belonging to a social 41
their bodies as a whole 284
their bodies in a healthy 43
their bodies in a nearby 104
their bodies in a short 49
their bodies in a state 271
their bodies to a point 51
their brother as a slave 51
their career as a nation 157
their cattle to a place 44
their charms in a looking 51
their choice of a dozen 59
their choice of a field 104
their choice of a grave 103
their choice of a house 55
their choice of a leader 169
their choice of a major 257
their choice of a mayor 91
their choice of a method 44
their choice of a model 44
their choice of a nesting 142
their choice of a party 89
their choice of a place 309
their choice of a route 56
their choice of a ruler 167
their choice of a state 78
their choice of a topic 53
their choice of a trade 44
their choice of a woman 49
their church as a place 47
their church as a whole 205
their church in a point 51
their cities in a region 52
their claims as a grave 71
their claims in a court 89
their claims to a court 59
their claims to a large 75
their claims to a place 189
their claims to a share 467
their claims to a small 60
their clothes in a stream 72
their coasts in a state 84
their course as a nation 59
their course as a whole 122
their course by a storm 145
their course in a short 46
their course in a world 54
their course to a fatal 100
their creator on a field 51
their design as a model 51
their design by a march 45
their desire in a paper 40
their dinner at a table 47
their drinks to a table 135
their effect as a whole 293
their effect on a child 68
their effect on a given 96
their effect on a mixed 65
their elbows on a table 106
their empire as a whole 113
their empire in a short 53
their energy in a short 40
their energy in a small 45
their escape in a small 130
their family as a whole 476
their family in a false 44
their family in a small 48
their family or a close 63
their faults as a people 69
their feelings in a group 84
their feelings in a healthy 61
their feelings on a scale 61
their findings as a basis 64
their findings as a class 48
their findings as a group 121
their findings at a meeting 63
their findings in a brief 62
their findings in a chart 46
their findings in a class 53
their findings in a group 98
their findings in a paper 94
their findings in a short 60
their findings in a study 67
their findings in a table 81
their findings of a study 45
their findings on a chart 79
their findings on a large 50
their findings to a group 58
their findings to a meeting 41
their findings to a wider 85
their flight in a heaven 73
