take along plenty of water 67
take away something of value 155
take days instead of hours 70
take from another the fruit 337
take from twenty to forty 69
take from twenty to thirty 448
take full credit or blame 47
take full revenge on every 72
take hold around the world 48
take more notice of people 40
take more thought to create 40
take much notice at first 90
take much notice of anything 234
take much notice of either 113
take much notice of people 41
take over almost the whole 61
take over sooner or later 75
take over taiwan by force 94
take root around the world 91
take seats around the table 90
take some course of action 922
take some degree of pride 41
take some hollow or opening 46
take some measure of pride 61
take some sheets of paper 44
take some solace in knowing 138
take such actions as appear 104
take such course as seems 98
take such course as shall 50
take such methods as shall 41
take such person or cause 55
take their chance of finding 169
take their chance of getting 143
take their chance on shore 44
take their choice of either 96
take their claims to court 128
take their course in order 42
take their course in spite 51
take their flocks of sheep 40
take their places as parts 77
take their places as usual 55
take their places at either 90
take their places at table 322
take their places in adult 156
take their places in front 960
take their places in order 117
take their places in ranks 45
take their places on either 239
take their places on stage 85
take their revenge by cutting 112
take their revenge by killing 44
take their station in front 63
take their supply of water 75
take these issues on board 59
take these points in order 359
take these prices as given 49
take three sheets of paper 52
take time before he could 48
take upon itself the odium 83
take upon itself the power 118
take upon itself the right 231
take upon itself the whole 508
take upon itself to judge 56
take upon myself the blame 202
take upon myself the keeping 107
take upon myself the whole 517
take upon myself to blame 62
take upon myself to judge 243
take upon myself to offer 88
take upon myself to order 53
take upon myself to point 51
take upon myself to state 44
take upon myself to vouch 57
take very little to deter 84
take what belongs to others 556
take what causes he shall 81
take what course it might 50
take what course it would 44
take what revenge he could 44
take years before he could 71
take years before it could 45
take your advice in every 88
take your chance of getting 108
take your choice of either 204
take your flight to heaven 40
take your points in order 46
taking care always to avoid 49
taking much notice of anything 42
taking root around the world 41
taking some course of action 147
taking some repose in paris 45
taking their places at table 118
taking their places in front 63
taking their places on either 98
taking upon itself the power 43
taking upon itself the right 218
taking what belongs to others 334
taking what nature is willing 74
tale many scores of times 41
tall grim figure in black 53
tall lamp beside the table 41
tall pile called the white 94
tall pine beside the ledge 88
tall slim figure of about 40
task done before the evening 62
task lies beyond the scope 91
task well beyond the scope 261
teach fair ladies to prize 96
teach their pupils to write 57
teach their skills to others 115
teach these skills to others 123
teach young ladies to avoid 69
teach your actors the meanings 57
teams from across the nation 51
teams from around the globe 55
teams from around the world 1287
tearing away pieces of flesh 66
tearing away toward the shore 67
tears have dimmed my sight 63
tears will unfold it again 43
teeth meet through the small 54
tell from whence it comes 79
tell from whence the sound 110
tell what course he would 51
tell what effect it might 70
tell what effect it would 42
tell what houses the queen 69
tell what someone is thinking 61
tell what street he lives 51
tell your doctor or nurse 472
tend their flocks of sheep 114
tent came crowding in again 43
tent from whence the light 50
term from parent to child 87
term must always be false 83
term seem polite at first 69
term view should be taken 109
term wide enough to cover 72
test care should be taken 115
test dose should be given 291
test user wishes to infer 42
text mode portion of setup 71
text must oblige the reader 97
text page number on which 75
text will enable the reader 80
text wrap around the image 51
their alms through the mouths 67
their arms across the breast 56
their arms across the chest 65
their arms across the stream 40
their arms around my waist 70
their arms around the girls 111
their arms around the necks 174
their arms around the trees 66
their arms around the waist 88
their arms around the women 99
their arms athwart the level 56
their arms before the doors 71
their arms before the enemy 91
their arms folded in front 130
their arms raised to heaven 121
their arms should be taken 64
their arms through the night 239
their arms through the water 95
their army behind the river 50
their army caught the panic 99
their bark chapel at every 57
their beaks through the wires 50
their best chance of finding 92
their best chance of gaining 57
their best chance of getting 288
their best chance of keeping 51
their best chance of winning 287
their best chance to defeat 42
their best clothes in order 74
their best clothes to enjoy 49
their best course of action 1072
their best wishes the cause 40
their bill through the house 41
their birth weight in about 118
their boat through the sands 48
their boat toward the shore 101
their body engages the whole 325
their body should be found 103
their body weight as water 47
their body weight in water 134
their body weight or shape 45
their book beyond the melting 83
their bows across the strings 44
their breath before the final 61
their camp across the river 185
their camp before the walls 48
their camp behind the ridge 54
their case before the board 126
their case before the court 586
their case before the first 48
their case before the house 228
their case before the indian 47
their case before the judge 89
their case before the league 130
their case before the local 54
their case before the lords 105
their case before the people 134
their case before the prime 51
their case before the privy 64
their case before the state 42
their case before the world 210
their case should be taken 42
their cell bodies in ganglia 183
their city should be taken 49
their cost should be borne 58
their duty toward the people 43
their duty toward the state 66
their early fruits to gather 130
their early stages of growth 999
their early stages of learning 41
their ends entering the skids 46
their ever touching the hearts 46
their eyes abroad in search 54
their eyes around in search 168
their eyes before the blaze 164
their eyes beheld the smile 48
their eyes closed in order 55
their eyes closed in sleep 45
their eyes lifted to heaven 50
their eyes raised to heaven 251
their eyes scanning the crowd 48
their eyes through the gloom 47
their eyes toward the ceiling 88
their eyes turned to heaven 42
their faith around the world 41
their faith before the whole 41
their faith before the world 122
their fears recall the words 75
their feet across the floor 66
their feet flowed the rapid 84
their feet instead of boots 57
their feet tender by reason 57
their feet through the night 60
their feet touching the floor 61
their feet touching the water 45
their feet toward the setting 55
their feet tucked up under 57
their fine clothes by sitting 126
their fire begins to blaze 49
their food instead of growing 41
their food intake in order 111
their food intake to avoid 45
their food supply by fishing 77
their food supply by hunting 159
their full course of study 84
their full extent the terms 47
their full extent to every 82
their full measure of glory 41
their full rights as human 65
their full status as human 59
their great agents of moral 55
their great authors in blank 45
their great charge of souls 75
