take achilles for their hero 52
take entirely too much time 49
take pressure off your back 47
take whatever they need from 54
take whatever they want from 150
take whatever was left over 43
take whatever you like from 45
take whatever you need from 46
take whatever you want from 229
take yourself and your life 42
take yourself and your work 43
taking security for their good 61
tape recorder and play back 103
tape recorder has been used 66
tape recorder was used during 52
teach goodness and their duty 70
teach students who have been 55
tears followed each other down 253
tears followed each other fast 101
teeth clenched and their lips 43
tell everyone you will leave 49
tent dwindled and sunk into 87
term metaphor has been used 59
term movement has been away 188
term provided that such term 102
test provided that such test 809
test questions that have been 55
thank everyone for their help 87
thank everyone who took part 54
their accounts may have been 53
their activity for some time 66
their activity may have been 45
their affection and good will 149
their affection and their name 42
their affection for their young 181
their affection has been much 47
their affinity for acid dyes 43
their aircraft was shot down 174
their ambitions and their fears 51
their ancestry may have been 48
their approach and their ways 43
their approach and were leaving 49
their approach had been seen 58
their argument for coming into 44
their attempting and their love 45
their attempts may have been 46
their attention and hold their 49
their attention and keep their 65
their attention and their time 59
their attention for many years 84
their attention for some time 118
their attention had been more 93
their attention has been more 84
their attention may have been 102
their attention too much from 58
their attention too much upon 71
their attitude may have been 112
their attitude was much more 88
their authority and their very 40
their authority not from their 40
their authority not only from 44
their authority was held high 64
their bedsteads and keep their 42
their beginnings and their ends 155
their bicycles and rode away 57
their blankets and fell fast 73
their blankets and laid down 58
their blankets and were soon 152
their blankets with their feet 95
their branches dry like wire 45
their breakfast and their talk 76
their breakfast and were ready 64
their business and keep their 162
their business and make their 70
their business and paying their 82
their business and their duty 59
their business and their home 78
their business and their life 47
their business and their work 83
their business for four days 61
their business for many years 94
their business for some time 58
their business has been done 66
their calamity was come upon 66
their canteens and also those 41
their capacity for hard work 920
their celestial urn were wont 67
their children and bury their 69
their children and even their 312
their children and fled into 43
their children and from their 78
their children and have been 70
their children and have more 124
their children and have their 60
their children and keep their 91
their children and less time 59
their children and made their 42
their children and make sure 70
their children and make their 61
their children and many other 64
their children and meet their 70
their children and other young 96
their children and over their 50
their children and take care 163
their children and take their 41
their children and taking care 87
their children and their aged 273
their children and their city 103
their children and their dogs 229
their children and their home 253
their children and their jobs 76
their children and their land 53
their children and their life 91
their children and their most 80
their children and their other 47
their children and their pets 86
their children and their role 77
their children and their work 160
their children and took care 40
their children and want their 42
their children and want what 64
their children and were able 62
their children and were less 152
their children and were more 300
their children and were very 42
their children and what their 94
their children are also more 156
their children are born here 46
their children are born into 47
their children are even more 114
their children are free from 47
their children are kept from 42
their children are leaving home 57
their children are much less 69
their children are much more 433
their children are their only 45
their children are torn from 266
their children are very much 54
their children are very young 733
their children bring home from 121
their children but also their 153
their children far away from 42
their children far from home 63
their children for ever into 41
their children for five years 54
their children for four years 41
their children for many years 311
their children for other uses 45
their children for some time 80
their children for their good 54
their children for three years 119
their children had also been 53
their children had been able 50
their children had been born 815
their children had been left 55
their children had been living 87
their children had been sent 76
their children had done their 43
their children had left home 382
their children has also been 61
their children hath been ever 206
their children may also have 69
their children may have been 313
their children may well have 52
their children not only from 49
their children than were their 66
their children than were those 61
their children that were left 95
their children that will help 58
their children two full years 99
their children who died young 79
their children who have been 534
their children who have died 130
their children who have gone 130
their children who have left 53
their children who were born 558
their children who were left 62
their children who were living 50
their children who will have 42
their children with great care 142
their commerce and even their 46
their comrades and losing their 45
their comrades had been left 49
their comrades had been much 73
their comrades had been shot 111
their comrades had just been 45
their comrades who have been 83
their comrades who knew their 46
their comrades who lost their 43
their comrades who were left 55
their concepts nor their laws 43
their concerns and have their 41
their concerns and their ideas 43
their concerns had been heard 41
their condition and their means 61
their condition and their need 49
their condition has been made 43
their condition has been much 127
their condition may have been 113
their condition was even more 113
their condition with more envy 85
their contents and have been 49
their contents and their form 44
their contents are lost when 44
their contents are much more 43
their contents had been most 71
their contents may have been 114
their contract for four years 47
their counsels and their arms 84
their curiosity and their love 60
their daughter and three sons 59
their daughter had been born 138
their daughter who died young 53
their decisions are much more 96
their decisions had been made 58
their decisions has ever been 58
their decisions may have been 88
their deputies and give their 40
their devotions and made their 66
their disposal not only their 48
their disposal they were able 62
their distance and bearing from 57
their distress they cast their 40
their distress was very great 58
their doctrine and their faith 41
their doctrine and their hold 46
their doctrine and their life 121
their doctrine was worth nothing 76
their dominions and their rank 55
their dominions had been once 87
their dumbness and their calm 50
their economic but also their 65
their education and health care 84
their education and made their 42
their education and reading were 139
their education and their health 80
their education and their life 117
their education and their work 193
their education had been very 56
their education has been such 56
their education may have been 131
their education they were kept 66
their embraces you will soon 72
their emphasis has been more 41
their employer and their union 89
their energies and their means 134
their energies and their time 114
their energies for many years 49
their enthusiasm and hard work 238
their enthusiasm and their faith 45
their enthusiasm for their faith 52
their enthusiasm for their jobs 57
their enthusiasm for their work 354
their enthusiasm may have been 41
their entrance and exit from 61
their entrance and their exit 135
their evidence and make their 95
their evidence may have been 42
their evolution may have been 56
their expenses had been paid 99
their failures than from their 50
their families and among their 189
their families and away from 56
their families and burn their 56
their families and even their 183
their families and from other 52
their families and from their 237
their families and give their 52
their families and have been 73
their families and health care 159
their families and home life 46
their families and keep their 113
their families and made their 48
their families and make their 80
their families and many other 109
their families and meet their 44
their families and more time 49
their families and paying their 53
their families and rule their 40
their families and save their 84
their families and send their 45
their families and sent away 110
their families and take care 66
their families and their city 88
their families and their dogs 51
their families and their faith 100
their families and their health 101
their families and their home 116
their families and their jobs 332
their families and their land 139
their families and their most 127
their families and their other 41
their families and their past 53
their families and their wealth 100
their families and their work 884
their families and went into 40
their families and what their 70
their families and will take 58
their families are much more 143
their families but also from 55
their families but also their 100
their families for many years 332
their families for some time 237
their families for their love 47
their families for three days 51
their families for three years 64
their families had also been 42
their families had been able 50
their families had been left 76
their families had been living 108
their families had been sent 67
their families had been there 50
their families had come from 189
their families has also been 49
their families may have been 240
their families that were left 53
their families who came from 54
their families who come from 51
their families who have been 532
their families who have come 94
their families who were left 79
their families who were living 93
their ferocity with their arms 69
their forebears had come from 61
their foreheads and left arms 59
their foreheads and their eyes 66
their forgetting how much time 45
their formation may have been 77
their formation they have been 58
their fortunes and even their 127
their fortunes and their days 58
their fortunes and their fame 78
their fortunes and their fate 64
their fortunes and their health 40
their fortunes and their very 59
their fortunes had been made 153
their functions and during their 352
their functions are much more 83
their functions may have been 92
their garments and their hair 91
their garments and their very 74
their garments and threw dust 83
their geography was very much 45
their gestures and their acts 42
their goodbyes and went their 57
their halberds and their bows 110
their halberds and went home 82
their homeland and from their 47
their homeland and holy land 45
their homeland may have been 60
their humanity they must cease 56
their husbands and even their 79
their husbands and love their 52
their husbands and other male 903
their husbands and sons from 213
their husbands and sons have 77
their husbands and sons into 52
their husbands and sons went 49
their husbands and sons were 470
their husbands and sons will 65
their husbands and their male 45
their husbands and their sons 700
their husbands are away from 101
their husbands are very kind 99
their husbands but also their 47
their husbands for many years 83
their husbands for some time 46
their husbands had lost their 58
their husbands may have been 90
their husbands who have been 91
their husbands who have gone 84
their husbands with giving away 105
their husbands with their work 48
their identity and even their 53
their identity and their life 83
their identity and their role 87
their identity and their self 131
their identity but also their 57
their identity for some time 50
their identity has been lost 167
their identity may have been 44
their idolatry and other sins 60
their inception they have been 73
their inclusion may have been 47
their industry and their wealth 41
their industry hath made great 80
their infantry was kept down 51
their inferiors with such well 208
their infinite hum waxing ever 84
their iniquity hid from mine 253
their intention had been only 43
their intention may have been 136
their interest and good will 234
their interest and their duty 600
their interest and their fears 64
their interest and their help 76
their interest has been more 389
their interest may have been 64
their interest nor their wish 160
their interest than their duty 50
their isolation and their lack 61
their judgment and their will 271
their judgment may have been 112
their judgment may seem best 110
their kindness and good will 184
their kindness and help during 48
their kinsfolk and their dears 55
their languages and their ways 69
their laughter and their tears 317
their laughter had died away 42
their laughter had died down 91
their lectures and their reading 107
their longevity and good health 52
their maladies and their sins 49
their marriages and soon left 46
their marriages for some years 107
their memories may have been 41
their ministry has kept pace 44
their mischief with less care 54
their mistakes and from their 59
their mistakes and learn from 189
their mistakes with their heads 98
their movement may have been 42
their murdered man rode past 149
their nostrils and their eyes 42
their officers and went over 178
their officers had shed their 49
their orchards and rearing their 62
their patience and good will 145
their patience and hard work 271
their patience and help during 93
their patience and their faith 102
their patience and their help 56
their patience and their hope 57
their patience and their love 54
their patients and their work 102
their patients for many years 62
their patients may have been 72
their patients who have been 55
their patterns may have been 64
their personal and work life 73
their petitions and left their 43
their physical but also their 72
their policies may have been 48
their positions and even their 58
their positions and fell back 88
their positions and were ready 41
their positions but also their 63
their positions for four years 64
their positions for many years 256
their positions for some time 81
their positions for three years 42
their positions may have been 57
their potential and make their 46
their practice and learn from 457
their practice and their theory 77
their practice for many years 57
their practice may have been 51
their practice was very good 44
their precepts and their arts 191
their presence and their love 52
their presence and their role 40
their presence and their songs 66
their presence and their work 79
their presence for some time 111
their presence has also been 96
their presence has been felt 115
their presence has been made 40
their presence has been used 47
their presence may give rise 65
their presence may have been 219
their presence may well have 43
their presence was even more 113
their presence was much more 85
their presence was only made 49
