tax basis included on line 349
tax which increases the cost 52
ten miles southwest of town 119
than close clusters of such 42
than could otherwise be done 621
than could otherwise be made 108
than could otherwise be used 124
than could possibly be done 829
than could possibly be eaten 91
than could possibly be made 167
than could possibly be seen 42
than could possibly be sold 61
than could possibly be used 825
than either catholics or jews 72
than fifty hectares of land 89
than forty churches in rome 42
than human greatness of mind 46
than might otherwise be done 151
than might otherwise be made 89
than might otherwise be true 72
than might otherwise be used 93
than might otherwise go into 241
than older children to have 66
than passing attention to what 43
than passing interest to find 61
than passing interest to know 143
than passing interest to many 148
than passing interest to note 984
than passing interest to those 146
than peter hastened to kiss 86
than sweet promises to steal 42
than white children to have 135
than white children to live 140
than white students to have 71
than would actually be used 52
than would maintain the poor 104
than would normally be done 77
than would normally be made 44
than would normally be paid 43
than would normally be seen 108
than would normally be true 52
than would normally be used 644
than would otherwise be done 226
than would otherwise be made 226
than would otherwise be open 46
than would otherwise be paid 196
than would otherwise be safe 145
than would otherwise be their 40
than would otherwise be there 46
than would otherwise be true 428
than would otherwise be used 298
than writing comedies as well 41
that acute exposure to high 44
that after attempting in vain 63
that after conducting the army 42
that after hundreds of years 733
that after thousands of years 1382
that after undergoing so many 42
that after undergoing so much 82
that agnes threatened to leave 57
that allow children to learn 151
that allow children to make 137
that allow children to move 48
that allow children to play 58
that allow children to take 57
that allow children to work 88
that allow patients to live 43
that allow students to draw 53
that allow students to gain 82
that allow students to have 59
that allow students to learn 300
that allow students to make 173
that allow students to move 91
that allow students to show 57
that allow students to take 147
that allow students to test 109
that allow students to think 55
that allow students to work 314
that allow synthesis of some 54
that alone deserves the name 222
that alone resembling the rest 86
that ample provision be made 454
that ample provision is made 792
that apply directly to their 45
that apply directly to your 74
that author despises so much 41
that began hundreds of years 218
that began thousands of years 514
that brief interval of time 375
that burning transfix thy heart 40
that caesar designed to make 150
that caesar intended to make 56
that calls attention to some 54
that calls attention to their 159
that calls attention to what 70
that calls attention to your 58
that canal finished at last 77
that cause patients to seek 104
that cause students to think 41
that class consists of only 56
that close attention be paid 1090
that close attention is paid 244
that costs incurred to date 62
that could actually be done 60
that could actually be made 46
that could actually be seen 136
that could actually be used 283
that could conceive of such 44
that could continue to grow 56
that could contract or open 169
that could desolate the land 75
that could distract me from 60
that could honestly be said 40
that could indicate the need 48
that could interest the heart 74
that could interest the mind 49
that could irritate the skin 48
that could minister to their 86
that could otherwise be done 89
that could otherwise be lost 76
that could otherwise be made 145
that could otherwise be more 52
that could otherwise be seen 52
that could otherwise be sold 88
that could otherwise be used 2570
that could otherwise go into 68
that could possibly be done 2722
that could possibly be eaten 99
that could possibly be from 40
that could possibly be heard 42
that could possibly be held 148
that could possibly be laid 88
that could possibly be left 42
that could possibly be made 2193
that could possibly be meant 62
that could possibly be more 314
that could possibly be paid 175
that could possibly be said 1071
that could possibly be seen 320
that could possibly be sent 59
that could possibly be sold 79
that could possibly be true 239
that could possibly be used 1929
that could possibly be worth 171
that could possibly be wrong 148
that could possibly go wrong 1639
that could probably be done 75
that could probably be heard 121
that could probably be made 42
that could probably be used 62
that could promptly be made 43
that could properly be done 163
that could properly be made 130
that could properly be said 171
that could properly be used 93
that could retrieve the lost 137
that could scarcely be done 40
that could scarcely be heard 412
that could scarcely be less 55
that could scarcely be made 57
that could scarcely be more 464
that could scarcely be said 101
that could scarcely be seen 99
that could separate me from 67
that could separate us from 85
that could usefully be done 121
that could usefully be made 53
that could usefully be said 86
that could withstand so many 40
that could withstand the cold 84
that could withstand the high 153
that could withstand the loss 43
that could withstand the most 100
that could withstand the test 75
that court declined to give 41
that cruel treatment of poor 107
that draws attention to their 150
that draws attention to what 45
that draws attention to your 77
that either survived the other 76
that ended sequence by making 51
that equal attention be paid 172
that equal attention is paid 46
that ethnic identity is more 44
that evening occupied the sofa 47
that every attention be paid 52
that every attention is paid 168
that every computer on your 61
that every condition of life 109
that every contract is made 77
that every contract or duty 126
that every imitator in great 48
that every instance of such 148
that every locality is like 40
that every molecule of iron 43
that every movement he made 99
that every obstacle to their 44
that every overture of peace 69
that every particle of dust 108
that every particle of food 320
that every particle of lime 69
that every particle of mass 62
that every particle of milk 145
that every particle of sand 45
that every provision is made 59
that every pulsation of mine 289
that every sentence is true 57
that every situation in life 340
that fatal business of losing 51
that first explosion the flow 62
that float disabled on those 51
that force students to think 97
that fresh elections be held 130
that frogs deprived of their 63
that given quantity of rude 143
that gives authority to such 43
that gives direction to their 49
that gives everyone the most 135
that gives evidence of having 57
that gives students the most 458
that gross interest of four 45
that group treatment is more 119
that grows wherever the land 384
that helps insulate the body 50
that helps maintain the body 135
that helps regulate the body 72
that helps students to learn 68
that herod intended to kill 42
that holds directly at least 140
that holds whatever we want 113
that homer composed the iliad 76
that house proposed the young 110
that human activity is having 93
that human exposure to these 44
that human prudence is nothing 184
that impinge directly on their 69
that issue depended the fate 96
that james declined the help 78
that japan intended to make 55
that jeanie trembled at what 67
that jesus expected the coming 61
that jesus foretold the coming 44
that jesus promised to send 167
that jesus referred to when 83
that labor consists in wearing 58
that large category of what 74
that large deposits of gold 62
that large district to make 78
that large fractions of their 90
that large quantity of hair 67
that large segments of their 52
that large supplies of arms 85
that legal evidence of their 98
that legal provision be made 176
that legal relations as well 862
that lewis resolved to push 73
that light bequeathed to beings 261
that light consists of rays 451
that light consists of such 43
that light consists of tiny 324
that light consists of very 85
that lived hundreds of years 93
that lived thousands of years 3007
that louis deserves so much 74
that makes daylight in some 45
that makes possible the full 91
that makes possible the great 67
that makes possible the high 115
that makes possible the kind 112
that makes possible the life 97
that makes possible the more 47
that makes possible the most 286
that makes possible the self 46
that makes possible the very 169
that marry husbands of their 55
that might actually be more 141
that might actually be true 49
that might actually be used 92
that might alleviate the many 134
that might distract it from 45
that might distract me from 159
that might distract us from 112
that might encroach on their 75
that might hereafter be made 106
that might indicate the need 253
that might intimate the fate 70
that might irritate the skin 63
that might normally be seen 42
that might normally be used 72
that might obstruct the free 57
that might obstruct the view 54
that might otherwise be able 62
that might otherwise be done 234
that might otherwise be dull 75
that might otherwise be felt 155
that might otherwise be free 83
that might otherwise be hard 490
that might otherwise be held 201
that might otherwise be idle 88
that might otherwise be kept 91
that might otherwise be left 446
that might otherwise be less 148
that might otherwise be lost 3215
that might otherwise be made 782
that might otherwise be more 398
that might otherwise be only 117
that might otherwise be open 218
that might otherwise be paid 118
that might otherwise be said 86
that might otherwise be seen 331
that might otherwise be sent 125
that might otherwise be sold 93
that might otherwise be used 1980
that might otherwise be very 173
that might otherwise go into 323
that might possibly be done 77
that might possibly be made 330
that might possibly be true 59
that might possibly be used 419
that might possibly go wrong 97
that might probably be made 45
that might properly be made 107
that might properly be said 105
that might properly be used 44
that might separate it from 52
that might separate us from 67
that might thereafter be made 92
that might usefully be made 63
that money invested in land 55
that morning bestowed it upon 50
that moved downward to meet 67
that nearly everyone in town 49
that never amounted to more 60
that never amounted to much 298
that never forsakes the young 80
that never improved in their 41
that never returned to their 124
that night received by their 44
that noble firmness of mind 108
that noble heritage of ours 58
that notion concerning the three 42
that occur randomly in time 80
that offer programs in these 87
that often prevents us from 311
that others exercise the same 77
that others suffered the same 64
that ought properly to have 105
that people actually do have 53
that people confront in their 54
that people continue to grow 51
that people continue to have 94
that people continue to learn 114
that people continue to live 122
that people continue to make 54
that people continue to seek 40
that people continue to talk 45
that people continue to work 111
that people diagnosed as having 44
that people differed in their 103
that people expected to find 87
that people involved in such 111
that people involved in these 95
that people nowadays to what 41
that period amounted to only 52
that period scarcely to have 112
that peter received the keys 61
that place children at risk 993
that place families at risk 44
that place patients at risk 343
that place students at risk 257
that plans conscious of race 43
that plato intended by such 43
that proud prospect of hope 57
that really concerns us here 144
that really deserved the name 223
that really deserves the name 934
that really mattered in life 324
that reason disposed to miss 43
that reason supposed by many 60
that refer directly to what 181
that rises hundreds of feet 44
that rises straight up from 64
that river opposite the mouth 137
that roman catholics of note 53
that russia intended to keep 45
that russia intended to make 44
that russia intended to take 110
that scant attention is paid 157
that seems actually to have 70
that seems contrary to what 116
that seems designed to make 79
that seems destined to live 49
that seems relevant to their 41
that seems relevant to your 108
that seems scarcely to have 73
that seems suddenly to have 89
that seems unlikely in view 106
that seems unlikely to have 133
that sense missiles in cuba 54
that sense produced in their 253
that shall consider of these 47
that shall hereafter be born 93
that shall hereafter be made 264
that shall hereafter be upon 42
that shall withstand the wind 43
that short interval of time 476
that shows evidence of having 170
that shows evidence of past 44
that shows examples of these 55
that small quantity to have 49
that smoking increased the risk 147
that smoking increases the risk 891
that social evolution is most 49
that social progress is best 44
that social progress is made 123
that social security be made 122
that sound affection to your 63
that space prevents me from 42
that space prevents us from 89
that spans thousands of years 188
that speaks contrary to what 65
that speaks directly to their 75
that speaks directly to your 75
that spoke directly to their 302
that state notifies the other 100
that steady progress is made 49
that still corroded my heart 47
that still frequent the spot 42
that still persists in many 190
that still persists in some 317
that still prevails in many 420
that still prevails in most 234
that still prevails in some 367
that still remained in their 493
that still remained of their 106
that still remained on their 58
that still retained so much 40
that still retained the name 40
that still separate us from 53
that still survives in many 58
that still survives in some 120
that still vibrated in their 86
that stood opposite the door 50
that stood opposite the gate 54
that stood straight up from 129
that stood straight up like 89
that strong divinity of soul 98
that stuck straight up from 73
that sweet serenity of mind 48
that swept downward to their 66
that table suffices in fact 40
that takes hundreds of years 61
that takes seriously the fact 67
that takes seriously the need 59
that takes seriously the role 54
that takes thousands of years 80
that teaching children in their 50
that teaching children to think 42
that teaching students to think 54
that though deprived of bread 42
that though involved in such 73
that tower hundreds of feet 67
that tower thousands of feet 56
that trade followed the flag 376
that treating everyone the same 50
that treats everyone the same 73
that truly deserves the name 435
that truly mattered in life 71
that under disguise of dealing 85
that until provision is made 41
that until recently at least 115
that until recently the main 57
that until recently the only 141
that until recently we have 165
that vague prophecy of joan 66
that venom supplies the want 165
that where evidence of cost 46
that where property is held 231
that where property is sold 193
that where provision is made 174
that which achieves the most 91
that which acquired the wealth 42
that which afforded the best 129
that which animates the body 194
that which answered me more 51
that which attached to alva 47
that which attempts to make 120
that which combines the most 40
that which commands an army 120
that which composes the lash 89
that which composes the wealth 141
that which concerns me most 98
that which concerns the body 51
that which concerns the care 54
that which concerns the health 102
that which concerns the life 161
that which concerns the other 123
that which concerns the soul 115
that which concerns the very 68
that which concerns the well 45
that which concerns us here 478
that which concerns us more 50
that which concerns us most 434
that which conduces to their 100
that which conforms to fact 98
that which connects the word 45
that which consists in birth 95
that which consists in giving 67
that which consists in having 100
that which consists in making 212
that which consists in only 85
that which consists in self 153
that which consists in taking 398
that which consists in their 64
that which consists of many 47
that which consists of only 55
that which consists of three 208
that which consists of trying 100
that which contains at least 111
that which contains the body 49
that which contains the door 131
that which contains the great 72
that which contains the least 329
that which contains the most 687
that which contains the true 63
that which cromwell is said 57
that which delights the best 183
that which delivers us from 177
that which descends on such 49
that which deserves the name 256
that which disables me from 41
that which divorces the soul 45
that which elevates the soul 47
that which empowers the union 40
that which exhibits the most 133
that which explains the most 48
that which filtered in from 46
that which followed the fall 596
that which followed the great 314
that which followed the last 111
that which followed the loss 41
that which followed the peace 137
that which followed the rise 42
that which followed the taking 56
that which hannibal is said 82
that which hindered the flux 109
that which hindered the life 94
that which hindered us from 71
that which includes so many 43
that which inspired the early 99
that which inspired the great 40
that which inspires the other 40
that which involves the least 374
that which involves the most 472
that which obtained in other 224
that which occupies the mind 138
that which occupies the most 96
that which occupies the same 47
that which occupies the time 250
that which occurred in early 102
that which occurred in india 98
that which occurred in north 60
that which occurred in other 254
that which occurred in south 47
that which occurred to those 87
that which operates in other 95
that which overcame me once 40
that which partakes of nothing 54
that which pertains to life 42
that which pertains to other 43
that which pertains to their 756
that which pertains to your 250
that which preceded the great 45
that which preceded the last 113
that which precedes the dawn 338
that which precedes the rising 46
that which prepares the young 91
that which presents the least 139
that which presents the most 319
that which pretends to give 87
that which prevails at home 94
that which prevails in great 219
that which prevails in india 118
that which prevails in many 281
that which prevails in most 610
that which prevails in north 45
that which prevails in other 979
that which prevails in some 364
that which prevails in those 46
that which prevents it from 166
that which prevents me from 60
that which prevents us from 660
that which produced so many 116
that which produced the great 253
that which produced the most 377
that which produced the other 129
that which produces the best 741
that which produces the form 46
that which produces the least 180
that which produces the most 1010
that which produces the other 169
that which produces the part 68
that which produces the same 364
that which promises the most 207
that which promotes the good 71
that which proposes to form 85
that which protects the mind 46
that which protects us from 45
that which provides the best 230
that which provides the means 106
that which provides the most 356
that which purifies the heart 149
that which received the blow 98
that which receives the least 41
that which receives the most 115
that which rendered the star 59
that which required the least 47
that which requires the least 804
that which requires the most 776
that which subjects the beast 218
that which subsists is said 41
that which subverts the very 188
that which supplies the most 108
that which supports it must 77
that which supports the other 122
that which supports the theory 93
that which sustains the body 107
that which troubled me most 133
that which troubles me most 586
that while pretending to make 41
that while provision is made 126
that whole district of over 47
that whole interval of years 247
that whoso believes in their 78
that whoso ventured to mock 40
that women comprise at least 40
that women confront in their 40
that women continue to face 153
that women continue to have 417
that women continue to make 48
that women continue to play 50
that women continue to take 46
that women continue to work 66
that women deserved the same 104
that women deserved the vote 199
that women received the same 47
that worthy relative to poke 55
that would actually be paid 48
that would actually be used 255
that would alleviate the need 62
that would alleviate the pain 62
that would approach my post 72
that would astonish the most 72
that would astonish the puny 97
that would authorize my making 64
that would challenge the best 69
that would challenge the most 210
that would challenge the very 158
that would commonly be used 75
that would complete the work 97
that would confound the most 78
that would continue on into 49
that would continue the work 82
that would continue to burn 42
that would continue to draw 59
that would continue to flow 47
that would continue to give 90
that would continue to grow 590
that would continue to have 112
that would continue to hold 108
that would continue to keep 66
that would continue to live 54
that would continue to make 162
that would continue to mark 101
that would continue to play 86
that would continue to rise 53
that would continue to suit 43
that would continue to take 50
that would continue to work 128
that would convince the most 192
that would convince the other 49
that would diminish the good 46
that would diminish the need 77
that would disappear as soon 93
that would disgrace the most 368
that would disgrace the name 57
that would dissolve the union 41
that would distract it from 53
that would distract me from 174
that would distract us from 177
that would dominate the city 47
that would dominate the early 56
that would dominate the last 83
that would dominate the next 274
that would dominate the rest 229
that would generate as much 42
that would generate at least 50
that would generate the best 48
that would generate the most 214
that would generate the same 234
that would hesitate at nothing 50
that would identify the most 95
that would identify the years 43
that would indicate the most 50
that would indicate the need 285
that would indicate the size 45
that would indicate the time 40
that would indicate the true 45
that would interest me less 45
that would interest me more 116
that would interest me very 43
that would interest the most 54
that would liberate us from 77
that would maintain the idle 68
that would maintain the peace 71
that would maintain the same 64
that would maximize the firm 100
that would maximize the rate 53
that would minimize the cost 316
that would minimize the loss 61
that would minimize the need 124
that would minimize the risk 271
that would minimize the time 45
that would normally be dealt 46
that would normally be done 536
that would normally be heard 59
that would normally be held 171
that would normally be kept 95
that would normally be left 182
that would normally be lost 286
that would normally be made 322
that would normally be open 62
that would normally be paid 335
that would normally be part 264
that would normally be seen 191
that would normally be sent 220
that would normally be sold 62
that would normally be there 105
that would normally be used 1595
that would normally be very 113
that would normally be well 89
that would normally go into 222
that would obstruct the flow 65
that would obstruct the view 106
that would otherwise be able 103
that would otherwise be bare 75
that would otherwise be cast 67
that would otherwise be clear 44
that would otherwise be dark 159
that would otherwise be dealt 61
that would otherwise be done 661
that would otherwise be dull 82
that would otherwise be eaten 54
that would otherwise be fair 45
that would otherwise be felt 207
that would otherwise be free 570
that would otherwise be good 68
that would otherwise be hard 1062
that would otherwise be heard 96
that would otherwise be held 350
that would otherwise be idle 706
that would otherwise be just 100
that would otherwise be kept 172
that would otherwise be left 978
that would otherwise be less 313
that would otherwise be lost 7264
that would otherwise be made 1146
that would otherwise be mere 71
that would otherwise be more 810
that would otherwise be most 195
that would otherwise be much 248
that would otherwise be only 318
that would otherwise be open 245
that would otherwise be owed 144
that would otherwise be paid 1354
that would otherwise be part 232
that would otherwise be seen 281
that would otherwise be sent 180
that would otherwise be shut 63
that would otherwise be sold 196
that would otherwise be their 72
that would otherwise be there 158
that would otherwise be tied 217
that would otherwise be time 131
that would otherwise be used 2323
that would otherwise be very 1803
that would otherwise be void 52
that would otherwise be well 110
that would otherwise be wrong 55
that would otherwise go down 41
that would otherwise go into 686
that would outstrip the same 90
that would outweigh the evil 94
that would preclude it from 118
that would preclude the need 134
that would preclude us from 53
that would preserve as much 63
that would preserve at least 40
that would preserve me from 40
that would preserve the best 107
that would preserve the peace 109
that would preserve the union 325
that would probably be best 330
that would probably be even 48
that would probably be good 65
that would probably be held 41
that would probably be just 46
that would probably be less 107
that would probably be lost 79
that would probably be made 179
that would probably be more 600
that would probably be most 301
that would probably be much 116
that would probably be true 103
that would probably be used 191
that would probably be very 223
that would probably be worth 55
that would probably be your 56
that would prohibit it from 66
that would prohibit the sale 177
that would prohibit us from 53
that would regulate the flow 51
that would restrict the flow 61
that would restrict the free 49
that would restrict the sale 65
that would sanctify my deed 40
that would scarcely be worth 40
that would separate it from 230
that would separate me from 313
that would separate us from 302
that would simplify the task 56
that would strengthen the case 95
that would strengthen the hand 124
that would strengthen the role 78
that would supplant me look 79
that would withstand the high 42
that would withstand the test 112
them after hundreds of years 104
them appear terrible to their 81
them could anywhere be seen 41
them could properly be said 68
them could remember the last 42
them could scarcely be seen 61
them every facility in their 74
them fully conscious of their 62
them fully informed of what 70
them holding children in their 55
them later returned to their 56
them never faltered in their 69
them never returned to their 164
them quite suddenly at last 51
them solve problems in their 78
them still continue to live 40
them still continuing to vary 91
them still governed by laws 95
them still resolute in their 74
them which affected me very 60
them which deserves the name 59
them which resulted in their 55
them while preserving the same 51
them would continue to live 45
them would probably be able 40
them would probably be glad 40
them would probably be kept 40
them would probably be more 124
them would probably be used 133
then about midnight we lost 43
then again descends in rain 53
then allow yourself to feel 42
then asked everyone to leave 41
then asked subjects to rate 41
then blowing directly in upon 42
then chief minister of west 639
then comes signally to pass 97
then drops abruptly to zero 153
then drops suddenly to zero 49
