table as is usually seen 49
table at an outdoor cafe 131
table at the country club 49
table at the faculty club 41
table at the present time 132
table by the careful hand 44
table by the kitchen door 348
table in an adjoining room 531
table in an operating room 56
table in an outdoor cafe 113
table in the adjoining dining 181
table in the adjoining room 793
table in the autopsy room 52
table in the banquet hall 187
table in the banquet room 93
table in the billiard room 184
table in the cabinet room 1039
table in the central hall 64
table in the central room 56
table in the college dining 108
table in the control room 269
table in the council room 90
table in the country club 50
table in the crowded dining 90
table in the crowded room 79
table in the elegant dining 89
table in the examining room 96
table in the familiar room 43
table in the following form 105
table in the following page 60
table in the general file 98
table in the johnson home 65
table in the kitchen nook 69
table in the kitchen when 165
table in the largest room 373
table in the laundry room 46
table in the operating room 549
table in the private dining 158
table in the private room 283
table in the seminar room 59
table in the spacious dining 104
table in the student union 247
table is an excerpt from 75
table is an extract from 129
table is at shallow depth 45
table of the following form 360
table of the following kind 158
table of the following sort 108
table of the following type 98
table of the frontal bone 938
table of the genetic code 97
table of the machine tool 80
table of the numbers from 65
table of the suicide club 91
table on the adjoining page 41
table on the following page 23027
table on the outdoor deck 40
table on the outdoor patio 74
table on the outside deck 45
table on the outside patio 47
table on the preceding page 1605
table on the previous page 3113
table to the desired angle 68
table to the kitchen sink 42
tacks on the southern side 40
taken as an assured fact 58
taken as an average from 76
taken as an average over 292
taken as an average rate 47
taken as an example from 69
taken as an example here 212
taken as an example only 55
taken as an extreme case 239
taken as an insight into 44
taken as an ominous sign 122
taken as an outward sign 103
taken as the average cost 82
taken as the average depth 66
taken as the average length 90
taken as the average life 113
taken as the average over 348
taken as the average rate 234
taken as the average size 76
taken as the average time 180
taken as the average wage 124
taken as the average width 44
taken as the central theme 126
taken as the correct reading 177
taken as the extreme type 78
taken as the general rule 186
taken as the general type 73
taken as the highest type 97
taken as the instant when 85
taken as the literal truth 198
taken as the maximum load 108
taken as the maximum safe 85
taken as the minimum live 46
taken as the minimum size 66
taken as the minimum width 98
taken as the poverty line 106
taken as the primary data 44
taken as the primary type 48
taken as the primary unit 208
taken as the supreme type 46
taken as the typical form 189
taken at an oblique angle 172
taken at my request only 65
taken at the average cost 59
taken at the average rate 53
taken at the correct time 183
taken at the eleventh hour 78
taken at the highest rate 53
taken at the instant when 114
taken at the present time 997
taken at the regular time 55
taken by an officer from 47
taken by the accused from 41
taken by the apostle paul 65
taken by the athenians from 55
taken by the british arms 58
taken by the british army 519
taken by the british brig 50
taken by the british during 347
taken by the british from 369
taken by the british navy 169
taken by the british ship 67
taken by the british were 85
taken by the british when 73
taken by the central bank 863
taken by the chinese during 55
taken by the company from 93
taken by the company prior 91
taken by the company were 47
taken by the company when 52
taken by the congress high 54
taken by the congress next 111
taken by the council acting 129
taken by the council during 60
taken by the council were 133
taken by the defeated army 47
taken by the egyptian army 50
taken by the emperor from 48
taken by the emperor upon 44
taken by the european mind 40
taken by the european union 1078
taken by the federal army 55
taken by the general body 67
taken by the germans during 173
taken by the germans from 214
taken by the germans were 83
taken by the governing body 645
taken by the highest card 321
taken by the husband when 149
taken by the imperial army 45
taken by the national bank 82
taken by the national birth 112
taken by the national park 83
taken by the national union 91
taken by the network during 65
taken by the officer from 65
taken by the parties during 60
taken by the patient during 127
taken by the patient must 53
taken by the patient when 51
taken by the persians from 76
taken by the reserve bank 705
taken by the retreating army 65
taken by the richest fifth 40
taken by the russians during 109
taken by the russians from 176
taken by the russians were 49
taken by the senator from 356
taken by the sheriff from 79
taken by the soviets from 44
taken by the spanish from 48
taken by the student body 64
taken by the student during 65
taken by the titular khan 50
taken by the victors were 49
taken in the central part 149
taken in the country will 58
taken in the deepest part 59
taken in the distant past 97
taken in the european union 139
taken in the following areas 168
taken in the following case 60
taken in the following form 325
taken in the following years 125
taken in the instant case 86
taken in the liberal arts 46
taken in the literal meaning 63
taken in the northern part 164
taken in the offending town 70
taken in the operating room 502
taken in the pacific ocean 123
taken in the postwar years 56
taken in the present book 196
taken in the present case 464
taken in the present text 57
taken in the present will 40
taken in the present work 1127
taken in the previous three 45
taken in the previous week 43
taken in the previous years 51
taken in the southern ocean 52
taken in the southern part 142
taken in the western part 89
taken in to account when 103
taken me by violence from 42
taken of the charges sent 85
taken of the neutral flag 93
taken of the popular mind 64
taken of the present good 73
taken on an increasing role 56
taken on at fifteen years 51
taken on the arduous task 40
taken on the british side 57
taken on the broader meaning 44
taken on the canadian side 61
taken on the general form 46
taken on the occasion when 51
taken on the popular mind 41
taken on the subject were 42
taken on the western side 63
taken or be withheld from 307
taken to an adjoining room 252
taken to an aquatic life 80
taken to an examining room 114
taken to an extreme when 71
taken to an operating room 198
taken to be derived from 331
taken to be divided into 63
taken to be exactly true 41
taken to be reduced into 68
taken to be uniform over 379
taken to or brought from 61
taken to the british camp 85
taken to the capital city 123
taken to the central jail 160
taken to the command post 140
taken to the country when 43
taken to the deepest part 80
taken to the examining room 67
taken to the extreme south 40
taken to the extreme when 54
taken to the finishing room 50
taken to the funeral home 289
taken to the funeral pyre 159
taken to the general term 292
taken to the laundry room 49
taken to the machine shop 239
taken to the operating room 9888
taken to the private room 41
taken to the refugee camp 67
taken to the torture room 111
taken to the transit camp 80
taken to the virginia city 90
taken up by anybody else 97
taken up by several other 331
taken up by writers like 63
taken up by writers such 92
taken up in chapter five 173
taken up in chapter four 159
taken up in chapter nine 41
taken up in chapter three 154
taken up in chapter viii 184
taken up in chapter xiii 66
taken up in directing what 75
taken up in several other 82
taken up the greatest part 82
taken up the precious time 54
taken up the problem from 50
taken up the pursuit along 43
taken up the question from 61
taken up the subject from 41
takes as it travels from 44
takes at the present time 60
takes in the greatest part 76
takes in the northern part 43
takes on an extreme form 42
takes on an ominous tone 70
takes on or conveys meaning 56
takes on the central role 70
takes on the familiar form 145
takes on the following form 1091
takes on the general form 140
takes on the primary role 46
takes on the simpler form 150
takes on the statute book 135
takes to the western side 50
takes up the central theme 47
takes up the familiar theme 52
takes up the greatest part 184
takes up the largest part 203
takes up the private life 69
takes up the problem from 65
takes up the question from 88
takes up the subject from 85
tales of an ancient race 41
tales of my boyhood days 63
tales of the ancient days 44
tales of the culture hero 52
tales of the distant past 172
tales of the private life 134
tales of the spanish main 108
tales of the spirits were 41
talking by the kitchen fire 47
talking in an adjoining room 160
talking in an excited tone 41
talking in the adjoining room 151
talking in the kitchen when 54
talking in the operating room 50
talking of the college life 96
talking or of listening much 318
talking to an elderly lady 126
talking to the present time 56
talking to the village idiot 101
talks at the present time 99
talks on no subject more 94
talks on the chinese side 91
talks on the subject were 85
talks to the student body 87
taped to the bathroom door 110
taped to the kitchen wall 104
taper to the outward room 120
tapping at my bedroom door 49
tapping at my chamber door 3353
tapping at the bedroom door 63
tapping at the chamber door 113
tapping at the kitchen door 142
tapping on my bedroom door 40
tapping on the bathroom door 86
tapping on the bedroom door 262
tapping on the kitchen door 95
tasks at the command line 135
tasks at the present time 119
tasks in the following list 43
tasks in the project plan 119
tasks is to descend from 40
tasks of the central bank 74
tasks of the council were 52
tasks of the european union 108
tasks of the present time 162
tasks of the present work 77
taste at the present time 137
taste in the anterior part 195
taste in the liberal arts 147
taste in the lighter arts 115
taste in the monkish ages 54
taste in the plastic arts 52
taste is in general much 49
taste is to prevail next 43
taste of the general reading 110
taste of the heavenly gift 694
taste of the liberal arts 49
taste of the moorish wars 60
taste of the outward form 49
taste of the present race 48
taste of the present time 379
taste of the student will 52
taste on the anterior part 57
taste or the manners were 53
taste to be derived from 71
tasting of the heavenly gift 310
taxed at an average rate 401
taxed at the average rate 193
taxed at the capital gain 132
taxed at the general rate 63
taxed at the highest rate 1508
taxed at the maximum rate 602
taxed at the minimum rate 52
taxed at the present time 60
taxed at the reduced rate 263
taxed at the regular rate 126
taxed at the uniform rate 131
taxed on the amounts paid 46
taxed on the capital gain 111
taxed to the grantor only 71
taxes as is allowed when 64
taxes at an average rate 90
taxes at the current rate 40
taxes at the highest rate 267
taxes at the present time 235
taxes in the central city 62
taxes in the european union 193
taxes in the present mode 40
taxes of the country were 46
taxes on the capital gain 210
taxes on the profits from 170
taxes on the profits made 42
taxes or by borrowing from 91
taxes to be imposed upon 136
taxes to be withheld from 278
taxes to the general fund 45
teaching at the present time 722
teaching in the academy from 41
teaching in the content areas 266
teaching in the following areas 44
teaching in the following ways 72
teaching in the language arts 108
teaching in the liberal arts 336
teaching in the operating room 51
teaching in the schools during 43
teaching in the schools have 46
teaching in the schools must 94
teaching in the schools were 64
teaching in the subject areas 42
teaching of the apostle john 66
teaching of the apostle paul 1798
teaching of the catholic faith 507
teaching of the chinese sage 59
teaching of the creative arts 54
teaching of the highest type 41
teaching of the language arts 684
teaching of the language were 45
teaching of the liberal arts 495
teaching of the present time 47
teaching of the subject will 56
teaching to be derived from 249
teaching to the highest rank 201
teaching to the peculiar form 70
telling at the present time 317
tells me my refusal will 46
tells of an attempt made 40
tells of an occasion when 722
tells of the efforts made 64
tells of the journey from 65
tells of the occasion when 183
tells of the unhappy love 44
tells on the general face 62
tells us as follows what 42
tells us he brought into 94
tells us in advance what 133
tells us is derived from 40
tells us of marvels like 41
tells us to abstain from 62
tells us to refrain from 43
tending to the general good 498
tends at the present time 72
tends to be applied more 168
tends to be applied only 98
tends to be brought into 80
tends to be carried along 54
tends to be carried away 124
tends to be carried into 69
tends to be carried over 408
tends to be closely tied 72
tends to be defined more 79
tends to be derived from 320
tends to be divided along 67
tends to be divided among 63
tends to be divided into 813
tends to be favored over 156
tends to be focused more 104
tends to be focused upon 153
tends to be frowned upon 289
tends to be glossed over 528
tends to be greatest among 203
tends to be greatest during 102
tends to be greatest when 422
tends to be highest among 274
tends to be highest during 100
tends to be highest when 160
tends to be ignored when 108
tends to be imposed upon 69
tends to be invoked only 48
tends to be largest when 74
tends to be limited more 44
tends to be located along 54
tends to be located more 132
tends to be minimal when 45
tends to be omitted from 129
tends to be popular among 41
tends to be pressed upon 50
tends to be reduced when 205
tends to be related more 174
tends to be released from 53
tends to be removed from 293
tends to be repeated over 159
tends to be repeated when 48
tends to be shifted back 44
tends to be shifted from 151
tends to be shorter when 56
tends to be similar among 73
tends to be similar from 66
tends to be slurred over 41
tends to be smaller when 114
tends to be stronger among 146
tends to be stronger when 114
tends to be uniform over 121
tends to be watered down 46
tends to be written from 76
tends to the general good 588
tends to the greatest good 81
tends to the highest good 130
tenet of the catholic faith 163
tenet of the islamic faith 81
tenet of the present work 41
tenor of the article leads 58
tenor of the language used 63
tenor of the letters from 167
tenor of the remarks made 75
tenor of the statute made 69
tense of the following verb 54
tense of the governing verb 276
tense of the passive verb 44
tense of the regular verb 49
tense of the reporting verb 110
tenths of an angstrom unit 136
tenths of the members were 41
tenths of the student body 44
tenths of the workers came 40
tenths of the workers were 62
tents of an investing army 52
tents of my workmen were 48
tents of the british army 56
tents of the hostile army 43
tents of the regular army 54
tents of the turkish army 46
tents to be pitched there 82
terms as in several other 49
terms as the governing body 78
terms as the primary means 139
terms at an average rate 112
terms at the present time 483
terms if we examine here 41
terms in an equation must 81
terms in the equation have 137
terms in the equation must 122
terms in the equation were 60
terms in the equation will 101
terms in the following form 50
terms in the following list 246
terms in the following ways 60
terms in the general case 43
terms in the general form 56
terms in the overall mass 121
terms in the preceding list 76
terms in the present work 43
terms in the reduced form 54
terms in the relation best 63
terms of an alliance were 54
terms of an average over 168
terms of an average rate 42
terms of an example from 52
terms of an exchange rate 63
terms of an inquiry into 116
terms of an overall mass 109
terms of an overall plan 57
terms of an overall theory 46
terms of an overall view 40
terms of an unequal peace 96
terms of the alleged oral 99
terms of the alliance were 453
terms of the altered item 169
terms of the altered text 85
terms of the amnesty were 41
terms of the analogy used 66
terms of the ancient writ 54
